,RLU_N2a
604,0.36596349845935056
605,0.3407205498933396
606,0.27625029627873904
607,0.24626688788812517
608,0.17373785257169944
609,0.22422374970372122
610,0.09160938611045272
611,0.1345105475231097
612,0.4424034131310736
613,0.4037686655605593
614,0.30137473334913484
615,0.3293434463142924
616,0.3389428774591135
617,0.3351505095994311
618,0.32424745200284427
619,0.2595401753970135
620,0.25017776724342256
621,0.30635221616496794
622,0.16603460535671954
623,0.1578573121592794
624,0.4741644939559137
625,0.36596349845935056
626,0.3167812277790945
627,0.42201943588528085
628,0.37437781464802083
629,0.37236311922256465
630,0.3932211424508177
631,0.33989096942403413
632,0.30137473334913484
633,0.33325432566958996
634,0.2647546812040768
635,0.18084854230860392
636,0.5341313107371415
637,0.5031998103816071
638,0.43896657975823644
639,0.49857786205261906
640,0.31452950936240814
641,0.37094098127518366
642,0.19720312870348422
643,0.31452950936240814
644,0.27305048589713204
645,0.17373785257169944
646,0.11803744963261437
647,0.11803744963261437
648,0.7657027731689974
649,0.6449395591372362
650,0.685707513628822
651,0.7174685944536621
652,0.6556055937425931
653,0.5897132021806115
654,0.6787153353875326
655,0.5750177767243423
656,0.5809433515050959
657,0.0
658,0.2908272102393931
659,0.3914434700165916
660,0.009362408153590907
661,0.009362408153590907
662,0.023346764636169692
663,0.0987200758473572
664,0.11187485186063045
665,0.09160938611045272
666,0.22173500829580467
667,0.20312870348423795
668,0.279331595164731
669,0.07572884569803268
670,0.1578573121592794
671,0.21415027257643987
672,0.03590898317136759
673,0.023346764636169692
674,0.0
675,0.1578573121592794
676,0.16603460535671954
677,0.2647546812040768
678,0.10547523109741647
679,0.3211661531168523
680,0.3283953543493719
681,0.08390613889547288
682,0.18772220905427828
683,0.28075373311211177
684,0.03590898317136759
685,0.023346764636169692
686,0.0
687,0.05747807537331118
688,0.21924626688788812
689,0.23998577862052622
690,0.1699454847120171
691,0.22896420952832425
692,0.2613178478312396
693,0.1345105475231097
694,0.20597297937899972
695,0.2664138421426879
696,0.03590898317136759
697,0.0
698,0.0
699,0.18084854230860392
700,0.17373785257169944
701,0.21924626688788812
702,0.23571936477838346
703,0.25397013510310495
704,0.3178478312396303
705,0.18772220905427828
706,0.22173500829580467
707,0.3155961128229438
708,0.009362408153590907
709,0.0
710,0.0
711,0.19720312870348422
712,0.19092201943588527
713,0.10547523109741647
714,0.3756814410997867
715,0.46823891917515986
716,0.4344631429248637
717,0.40945721735008295
718,0.3637117800426641
719,0.40222801611756337
