3.000000000000000000e+00,5.000000000000000000e+00,1.141723408004691187e-02,2.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,1.469048401549871707e-01,2.000000000000000000e+00
4.000000000000000000e+00,1.500000000000000000e+01,1.549018944039817769e-01,3.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,3.373560546843740182e-01,2.000000000000000000e+00
1.600000000000000000e+01,1.700000000000000000e+01,5.273373190798883448e-01,5.000000000000000000e+00
1.000000000000000000e+01,1.400000000000000000e+01,5.601320594405760911e-01,2.000000000000000000e+00
1.100000000000000000e+01,1.200000000000000000e+01,7.360231829006760318e-01,2.000000000000000000e+00
1.300000000000000000e+01,2.100000000000000000e+01,7.814061921501529451e-01,3.000000000000000000e+00
7.000000000000000000e+00,1.800000000000000000e+01,8.081991211592391977e-01,3.000000000000000000e+00
8.000000000000000000e+00,9.000000000000000000e+00,9.963162520865300742e-01,2.000000000000000000e+00
2.200000000000000000e+01,2.400000000000000000e+01,1.027184279877988660e+00,5.000000000000000000e+00
2.000000000000000000e+01,2.500000000000000000e+01,1.103243834556205893e+00,7.000000000000000000e+00
1.900000000000000000e+01,2.300000000000000000e+01,1.195119041917147129e+00,8.000000000000000000e+00
2.600000000000000000e+01,2.700000000000000000e+01,1.552305991173226873e+00,1.500000000000000000e+01
