,P_charged_centers,N_charged_centers,cLogP,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_N2a
710,1.0,1.0,6.12,12.0,1.0,20.0,10.0,139.8,-6.03,
711,1.0,1.0,6.12,4.0,1.0,40.0,10.0,144.2333333,-7.93,
712,1.0,1.0,6.12,8.0,1.0,40.0,10.0,131.1,-1.069666667,
713,1.0,1.0,6.12,12.0,1.0,40.0,10.0,150.6666667,-1.002,
714,1.0,1.0,6.12,4.0,1.0,60.0,10.0,151.8666667,-6.88,
715,1.0,1.0,6.12,8.0,1.0,60.0,10.0,143.0666667,-0.741333333,
716,1.0,1.0,6.12,12.0,1.0,60.0,10.0,122.1,-1.561,
717,1.0,1.0,6.12,4.0,1.0,80.0,10.0,149.8,-13.63333333,
718,1.0,1.0,6.12,8.0,1.0,80.0,10.0,152.3333333,-3.446666667,
719,1.0,1.0,6.12,12.0,1.0,80.0,10.0,156.8,-1.356666667,
9,,,,,,,,,,0.27993779160186616
11,,,,,,,,,,0.41883000358894595
14,,,,,,,,,,0.3415480320612513
17,,,,,,,,,,0.3691829166168201
21,,,,,,,,,,0.2841248953224069
25,,,,,,,,,,0.3738485464768512
26,,,,,,,,,,0.4013637994975475
27,,,,,,,,,,0.37839454480200974
33,,,,,,,,,,0.4778083502811341
37,,,,,,,,,,0.5782988395741118
48,,,,,,,,,,0.39813374805598756
49,,,,,,,,,,0.317860988156478
51,,,,,,,,,,0.2543366431391314
52,,,,,,,,,,0.3691829166168201
53,,,,,,,,,,0.3407106113171431
54,,,,,,,,,,0.37767675559277414
55,,,,,,,,,,0.3584160784782868
56,,,,,,,,,,0.33269529848067947
60,,,,,,,,,,0.23495633448977152
61,,,,,,,,,,0.24309127886110773
63,,,,,,,,,,0.4254097380069386
64,,,,,,,,,,0.12633090082545753
65,,,,,,,,,,0.48211508553654736
66,,,,,,,,,,0.33365235075966027
67,,,,,,,,,,0.317860988156478
72,,,,,,,,,,0.11018064361765759
74,,,,,,,,,,0.11018064361765759
76,,,,,,,,,,0.11018064361765759
77,,,,,,,,,,0.11018064361765759
78,,,,,,,,,,0.11018064361765759
80,,,,,,,,,,0.0
84,,,,,,,,,,0.16963751644933603
85,,,,,,,,,,0.21689197272401003
86,,,,,,,,,,0.2306495992343581
87,,,,,,,,,,0.13147505682497904
88,,,,,,,,,,0.14559157793994496
90,,,,,,,,,,0.0
93,,,,,,,,,,0.11018064361765759
96,,,,,,,,,,0.14559157793994496
98,,,,,,,,,,0.2677353750448618
122,,,,,,,,,,0.11018064361765759
126,,,,,,,,,,0.47505682497906443
133,,,,,,,,,,0.014116521114965891
134,,,,,,,,,,0.06699365952865169
138,,,,,,,,,,0.4475415719583682
145,,,,,,,,,,0.22167723411891374
156,,,,,,,,,,0.5883478885034095
157,,,,,,,,,,0.4906089245125014
158,,,,,,,,,,0.4775690872113888
160,,,,,,,,,,0.37707859791841125
168,,,,,,,,,,0.693264744586673
170,,,,,,,,,,0.8684053116401482
173,,,,,,,,,,0.8018901782509869
175,,,,,,,,,,0.9584878573992104
180,,,,,,,,,,0.33269529848067947
182,,,,,,,,,,0.31475056824979064
185,,,,,,,,,,0.4059097978227061
204,,,,,,,,,,0.35387008015312826
205,,,,,,,,,,0.42229931810025123
209,,,,,,,,,,0.23495633448977152
218,,,,,,,,,,0.6513937073812657
229,,,,,,,,,,0.9757147984208636
241,,,,,,,,,,0.1731068309606412
254,,,,,,,,,,0.14989831319535826
265,,,,,,,,,,0.5436056944610599
276,,,,,,,,,,0.3697810742911831
277,,,,,,,,,,0.15815288910156713
280,,,,,,,,,,0.3838975954061491
293,,,,,,,,,,0.38868285680105275
300,,,,,,,,,,0.12633090082545753
301,,,,,,,,,,0.42098337121665264
302,,,,,,,,,,0.42014595047254455
305,,,,,,,,,,0.45136978107429115
312,,,,,,,,,,0.685608326354827
313,,,,,,,,,,0.6214858236631176
314,,,,,,,,,,0.994377317860988
316,,,,,,,,,,0.9922239502332812
317,,,,,,,,,,0.9164971886589304
324,,,,,,,,,,0.09702117478167246
325,,,,,,,,,,0.32300514415599946
328,,,,,,,,,,0.32503888024883354
329,,,,,,,,,,0.038162459624356965
332,,,,,,,,,,0.14559157793994496
336,,,,,,,,,,0.3507596602464409
337,,,,,,,,,,0.28137337002033735
338,,,,,,,,,,0.11018064361765759
340,,,,,,,,,,0.11018064361765759
348,,,,,,,,,,0.3080512022969254
349,,,,,,,,,,0.10970211747816724
350,,,,,,,,,,0.12106711329106354
353,,,,,,,,,,0.4257686326115564
362,,,,,,,,,,0.5339155401363799
371,,,,,,,,,,0.13637994975475534
385,,,,,,,,,,0.16592893886828566
395,,,,,,,,,,0.3821031223830601
398,,,,,,,,,,0.30099294173944247
407,,,,,,,,,,0.6354827132432108
413,,,,,,,,,,0.3738485464768512
419,,,,,,,,,,0.13637994975475534
424,,,,,,,,,,0.32599593252781434
432,,,,,,,,,,0.4151214260078957
444,,,,,,,,,,0.5422897475774614
446,,,,,,,,,,0.4867807153965784
449,,,,,,,,,,0.3200143557841846
456,,,,,,,,,,0.5304462256250747
457,,,,,,,,,,0.4982653427443473
458,,,,,,,,,,0.5635841607847828
459,,,,,,,,,,0.5785381026438569
468,,,,,,,,,,0.3157076205287713
470,,,,,,,,,,0.3599712884316305
472,,,,,,,,,,0.2694102165330782
480,,,,,,,,,,0.32300514415599946
482,,,,,,,,,,0.3288670893647565
485,,,,,,,,,,0.24309127886110773
486,,,,,,,,,,0.2997966263907166
492,,,,,,,,,,0.36643139131475055
493,,,,,,,,,,0.38748654145232675
494,,,,,,,,,,0.33365235075966027
497,,,,,,,,,,0.25780595765043657
498,,,,,,,,,,0.1731068309606412
504,,,,,,,,,,0.189615982773059
505,,,,,,,,,,0.3080512022969254
506,,,,,,,,,,0.2661801650915181
509,,,,,,,,,,0.10970211747816724
517,,,,,,,,,,0.38569206842923787
518,,,,,,,,,,0.09020217729393468
521,,,,,,,,,,0.19559755951668858
522,,,,,,,,,,0.27252063643976554
533,,,,,,,,,,0.32204809187701877
534,,,,,,,,,,0.07524823543486062
535,,,,,,,,,,0.18004545998325158
556,,,,,,,,,,0.3114008852733581
557,,,,,,,,,,0.18004545998325158
