,Feature,HepG2_Norm_Feature_Value
0,P_charged_centers,1.0
1,Hbond_D,1.0
2,Hbond_A,0.0
3,Double_bonds,1.0
4,wt_Helper,0.9579117018974208
5,wt_Dlin,0.9831150777479379
6,wt_DMG,0.089961804771158
7,wt_pDNA,0.5011695420558068
