LGBM,XGB,RF,DT,kNN,PLS,MLR,lasso
0.06959142431305708,0.04831853523606161,0.05066180962138955,0.07631147540983607,0.18229431988171968,0.10249424084975484,0.10024352643088158,0.13718812541684922
0.005311816292219856,0.06929707021009723,0.08254125032526671,0.0581498829039813,0.22275573467242216,0.12510197938324022,0.12240545947382658,0.16930566429363428
0.09661973986986089,0.11807086381755894,0.14155468628024998,0.11914754098360658,0.06741763815046486,0.2702427118035845,0.2693666814856714,0.2532969731985257
0.0616125761863667,0.025958601385354996,0.042168900761124124,0.04551912568306012,0.19743002913787908,0.10832628460256588,0.0982301729522605,0.16426039954880622
0.07380628505521442,0.07010547436651626,0.011694212854540753,0.03544262295081957,0.013205490636595485,0.15769300748214754,0.1652791630455725,0.11688405380097783
0.0026718659159335467,0.024805311272378838,0.045863933938329465,0.07241217798594848,0.047447145076972175,0.14703446646742446,0.14509834639215272,0.1881585964921601
0.0795703885931775,0.07439325749874115,0.06627285860655746,0.004613583138173306,0.09301092540602235,0.10043261064826856,0.08445258398389405,0.15867391213528304
0.06536037039926736,0.0427323139617678,0.010055239558938282,0.11,0.1934172148682967,0.11922874970793526,0.11404096802089306,0.17304242318262436
0.1249902998362718,0.14655842243647965,0.20009955210772845,0.16889344262295083,0.10214621939872537,0.21803958679345792,0.21519916993428612,0.2511012805245635
0.00578560121130626,0.03261424973607063,0.04794644955113192,0.007096018735362998,0.27877484221361704,0.23003741179872073,0.2266664078590104,0.2736053933678291
0.028026493982982053,0.0778866782784462,0.07204396061020044,0.004613583138173306,0.3040002589621414,0.12393050206195577,0.11102787347764503,0.1764177548682222
0.03775444470532922,0.0009986916556954384,0.022063499544626594,0.262896174863388,0.08123133869293764,0.21544347929281046,0.21255595125782095,0.23935840663201502
0.006878641764681102,0.052203621715307236,0.06666038657949519,0.004613583138173306,0.3025668329777695,0.1755390133643332,0.1751160594114057,0.2028151432510874
0.05648067168424248,0.03296647962976684,0.07065216562581289,0.07379391100702587,0.31121898100905204,0.3879014818296638,0.39701267656056494,0.3449166286869604
0.08759714027247573,0.08906521760049424,0.12276828600702522,0.09100702576112424,0.10185857930960723,0.4389471476243656,0.44279449145133776,0.39341713290380087
0.13042251220854167,0.17646102607250214,0.20435043764637018,0.20154566744730681,0.363034820734559,0.07967218940940773,0.07195536794270847,0.12747979975532014
0.16268202161488332,0.1700884997844696,0.1997419032982047,0.20154566744730681,0.10716636848555659,0.05931112590040785,0.053304028261365016,0.11679049531287464
0.037652910266656625,0.04641470603278419,0.010660531811085089,0.08548009367681494,0.17798134983257097,0.02674195262298923,0.02743578049218026,0.020576387997447432
0.058292449181715,0.10977185821435487,0.15545990355841788,0.03475409836065572,0.09008065348654744,0.046161368123033175,0.050642577582521886,0.07617584780647457
0.29748427149584594,0.25144784414377375,0.28024150500910755,0.23665105386416865,0.1432744445482269,0.35636973358507895,0.36360780611756954,0.3136453579950429
0.20289178350951537,0.16769422255578592,0.22584114217408274,0.30316939890710387,0.2725221893192651,0.366293808955481,0.36416928146195976,0.32074174521815496
0.02270302053216902,0.06195679969474921,0.04122076600312252,0.13655737704918036,0.03786660060437021,0.11900307833936002,0.11783779226466998,0.07906228625239725
0.21405634219513042,0.21454307155042407,0.1679076156323187,0.2313661202185793,0.1930017257232916,0.26889237927134324,0.2639593830341364,0.2312245635877257
0.06859016743896137,0.07938861101865768,0.07735979410616706,0.133536299765808,0.019309287562504534,0.06646607425899684,0.06604548560516976,0.11442986804520669
