group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.4388,0.3796,-3.463,0.5855,False
DT,MLR,7.7478,0.0,5.7235,9.7721,True
DT,PLS,7.747,0.0,5.7227,9.7713,True
DT,RF,-0.87,0.898,-2.8943,1.1543,False
DT,XGB,-1.6105,0.2354,-3.6348,0.4138,False
DT,kNN,2.884,0.0004,0.8597,4.9083,True
DT,lasso,7.9054,0.0,5.8811,9.9297,True
LGBM,MLR,9.1865,0.0,7.1622,11.2108,True
LGBM,PLS,9.1857,0.0,7.1614,11.21,True
LGBM,RF,0.5687,0.99,-1.4556,2.593,False
LGBM,XGB,-0.1717,1.0,-2.196,1.8526,False
LGBM,kNN,4.3227,0.0,2.2984,6.347,True
LGBM,lasso,9.3442,0.0,7.3199,11.3685,True
MLR,PLS,-0.0008,1.0,-2.0251,2.0235,False
MLR,RF,-8.6178,0.0,-10.6421,-6.5935,True
MLR,XGB,-9.3583,0.0,-11.3826,-7.334,True
MLR,kNN,-4.8638,0.0,-6.8881,-2.8395,True
MLR,lasso,0.1577,1.0,-1.8666,2.182,False
PLS,RF,-8.617,0.0,-10.6413,-6.5927,True
PLS,XGB,-9.3575,0.0,-11.3818,-7.3332,True
PLS,kNN,-4.863,0.0,-6.8873,-2.8387,True
PLS,lasso,0.1585,1.0,-1.8658,2.1828,False
RF,XGB,-0.7404,0.9551,-2.7647,1.2838,False
RF,kNN,3.754,0.0,1.7297,5.7783,True
RF,lasso,8.7755,0.0,6.7512,10.7998,True
XGB,kNN,4.4945,0.0,2.4702,6.5188,True
XGB,lasso,9.5159,0.0,7.4916,11.5402,True
kNN,lasso,5.0215,0.0,2.9972,7.0458,True
