,RLU_B16
0,0.13191385217816937
1,0.0747674987763094
2,0.0
3,0.10535976505139505
4,0.22711698482623588
5,0.11637298091042586
6,0.0
7,0.0
8,0.0
9,0.0
10,0.07807146353401856
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.05115026921194321
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.06081742535487028
59,0.011135584924131192
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.04906999510523735
141,0.0
142,0.0
143,0.011135584924131192
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.22662750856583458
156,0.0
157,0.09312285854136076
158,0.0
159,0.0588595203132648
160,0.0987518355359765
161,0.0
162,0.0
163,0.13497307880567788
164,0.0
165,0.06975036710719529
166,0.16116005873715122
167,0.036221243269701386
168,0.0
169,0.0
170,0.08883994126284872
171,0.0
172,0.0
173,0.0987518355359765
174,0.1428046989720998
175,0.07807146353401856
176,0.2673764072442486
177,0.3312530592266275
178,0.03842388644150757
179,0.06265296133137543
180,0.0
181,0.06791483113069019
182,0.17364170337738616
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.3476505139500734
189,0.0588595203132648
190,0.0
191,0.0
192,0.07635829662261379
193,0.10658345570239841
194,0.0
195,0.0
196,0.1620166421928536
197,0.0
198,0.0
199,0.2473078805677924
200,0.036221243269701386
201,0.0
202,0.019211943220753813
203,0.14561918746940772
204,0.3849730788056779
205,0.0
206,0.06620166421928536
207,0.26211453744493396
208,0.0
209,0.0
210,0.3612334801762114
211,0.09593734703866857
212,0.1651982378854625
213,0.44040626529613314
214,0.10401370533529125
215,0.2075379344101811
216,0.3896231032794909
217,0.09312285854136076
218,0.13986784140969155
219,0.3097161037689672
220,0.19762604013705332
221,0.0
222,0.0
223,0.2304209495839452
224,0.25660792951541855
225,0.3094713656387664
226,0.4047968673519333
227,0.3480176211453745
228,0.4604747919725892
229,0.4672050905531081
230,0.3695545766030347
231,0.0
232,0.0
233,0.0
234,0.0
235,0.013950073421439058
236,0.0
237,0.0
238,0.1359520313264806
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.03389623103279493
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.09177679882525697
253,0.011135584924131192
254,0.0
255,0.044909446891825744
256,0.029246206558981858
257,0.06620166421928536
258,0.0
259,0.04906999510523735
260,0.20007342143906015
261,0.0
262,0.0
263,0.0
264,0.03842388644150757
265,0.13790993636808613
266,0.18685756240822315
267,0.20239843367596666
268,0.3863191385217817
269,0.5444199706314243
270,0.44823788546255505
271,0.2947870778267253
272,0.3956191874694076
273,0.4320851688693098
274,0.013950073421439058
275,0.026798825256975023
276,0.13986784140969155
277,0.0
278,0.0
279,0.43086147821830634
280,0.41409691629955947
281,0.36245717082721485
282,0.3563387175721977
283,0.25844346549192365
284,0.3498531571218796
285,0.0588595203132648
286,0.0
287,0.15186000978952519
288,0.0
289,0.0
290,0.3330885952031327
291,0.4289035731767009
292,0.381791483113069
293,0.3595203132648066
294,0.35009789525208024
295,0.3973323543808125
296,0.1243269701419481
297,0.08272148800783163
298,0.25660792951541855
299,0.07146353401860012
300,0.040626529613313755
301,0.4812775330396475
302,0.3968428781204112
303,0.39488497307880566
304,0.36478218306412136
305,0.3568281938325991
306,0.4623103279490943
307,0.448972099853157
308,0.5292462065589819
309,0.4433431228585414
310,0.46096426823299075
311,0.9358786098874203
312,0.8387175721977482
313,0.7809593734703866
314,0.6965247185511503
315,0.7868330885952031
316,0.4754038179148311
317,0.7174498286833086
318,0.7431473323543807
319,0.6259177679882525
320,0.8024963289280469
321,0.3742046010768477
322,0.18624571708272153
323,0.11160058737151246
324,0.25122369065100336
325,0.28401860009789515
326,0.0
327,0.040626529613313755
328,0.2659079784630445
329,0.0
330,0.0
331,0.2207537934410181
332,0.1140479686735193
333,0.09593734703866857
334,0.2809593734703867
335,0.30457660303475276
336,0.29723445912873225
337,0.0570239843367597
338,0.06436612824278021
339,0.28634361233480177
340,0.0
341,0.0
342,0.33272148800783163
343,0.1000978952520803
344,0.3102055800293686
345,0.254650024473813
346,0.20521292217327458
347,0.17939304943710233
348,0.3991678903573176
349,0.11992168379833579
350,0.12873225648556041
351,0.4864170337738619
352,0.6049926578560939
353,0.6782917278511991
354,0.5931228585413607
355,0.618942731277533
356,0.7159813999021047
357,0.5139500734214391
358,0.5848017621145374
359,0.6202887909936369
360,0.6812285854136073
361,0.575746451297112
