,RLU_ARPE19
0,0.31016393442622947
1,0.29622950819672134
2,0.09262295081967215
3,0.15475409836065573
4,0.17131147540983604
5,0.15475409836065573
6,0.09262295081967215
7,0.0652459016393443
8,0.0
9,0.0
10,0.0
11,0.0
12,0.5732786885245902
13,0.5732786885245902
14,0.5072131147540985
15,0.19983606557377054
16,0.3377049180327869
17,0.3563934426229509
18,0.0652459016393443
19,0.04967213114754099
20,0.0
21,0.13655737704918036
22,0.0
23,0.0
24,0.5650819672131148
25,0.5837704918032788
26,0.46360655737704926
27,0.41868852459016404
28,0.48459016393442633
29,0.4688524590163935
30,0.0
31,0.07950819672131149
32,0.0
33,0.0
34,0.0
35,0.012950819672131186
36,0.348688524590164
37,0.25016393442622953
38,0.17131147540983604
39,0.07950819672131149
40,0.17131147540983604
41,0.04967213114754099
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.032295081967213146
48,0.0
49,0.0
50,0.012950819672131186
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.5314754098360657
61,0.5081967213114754
62,0.28868852459016403
63,0.4688524590163935
64,0.548688524590164
65,0.25967213114754106
66,0.1459016393442623
67,0.24540983606557376
68,0.0
69,0.0
70,0.0
71,0.0
72,0.5472131147540984
73,0.5
74,0.27688524590163943
75,0.43819672131147547
76,0.2350819672131148
77,0.25967213114754106
78,0.0
79,0.1459016393442623
80,0.0
81,0.0
82,0.0
83,0.0
84,0.5009836065573771
85,0.5563934426229509
86,0.31016393442622947
87,0.5934426229508197
88,0.4967213114754099
89,0.20622950819672137
90,0.20622950819672137
91,0.19983606557377054
92,0.11606557377049187
93,0.032295081967213146
94,0.012950819672131186
95,0.0
96,0.36147540983606563
97,0.2998360655737705
98,0.36147540983606563
99,0.3539344262295082
100,0.41868852459016404
101,0.3842622950819673
102,0.43819672131147547
103,0.4675409836065575
104,0.36147540983606563
105,0.4254098360655738
106,0.4857377049180328
107,0.458360655737705
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.012950819672131186
122,0.0
123,0.07950819672131149
124,0.0
125,0.0
126,0.0
127,0.13655737704918036
128,0.17131147540983604
129,0.0
130,0.13655737704918036
131,0.348688524590164
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0652459016393443
138,0.0
139,0.32606557377049183
140,0.2685245901639345
141,0.0
142,0.13655737704918036
143,0.27688524590163943
144,0.0
145,0.0
146,0.0
147,0.032295081967213146
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.20622950819672137
156,0.0
