,RF,XGB,LGBM,DT,kNN,MLR,PLS,lasso
0,0.18810662680617846,0.12764503014996448,0.18797568316893548,0.031855173559209415,0.332734683362674,0.09560749639204058,0.24765306842805218,0.14192039776467374
1,0.08926700990976028,0.005107037367921341,0.13175662119258869,0.031091180866965662,0.3296225662690014,0.10458572413719364,0.08065083536792861,0.14861911778299808
2,0.12158390079167353,0.020849970928994266,0.15892554726632563,0.00036538780933395576,0.17533854097608348,0.017406595638584016,0.11228100431800331,0.06929242034817229
3,0.08660853678790881,0.027722748168143185,0.10790247902700612,0.15661850190998167,0.25303791384818214,0.24395909459349996,0.14484050369860493,0.19846428437262248
4,0.2347893483917392,0.12971320544895276,0.253312230638313,0.04937480722234082,0.05666373516011303,0.16273699093133973,0.2662777906999209,0.20434673071003084
5,0.22860432929192187,0.05481470917877301,0.24300771453616887,0.05060858424087124,0.02830173718994755,0.05502794775239356,0.22819782148376722,0.005661257173460554
6,0.019580357637159068,0.03208674693885699,0.018235305947136238,0.05060858424087124,0.09864194891559863,0.0293577146970143,0.07485523235621461,0.02719746590936123
7,0.07657587333222601,0.01832741295513257,0.08449790012433964,0.21199136356087037,0.2135977285797519,0.2905680407758946,0.16884426748318593,0.25058171015122577
8,0.1943824392404366,0.07528234847735144,0.13485454863341967,0.19033383158943695,0.2643074594482398,0.2970497201562904,0.13160914442728686,0.2662066166505915
9,0.07469246526047724,0.08718059753593549,0.09986882523305451,0.2514532469689421,0.23896097241454411,0.36544022621972094,0.23162345042322047,0.3310677949047567
10,0.18005037922825687,0.1561963494147519,0.183376281214859,0.08104965952499593,0.2575409453478376,0.14186518498913792,0.24209667592549367,0.18155411607848498
11,0.05606654487073057,0.2317466412127524,0.019645481758480743,0.018269390466699842,0.15612844605839865,0.13257906411254872,0.07978803501932535,0.1796165419473318
12,0.09647234678624858,0.09273541193926299,0.048551880731286745,0.07460554725128721,0.19981621494441326,0.0756388349039068,0.07565619189768089,0.11730349535087176
13,0.04793998782040654,0.04414429630062705,0.08918042738083962,0.08104965952499593,0.32238982476496186,0.09993648578576125,0.02882001078208421,0.13587927224098495
14,0.19438797541936584,0.14485019241985425,0.1988801676800193,0.18754359740906826,0.4983255967957016,0.2999823239762837,0.1638331827817541,0.2544491601695766
15,0.016227094059680203,0.05195941107947455,0.015569825157446038,0.08104965952499593,0.14895029622149086,0.13560987640749356,0.024671242410172045,0.1706333075373705
16,0.19846758567236908,0.025557981975706967,0.2106626682409861,0.008570004982561052,0.04034455649739188,0.06748472037621059,0.212449536641394,0.027848623024957275
17,0.056219897027072085,0.08176790381256,0.020502551491518667,0.07494602225543925,0.2239657459523811,0.01811569787061304,0.012367167431420634,0.05196492585565876
18,0.0039090959419808835,0.026476286716723307,0.029616449993653093,0.16230692575984054,0.08974051769948135,0.1537024897472764,0.03300901753488267,0.11017440384037053
19,0.0205065603720313,0.02264986728843793,0.04091439952489856,0.07460554725128721,0.057311838579355456,0.0790727873698171,0.01883296368877363,0.11215652276534543
20,0.07360682057244156,0.10814362055804716,0.027213291967453423,0.0,0.24677246036722295,0.05482412837082183,0.03234764667107157,0.01908391329050904
21,0.022174611083430384,0.0422783175629054,0.06100631452583066,0.08125726623484475,0.12508600514136153,0.18334093563916137,0.06128888538861976,0.14165408821047148
22,0.035539500636660865,0.04512642597319616,0.07601530185282654,0.07623318385650218,0.07382575081836493,0.055061862809555606,0.033539147665407276,0.10726153089346124
23,0.21562365055638635,0.06858007068220034,0.1513467652454305,0.3074240159441954,0.13887116694368432,0.18528229797174517,0.2562560245639399,0.12749949420574075
24,0.009111996899740016,0.05097955261882886,0.036429873936215745,0.10479986713170575,0.028921657066000375,0.15558584378037205,0.11699383512718187,0.10051247683250647
25,0.03289265349056095,0.024032550104292782,0.01933372567440106,0.2685268227869126,0.06772609128904214,0.02470671183757911,0.027965252060866863,0.04998336526026714
26,0.09767757293915755,0.03680471534315005,0.12468106531526638,0.1297126723135691,0.08951258505083629,0.5238919849979853,0.17402988706467773,0.5866894806977434
27,0.12401317610585126,0.00674243474784747,0.11743266536478517,0.03374301057410167,0.12413660712713999,0.2156169693658948,0.2506441680434627,0.27520781358013435
28,0.17221004262857784,0.004295589574011716,0.14103648711037906,0.1474007639926923,0.1568000181186325,0.08070221210252942,0.11498280756355406,0.14098344254505712
29,0.04729446935724971,0.0934045769520484,0.08811709242878452,0.24348114931074583,0.06208978614054175,0.1299723948169299,0.10871005493361868,0.18821821277966222
30,0.11217848640868025,0.13759213482555493,0.15515173504363955,0.5577977080219232,0.05050607412111208,0.3409469464015657,0.127439627007617,0.2807461695577374
31,0.002264297182084929,0.10518932800874259,0.003068938856163217,0.3694569008470354,0.0005537617613902979,0.3250836518011528,0.018156614232563262,0.274639469563479
32,0.16392293638930455,0.12065399849341563,0.20826839770922745,0.3872873514129121,0.05614194756580171,0.16055938218028654,0.2118606904039816,0.21325201553243728
33,0.07288601007584633,0.11893520777585043,0.15094302217689842,0.005065603720312173,0.21595980628166478,0.2619593082626936,0.08482367097553845,0.3259857252486393
34,0.09253114100647714,0.15955901941356632,0.015217628788997184,0.3432747289249532,0.04559291046084374,0.08895311515790755,0.16463519760574236,0.151015969232197
35,0.12820904611637068,0.24556472116957234,0.07554393056871433,0.016940707523667164,0.054077249780251246,0.4494438179798716,0.19801829301129859,0.51308931719023
36,0.1298920445108785,0.0005369562580822551,0.13156605593450882,0.2094336488955324,0.09278505551984906,0.2853668432614111,0.16839700097543148,0.22844326267063997
37,0.26034767203676057,0.008529035319147116,0.437308046500436,0.09642916459059953,0.2608534041385683,0.03594413984332215,0.4410335829962537,0.017561993882928756
38,0.041199136356085964,0.14482678382663194,0.02463109318482326,0.17282368851875574,0.0055217839362110555,0.3114721202744639,0.14986664091534901,0.2509120805476182
39,0.5221137131152068,0.013606213197777939,0.4224936200829418,0.01806178375685108,0.440471061904226,0.2470968717357862,0.47884775888802644,0.18637272214782724
40,0.3222183468969719,0.2019871724164678,0.3484788270405547,0.002325195150307241,0.1842263601194012,0.046420397681606024,0.19901434951110603,0.02829113095830238
41,0.11899130819908094,0.0937085747718811,0.14910594239957273,0.2094336488955324,0.06288604589198549,0.31175218469606586,0.08729981512476287,0.25311620538937857
42,0.20833194928860116,0.24590738331770656,0.17940357995732947,0.030749519538757264,0.17659838198856603,0.25143121893015147,0.26592384692317556,0.19399649514581147
43,0.3891629297458894,0.04528129204743886,0.4486738916048949,0.25523999335658515,0.31048016788785465,0.19095775337333015,0.49659010682274185,0.24328151599426617
44,0.26272767535846797,0.02805595440714881,0.3745801235824477,0.007141670818800849,0.20690327239911827,0.00025679467304895454,0.31004554098013376,0.003775809241551631
45,0.054511985827382925,0.10696338066882904,0.008511266705057086,0.09952665670154459,0.10315936564821837,0.16622141701013243,0.2689437823977602,0.18831688005535907
46,0.12745778663566354,0.03040881384410965,0.1093316777302964,0.05381165919282499,0.27521548968215875,0.12065326385190805,0.33571383022713597,0.1281229762068808
47,0.0252554946575875,0.24250448796464408,0.02344273155843435,0.1481149310745724,0.00809645159824171,0.04186360985142745,0.18023807008553877,0.06161275713775216
48,0.025527874660909305,0.370868619529537,0.003313716170081693,0.06045507390798868,0.03193050417195138,0.15931457820793793,0.2036579682873631,0.17465403124279172
49,0.02979848308697361,0.04043612280590475,0.01056306737813656,0.1024082378342468,0.06951476048383162,0.18623648044895602,0.23696529401478555,0.15967891511414778
50,0.08925704478768795,0.17659525862070363,0.023996420117246953,0.19641255605381153,0.09995354390796118,0.20451737068918224,0.36111561956898114,0.20172590539852614
51,0.01707412943586359,0.0011295105874032374,0.037753885056111935,0.02777777777777779,0.03347726445893681,0.050518021283502024,0.2397430931425934,0.042510215583638766
52,0.27327354260089687,0.31328871702656874,0.30345668052314606,0.027304434479322515,0.13893810253801753,0.029330220574531385,0.10241825682834527,0.03051477571652017
53,0.08918507446160678,0.37822190280016876,0.04956210522657728,0.1846204949343962,0.15786180475880152,0.17779997504688866,0.10690165371249377,0.16743592054090534
54,0.16913248076177873,0.09577892176476532,0.1026122547600381,0.21055472512871604,0.06776203374824008,0.23885717603979534,0.15034901614473245,0.24481443145342896
55,0.2902413774013177,0.1776773720222382,0.28974711627992766,0.14791562863311736,0.3183260250593622,0.5008027499773455,0.40259604589176595,0.47403507843985326
56,0.07414216907490423,0.34146396186913663,0.09953188368123622,0.01465703371532967,0.10118596220106513,0.02526221873800391,0.10920911708202224,0.04020898934665784
57,0.1246968942036214,0.4643687967336607,0.0945582656206051,0.2743937884072413,0.14310200759461073,0.16255248757277996,0.16674324929063827,0.14545542246798449
58,0.33748269944084663,0.058412818442624914,0.2608362907870169,0.3746055472512871,0.10903958314983275,0.05696982947268259,0.34070519222852186,0.07918432368120565
59,0.1374417317167702,0.10133451395624005,0.14079745326053394,0.012373359906992287,0.16198916436050337,0.043567108296861556,0.027165567013172742,0.06556508795125554
60,0.06586281348613177,0.1433269619110158,0.05424192401577865,0.8180036538780933,0.17903711516700588,0.5749717077176685,0.021724947767263303,0.5550935580670069
61,0.20343409178984645,0.023804055698546323,0.12528217094759225,0.0650224215246637,0.012901339204770212,0.020499987476172876,0.12323571095688762,0.007068684627329347
62,0.23690970492166324,0.0033010562736119353,0.20844547787968176,0.36609367214748384,0.2947882943635099,0.17945253290263197,0.3806077804068477,0.1995014853551486
63,0.05588883352710072,0.1289380871785319,0.04587720269605228,0.2327805063231072,0.025195195779899093,0.28418593559195404,0.04747857926256521,0.2992933224898859
64,0.09834025355699472,0.028580660172137173,0.21297764076551362,0.20921220173836028,0.020405989063801144,0.3176331567363678,0.10071974353703789,0.3384402443143285
65,0.23174555721640944,0.17450719868358716,0.2556372663672559,0.07460554725128717,0.2593869936350591,0.123966686257516,0.20750579725752138,0.1491615383613682
66,0.15614294413995577,0.2122844437282954,0.10348481581335373,0.010297292808503528,0.10544850579553966,0.14314990189984633,0.09758322916328299,0.1667075747582472
67,0.3186430825444273,0.19405172842223273,0.2835651705257125,0.048579970104633774,0.4503393335240534,0.07972439846263163,0.38753436735449004,0.10442671994966019
68,0.10102640757349307,0.2832068581059216,0.01006522354277467,0.09749211094502573,0.29338245057304896,0.11141764145017446,0.03248479262707554,0.1278645276353056
69,0.07192548303161211,0.0868620977629817,0.06770708714097984,0.10121519127498224,0.05382952239500238,0.2779847698198978,0.06301140065079547,0.26946722082829494
70,0.1237734595582114,0.13890036107040166,0.15150704494904144,0.14665337983723634,0.3917347594578304,0.06403870432431838,0.3918755120483899,0.0550371714714748
71,0.15191219620218105,0.29619103029625216,0.11745372732302795,0.07706361069589776,0.18563582086696734,0.10386660564776715,0.0859346652303919,0.10693385437176775
72,0.2164568454852464,0.06346406512552666,0.3011154963627103,0.07706361069589776,0.18725781967644262,0.08997307625765022,0.23445589433817948,0.10183945389852336
73,0.20260975474727372,0.10975017033182016,0.2892826532527649,0.2640941888575172,0.23487733096334706,0.2940245736775689,0.4681960474413518,0.2928395708861091
74,0.044093450700326164,0.07539820602775277,0.11232356888375211,0.057864142169074886,0.02967046982066479,0.05418227221699157,0.1898646132552541,0.062129356526289925
75,0.20784144383546527,0.03329244017937588,0.14437344988536574,0.11208916938862146,0.11689432736679711,0.056403169905343775,0.3712334442707649,0.06178805741726173
76,0.014766096440237186,0.11030774144927574,0.005454961878862047,0.2125708169554707,0.0446845715491615,0.18829876890013536,0.05248294832583922,0.185021458767414
