,XGB,RF,LGBM,DT,kNN,lasso,MLR,PLS
0,0.08954157824935005,0.08122981217849035,0.09245766895472929,0.07919607608565626,0.10070780046534505,0.00548841422218832,0.049852554656333314,0.04984612356402801
1,0.022845031613581535,0.03931869840890079,0.01336789308184172,0.02234118913745675,0.006370437860143741,0.11164810303917094,0.16915417472147332,0.16916082740454852
2,0.022896874601981643,0.06072825696853762,0.009584721582427236,0.022371097021174624,0.05810069801815265,0.016213945502971894,0.07380442182570923,0.07382315530826511
3,0.08572100992621468,0.035310742911831394,0.07141077038797172,0.09241536068907774,0.043725730096034865,0.021539355884779288,0.07380210113300828,0.07383050647727124
4,0.099361789837624,0.03858565617896692,0.19352955775072822,0.10479722454839108,0.0655970908424165,0.0875817280132461,0.1452623010095353,0.14526724664191343
5,0.031171831071826056,0.14759181720301373,0.009384142712788188,0.26775930135183634,0.2315816264820786,0.07602641198841759,0.022185610852730187,0.022178700264559925
6,0.15392126112138846,0.010961239382701549,0.15213519724369948,0.018333532719224804,0.12449920086091429,0.042408270152525296,0.011459831489650796,0.01147717714569918
7,0.027651643554108096,0.015249730829045849,0.05278008658834443,0.10659169757147985,0.08530786165574872,0.06260382182427754,0.005640772393182503,0.00561832692191333
8,0.08234271955826666,0.00013937073812647638,0.0684936749705517,0.20430075367866962,0.06501611669754959,0.06114416896513797,0.13526583026198857,0.13531562396338181
9,0.025909743820712428,0.16270456992463164,0.028194621473582426,0.07125254217011595,0.06005050057985434,0.23228159880590551,0.1919454398051668,0.1918643479104156
10,0.01859334310870353,0.02335955257805994,0.04353597969851508,0.0368465127407584,0.01124765064734956,0.06002957246596419,0.008419635003079295,0.008420372312475277
11,0.10822088163083562,0.02245693264744658,0.06010914912456708,0.012441679626749608,0.03775902622107205,0.011052095723811217,0.06710720189107261,0.06712603640101611
12,0.01874966154844082,0.024494556765162878,0.026000967688662613,0.33736092834071063,0.0836541713229747,0.08325324875525514,0.16757956645513322,0.1676067460618697
13,0.2553105765209628,0.08444341428400509,0.27597525474559725,0.26893169039358766,0.1341443502225376,0.03562354421708158,0.09620906672842533,0.09624234068391846
14,0.09966226178452595,0.19066275870319394,0.16865161756981564,0.5205766239980859,0.17533981291876402,0.16988637239172644,0.23551344269250107,0.23555149809871
15,0.09609010524068215,0.025020337360929207,0.09222614273769203,0.12310084938389756,0.10394326321061813,0.29766064783555735,0.23164073893794487,0.23159093605312994
16,0.05322398989768759,0.060344538820432336,0.053213627007941744,0.03078518164054711,0.0036172166985978527,0.13991280960980157,0.1852934685917812,0.18525221867971367
17,0.06409890235507867,0.04678131355425291,0.037475801656390834,0.011364995812896267,0.046553769920752136,0.09050591151521159,0.14232081864466242,0.14231520375704332
18,0.05188767463307528,0.046511245364277254,0.042524102660894514,0.0264983849742792,0.02559731721452954,0.13533589940474444,0.18233923130663277,0.18236343301411762
19,0.07497202295273855,0.012778741476253519,0.09083536871473158,0.03612872353152294,0.08590743056306199,0.09474951938862675,0.14053198167788017,0.14056783934273365
20,0.08382276589397838,0.020257207799976834,0.08397996403479635,0.09779877975834428,0.08788794829259636,0.16272849975072715,0.09960821757685387,0.0996186590059204
21,0.03483138259717303,0.019033377198230228,0.05991755836096063,0.05746301391713521,0.043406565607033265,0.17503746134489997,0.12355702167256069,0.12353202062316687
22,0.008964282691029474,0.013551262112693668,0.00803006010542072,0.07082186864457471,0.02822362316754423,0.18097626452297386,0.1270644254922932,0.1270249862484217
23,0.005558508217784003,0.011128723531523,0.006975800143700861,0.0,0.07245476036181756,0.05729698783964876,0.017506775102722416,0.017556470416290576
24,0.06619087632962542,0.01813494437133626,0.06943464349249553,0.05746301391713521,0.03001599160868268,0.24813189693223658,0.20609970710344971,0.20616548066532264
25,0.02204418438717945,0.0535557482952507,0.004478562383921608,0.07082186864457471,0.030731341249558314,0.02832291774993137,0.07108126710311971,0.07109091881823237
26,0.18941690942390874,0.05120020337360881,0.17120100251421436,0.10061012082785029,0.20209176932845138,0.07106856980085707,0.11965052392074463,0.11966923982503044
27,0.03430030280921373,0.10504157195836833,0.008889791576027622,0.021713123579375493,0.0336999437315795,0.25927170390199217,0.20783909926515418,0.2078831935883523
28,0.1535074492649736,0.1329764325876304,0.20221074318864193,0.05770227698688035,0.13280772088526915,0.06345413762074109,0.10445047259623294,0.10445499010028855
29,0.02354787741284689,0.11396578538102689,0.021264703323248785,0.017681540854169148,0.026395930347854396,0.06085931507651626,0.10654769144578627,0.1065594301711682
30,0.05295096594140156,0.21554761335087863,0.00284261222718267,0.0,0.12794344163455837,0.11938468628931376,0.18753697660992946,0.1875437236269182
31,0.026721207989875095,0.005046656298600918,0.021407664337302734,0.020696255532958452,0.004724324313285344,0.19044549133889552,0.14581957203957027,0.14584303506319526
32,0.07490572509818105,0.05420564660844518,0.08768996561953946,0.13503409498743868,0.10192276937510103,0.13435777466400933,0.08530232847134495,0.08532426571461016
33,0.1487886252079816,0.03722634286398019,0.1539657004796258,0.056346452924991075,0.08532625414934958,0.04025870593001224,0.08335707496772027,0.08334001437713667
34,0.04053569565564907,0.034752362722814456,0.07363589597032366,0.059815767436296186,0.12353195373339998,0.06500516631845144,0.11466392898753774,0.11467621438985343
35,0.04226894620888422,0.125990549108745,0.04276750925956302,0.015701638952027808,0.037103966702624946,0.21182379435255907,0.2530599826981933,0.2530284910490488
36,0.13871073880068974,0.09697990190214173,0.17412672675053326,0.16269888742672564,0.06884132754880012,0.09459951404104089,0.04877341771817312,0.04877129474562303
37,0.0722025014207841,0.049088407704270365,0.06859195194857126,0.10072975236272272,0.09468543311791333,0.1941204879835649,0.13364549649972873,0.13359087250824225
38,0.013587899553332283,0.07742642660605437,0.01993201537780548,0.02255054432348369,0.02548128799909105,0.01611743209679367,0.040272722493622626,0.04031992642969584
39,0.017572720340456538,0.054114128484267665,0.038055682886686815,0.04743390357698285,0.014662963982189914,0.00950052400267265,0.04739025674341607,0.04743302726033005
40,0.12272663550850926,0.034741296805837873,0.10751684636402481,0.15659767914822337,0.12582929523877218,0.024015062137701604,0.07500560589560895,0.07502405694031289
41,0.03092927533568543,0.0889278023687039,0.05617066656476863,0.047015193204928835,0.06270704415496905,0.10586542940682142,0.06543028393694628,0.06542801246481933
42,0.09152009569082642,0.06127497308290575,0.09244100363159086,0.08952426526298995,0.05446810984507172,0.1810680150873088,0.1262264439717352,0.12620177430990343
43,0.02364275789258008,0.32631594688359866,0.024750841997864592,0.0025920165889062874,0.144933213208711,0.46472321349486106,0.41989733411366825,0.41989725109477466
44,0.15207865030261536,0.15731756190931967,0.14452930288600385,0.06672448857518842,0.2154985182178074,0.3013852633451664,0.2538894777218677,0.25388607477860725
