,RF,LGBM,XGB,DT,kNN,MLR,PLS,lasso
0,0.0021098856209146727,0.00036484799054135875,0.004349306824049298,0.0,0.04168404826474033,0.0391158540333669,0.06642952380296896,0.0848582609738146
1,0.009206349206348982,0.003040849629651246,0.0012968921639115172,2.7755575615628914e-17,0.008024696773114695,0.009147548619049595,0.021496409198102043,0.04220676068942947
2,0.0026555205415503685,0.002089427442279454,0.009344801904997174,2.7755575615628914e-17,0.00263763345487833,0.1052574787912658,0.00879092545521093,0.009015296402799355
3,0.004197595704948362,0.0006474828665238158,0.0035732245467513246,0.026660664265706277,0.013262538176183197,0.027625112419637235,0.020085871706717856,0.0029601653725941923
4,0.0058175770308120794,0.006189737690732125,0.011891410353025739,2.7755575615628914e-17,0.01166346974904707,0.023364930722497027,0.033647822408422026,0.054053836004227376
5,0.013965044351073624,0.007281117853063332,0.003622903821626361,0.01372030293598922,4.163336342344337e-17,0.02557421626731418,0.0569796653412451,0.06924594755529483
6,0.0014023109243693627,0.0030190374993768337,0.0015120363257735414,1.3877787807814457e-17,0.0,0.031711306047514,0.003930123686809436,0.013839901367066837
7,0.012547560690943593,0.0037042905520855846,0.015410498382887189,1.3877787807814457e-17,0.036017419405012685,0.02126438454994961,0.010915258059813443,0.01151547527864627
8,0.00033642623716118036,0.0033569830794040884,0.008551732303938214,2.7755575615628914e-17,0.035603619965668215,0.005234066014228406,0.02448569741484463,0.0031245013796462884
9,0.009496381886087563,0.003029931357943008,0.0018965744949967223,0.0,0.05399458436112334,0.024904020180976066,0.011263065100928962,0.029892714460829792
10,0.013441584967320841,0.012345638888971666,0.01673178434594566,0.0,0.011580813777503182,0.06779254816038148,0.0037206220051451133,0.01389317304175422
11,0.01262750933706809,0.0006309377329072607,0.0028140401862471742,2.7755575615628914e-17,0.02702210236747496,0.044409148473000606,0.050483464256133176,0.033374602608135934
12,0.005489612511671016,0.016113926253628785,0.000958458187422101,0.06449579831932771,0.013849594608058069,0.041669778188394235,0.10492694789445497,0.12011734303694782
13,0.005126633986927781,0.006220088422042941,0.001765235660234149,0.0,0.0,0.0213131190838918,0.07756203003180986,0.0942913972733847
14,0.006641573295984776,0.00746696213614606,0.006164238455137555,1.3877787807814457e-17,0.0,0.03652058110778436,0.04698066352525174,0.06333540844560571
15,0.0015015172735757254,1.3377862579100341e-05,0.008829072716078107,0.0,0.024780221560331314,0.0451508397289091,0.01982012710382486,0.0061605366968924685
16,0.0031967787114843133,0.0014910638643268886,0.008551732303938214,1.3877787807814457e-17,0.027383735258189726,0.05533058604396548,0.03515573492729365,0.014675785059717172
17,0.001807889822595346,0.0021531586329444075,0.0029605484031050844,2.7755575615628914e-17,0.0030573802375303133,0.03877369963475018,0.042990968539748514,0.028290860659209355
18,0.0014595004668538636,0.0009708062285855718,0.006012246610960309,2.7755575615628914e-17,0.06394407635451893,0.018932266797713995,0.05032135277767619,0.03377500013885379
19,0.08652398459383775,0.09151746063398565,0.09744860105265199,0.1054213352007469,0.09364617715606353,0.001186479344314137,0.1253676808259946,0.10819683687501139
20,0.09909284547152204,0.08298138219242854,0.07742436576624209,0.08531746031746035,0.06816059757236231,0.010608208332682445,0.16041189896735605,0.16329279723096796
21,0.2582846055088702,0.2491033517044791,0.24406848724037544,0.2564192343604108,0.23223765184806494,0.007061413139728509,0.2931417920907441,0.2968771357281166
22,0.00036647992530301765,0.0007111296957241359,0.012687788011869733,0.022875816993464054,1.3877787807814457e-17,0.021953639157198016,0.01620356074153012,0.01965677769691876
23,0.002205590569560864,0.0023845194889468846,0.032987908127149884,0.01626984126984128,0.005793299614328867,0.009829964923731546,0.044830910056141066,0.041148695179775124
24,0.004144199346405586,0.005312108985071146,0.012129948141416852,0.21723272642390287,0.010223182473411724,0.01168710108322571,0.07031818706984619,0.06446611946786782
25,0.18450338468720687,0.0451431162667382,0.060215011837324445,0.21723272642390287,0.011172376576019272,0.003438419297173076,0.10551506670028152,0.10285234349274569
26,0.0228092903828198,0.020051924766609053,0.008989826443037335,0.06632236227824465,0.0,0.024972414684492905,0.024389605736205383,0.02346668473148608
27,0.014175420168067915,0.05921463569585286,0.026606843473753278,0.02033730158730157,0.006842424152052787,0.06696513283092989,0.04680980033428023,0.047781811170116234
28,0.022664274042950766,0.1009368599075331,0.018384680750212018,0.0866791160908808,2.7755575615628914e-17,0.06460700245048492,0.08941093475758688,0.09420431634117718
29,0.14683765172735683,0.12613752516787635,0.1168313797782449,0.12075941487706188,0.010630951775357195,0.06486616456214986,0.1535429974571194,0.1561322999161566
30,0.009595880018673952,0.003551762927767113,0.004240258929887469,0.03583099906629318,1.3877787807814457e-17,0.0186609999402346,0.05227827925054217,0.053573700022731846
31,0.02845004668534097,0.009893837421184909,0.0013384962059647398,1.3877787807814457e-17,0.018139204933890582,0.08628223172025068,0.0464808341193768,0.04930340011334536
32,0.009514180672268682,0.00044280818034235503,0.0015015745140702086,1.3877787807814457e-17,0.011425009203677144,0.05335351577195219,0.020328881105178526,0.015814853087830594
33,0.0029753151260500654,0.004250120490181031,0.012510851623853986,0.0203373015873016,0.10996053046027918,0.013214694962773693,0.03887421832538465,0.03795610647766212
34,0.005916199813259082,0.009478377490530251,0.014326260092100446,0.008539526921879884,0.0162106523343956,0.08575398136199192,0.060991340521461074,0.05318472564110405
35,0.01412027310924413,0.018300440268004148,0.020996258261045758,0.0,0.22908831763907636,0.009609580146054036,0.06559627263913015,0.06261427396462399
36,0.04330999066293141,0.029233602047913004,0.034524890221133614,0.03139589169000928,0.3453527560126579,0.025480993498906285,0.0239821738006121,0.01734097391866432
37,0.01730129551820722,0.015589738641663242,0.034601823093733136,0.06632236227824465,0.0618407156592011,0.04410625744377758,0.014645479253133531,0.011440131266913234
38,0.010781979458450358,0.029998895709732104,0.049517438413938825,0.06632236227824465,0.032945310947895406,0.023282437026912323,0.043617401552078744,0.03852923162584446
39,0.1409873949579834,0.14842884459462935,0.11579683901660362,0.049924136321195134,0.26601951895516296,0.08503270330435181,0.13530671401469205,0.13656099096425647
40,0.012304796918767402,0.00301406654257802,0.0024653220154434996,1.3877787807814457e-17,0.036275152040341804,0.06466800275437332,0.0288831021219782,0.029259061007548826
41,0.023717320261438024,0.008241324650421641,0.01102794646994179,0.0,0.04374846977658621,0.006858558351610533,0.04072913767282191,0.03769188622208025
42,0.07115021008403345,0.10686380707110288,0.08805487923372804,0.04995331465919699,0.20698874221531582,0.013094576226849453,0.1826754573558067,0.1768737542923863
43,0.01925595238095236,0.01507644360093599,0.012606427671751325,0.032913165266106464,0.018557808445650553,0.005159371465376872,0.05321847467679755,0.04815395272043793
44,0.0545885854341743,0.10500532992508751,0.07106490493043358,0.0866791160908808,0.01908942719707113,0.007162770194486412,0.0719706799905672,0.0733307573859453
45,0.2274857026143776,0.2023064338354756,0.45953880310281214,0.0866791160908808,0.06341952831849815,0.0083188164930844,0.14873717833881403,0.1531215798641968
