group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0045,0.9115,-0.0152,0.0062,False
DT,MLR,0.0257,0.0,0.015,0.0364,True
DT,PLS,0.0259,0.0,0.0152,0.0366,True
DT,RF,-0.0058,0.7248,-0.0165,0.0049,False
DT,XGB,-0.0066,0.5685,-0.0173,0.0041,False
DT,kNN,0.0226,0.0,0.0119,0.0333,True
DT,lasso,0.0279,0.0,0.0172,0.0386,True
LGBM,MLR,0.0302,0.0,0.0195,0.0409,True
LGBM,PLS,0.0304,0.0,0.0197,0.0411,True
LGBM,RF,-0.0013,1.0,-0.012,0.0094,False
LGBM,XGB,-0.0022,0.9988,-0.0129,0.0086,False
LGBM,kNN,0.0271,0.0,0.0163,0.0378,True
LGBM,lasso,0.0324,0.0,0.0217,0.0431,True
MLR,PLS,0.0002,1.0,-0.0105,0.0109,False
MLR,RF,-0.0315,0.0,-0.0422,-0.0208,True
MLR,XGB,-0.0323,0.0,-0.0431,-0.0216,True
MLR,kNN,-0.0031,0.9872,-0.0138,0.0076,False
MLR,lasso,0.0022,0.9986,-0.0085,0.0129,False
PLS,RF,-0.0317,0.0,-0.0424,-0.021,True
PLS,XGB,-0.0326,0.0,-0.0433,-0.0219,True
PLS,kNN,-0.0033,0.9812,-0.0141,0.0074,False
PLS,lasso,0.002,0.9993,-0.0087,0.0127,False
RF,XGB,-0.0008,1.0,-0.0115,0.0099,False
RF,kNN,0.0284,0.0,0.0177,0.0391,True
RF,lasso,0.0337,0.0,0.023,0.0444,True
XGB,kNN,0.0292,0.0,0.0185,0.0399,True
XGB,lasso,0.0345,0.0,0.0238,0.0453,True
kNN,lasso,0.0053,0.803,-0.0054,0.016,False
