group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0072,0.8744,-0.0234,0.0089,False
DT,MLR,0.0509,0.0,0.0348,0.067,True
DT,PLS,0.051,0.0,0.0349,0.0671,True
DT,RF,-0.0108,0.4631,-0.0269,0.0053,False
DT,XGB,-0.0115,0.3695,-0.0277,0.0046,False
DT,kNN,0.0214,0.0015,0.0053,0.0375,True
DT,lasso,0.05,0.0,0.0339,0.0662,True
LGBM,MLR,0.0582,0.0,0.042,0.0743,True
LGBM,PLS,0.0582,0.0,0.0421,0.0744,True
LGBM,RF,-0.0035,0.9978,-0.0197,0.0126,False
LGBM,XGB,-0.0043,0.9927,-0.0204,0.0118,False
LGBM,kNN,0.0286,0.0,0.0125,0.0448,True
LGBM,lasso,0.0573,0.0,0.0412,0.0734,True
MLR,PLS,0.0001,1.0,-0.0161,0.0162,False
MLR,RF,-0.0617,0.0,-0.0778,-0.0456,True
MLR,XGB,-0.0625,0.0,-0.0786,-0.0463,True
MLR,kNN,-0.0295,0.0,-0.0456,-0.0134,True
MLR,lasso,-0.0009,1.0,-0.017,0.0152,False
PLS,RF,-0.0618,0.0,-0.0779,-0.0457,True
PLS,XGB,-0.0625,0.0,-0.0787,-0.0464,True
PLS,kNN,-0.0296,0.0,-0.0457,-0.0135,True
PLS,lasso,-0.001,1.0,-0.0171,0.0152,False
RF,XGB,-0.0008,1.0,-0.0169,0.0154,False
RF,kNN,0.0322,0.0,0.0161,0.0483,True
RF,lasso,0.0608,0.0,0.0447,0.0769,True
XGB,kNN,0.0329,0.0,0.0168,0.0491,True
XGB,lasso,0.0616,0.0,0.0455,0.0777,True
kNN,lasso,0.0286,0.0,0.0125,0.0448,True
