group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0035,0.9942,-0.0172,0.0102,False
DT,MLR,0.0306,0.0,0.0169,0.0443,True
DT,PLS,0.03,0.0,0.0164,0.0437,True
DT,RF,-0.0058,0.908,-0.0194,0.0079,False
DT,XGB,-0.0033,0.9957,-0.017,0.0103,False
DT,kNN,0.0163,0.0075,0.0026,0.03,True
DT,lasso,0.0292,0.0,0.0155,0.0429,True
LGBM,MLR,0.0341,0.0,0.0204,0.0478,True
LGBM,PLS,0.0335,0.0,0.0199,0.0472,True
LGBM,RF,-0.0022,0.9997,-0.0159,0.0114,False
LGBM,XGB,0.0002,1.0,-0.0135,0.0139,False
LGBM,kNN,0.0198,0.0003,0.0061,0.0335,True
LGBM,lasso,0.0327,0.0,0.0191,0.0464,True
MLR,PLS,-0.0006,1.0,-0.0143,0.0131,False
MLR,RF,-0.0364,0.0,-0.05,-0.0227,True
MLR,XGB,-0.034,0.0,-0.0476,-0.0203,True
MLR,kNN,-0.0143,0.0327,-0.028,-0.0006,True
MLR,lasso,-0.0014,1.0,-0.0151,0.0123,False
PLS,RF,-0.0358,0.0,-0.0495,-0.0221,True
PLS,XGB,-0.0334,0.0,-0.0471,-0.0197,True
PLS,kNN,-0.0137,0.048,-0.0274,-0.0001,True
PLS,lasso,-0.0008,1.0,-0.0145,0.0129,False
RF,XGB,0.0024,0.9995,-0.0113,0.0161,False
RF,kNN,0.022,0.0,0.0084,0.0357,True
RF,lasso,0.035,0.0,0.0213,0.0487,True
XGB,kNN,0.0196,0.0004,0.006,0.0333,True
XGB,lasso,0.0326,0.0,0.0189,0.0463,True
kNN,lasso,0.0129,0.0795,-0.0007,0.0266,False
