,XGB,RF,LGBM,DT,kNN,MLR,PLS,lasso
0,0.017477177331655158,0.11484439293991427,0.021495823779522708,0.050999235557497025,0.1712907489707171,0.11103403253574451,0.0884752088814123,0.10568478601141773
1,0.013634637103950908,0.0077558142482723885,0.016788396409633227,0.04209894070110301,0.0665081261787688,0.16238971305930894,0.07979660877814809,0.15298592719175913
2,0.012124158336246083,0.10539841365179922,0.0062475189828391925,0.15075898219941022,0.021689812229868682,0.2519294007144881,0.07890392593998147,0.246422671505043
3,0.026126384840881756,0.03219087498764933,0.021356389882335625,0.06636088966546538,0.04519278014435446,0.042861140281868215,0.023112522558547288,0.05512099431680956
4,0.01844304789456136,0.004680154266576947,0.014812327684699172,0.0,0.11776449125569266,0.022687135203427078,0.04676101857862636,0.011257589958506009
5,0.013846576108062336,0.012815105669875163,0.0013992932549301007,0.05686906191984275,0.10908378663947876,0.009876542952977518,0.02238825884973164,0.0029945731315101365
6,0.0035755260721088145,0.0021827836627713038,0.01672851364571093,0.05686906191984275,0.12331401158264271,0.0006116078903572464,0.015263045426430394,0.001507070336205757
7,0.0462540997644042,0.020096478364197146,0.019244337832222153,0.05686906191984275,0.08329114144673028,0.008970134152565645,0.0416433750879,0.012961453577647664
8,0.02057711769493825,0.0015043363911030339,0.03005469227715267,0.05686906191984275,0.18733476701611634,0.028097479415900684,0.040846255886943905,0.030978496378533837
9,0.006501696898067066,0.004236712719560526,0.030005944924162642,4.163336342344337e-17,0.041643280983618414,0.0013904681593424617,0.020412544060406768,0.0069130427881520795
10,0.009809330211555889,0.023723515577466298,0.04934572178939903,0.04120709111426596,0.010302491296066543,0.03999955096741137,0.0008297999730161598,0.03500454542798723
11,0.030281275616562298,0.01111868771570354,0.007694262700278995,1.3877787807814457e-17,0.009702085473765873,0.02651921309337879,0.016643889620064217,0.010812208769090337
12,0.002893783257877758,0.0023676305402581532,0.007502151122820391,1.3877787807814457e-17,0.009511289971777581,0.024249394052870743,0.034529493984542,0.03265897044378291
13,0.019721582426154682,0.0582671440532095,0.009103624553531767,0.033662771650103715,0.011721685572591234,0.09987468097197205,0.04770932808739978,0.10090298490507382
14,0.0017488003834842947,0.02340359411483295,0.0027124341322181666,0.07611663208474391,0.10393470646566896,0.10854208727286002,0.020618414350036307,0.11186024124967214
15,0.009849630190455982,0.011238115389216152,0.00782611419903824,1.3877787807814457e-17,0.2332965355088649,0.017339099061122687,0.05779476210459347,0.021219118663426934
16,0.016470238460624287,0.022830261479205027,0.01719317352881196,0.04120709111426596,0.04225735221204635,0.04592937933199387,0.0449277714673319,0.0345115863804438
17,0.004116043554222515,0.0031783908268631783,0.014491956020254229,1.3877787807814457e-17,0.024239822783448675,0.0519914815131679,0.02577885635432671,0.03869524220555398
18,0.004128038777434895,0.017254699761307196,0.005023784895652708,0.0,0.06343654340807589,0.009589907974284162,0.037490185929301756,0.012633099505635653
19,0.0038202853068470266,0.007582907559660221,0.006394582756368089,1.3877787807814457e-17,0.01904672093220902,0.006987359684675232,0.0015764400435745035,0.003235382803490394
20,0.13040246069431305,0.001638026074249413,0.14047453991170653,1.3877787807814457e-17,0.021389828434303038,0.005347108057736638,0.046062914988817566,0.0015177126853257727
21,0.05970902640795206,0.006138510784532827,0.1056205428679291,2.7755575615628914e-17,0.06932136622259688,0.005396638113589813,0.015753119238813368,0.014655407769118611
22,0.11237674951553345,0.00022796767500231352,0.1142591390351688,0.024980888937424922,0.0007299914359888554,0.05383048683235653,0.008539985875106723,0.07381765636854148
23,0.010113440334399815,0.014025821710687128,0.008943470557818217,2.7755575615628914e-17,0.027827793745278606,0.0018410366602943373,0.01433601604675104,0.008380489822400417
24,0.09985198148886187,0.00322360853263412,0.07451072141860451,0.0,0.06176239571271838,0.016374951974985452,0.0033456505275803877,0.023368817820849264
25,0.0411760975918265,0.024783789962055283,0.0452687398295592,0.0,0.04774088646098554,0.02273460642119063,0.009324940453591155,0.02421757996613
26,0.028691647030177958,0.004721815082918399,0.03459601544982874,1.3877787807814457e-17,0.017963198134873362,0.007132546241359505,0.03576753864688287,0.01568165796809315
27,0.04281559597102397,0.12717619132123745,0.05936818750231651,2.7755575615628914e-17,0.008499980925069789,0.004229729833119533,0.06663307045881978,0.01865571158800533
28,0.1118270654442452,0.010401787014357872,0.0031706497704242775,1.3877787807814457e-17,0.10029032778907243,0.03283864277072829,0.15581233553336277,0.03899557777038576
29,0.025042854325146746,0.021277817321643133,0.1538510881458718,2.7755575615628914e-17,0.08896708512554381,0.0015460835486604818,0.1817653022486374,0.010611281644144765
30,0.0028485729232669565,0.005532556085118573,0.002116518620831953,0.02877579993447634,0.0107824168828244,0.08816625626688607,0.06340198418895465,0.10219800468981877
31,0.009045354902347202,0.021793889031896815,0.05640933815977976,2.7755575615628914e-17,0.07048898780572188,0.025562817231746082,0.028863833588379323,0.008588280223766454
32,0.05169255357649416,0.03488446961817755,0.027998036920849706,0.10112482254013325,0.20780626289521684,0.015368354780202598,0.11781703100977503,0.02791448206665592
33,0.007628473406133818,0.08508257918306927,0.06745929020020863,0.047340832150267555,0.06550130057325126,0.04590640062577034,0.016402536948487006,0.05992735380471648
34,0.19105532504370004,0.028384278724230355,0.15037957930360135,2.7755575615628914e-17,0.10893270888675191,0.07533711920710456,0.03821081181748337,0.07251586777885521
35,0.029555774218679054,0.08635233713994483,0.017408683329259156,0.031706162862655166,0.025576368897916396,0.06004058869682899,0.0409092442049519,0.073762663348799
36,0.15260897910242144,0.11207705528427389,0.0788972082822671,0.04401004695861094,0.08608414886396457,0.020743776558212967,0.03259721900414027,0.029579801877936962
37,0.09683758174017865,0.0009733280420389095,0.11907296865944852,0.1015616468275636,0.05356688400884188,0.1230340206729999,0.01510220688657049,0.13674559200833614
38,0.2392467175838897,0.008380671860810207,0.18868389616442732,0.06740744785410069,0.1849826238502983,0.17919486120273942,0.09227932290920539,0.19226292333607542
39,0.14266337038381816,0.08940781804968331,0.10966837939022422,0.14147646609151465,0.20986720379030765,0.17467367963310432,0.07923496466453472,0.16011834885177129
40,0.011794216825091908,0.04252387257731541,0.02951698374901289,0.15813039204979795,0.017991542597698557,0.30495927599282385,0.023130346759677622,0.2917083095951295
41,0.07783859450379432,0.22510721436111833,0.06690431011399159,0.06821011248225403,0.1000255640664365,0.012020153875883954,0.07419208831474994,0.0034352087802693165
42,0.07007487135493518,0.1209687080184991,0.0861408438588685,0.07605110844162935,0.20848855363170143,0.12894091943299918,0.1066537603762778,0.1462691550163528
43,0.04658317576495402,0.116151644331425,0.030675031520968843,0.17871573659495466,0.14170893778886645,0.0840961050894069,0.011486712270022764,0.07161304563853688
44,0.11506628849737588,0.08729429541282496,0.12288419586109528,0.00542390156892722,0.1643538863615524,0.021447122228450854,0.11698215557091549,0.036775583051971816
45,0.09502811395172939,0.035039940170673356,0.0901430122129949,0.08119471442612208,0.2764194698916145,0.028717107917112628,0.34156180641569606,0.045310615735037585
46,0.2595671929017912,0.11912137821529561,0.291768269277562,0.03925958283280551,0.003927120167288065,0.06001431223298459,0.018621074833305634,0.07714253704980761
47,0.050354014473918574,0.05741366187460012,0.02047185771019383,0.059146008518073584,0.09796713796780607,0.007502032858547725,0.10470468119099308,0.023047784357052403
48,0.06272360886876027,0.07412720719772023,0.07275296809701337,0.17025226602599108,0.023630451786861337,0.25829168850214523,0.0518573194062707,0.24721956832757075
