group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.0058,0.9284,-0.0201,0.0086,False
DT,MLR,0.0412,0.0,0.0268,0.0555,True
DT,PLS,0.0412,0.0,0.0268,0.0556,True
DT,RF,-0.0062,0.8927,-0.0206,0.0081,False
DT,XGB,-0.0044,0.9832,-0.0188,0.01,False
DT,kNN,0.0223,0.0001,0.0079,0.0367,True
DT,lasso,0.0432,0.0,0.0288,0.0575,True
LGBM,MLR,0.0469,0.0,0.0325,0.0613,True
LGBM,PLS,0.0469,0.0,0.0326,0.0613,True
LGBM,RF,-0.0005,1.0,-0.0149,0.0139,False
LGBM,XGB,0.0013,1.0,-0.013,0.0157,False
LGBM,kNN,0.028,0.0,0.0137,0.0424,True
LGBM,lasso,0.0489,0.0,0.0345,0.0633,True
MLR,PLS,0.0,1.0,-0.0143,0.0144,False
MLR,RF,-0.0474,0.0,-0.0618,-0.033,True
MLR,XGB,-0.0456,0.0,-0.0599,-0.0312,True
MLR,kNN,-0.0189,0.0018,-0.0333,-0.0045,True
MLR,lasso,0.002,0.9999,-0.0124,0.0164,False
PLS,RF,-0.0474,0.0,-0.0618,-0.0331,True
PLS,XGB,-0.0456,0.0,-0.06,-0.0312,True
PLS,kNN,-0.0189,0.0017,-0.0333,-0.0045,True
PLS,lasso,0.002,0.9999,-0.0124,0.0164,False
RF,XGB,0.0018,0.9999,-0.0125,0.0162,False
RF,kNN,0.0285,0.0,0.0141,0.0429,True
RF,lasso,0.0494,0.0,0.035,0.0638,True
XGB,kNN,0.0267,0.0,0.0123,0.0411,True
XGB,lasso,0.0476,0.0,0.0332,0.062,True
kNN,lasso,0.0209,0.0003,0.0065,0.0353,True
