,XGB,LGBM,RF,DT,kNN,PLS,MLR,lasso
0,0.027827717318813727,0.09936938467729983,0.03283427845434017,0.02661832605125336,0.10016753533843359,0.21940411969116336,0.17052777271921826,0.17210581424470572
1,0.021836210041891846,0.01948777060510798,0.1416564407672528,0.15554212760682962,0.20575065824176897,0.2754987528563293,0.22897817110103874,0.22055226697573038
2,0.14369658495930593,0.17535750969138786,0.2618761426667898,0.31003067769824305,0.2864803706103324,0.4149798124175277,0.3720315900369735,0.364846859012553
3,0.15746283269653305,0.09045968782044422,0.07255570016423452,0.17325927303151456,0.047087507832791475,0.31231751675581837,0.2634897278832131,0.25954381927487946
4,0.17190543234630895,0.09142128759842594,0.059034117318953916,0.28392143321956476,0.13165523336495233,0.20268957588088854,0.1746966905896471,0.15075777651855404
5,0.38387614348414134,0.3785684070488987,0.06364894177434832,0.2744956772334295,0.1313201381396253,0.21154585546353394,0.18582596466016166,0.1639932877974708
6,0.014011915686228837,0.005397544637348983,0.42922314152025065,0.08667224442998367,0.4153309192893896,0.22480809527469559,0.19980423993975394,0.18175568499963446
7,0.12237688696516308,0.11268592287521734,0.20704781382665616,0.008521582845279096,0.21382673057705182,0.29199166138018157,0.27805339229435494,0.24334205965982125
8,0.11531930540179158,0.09380758825652868,0.5348762046419386,0.48801942920888713,0.6279754632579126,0.15428196290201535,0.13916357882618846,0.11311515082199364
9,0.058558128835809686,0.07283659792220432,0.17218663815809854,0.012666170865482718,0.3355865455809759,0.3075945385777416,0.32260531001761245,0.3542106258275058
10,0.3217850399857351,0.2842855375454128,0.08343822627126546,0.021695175234730857,0.3449499833161501,0.3372973798842208,0.3211292465018373,0.2978093353648721
11,0.11880251459664448,0.06524492537491933,0.09751138793343889,0.12965975643766847,0.10324635294249551,0.43880743342036554,0.3845931739060827,0.4188374753014371
12,0.0812947121907246,0.06884693060024938,0.16016686808589753,0.25166336870343575,0.05720178288770539,0.4137016662906281,0.4146356248782359,0.3824878172909406
13,0.21497808645607602,0.300261828015925,0.07459406278082503,0.4740788943633603,0.038840007126738296,0.13280181842151206,0.15808611261531236,0.09337556627247912
14,0.1817330499683114,0.2016846680587565,0.001490812184313739,0.08159802919029469,0.27041820145126716,0.19032464924212622,0.20854711721541508,0.15354572958151236
15,0.4148225684120297,0.315384110011243,0.23727774162560827,0.2941921539462676,0.258813057486926,0.4997789218687101,0.4871939659952328,0.5356093701256244
16,0.5056072465436126,0.4909218873788112,0.10123934802144374,0.13440550339313928,0.17394376591447258,0.03548677937214523,0.020786717621033235,0.005089081139245555
17,0.05358507745941077,0.01572930139268,0.11526138018654508,0.25791345170586594,0.0717003437616216,0.0824541600108119,0.10159703889586474,0.12146688642671793
18,0.35241998954700077,0.30990877639808234,0.24906649933376557,0.3230640513154226,0.1625394809342776,0.1869399593988414,0.17208174540818105,0.22560227568551566
19,0.05280128854728722,0.03476641987331025,0.15082179046202449,0.0879272411762882,0.30479116491485203,0.10810299317961758,0.1138658395337625,0.06804163262596963
20,0.15846944118206574,0.07844918321295719,0.11391078677450184,0.06882727526261972,0.17460361619746828,0.0676916829202372,0.0711275398185035,0.03282611344610542
21,0.16943049029123947,0.14994127808875846,0.03411313563261176,0.09653016640327233,0.10495893847270499,0.234266776630852,0.2102340017634191,0.2832281765791836
22,0.22664050826732035,0.15685333323946332,0.14965185460630326,0.0006158780329087454,0.1034538751335613,0.17948045670078455,0.2426165308499716,0.175554117288081
23,0.09534555624561297,0.12741359376975026,0.05416596944625174,0.27156735149205163,0.17460789877151162,0.029626698755549408,0.005894632618122508,0.0790411778351629
24,0.38986388031153296,0.40495551681654274,0.12379009017384085,0.2302919029469183,0.020480937325945747,0.10396087586380137,0.08105108028054925,0.14676637348276494
25,0.2172577269815142,0.12375117637049726,0.18767407269684827,0.12652226457190668,0.1986945452078251,0.12387790937488402,0.09837777885577464,0.16347468291498918
26,0.35731638483845124,0.4035604501005372,0.2383764060611694,0.25306776982430046,0.35050188770586954,0.10324843015904905,0.12103466594048684,0.061798566205165884
27,0.033390340230340154,0.020806069791806547,0.05013045768646729,0.06651482755415072,0.15127082739169656,0.0400845275401176,0.0600372041732774,0.004220561485699381
28,0.19620827574861566,0.16682871713432346,0.1932106225403618,0.056261039323231454,0.3171375088952215,0.13009802676021653,0.15235307664035613,0.09601902998746592
29,0.17853948498033767,0.16747857377983433,0.129045117907719,0.24105233801245718,0.16089192351438603,0.38350590500365095,0.3569773256027415,0.4313369216835798
30,0.06368137639927757,0.21192673188478905,0.14505624244677806,0.11566886678441946,0.30934667704524055,0.12162097297855795,0.16510912977331854,0.02772093775260337
31,0.011369320648559,0.006605163874665587,0.4662086703232007,0.10039973970437854,0.37217602581052805,0.3817882321254562,0.42729127279380175,0.2957727568517132
32,0.33856608236635055,0.35523577394201644,0.13265904372346798,0.2794459421771871,0.08462058030784936,0.30270356327919196,0.3469298671674467,0.2034707132526165
33,0.09087514179152079,0.11275821558784527,0.19958383688141268,0.05282141861113687,0.4422378983064197,0.23177461585285136,0.2546550549699205,0.13766600980913596
34,0.05350678098061018,0.2505732747323432,0.009236621114933619,0.3390217665573248,0.0833794822858519,0.30491719133399264,0.3165719350806375,0.2378964972071268
35,0.1890768673192329,0.07684938983728606,0.04425769266524204,0.1421028167704752,0.027990722931829692,0.3668098849742559,0.369636603164518,0.28020807332509917
36,0.0021823308298754007,0.02676166216284348,0.06080908555669218,0.044343218369434,0.07270623580225621,0.015677594669075923,0.019200006626994948,0.08570409964272363
37,0.011073253589613197,0.002040904822001588,0.05441356016237525,0.04620247280840384,0.005702070927755654,0.18400610397765682,0.1803343325477481,0.2792629754308993
38,0.5247614016328546,0.5248746742623599,0.001438288246413344,0.5678030252725801,0.21492926881914892,0.08474629273007472,0.06667809976436734,0.19658554618892476
39,0.036647126955470455,0.012914475377779344,0.20767732639211745,0.00559104370575958,0.24058848487588413,0.06051866460546251,0.054563949046016025,0.16634264710965851
40,0.060543072432005296,0.04566306504714346,0.007833038951380433,0.09407827461188067,0.09145382030687577,0.09801309638457312,0.08101401383177309,0.20070139961412237
41,0.06572920843672092,0.07912433617290704,0.09530243872207245,0.15182140533074784,0.1539410228853677,0.05569862376240675,0.050275337514647744,0.04406113422177427
42,0.16712818023738918,0.12500116006866113,0.24371045210870546,0.19830276630499755,0.17070293069104037,0.03663434089490725,0.03978565049287408,0.1374401409338688
43,0.038635183003485674,0.052079476203464536,0.16639660995940586,0.15665546687207021,0.09679677491362537,0.13162849440147184,0.13471066793450037,0.23702603600133165
44,0.14365869553833632,0.07131471949108281,0.15147903690620013,0.1883982523008274,0.22878508295449607,0.012177241340704414,0.006098551321566004,0.07929027326427185
45,0.04111801818854044,0.07938836999326215,0.25445399894642273,0.05129682997118157,0.3683417993290008,0.007141125666656478,0.0229274173706997,0.09901441409600709
46,0.09776194548644551,0.04039308818504622,0.059859781227727615,0.19688176469807045,0.09987986358281908,0.12327486300693469,0.13848780577448894,0.2142722916588039
