Formula label,Helper_lipid,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_HEK293
493,DOTAP,0,0,0,0,1,0,176.3333333,0.631666667,-1.883333333,4,9.090909091,20,0.99009901,2.197
494,DOTAP,0,0,0,0,1,0,176.6666667,0.532666667,-1.316666667,8,9.090909091,20,0.99009901,3.942
495,DOTAP,0,0,0,0,1,0,495.4333333,0.636333333,-2.92,12,9.090909091,20,0.99009901,3.795
496,DOTAP,0,0,0,0,1,0,116.2666667,0.275666667,-1.833333333,4,9.090909091,40,0.99009901,5.368
497,DOTAP,0,0,0,0,1,0,285.1333333,0.367666667,-6.416666667,8,9.090909091,40,0.99009901,5.359
498,DOTAP,0,0,0,0,1,0,432.9,0.635333333,-4.216666667,12,9.090909091,40,0.99009901,5.57
499,DOTAP,0,0,0,0,1,0,141.4,0.175333333,-20.63333333,4,9.090909091,60,0.99009901,6.919
500,DOTAP,0,0,0,0,1,0,293.6333333,0.427333333,-9.726666667,8,9.090909091,60,0.99009901,6.659
501,DOTAP,0,0,0,0,1,0,162.9333333,0.248333333,-1.077,12,9.090909091,60,0.99009901,8.627
502,DOTAP,0,0,0,0,1,0,170.3,0.095333333,-2.533333333,4,9.090909091,80,0.99009901,5.757
503,DOTAP,0,0,0,0,1,0,136.5,0.184666667,-0.168,8,9.090909091,80,0.99009901,7.178
504,DOTAP,0,0,0,0,1,0,108.9333333,0.175,-0.043,12,9.090909091,80,0.99009901,8.835
505,DOTAP,0,0,0,0,1,0,145.8666667,0.455333333,-1.640333333,4,9.090909091,20,1.960784314,2.015
506,DOTAP,0,0,0,0,1,0,241.3666667,0.758666667,-1.149,8,9.090909091,20,1.960784314,3.989
507,DOTAP,0,0,0,0,1,0,357.8666667,0.772,-2.276666667,12,9.090909091,20,1.960784314,4.248
508,DOTAP,0,0,0,0,1,0,133.4,0.228666667,-0.863666667,4,9.090909091,40,1.960784314,5.115
509,DOTAP,0,0,0,0,1,0,282.5,0.323,-7.106666667,8,9.090909091,40,1.960784314,5.583
510,DOTAP,0,0,0,0,1,0,462.7,0.739666667,-2.183333333,12,9.090909091,40,1.960784314,6.398
511,DOTAP,0,0,0,0,1,0,116.7666667,0.118,-22.2,4,9.090909091,60,1.960784314,5.892
512,DOTAP,0,0,0,0,1,0,296.5666667,0.253,-14.66666667,8,9.090909091,60,1.960784314,7.151
513,DOTAP,0,0,0,0,1,0,138.1666667,0.219666667,-1.203333333,12,9.090909091,60,1.960784314,8.222
514,DOTAP,0,0,0,0,1,0,159.1333333,0.153,-2.56,4,9.090909091,80,1.960784314,5.47
515,DOTAP,0,0,0,0,1,0,117.1333333,0.218666667,-0.0463,8,9.090909091,80,1.960784314,7.266
516,DOTAP,0,0,0,0,1,0,118.5666667,0.198666667,-0.131666667,12,9.090909091,80,1.960784314,9.126
517,DOTAP,0,0,0,0,1,0,122.3666667,0.275666667,-1.79,4,9.090909091,20,9.090909091,2.833
518,DOTAP,0,0,0,0,1,0,411.6333333,1.0,-3.726666667,8,9.090909091,20,9.090909091,4.111
519,DOTAP,0,0,0,0,1,0,199.2,0.498,-1.776666667,12,9.090909091,20,9.090909091,5.209
520,DOTAP,0,0,0,0,1,0,119.1333333,0.235666667,-0.88,4,9.090909091,40,9.090909091,7.534
521,DOTAP,0,0,0,0,1,0,393.5333333,0.312,-13.16666667,8,9.090909091,40,9.090909091,7.663
522,DOTAP,0,0,0,0,1,0,474.5,0.771333333,-6.36,12,9.090909091,40,9.090909091,8.49
523,DOTAP,0,0,0,0,1,0,171.8333333,0.23,-19.56666667,4,9.090909091,60,9.090909091,8.115
524,DOTAP,0,0,0,0,1,0,309.2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091,8.912
525,DOTAP,0,0,0,0,1,0,135.1,0.243666667,-1.427,12,9.090909091,60,9.090909091,9.339
526,DOTAP,0,0,0,0,1,0,178.8,0.187666667,-2.843333333,4,9.090909091,80,9.090909091,6.923
527,DOTAP,0,0,0,0,1,0,114.0333333,0.199666667,0.044333333,8,9.090909091,80,9.090909091,8.28
528,DOTAP,0,0,0,0,1,0,99.51,0.233666667,-0.3501,12,9.090909091,80,9.090909091,10.141
529,DOTAP,0,0,0,0,1,0,142.0666667,0.393,-2.13,4,9.090909091,20,50.0,7.049
530,DOTAP,0,0,0,0,1,0,155.0333333,0.426,-0.929,8,9.090909091,20,50.0,5.436
531,DOTAP,0,0,0,0,1,0,123.6666667,0.345,-0.883333333,12,9.090909091,20,50.0,7.592
532,DOTAP,0,0,0,0,1,0,108.2666667,0.213333333,-1.0292,4,9.090909091,40,50.0,8.626
533,DOTAP,0,0,0,0,1,0,247.7,0.358333333,-6.423333333,8,9.090909091,40,50.0,9.078
534,DOTAP,0,0,0,0,1,0,772.0333333,0.821333333,-11.56666667,12,9.090909091,40,50.0,9.348
535,DOTAP,0,0,0,0,1,0,182.6,0.103666667,-20.7,4,9.090909091,60,50.0,7.709
536,DOTAP,0,0,0,0,1,0,397.4666667,0.533,-4.423333333,8,9.090909091,60,50.0,8.706
537,DOTAP,0,0,0,0,1,0,117.0333333,0.272333333,-1.237,12,9.090909091,60,50.0,9.367
538,DOTAP,0,0,0,0,1,0,137.2333333,0.148333333,-0.065666667,4,9.090909091,80,50.0,7.466
539,DOTAP,0,0,0,0,1,0,104.4666667,0.211,2.526666667,8,9.090909091,80,50.0,9.169
540,DOTAP,0,0,0,0,1,0,99.66666667,0.235333333,1.341666667,12,9.090909091,80,50.0,10.584
541,DSPC,0,0,0,1,0,0,445.6,0.224,-20.0,4,0.199600798,20,0.497512438,5.432
542,DSPC,0,0,0,1,0,0,388.5666667,0.160666667,-2.833333333,8,0.199600798,20,0.497512438,6.713
543,DSPC,0,0,0,1,0,0,168.4666667,0.232333333,-0.537666667,12,0.199600798,20,0.497512438,5.645
544,DSPC,0,0,0,1,0,0,206.4666667,0.204666667,-0.144176667,4,0.199600798,40,0.497512438,5.387
545,DSPC,0,0,0,1,0,0,266.9333333,0.448,-1.186333333,8,0.199600798,40,0.497512438,5.846
546,DSPC,0,0,0,1,0,0,295.5333333,0.357,-1.356666667,12,0.199600798,40,0.497512438,3.481
547,DSPC,0,0,0,1,0,0,213.1,0.208333333,-2.03,4,0.199600798,60,0.497512438,7.128
548,DSPC,0,0,0,1,0,0,226.5333333,0.251333333,0.105433333,8,0.199600798,60,0.497512438,7.685
549,DSPC,0,0,0,1,0,0,191.9333333,0.201333333,0.3688,12,0.199600798,60,0.497512438,8.229
550,DSPC,0,0,0,1,0,0,204.2,0.222333333,-2.123333333,4,0.199600798,80,0.497512438,5.145
551,DSPC,0,0,0,1,0,0,153.2,0.214666667,1.007666667,8,0.199600798,80,0.497512438,5.759
552,DSPC,0,0,0,1,0,0,145.8666667,0.251,-0.358366667,12,0.199600798,80,0.497512438,8.55
553,DSPC,0,0,0,1,0,0,380.3333333,0.369666667,-7.156666667,4,0.199600798,20,0.99009901,4.7
554,DSPC,0,0,0,1,0,0,300.7,0.191666667,-7.346666667,8,0.199600798,20,0.99009901,5.685
555,DSPC,0,0,0,1,0,0,323.3666667,0.139333333,-1.173666667,12,0.199600798,20,0.99009901,6.199
556,DSPC,0,0,0,1,0,0,197.5333333,0.27,-0.223666667,4,0.199600798,40,0.99009901,3.989
557,DSPC,0,0,0,1,0,0,266.7,0.469333333,-1.3988,8,0.199600798,40,0.99009901,4.277
558,DSPC,0,0,0,1,0,0,260.9333333,0.451,-1.876666667,12,0.199600798,40,0.99009901,4.64
559,DSPC,0,0,0,1,0,0,236.7333333,0.212,1.45,4,0.199600798,60,0.99009901,7.13
560,DSPC,0,0,0,1,0,0,169.5666667,0.271,2.546666667,8,0.199600798,60,0.99009901,6.239
561,DSPC,0,0,0,1,0,0,227.0666667,0.248666667,2.25,12,0.199600798,60,0.99009901,8.08
562,DSPC,0,0,0,1,0,0,198.8,0.230666667,-5.656666667,4,0.199600798,80,0.99009901,2.197
563,DSPC,0,0,0,1,0,0,148.5333333,0.221333333,-0.2858,8,0.199600798,80,0.99009901,6.206
564,DSPC,0,0,0,1,0,0,134.8333333,0.301666667,3.186666667,12,0.199600798,80,0.99009901,7.608
565,DSPC,0,0,0,1,0,0,160.3666667,0.219333333,3.713333333,4,0.199600798,20,1.960784314,6.305
566,DSPC,0,0,0,1,0,0,394.7333333,0.162333333,-4.73,8,0.199600798,20,1.960784314,6.017
567,DSPC,0,0,0,1,0,0,294.7666667,0.212333333,-2.64,12,0.199600798,20,1.960784314,6.579
568,DSPC,0,0,0,1,0,0,174.7,0.195333333,1.836666667,4,0.199600798,40,1.960784314,4.227
569,DSPC,0,0,0,1,0,0,308.0666667,0.109,5.443333333,8,0.199600798,40,1.960784314,3.97
570,DSPC,0,0,0,1,0,0,458.9333333,0.305333333,-1.491333333,12,0.199600798,40,1.960784314,7.082
571,DSPC,0,0,0,1,0,0,191.4333333,0.245666667,-1.055666667,4,0.199600798,60,1.960784314,7.49
572,DSPC,0,0,0,1,0,0,201.9333333,0.207333333,4.203333333,8,0.199600798,60,1.960784314,7.935
573,DSPC,0,0,0,1,0,0,211.8333333,0.225,0.894,12,0.199600798,60,1.960784314,8.336
574,DSPC,0,0,0,1,0,0,190.4333333,0.222666667,-0.884,4,0.199600798,80,1.960784314,4.078
575,DSPC,0,0,0,1,0,0,190.6333333,0.218,-0.851,8,0.199600798,80,1.960784314,7.747
576,DSPC,0,0,0,1,0,0,128.8,0.305666667,2.053333333,12,0.199600798,80,1.960784314,8.816
577,DSPC,0,0,0,1,0,0,595.8333333,0.223,-15.63333333,4,0.199600798,20,9.090909091,6.933
578,DSPC,0,0,0,1,0,0,377.5666667,0.193666667,-3.236666667,8,0.199600798,20,9.090909091,7.468
579,DSPC,0,0,0,1,0,0,288.2333333,0.216666667,-2.386666667,12,0.199600798,20,9.090909091,7.605
580,DSPC,0,0,0,1,0,0,217.5333333,0.217,-1.123333333,4,0.199600798,40,9.090909091,5.807
581,DSPC,0,0,0,1,0,0,218.9666667,0.235,0.326666667,8,0.199600798,40,9.090909091,8.449
582,DSPC,0,0,0,1,0,0,316.5666667,0.160666667,6.206666667,12,0.199600798,40,9.090909091,7.603
583,DSPC,0,0,0,1,0,0,273.8,0.336,-2.076666667,4,0.199600798,60,9.090909091,7.172
584,DSPC,0,0,0,1,0,0,146.0,0.277666667,1.556666667,8,0.199600798,60,9.090909091,9.598
585,DSPC,0,0,0,1,0,0,181.1666667,0.254,-0.4172,12,0.199600798,60,9.090909091,9.443
586,DSPC,0,0,0,1,0,0,275.1,0.284,-2.526666667,4,0.199600798,80,9.090909091,3.701
587,DSPC,0,0,0,1,0,0,160.8666667,0.203666667,-0.499666667,8,0.199600798,80,9.090909091,3.638
588,DSPC,0,0,0,1,0,0,155.4,0.298333333,-0.839666667,12,0.199600798,80,9.090909091,10.366
589,DSPC,0,0,0,1,0,0,720.4,0.440666667,-2.03,4,0.199600798,20,50.0,2.741
590,DSPC,0,0,0,1,0,0,474.8333333,0.644333333,-1.383333333,8,0.199600798,20,50.0,5.813
591,DSPC,0,0,0,1,0,0,343.4,0.394333333,0.513666667,12,0.199600798,20,50.0,5.909
592,DSPC,0,0,0,1,0,0,221.6333333,0.178333333,0.588,4,0.199600798,40,50.0,4.376
593,DSPC,0,0,0,1,0,0,288.5,0.270666667,1.082333333,8,0.199600798,40,50.0,6.691
594,DSPC,0,0,0,1,0,0,253.8,0.277666667,1.406666667,12,0.199600798,40,50.0,6.032
595,DSPC,0,0,0,1,0,0,289.6666667,0.285,0.446333333,4,0.199600798,60,50.0,2.803
596,DSPC,0,0,0,1,0,0,132.6,0.250333333,5.146666667,8,0.199600798,60,50.0,5.485
597,DSPC,0,0,0,1,0,0,241.5333333,0.276666667,2.226666667,12,0.199600798,60,50.0,6.237
598,DSPC,0,0,0,1,0,0,269.8333333,0.182,-8.26,4,0.199600798,80,50.0,1.5
599,DSPC,0,0,0,1,0,0,210.1666667,0.217,-1.306,8,0.199600798,80,50.0,6.096
600,DSPC,0,0,0,1,0,0,200.7333333,0.231,1.663666667,12,0.199600798,80,50.0,6.888
601,DSPC,0,0,0,1,0,0,665.4,0.428666667,-4.956666667,4,0.99009901,20,0.497512438,7.481
602,DSPC,0,0,0,1,0,0,461.8666667,0.204666667,-3.503333333,8,0.99009901,20,0.497512438,7.694
603,DSPC,0,0,0,1,0,0,426.1,0.213666667,-2.953333333,12,0.99009901,20,0.497512438,7.351
604,DSPC,0,0,0,1,0,0,278.2,0.298333333,-3.166666667,4,0.99009901,40,0.497512438,7.375
605,DSPC,0,0,0,1,0,0,185.7333333,0.289333333,2.283333333,8,0.99009901,40,0.497512438,8.03
606,DSPC,0,0,0,1,0,0,244.9,0.259,2.306666667,12,0.99009901,40,0.497512438,8.569
607,DSPC,0,0,0,1,0,0,217.0666667,0.225333333,-1.85,4,0.99009901,60,0.497512438,8.406
608,DSPC,0,0,0,1,0,0,222.0666667,0.144666667,0.132760333,8,0.99009901,60,0.497512438,9.065
609,DSPC,0,0,0,1,0,0,187.0666667,0.212333333,-0.077333333,12,0.99009901,60,0.497512438,9.689
610,DSPC,0,0,0,1,0,0,186.3666667,0.218,-4.35,4,0.99009901,80,0.497512438,5.539
611,DSPC,0,0,0,1,0,0,208.6666667,0.198333333,-1.425333333,8,0.99009901,80,0.497512438,6.652
612,DSPC,0,0,0,1,0,0,200.6333333,0.218,-0.192333333,12,0.99009901,80,0.497512438,9.478
613,DSPC,0,0,0,1,0,0,411.7333333,0.436333333,-4.316666667,4,0.99009901,20,0.99009901,7.21
614,DSPC,0,0,0,1,0,0,570.8666667,0.539333333,-3.67,8,0.99009901,20,0.99009901,7.649
615,DSPC,0,0,0,1,0,0,219.3333333,0.198666667,2.13,12,0.99009901,20,0.99009901,6.62
616,DSPC,0,0,0,1,0,0,265.8666667,0.319666667,-2.493333333,4,0.99009901,40,0.99009901,7.965
617,DSPC,0,0,0,1,0,0,174.9,0.285,-0.763333333,8,0.99009901,40,0.99009901,6.787
618,DSPC,0,0,0,1,0,0,221.6,0.295666667,3.32,12,0.99009901,40,0.99009901,8.414
619,DSPC,0,0,0,1,0,0,180.1666667,0.231666667,0.096,4,0.99009901,60,0.99009901,8.854
620,DSPC,0,0,0,1,0,0,213.7666667,0.231666667,-1.543333333,8,0.99009901,60,0.99009901,9.106
621,DSPC,0,0,0,1,0,0,176.4333333,0.280666667,-0.458,12,0.99009901,60,0.99009901,9.737
622,DSPC,0,0,0,1,0,0,180.8666667,0.208333333,-3.533333333,4,0.99009901,80,0.99009901,7.284
623,DSPC,0,0,0,1,0,0,171.9333333,0.230666667,-2.693333333,8,0.99009901,80,0.99009901,7.213
624,DSPC,0,0,0,1,0,0,192.2,0.185333333,-1.073,12,0.99009901,80,0.99009901,8.223
625,DSPC,0,0,0,1,0,0,391.5666667,0.541,-4.583333333,4,0.99009901,20,1.960784314,5.288
626,DSPC,0,0,0,1,0,0,258.8333333,0.707,-2.473333333,8,0.99009901,20,1.960784314,7.164
627,DSPC,0,0,0,1,0,0,237.1333333,0.195333333,-0.988333333,12,0.99009901,20,1.960784314,6.435
628,DSPC,0,0,0,1,0,0,194.0333333,0.253,-0.591633333,4,0.99009901,40,1.960784314,7.29
629,DSPC,0,0,0,1,0,0,170.3,0.291333333,-1.048,8,0.99009901,40,1.960784314,7.324
630,DSPC,0,0,0,1,0,0,198.4,0.239666667,1.671666667,12,0.99009901,40,1.960784314,8.64
631,DSPC,0,0,0,1,0,0,174.6333333,0.245333333,0.497666667,4,0.99009901,60,1.960784314,8.461
632,DSPC,0,0,0,1,0,0,223.9666667,0.187,1.216666667,8,0.99009901,60,1.960784314,9.013
633,DSPC,0,0,0,1,0,0,202.3,0.240333333,-0.367833333,12,0.99009901,60,1.960784314,10.009
634,DSPC,0,0,0,1,0,0,233.2666667,0.174,-2.813333333,4,0.99009901,80,1.960784314,6.575
635,DSPC,0,0,0,1,0,0,167.0333333,0.204,0.119166667,8,0.99009901,80,1.960784314,8.082
636,DSPC,0,0,0,1,0,0,190.2333333,0.240666667,-1.521333333,12,0.99009901,80,1.960784314,8.784
637,DSPC,0,0,0,1,0,0,264.9,0.459,-3.486666667,4,0.99009901,20,9.090909091,6.374
638,DSPC,0,0,0,1,0,0,216.4,0.234333333,1.181,8,0.99009901,20,9.090909091,7.224
639,DSPC,0,0,0,1,0,0,314.3333333,0.333,-1.583333333,12,0.99009901,20,9.090909091,7.026
640,DSPC,0,0,0,1,0,0,207.4,0.21,-1.696666667,4,0.99009901,40,9.090909091,7.138
641,DSPC,0,0,0,1,0,0,180.6333333,0.302666667,1.110333333,8,0.99009901,40,9.090909091,9.298
642,DSPC,0,0,0,1,0,0,212.9666667,0.360333333,-0.2816,12,0.99009901,40,9.090909091,9.791
643,DSPC,0,0,0,1,0,0,253.3,0.169,-0.997666667,4,0.99009901,60,9.090909091,9.623
644,DSPC,0,0,0,1,0,0,170.7666667,0.234666667,1.956666667,8,0.99009901,60,9.090909091,10.697
645,DSPC,0,0,0,1,0,0,158.8333333,0.296333333,0.975666667,12,0.99009901,60,9.090909091,9.781
646,DSPC,0,0,0,1,0,0,188.7333333,0.239666667,-4.646666667,4,0.99009901,80,9.090909091,7.289
647,DSPC,0,0,0,1,0,0,206.5333333,0.225333333,-1.383,8,0.99009901,80,9.090909091,9.994
648,DSPC,0,0,0,1,0,0,182.9,0.292,0.969,12,0.99009901,80,9.090909091,9.151
649,DSPC,0,0,0,1,0,0,394.3,0.600333333,-7.95,4,0.99009901,20,50.0,3.584
650,DSPC,0,0,0,1,0,0,254.7,0.583333333,-4.996666667,8,0.99009901,20,50.0,4.864
651,DSPC,0,0,0,1,0,0,308.6333333,0.453,1.496666667,12,0.99009901,20,50.0,5.384
652,DSPC,0,0,0,1,0,0,431.1,0.499333333,-12.68333333,4,0.99009901,40,50.0,3.664
653,DSPC,0,0,0,1,0,0,161.8333333,0.314666667,-0.225866667,8,0.99009901,40,50.0,5.619
654,DSPC,0,0,0,1,0,0,234.1666667,0.19,1.199666667,12,0.99009901,40,50.0,7.373
655,DSPC,0,0,0,1,0,0,227.1333333,0.237666667,1.106666667,4,0.99009901,60,50.0,4.025
656,DSPC,0,0,0,1,0,0,191.0333333,0.258,1.159666667,8,0.99009901,60,50.0,6.47
657,DSPC,0,0,0,1,0,0,173.0666667,0.277666667,0.740633333,12,0.99009901,60,50.0,6.588
658,DSPC,0,0,0,1,0,0,385.4666667,0.314,-5.563333333,4,0.99009901,80,50.0,3.401
659,DSPC,0,0,0,1,0,0,235.9666667,0.202666667,-1.49,8,0.99009901,80,50.0,7.18
660,DSPC,0,0,0,1,0,0,221.4,0.292,-0.068,12,0.99009901,80,50.0,8.184
661,DSPC,0,0,0,1,0,0,429.7333333,0.863666667,-4.106666667,4,9.090909091,20,0.497512438,4.677
662,DSPC,0,0,0,1,0,0,164.9,0.532666667,-4.78,8,9.090909091,20,0.497512438,6.24
663,DSPC,0,0,0,1,0,0,204.7333333,0.528,-3.8,12,9.090909091,20,0.497512438,5.956
664,DSPC,0,0,0,1,0,0,151.1,0.245666667,-8.67,4,9.090909091,40,0.497512438,7.545
665,DSPC,0,0,0,1,0,0,219.6333333,0.576,-3.373333333,8,9.090909091,40,0.497512438,7.316
666,DSPC,0,0,0,1,0,0,145.9333333,0.341666667,-1.295666667,12,9.090909091,40,0.497512438,6.856
667,DSPC,0,0,0,1,0,0,127.0666667,0.191,-0.760666667,4,9.090909091,60,0.497512438,7.295
668,DSPC,0,0,0,1,0,0,127.8,0.215333333,0.013,8,9.090909091,60,0.497512438,8.427
669,DSPC,0,0,0,1,0,0,82.80666667,0.227333333,-1.82,12,9.090909091,60,0.497512438,8.624
670,DSPC,0,0,0,1,0,0,104.6,0.148,-4.656666667,4,9.090909091,80,0.497512438,3.761
671,DSPC,0,0,0,1,0,0,101.8666667,0.164,-2.406666667,8,9.090909091,80,0.497512438,5.748
672,DSPC,0,0,0,1,0,0,92.93333333,0.211333333,-2.843333333,12,9.090909091,80,0.497512438,8.142
673,DSPC,0,0,0,1,0,0,100.2433333,0.198,-9.143333333,4,9.090909091,20,0.99009901,5.631
674,DSPC,0,0,0,1,0,0,142.6,0.251333333,-2.086666667,8,9.090909091,20,0.99009901,6.504
675,DSPC,0,0,0,1,0,0,656.7666667,0.614,-2.69,12,9.090909091,20,0.99009901,6.052
676,DSPC,0,0,0,1,0,0,156.8,0.255,-9.543333333,4,9.090909091,40,0.99009901,7.51
677,DSPC,0,0,0,1,0,0,122.3333333,0.273,-1.101,8,9.090909091,40,0.99009901,7.583
678,DSPC,0,0,0,1,0,0,146.9333333,0.334333333,-0.806,12,9.090909091,40,0.99009901,6.84
679,DSPC,0,0,0,1,0,0,119.6333333,0.184,-0.956333333,4,9.090909091,60,0.99009901,7.318
680,DSPC,0,0,0,1,0,0,138.6333333,0.232666667,-1.070666667,8,9.090909091,60,0.99009901,8.445
681,DSPC,0,0,0,1,0,0,92.68333333,0.249333333,-1.873333333,12,9.090909091,60,0.99009901,8.604
682,DSPC,0,0,0,1,0,0,107.7666667,0.171333333,-7.5,4,9.090909091,80,0.99009901,4.103
683,DSPC,0,0,0,1,0,0,96.23333333,0.183,-3.133333333,8,9.090909091,80,0.99009901,6.481
684,DSPC,0,0,0,1,0,0,112.1666667,0.211333333,-1.543333333,12,9.090909091,80,0.99009901,8.605
685,DSPC,0,0,0,1,0,0,131.9333333,0.382,-8.303333333,4,9.090909091,20,1.960784314,5.727
686,DSPC,0,0,0,1,0,0,130.2,0.408333333,-1.67,8,9.090909091,20,1.960784314,6.434
687,DSPC,0,0,0,1,0,0,611.0333333,0.368666667,-4.006666667,12,9.090909091,20,1.960784314,5.79
688,DSPC,0,0,0,1,0,0,149.6666667,0.191666667,-5.433333333,4,9.090909091,40,1.960784314,7.458
689,DSPC,0,0,0,1,0,0,133.9666667,0.316333333,-0.782666667,8,9.090909091,40,1.960784314,7.696
690,DSPC,0,0,0,1,0,0,138.3,0.326,-0.808,12,9.090909091,40,1.960784314,6.835
691,DSPC,0,0,0,1,0,0,134.9666667,0.216333333,-2.59,4,9.090909091,60,1.960784314,7.045
692,DSPC,0,0,0,1,0,0,140.6333333,0.252333333,-0.939333333,8,9.090909091,60,1.960784314,8.738
693,DSPC,0,0,0,1,0,0,97.09,0.251,-1.427333333,12,9.090909091,60,1.960784314,9.34
694,DSPC,0,0,0,1,0,0,104.5666667,0.164333333,-4.286666667,4,9.090909091,80,1.960784314,5.007
695,DSPC,0,0,0,1,0,0,110.4,0.162333333,-3.123333333,8,9.090909091,80,1.960784314,7.103
696,DSPC,0,0,0,1,0,0,95.28,0.202666667,-2.5,12,9.090909091,80,1.960784314,9.033
697,DSPC,0,0,0,1,0,0,115.9666667,0.283666667,-5.833333333,4,9.090909091,20,9.090909091,4.052
698,DSPC,0,0,0,1,0,0,130.5666667,0.339666667,-1.171666667,8,9.090909091,20,9.090909091,6.381
699,DSPC,0,0,0,1,0,0,320.0666667,0.756333333,-3.613333333,12,9.090909091,20,9.090909091,5.866
700,DSPC,0,0,0,1,0,0,129.2333333,0.187,-8.426666667,4,9.090909091,40,9.090909091,8.435
701,DSPC,0,0,0,1,0,0,121.4666667,0.242333333,-0.833,8,9.090909091,40,9.090909091,7.985
702,DSPC,0,0,0,1,0,0,169.4666667,0.346,-0.889,12,9.090909091,40,9.090909091,7.431
703,DSPC,0,0,0,1,0,0,134.3333333,0.149666667,-3.496666667,4,9.090909091,60,9.090909091,7.995
704,DSPC,0,0,0,1,0,0,114.1666667,0.231666667,-1.372,8,9.090909091,60,9.090909091,9.782
705,DSPC,0,0,0,1,0,0,92.96333333,0.255666667,-2.23,12,9.090909091,60,9.090909091,9.438
706,DSPC,0,0,0,1,0,0,118.9,0.206333333,-7.86,4,9.090909091,80,9.090909091,6.74
707,DSPC,0,0,0,1,0,0,94.82333333,0.199666667,-1.491,8,9.090909091,80,9.090909091,7.648
708,DSPC,0,0,0,1,0,0,95.42666667,0.200333333,-2.646666667,12,9.090909091,80,9.090909091,8.969
709,DSPC,0,0,0,1,0,0,395.1666667,0.705333333,-16.8,4,9.090909091,20,50.0,1.504
710,DSPC,0,0,0,1,0,0,156.3,0.287,-9.796666667,8,9.090909091,20,50.0,1.946
711,DSPC,0,0,0,1,0,0,139.8,0.211666667,-6.03,12,9.090909091,20,50.0,2.565
712,DSPC,0,0,0,1,0,0,144.2333333,0.199666667,-7.93,4,9.090909091,40,50.0,1.5
713,DSPC,0,0,0,1,0,0,131.1,0.226666667,-1.069666667,8,9.090909091,40,50.0,4.673
714,DSPC,0,0,0,1,0,0,150.6666667,0.35,-1.002,12,9.090909091,40,50.0,6.341
715,DSPC,0,0,0,1,0,0,151.8666667,0.188666667,-6.88,4,9.090909091,60,50.0,2.708
716,DSPC,0,0,0,1,0,0,143.0666667,0.263,-0.741333333,8,9.090909091,60,50.0,4.783
717,DSPC,0,0,0,1,0,0,122.1,0.250333333,-1.561,12,9.090909091,60,50.0,6.398
718,DSPC,0,0,0,1,0,0,149.8,0.23,-13.63333333,4,9.090909091,80,50.0,4.103
719,DSPC,0,0,0,1,0,0,152.3333333,0.243666667,-3.446666667,8,9.090909091,80,50.0,5.826
720,DSPC,0,0,0,1,0,0,156.8,0.304,-1.356666667,12,9.090909091,80,50.0,8.334
721,14PA,0,1,0,0,0,0,215.1166667,0.3285,-5.068333333,4,0.199600798,20,0.497512438,6.648
722,14PA,0,1,0,0,0,0,161.0666667,0.316166667,-4.021666667,8,0.199600798,20,0.497512438,6.529
723,14PA,0,1,0,0,0,0,155.4833333,0.409,-2.968333333,12,0.199600798,20,0.497512438,8.589
724,14PA,0,1,0,0,0,0,197.0333333,0.214666667,-3.041666667,4,0.199600798,40,0.497512438,7.189
725,14PA,0,1,0,0,0,0,176.2666667,0.228,-1.898333333,8,0.199600798,40,0.497512438,7.819
726,14PA,0,1,0,0,0,0,180.2333333,0.337,-3.103333333,12,0.199600798,40,0.497512438,7.85
727,14PA,0,1,0,0,0,0,182.5,0.208,-1.049666667,4,0.199600798,60,0.497512438,7.271
728,14PA,0,1,0,0,0,0,255.3333333,0.322666667,-1.217666667,8,0.199600798,60,0.497512438,9.292
729,14PA,0,1,0,0,0,0,154.7333333,0.23,2.996666667,12,0.199600798,60,0.497512438,8.123
730,14PA,0,1,0,0,0,0,200.9666667,0.274333333,-6.603333333,4,0.199600798,80,0.497512438,4.7
731,14PA,0,1,0,0,0,0,172.4333333,0.257666667,0.623,8,0.199600798,80,0.497512438,3.784
732,14PA,0,1,0,0,0,0,200.2333333,0.246,0.325333333,12,0.199600798,80,0.497512438,4.304
733,14PA,0,1,0,0,0,0,200.4,0.323666667,-4.816666667,4,0.199600798,20,0.99009901,6.429
734,14PA,0,1,0,0,0,0,207.5166667,0.543333333,-3.873333333,8,0.199600798,20,0.99009901,7.37
735,14PA,0,1,0,0,0,0,307.6333333,0.151333333,-3.5,12,0.199600798,20,0.99009901,8.234
736,14PA,0,1,0,0,0,0,197.9,0.2495,-2.638333333,4,0.199600798,40,0.99009901,5.974
737,14PA,0,1,0,0,0,0,190.1333333,0.249333333,0.246333333,8,0.199600798,40,0.99009901,7.55
738,14PA,0,1,0,0,0,0,179.7666667,0.306333333,-3.133333333,12,0.199600798,40,0.99009901,5.533
739,14PA,0,1,0,0,0,0,231.2,0.212666667,-9.153333333,4,0.199600798,60,0.99009901,6.838
740,14PA,0,1,0,0,0,0,214.3333333,0.271666667,-0.320666667,8,0.199600798,60,0.99009901,7.306
741,14PA,0,1,0,0,0,0,169.7,0.245666667,2.133333333,12,0.199600798,60,0.99009901,8.516
