Formula label,Helper_lipid,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_HEK293
245,DOPE,0,0,1,0,0,0,139.0,0.236666667,-1.976666667,8,0.99009901,40,0.497512438,7.671
246,DOPE,0,0,1,0,0,0,159.2333333,0.303666667,-2.136666667,12,0.99009901,40,0.497512438,9.016
247,DOPE,0,0,1,0,0,0,171.7,0.236333333,-0.094333333,4,0.99009901,60,0.497512438,10.272
248,DOPE,0,0,1,0,0,0,150.1333333,0.232,-1.95,8,0.99009901,60,0.497512438,9.371
249,DOPE,0,0,1,0,0,0,177.5333333,0.260666667,-2.43,12,0.99009901,60,0.497512438,10.169
250,DOPE,0,0,1,0,0,0,219.6333333,0.307666667,-15.26666667,4,0.99009901,80,0.497512438,7.535
251,DOPE,0,0,1,0,0,0,141.4666667,0.245666667,-3.21,8,0.99009901,80,0.497512438,8.034
252,DOPE,0,0,1,0,0,0,160.0333333,0.184333333,-4.51,12,0.99009901,80,0.497512438,10.437
253,DOPE,0,0,1,0,0,0,176.9333333,0.24,-4.66,4,0.99009901,20,0.99009901,8.611
254,DOPE,0,0,1,0,0,0,263.8333333,0.433333333,-6.34,8,0.99009901,20,0.99009901,8.749
255,DOPE,0,0,1,0,0,0,303.3666667,0.674666667,-2.326666667,12,0.99009901,20,0.99009901,8.481
256,DOPE,0,0,1,0,0,0,174.6666667,0.246333333,-3.043333333,4,0.99009901,40,0.99009901,8.733
257,DOPE,0,0,1,0,0,0,148.9333333,0.217333333,-0.049066667,8,0.99009901,40,0.99009901,8.276
258,DOPE,0,0,1,0,0,0,152.4666667,0.288333333,-1.993333333,12,0.99009901,40,0.99009901,8.518
259,DOPE,0,0,1,0,0,0,164.2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901,10.306
260,DOPE,0,0,1,0,0,0,150.2666667,0.204333333,1.32,8,0.99009901,60,0.99009901,9.555
261,DOPE,0,0,1,0,0,0,191.8,0.244333333,-1.426666667,12,0.99009901,60,0.99009901,10.889
262,DOPE,0,0,1,0,0,0,241.5333333,0.267,-15.93333333,4,0.99009901,80,0.99009901,7.253
263,DOPE,0,0,1,0,0,0,148.0333333,0.21,-3.53,8,0.99009901,80,0.99009901,9.418
264,DOPE,0,0,1,0,0,0,155.5666667,0.167333333,-3.316666667,12,0.99009901,80,0.99009901,10.485
265,DOPE,0,0,1,0,0,0,153.8666667,0.203,-3.213333333,4,0.99009901,20,1.960784314,8.071
266,DOPE,0,0,1,0,0,0,203.9333333,0.501,-2.766666667,8,0.99009901,20,1.960784314,8.489
267,DOPE,0,0,1,0,0,0,263.9333333,0.412333333,-1.060666667,12,0.99009901,20,1.960784314,9.017
268,DOPE,0,0,1,0,0,0,170.0666667,0.220333333,-3.176666667,4,0.99009901,40,1.960784314,8.507
269,DOPE,0,0,1,0,0,0,158.3666667,0.279,-1.57,8,0.99009901,40,1.960784314,8.201
270,DOPE,0,0,1,0,0,0,130.9333333,0.215,0.963666667,12,0.99009901,40,1.960784314,10.186
271,DOPE,0,0,1,0,0,0,160.7333333,0.165333333,-3.816666667,4,0.99009901,60,1.960784314,9.977
272,DOPE,0,0,1,0,0,0,138.7333333,0.185333333,0.242266667,8,0.99009901,60,1.960784314,10.071
273,DOPE,0,0,1,0,0,0,152.2333333,0.245666667,-1.88,12,0.99009901,60,1.960784314,11.058
274,DOPE,0,0,1,0,0,0,189.0,0.199,-15.9,4,0.99009901,80,1.960784314,7.607
275,DOPE,0,0,1,0,0,0,147.2,0.241333333,-5.523333333,8,0.99009901,80,1.960784314,10.174
276,DOPE,0,0,1,0,0,0,148.5333333,0.207,-2.94,12,0.99009901,80,1.960784314,3.296
277,DOPE,0,0,1,0,0,0,154.9,0.957333333,-5.373333333,4,0.99009901,20,9.090909091,9.239
278,DOPE,0,0,1,0,0,0,230.9333333,0.481666667,-2.173333333,8,0.99009901,20,9.090909091,10.091
279,DOPE,0,0,1,0,0,0,168.1666667,0.428,-0.284166667,12,0.99009901,20,9.090909091,10.078
280,DOPE,0,0,1,0,0,0,164.0666667,0.157333333,-0.60825,4,0.99009901,40,9.090909091,10.443
281,DOPE,0,0,1,0,0,0,478.0,0.815333333,-3.73,8,0.99009901,40,9.090909091,9.919
282,DOPE,0,0,1,0,0,0,161.1333333,0.330333333,0.813333333,12,0.99009901,40,9.090909091,10.377
283,DOPE,0,0,1,0,0,0,179.6666667,0.263333333,1.84,4,0.99009901,60,9.090909091,11.27
284,DOPE,0,0,1,0,0,0,153.8,0.197333333,-0.397333333,8,0.99009901,60,9.090909091,10.989
285,DOPE,0,0,1,0,0,0,150.7333333,0.228333333,-0.254666667,12,0.99009901,60,9.090909091,10.423
286,DOPE,0,0,1,0,0,0,222.5666667,0.208,-12.13333333,4,0.99009901,80,9.090909091,9.969
287,DOPE,0,0,1,0,0,0,166.1666667,0.209333333,-6.06,8,0.99009901,80,9.090909091,10.762
288,DOPE,0,0,1,0,0,0,198.6666667,0.219,-0.9158,12,0.99009901,80,9.090909091,10.571
289,DOPE,0,0,1,0,0,0,236.7666667,0.272333333,-3.646666667,4,0.99009901,20,50.0,8.779
290,DOPE,0,0,1,0,0,0,211.3666667,0.439666667,1.916666667,8,0.99009901,20,50.0,10.771
291,DOPE,0,0,1,0,0,0,182.6,0.281,0.651,12,0.99009901,20,50.0,11.063
292,DOPE,0,0,1,0,0,0,179.9,0.168333333,-1.32,4,0.99009901,40,50.0,11.497
293,DOPE,0,0,1,0,0,0,196.2,0.148333333,2.876666667,8,0.99009901,40,50.0,11.654
294,DOPE,0,0,1,0,0,0,180.0,0.512666667,-3.013333333,12,0.99009901,40,50.0,11.174
295,DOPE,0,0,1,0,0,0,197.7,0.18,0.54,4,0.99009901,60,50.0,11.55
296,DOPE,0,0,1,0,0,0,148.4666667,0.206666667,4.106666667,8,0.99009901,60,50.0,11.218
297,DOPE,0,0,1,0,0,0,171.6333333,0.198666667,1.651,12,0.99009901,60,50.0,11.494
298,DOPE,0,0,1,0,0,0,253.0666667,0.335333333,-0.074666667,4,0.99009901,80,50.0,11.117
299,DOPE,0,0,1,0,0,0,186.6333333,0.255,-5.6,8,0.99009901,80,50.0,10.73
300,DOPE,0,0,1,0,0,0,150.0333333,0.178,6.683333333,12,0.99009901,80,50.0,10.592
301,DOPE,0,0,1,0,0,0,274.6,0.739666667,-9.106666667,4,9.090909091,20,0.497512438,7.619
302,DOPE,0,0,1,0,0,0,236.6,0.577,-4.033333333,8,9.090909091,20,0.497512438,6.195
303,DOPE,0,0,1,0,0,0,405.4,0.707666667,-5.893333333,12,9.090909091,20,0.497512438,5.375
304,DOPE,0,0,1,0,0,0,170.1333333,0.409333333,-5.413333333,4,9.090909091,40,0.497512438,9.868
305,DOPE,0,0,1,0,0,0,176.6666667,0.290333333,-1.593333333,8,9.090909091,40,0.497512438,6.831
306,DOPE,0,0,1,0,0,0,260.6666667,0.788666667,-1.943333333,12,9.090909091,40,0.497512438,5.629
307,DOPE,0,0,1,0,0,0,153.6333333,0.193,-3.223333333,4,9.090909091,60,0.497512438,8.863
308,DOPE,0,0,1,0,0,0,153.0333333,0.370333333,-1.48,8,9.090909091,60,0.497512438,9.113
309,DOPE,0,0,1,0,0,0,149.9,0.288333333,-2.086666667,12,9.090909091,60,0.497512438,8.651
310,DOPE,0,0,1,0,0,0,133.1,0.144333333,-3.64,4,9.090909091,80,0.497512438,6.555
311,DOPE,0,0,1,0,0,0,138.3666667,0.247666667,-33.9,8,9.090909091,80,0.497512438,8.354
312,DOPE,0,0,1,0,0,0,136.2333333,0.169,-2.783333333,12,9.090909091,80,0.497512438,10.335
313,DOPE,0,0,1,0,0,0,196.5,0.676666667,-6.903333333,4,9.090909091,20,0.99009901,7.399
314,DOPE,0,0,1,0,0,0,197.3,0.605666667,-2.48,8,9.090909091,20,0.99009901,6.316
315,DOPE,0,0,1,0,0,0,213.9333333,0.647666667,-1.81,12,9.090909091,20,0.99009901,4.311
316,DOPE,0,0,1,0,0,0,137.9333333,0.216666667,-6.893333333,4,9.090909091,40,0.99009901,9.397
317,DOPE,0,0,1,0,0,0,470.4333333,1.0,-3.68,8,9.090909091,40,0.99009901,8.302
318,DOPE,0,0,1,0,0,0,165.9666667,0.624666667,-2.296666667,12,9.090909091,40,0.99009901,7.816
319,DOPE,0,0,1,0,0,0,137.5666667,0.191333333,-3.093333333,4,9.090909091,60,0.99009901,9.197
320,DOPE,0,0,1,0,0,0,115.6333333,0.217,-2.686666667,8,9.090909091,60,0.99009901,9.1
321,DOPE,0,0,1,0,0,0,207.0666667,0.332333333,-1.29,12,9.090909091,60,0.99009901,8.996
322,DOPE,0,0,1,0,0,0,145.4,0.130333333,-3.763333333,4,9.090909091,80,0.99009901,7.722
323,DOPE,0,0,1,0,0,0,135.8666667,0.231,-36.3,8,9.090909091,80,0.99009901,8.331
324,DOPE,0,0,1,0,0,0,120.9333333,0.173,-1.66,12,9.090909091,80,0.99009901,8.763
325,DOPE,0,0,1,0,0,0,278.8333333,0.789333333,-8.986666667,4,9.090909091,20,1.960784314,7.138
326,DOPE,0,0,1,0,0,0,415.8,0.856666667,-6.63,8,9.090909091,20,1.960784314,5.89
327,DOPE,0,0,1,0,0,0,496.8333333,0.378333333,-6.54,12,9.090909091,20,1.960784314,3.738
328,DOPE,0,0,1,0,0,0,93.06666667,0.211,-2.723333333,4,9.090909091,40,1.960784314,8.898
329,DOPE,0,0,1,0,0,0,207.5666667,0.603666667,-2.203333333,8,9.090909091,40,1.960784314,8.514
330,DOPE,0,0,1,0,0,0,201.6333333,0.620333333,-2.146666667,12,9.090909091,40,1.960784314,9.059
331,DOPE,0,0,1,0,0,0,136.1666667,0.159666667,-2.57,4,9.090909091,60,1.960784314,9.08
332,DOPE,0,0,1,0,0,0,129.5,0.283,-1.666333333,8,9.090909091,60,1.960784314,9.072
333,DOPE,0,0,1,0,0,0,202.5,0.512333333,-2.12,12,9.090909091,60,1.960784314,8.605
334,DOPE,0,0,1,0,0,0,143.0333333,0.155333333,-3.51,4,9.090909091,80,1.960784314,7.535
335,DOPE,0,0,1,0,0,0,134.7,0.230666667,-36.66666667,8,9.090909091,80,1.960784314,6.322
336,DOPE,0,0,1,0,0,0,135.2333333,0.219666667,-2.383333333,12,9.090909091,80,1.960784314,9.084
337,DOPE,0,0,1,0,0,0,235.4666667,0.617,-9.563333333,4,9.090909091,20,9.090909091,7.753
338,DOPE,0,0,1,0,0,0,378.9333333,0.809333333,-5.376666667,8,9.090909091,20,9.090909091,6.706
339,DOPE,0,0,1,0,0,0,476.3333333,0.748333333,-7.476666667,12,9.090909091,20,9.090909091,3.526
340,DOPE,0,0,1,0,0,0,132.7666667,0.226,-5.483333333,4,9.090909091,40,9.090909091,9.559
341,DOPE,0,0,1,0,0,0,279.9666667,0.880333333,-2.596666667,8,9.090909091,40,9.090909091,8.385
342,DOPE,0,0,1,0,0,0,153.0,0.411666667,-1.983333333,12,9.090909091,40,9.090909091,7.601
343,DOPE,0,0,1,0,0,0,156.7333333,0.235666667,-3.656666667,4,9.090909091,60,9.090909091,9.786
344,DOPE,0,0,1,0,0,0,134.0666667,0.204666667,-1.370333333,8,9.090909091,60,9.090909091,8.904
345,DOPE,0,0,1,0,0,0,167.5,0.380333333,-2.37,12,9.090909091,60,9.090909091,9.101
346,DOPE,0,0,1,0,0,0,144.4333333,0.081666667,-4.92,4,9.090909091,80,9.090909091,7.187
347,DOPE,0,0,1,0,0,0,161.1333333,0.24,-31.9,8,9.090909091,80,9.090909091,8.559
348,DOPE,0,0,1,0,0,0,118.1666667,0.198,-2.056666667,12,9.090909091,80,9.090909091,10.416
349,DOPE,0,0,1,0,0,0,302.6666667,0.693,-8.333333333,4,9.090909091,20,50.0,6.481
350,DOPE,0,0,1,0,0,0,270.0333333,0.633333333,-7.673333333,8,9.090909091,20,50.0,6.53
351,DOPE,0,0,1,0,0,0,180.3,0.614,-9.613333333,12,9.090909091,20,50.0,2.14
352,DOPE,0,0,1,0,0,0,157.5,0.177,-3.126666667,4,9.090909091,40,50.0,7.882
353,DOPE,0,0,1,0,0,0,140.4666667,0.248666667,-1.383333333,8,9.090909091,40,50.0,8.424
354,DOPE,0,0,1,0,0,0,228.2,0.517,-1.873333333,12,9.090909091,40,50.0,9.942
355,DOPE,0,0,1,0,0,0,153.2,0.232666667,-2.37,4,9.090909091,60,50.0,8.839
356,DOPE,0,0,1,0,0,0,129.7666667,0.194666667,-1.059,8,9.090909091,60,50.0,8.899
357,DOPE,0,0,1,0,0,0,145.7333333,0.333666667,-1.533333333,12,9.090909091,60,50.0,8.923
358,DOPE,0,0,1,0,0,0,165.1666667,0.186,-3.313333333,4,9.090909091,80,50.0,8.402
359,DOPE,0,0,1,0,0,0,157.6666667,0.210666667,15.6,8,9.090909091,80,50.0,10.168
360,DOPE,0,0,1,0,0,0,140.5666667,0.184333333,-1.012333333,12,9.090909091,80,50.0,10.785
361,DOTAP,0,0,0,0,1,0,157.3333333,0.166,5.9,4,0.199600798,20,0.497512438,2.015
362,DOTAP,0,0,0,0,1,0,138.8333333,0.375666667,5.12,8,0.199600798,20,0.497512438,5.951
363,DOTAP,0,0,0,0,1,0,235.9333333,0.509333333,9.113333333,12,0.199600798,20,0.497512438,4.705
364,DOTAP,0,0,0,0,1,0,175.8333333,0.266333333,12.9,4,0.199600798,40,0.497512438,3.597
365,DOTAP,0,0,0,0,1,0,172.5333333,0.298333333,1.866666667,8,0.199600798,40,0.497512438,5.619
366,DOTAP,0,0,0,0,1,0,173.3,0.307666667,6.673333333,12,0.199600798,40,0.497512438,5.024
367,DOTAP,0,0,0,0,1,0,222.7333333,0.28,16.2,4,0.199600798,60,0.497512438,7.206
368,DOTAP,0,0,0,0,1,0,163.4666667,0.289666667,13.33333333,8,0.199600798,60,0.497512438,5.133
369,DOTAP,0,0,0,0,1,0,132.7666667,0.248666667,15.63333333,12,0.199600798,60,0.497512438,6.127
370,DOTAP,0,0,0,0,1,0,172.6333333,0.228666667,-10.96666667,4,0.199600798,80,0.497512438,8.005
371,DOTAP,0,0,0,0,1,0,156.5,0.215666667,5.703333333,8,0.199600798,80,0.497512438,7.026
372,DOTAP,0,0,0,0,1,0,415.4333333,0.464333333,-30.56666667,12,0.199600798,80,0.497512438,4.916
373,DOTAP,0,0,0,0,1,0,126.4666667,0.141666667,1.823,4,0.199600798,20,0.99009901,5.165
374,DOTAP,0,0,0,0,1,0,173.0,0.266666667,7.926666667,8,0.199600798,20,0.99009901,5.816
375,DOTAP,0,0,0,0,1,0,198.5333333,0.402666667,2.883333333,12,0.199600798,20,0.99009901,4.994
376,DOTAP,0,0,0,0,1,0,185.6666667,0.295,12.1,4,0.199600798,40,0.99009901,3.912
377,DOTAP,0,0,0,0,1,0,160.6,0.245333333,4.013333333,8,0.199600798,40,0.99009901,5.951
378,DOTAP,0,0,0,0,1,0,183.8333333,0.354,2.956666667,12,0.199600798,40,0.99009901,7.272
379,DOTAP,0,0,0,0,1,0,224.0,0.195666667,22.76666667,4,0.199600798,60,0.99009901,5.659
380,DOTAP,0,0,0,0,1,0,147.6666667,0.245666667,9.33,8,0.199600798,60,0.99009901,7.034
381,DOTAP,0,0,0,0,1,0,146.4333333,0.24,19.53333333,12,0.199600798,60,0.99009901,4.771
382,DOTAP,0,0,0,0,1,0,170.8666667,0.246333333,7.633333333,4,0.199600798,80,0.99009901,6.934
383,DOTAP,0,0,0,0,1,0,136.8333333,0.256666667,7.98,8,0.199600798,80,0.99009901,8.769
384,DOTAP,0,0,0,0,1,0,290.3,0.270666667,-25.13333333,12,0.199600798,80,0.99009901,8.2
385,DOTAP,0,0,0,0,1,0,122.2,0.186333333,18.9,4,0.199600798,20,1.960784314,4.64
386,DOTAP,0,0,0,0,1,0,176.0666667,0.496333333,21.16666667,8,0.199600798,20,1.960784314,6.504
387,DOTAP,0,0,0,0,1,0,186.9666667,0.243,2.883333333,12,0.199600798,20,1.960784314,3.481
388,DOTAP,0,0,0,0,1,0,153.4666667,0.229666667,17.63333333,4,0.199600798,40,1.960784314,4.916
389,DOTAP,0,0,0,0,1,0,204.5333333,0.348333333,0.663333333,8,0.199600798,40,1.960784314,5.442
390,DOTAP,0,0,0,0,1,0,177.8333333,0.331,3.57,12,0.199600798,40,1.960784314,3.951
391,DOTAP,0,0,0,0,1,0,193.0,0.257666667,24.03333333,4,0.199600798,60,1.960784314,6.274
392,DOTAP,0,0,0,0,1,0,155.2333333,0.232666667,9.956666667,8,0.199600798,60,1.960784314,6.125
393,DOTAP,0,0,0,0,1,0,133.8333333,0.272,18.63333333,12,0.199600798,60,1.960784314,7.188
394,DOTAP,0,0,0,0,1,0,204.0333333,0.267,6.13,4,0.199600798,80,1.960784314,6.297
395,DOTAP,0,0,0,0,1,0,118.1,0.251,9.33,8,0.199600798,80,1.960784314,8.008
396,DOTAP,0,0,0,0,1,0,1330.666667,0.467333333,-27.3,12,0.199600798,80,1.960784314,9.065
397,DOTAP,0,0,0,0,1,0,105.7,0.192333333,44.06666667,4,0.199600798,20,9.090909091,3.98
398,DOTAP,0,0,0,0,1,0,131.2333333,0.203666667,25.86666667,8,0.199600798,20,9.090909091,5.714
399,DOTAP,0,0,0,0,1,0,241.2,0.458333333,1.388333333,12,0.199600798,20,9.090909091,7.233
400,DOTAP,0,0,0,0,1,0,204.4333333,0.278666667,26.16666667,4,0.199600798,40,9.090909091,5.187
401,DOTAP,0,0,0,0,1,0,135.9,0.314333333,27.06666667,8,0.199600798,40,9.090909091,7.153
402,DOTAP,0,0,0,0,1,0,199.2666667,0.421,22.36666667,12,0.199600798,40,9.090909091,7.832
403,DOTAP,0,0,0,0,1,0,157.6333333,0.228333333,30.7,4,0.199600798,60,9.090909091,9.853
404,DOTAP,0,0,0,0,1,0,133.6333333,0.194,15.33333333,8,0.199600798,60,9.090909091,10.217
405,DOTAP,0,0,0,0,1,0,139.3666667,0.264333333,20.86666667,12,0.199600798,60,9.090909091,10.667
406,DOTAP,0,0,0,0,1,0,138.7666667,0.140333333,15.56666667,4,0.199600798,80,9.090909091,10.013
407,DOTAP,0,0,0,0,1,0,143.8333333,0.207,18.4,8,0.199600798,80,9.090909091,10.062
408,DOTAP,0,0,0,0,1,0,581.7333333,0.704333333,-31.76666667,12,0.199600798,80,9.090909091,10.462
409,DOTAP,0,0,0,0,1,0,137.3,0.147333333,19.9,4,0.199600798,20,50.0,8.183
410,DOTAP,0,0,0,0,1,0,899.4,0.383333333,16.3,8,0.199600798,20,50.0,9.182
411,DOTAP,0,0,0,0,1,0,158.2333333,0.258666667,12.23333333,12,0.199600798,20,50.0,8.997
412,DOTAP,0,0,0,0,1,0,214.0333333,0.282,5.41,4,0.199600798,40,50.0,10.695
413,DOTAP,0,0,0,0,1,0,173.5,0.248333333,22.13333333,8,0.199600798,40,50.0,10.102
414,DOTAP,0,0,0,0,1,0,217.2,0.522333333,24.76666667,12,0.199600798,40,50.0,9.78
415,DOTAP,0,0,0,0,1,0,218.4,0.214,22.4,4,0.199600798,60,50.0,10.774
416,DOTAP,0,0,0,0,1,0,152.1333333,0.246333333,23.5,8,0.199600798,60,50.0,10.587
417,DOTAP,0,0,0,0,1,0,101.8666667,0.231333333,21.46666667,12,0.199600798,60,50.0,10.202
418,DOTAP,0,0,0,0,1,0,200.6,0.364,12.93333333,4,0.199600798,80,50.0,11.206
419,DOTAP,0,0,0,0,1,0,133.7333333,0.264333333,31.5,8,0.199600798,80,50.0,10.959
420,DOTAP,0,0,0,0,1,0,223.2,0.314333333,-16.6,12,0.199600798,80,50.0,10.638
421,DOTAP,0,0,0,0,1,0,265.1,0.339333333,-27.6,4,0.99009901,20,0.497512438,6.058
422,DOTAP,0,0,0,0,1,0,576.1666667,0.390666667,-2.563333333,8,0.99009901,20,0.497512438,5.323
423,DOTAP,0,0,0,0,1,0,453.7333333,0.368333333,1.926666667,12,0.99009901,20,0.497512438,6.232
424,DOTAP,0,0,0,0,1,0,157.1,0.253333333,-3.873333333,4,0.99009901,40,0.497512438,7.345
425,DOTAP,0,0,0,0,1,0,161.9333333,0.634666667,-3.35,8,0.99009901,40,0.497512438,7.16
426,DOTAP,0,0,0,0,1,0,154.0333333,0.321666667,-2.93,12,0.99009901,40,0.497512438,7.659
427,DOTAP,0,0,0,0,1,0,187.9,0.252666667,-3.706666667,4,0.99009901,60,0.497512438,7.949
428,DOTAP,0,0,0,0,1,0,151.0666667,0.26,-1.271,8,0.99009901,60,0.497512438,9.907
429,DOTAP,0,0,0,0,1,0,165.1666667,0.227,4.56,12,0.99009901,60,0.497512438,9.681
430,DOTAP,0,0,0,0,1,0,152.2,0.155,1.253333333,4,0.99009901,80,0.497512438,9.335
431,DOTAP,0,0,0,0,1,0,143.4666667,0.167666667,4.306666667,8,0.99009901,80,0.497512438,9.033
432,DOTAP,0,0,0,0,1,0,119.9666667,0.237,3.433333333,12,0.99009901,80,0.497512438,10.53
433,DOTAP,0,0,0,0,1,0,269.6333333,0.338666667,-30.33333333,4,0.99009901,20,0.99009901,4.916
434,DOTAP,0,0,0,0,1,0,115.6666667,0.283333333,3.27,8,0.99009901,20,0.99009901,5.501
435,DOTAP,0,0,0,0,1,0,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901,5.92
436,DOTAP,0,0,0,0,1,0,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901,6.717
437,DOTAP,0,0,0,0,1,0,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901,7.095
438,DOTAP,0,0,0,0,1,0,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901,8.126
439,DOTAP,0,0,0,0,1,0,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901,8.181
440,DOTAP,0,0,0,0,1,0,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901,8.942
441,DOTAP,0,0,0,0,1,0,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901,10.056
442,DOTAP,0,0,0,0,1,0,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901,9.124
443,DOTAP,0,0,0,0,1,0,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901,10.11
444,DOTAP,0,0,0,0,1,0,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901,9.477
445,DOTAP,0,0,0,0,1,0,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314,5.481
446,DOTAP,0,0,0,0,1,0,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314,6.715
447,DOTAP,0,0,0,0,1,0,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314,6.365
448,DOTAP,0,0,0,0,1,0,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314,8.247
449,DOTAP,0,0,0,0,1,0,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314,8.203
450,DOTAP,0,0,0,0,1,0,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314,8.482
451,DOTAP,0,0,0,0,1,0,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314,9.579
452,DOTAP,0,0,0,0,1,0,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314,10.351
453,DOTAP,0,0,0,0,1,0,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314,9.833
454,DOTAP,0,0,0,0,1,0,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314,10.359
455,DOTAP,0,0,0,0,1,0,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314,11.589
456,DOTAP,0,0,0,0,1,0,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314,9.809
457,DOTAP,0,0,0,0,1,0,1760.0,0.536,-30.76666667,4,0.99009901,20,9.090909091,6.014
458,DOTAP,0,0,0,0,1,0,171.1666667,0.473666667,3.026666667,8,0.99009901,20,9.090909091,6.329
459,DOTAP,0,0,0,0,1,0,224.7333333,0.667333333,1.253333333,12,0.99009901,20,9.090909091,7.664
460,DOTAP,0,0,0,0,1,0,166.5666667,0.488666667,-2.246666667,4,0.99009901,40,9.090909091,7.799
461,DOTAP,0,0,0,0,1,0,146.1333333,0.331,-2.403333333,8,0.99009901,40,9.090909091,7.814
462,DOTAP,0,0,0,0,1,0,231.5,0.267666667,-2.746666667,12,0.99009901,40,9.090909091,8.619
463,DOTAP,0,0,0,0,1,0,161.8333333,0.254333333,-1.385333333,4,0.99009901,60,9.090909091,9.943
464,DOTAP,0,0,0,0,1,0,137.9,0.27,-0.514,8,0.99009901,60,9.090909091,9.017
465,DOTAP,0,0,0,0,1,0,150.0,0.260666667,2.373333333,12,0.99009901,60,9.090909091,9.842
466,DOTAP,0,0,0,0,1,0,169.0,0.172333333,-0.684,4,0.99009901,80,9.090909091,9.574
467,DOTAP,0,0,0,0,1,0,125.6,0.137,2.273333333,8,0.99009901,80,9.090909091,10.045
468,DOTAP,0,0,0,0,1,0,136.8666667,0.203,4.91,12,0.99009901,80,9.090909091,10.188
469,DOTAP,0,0,0,0,1,0,322.6333333,0.253,-28.23333333,4,0.99009901,20,50.0,7.586
470,DOTAP,0,0,0,0,1,0,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0,8.981
471,DOTAP,0,0,0,0,1,0,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0,9.015
472,DOTAP,0,0,0,0,1,0,161.9,0.303,-3.153333333,4,0.99009901,40,50.0,11.023
473,DOTAP,0,0,0,0,1,0,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0,10.61
474,DOTAP,0,0,0,0,1,0,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0,9.456
475,DOTAP,0,0,0,0,1,0,202.1,0.265333333,-2.55,4,0.99009901,60,50.0,9.411
476,DOTAP,0,0,0,0,1,0,139.7,0.281666667,0.63,8,0.99009901,60,50.0,10.357
477,DOTAP,0,0,0,0,1,0,122.8,0.189333333,6.336666667,12,0.99009901,60,50.0,9.947
478,DOTAP,0,0,0,0,1,0,152.7666667,0.206666667,6.34,4,0.99009901,80,50.0,9.345
479,DOTAP,0,0,0,0,1,0,134.0,0.192,12.86666667,8,0.99009901,80,50.0,10.672
480,DOTAP,0,0,0,0,1,0,194.4666667,0.301666667,6.843333333,12,0.99009901,80,50.0,10.902
481,DOTAP,0,0,0,0,1,0,183.1333333,0.629333333,-2.183333333,4,9.090909091,20,0.497512438,3.114
482,DOTAP,0,0,0,0,1,0,151.5333333,0.402,-2.966666667,8,9.090909091,20,0.497512438,3.611
483,DOTAP,0,0,0,0,1,0,766.5666667,0.907333333,-2.463333333,12,9.090909091,20,0.497512438,4.159
484,DOTAP,0,0,0,0,1,0,99.71,0.181666667,-1.186666667,4,9.090909091,40,0.497512438,5.366
485,DOTAP,0,0,0,0,1,0,247.2666667,0.368666667,-3.813333333,8,9.090909091,40,0.497512438,5.239
486,DOTAP,0,0,0,0,1,0,400.6,0.535333333,-5.33,12,9.090909091,40,0.497512438,5.591
487,DOTAP,0,0,0,0,1,0,1350.666667,0.896,-20.13333333,4,9.090909091,60,0.497512438,5.672
488,DOTAP,0,0,0,0,1,0,297.0,0.258333333,-9.57,8,9.090909091,60,0.497512438,6.404
489,DOTAP,0,0,0,0,1,0,134.1333333,0.257,-1.092,12,9.090909091,60,0.497512438,8.088
490,DOTAP,0,0,0,0,1,0,165.4666667,0.175,-1.492333333,4,9.090909091,80,0.497512438,4.511
491,DOTAP,0,0,0,0,1,0,110.9666667,0.174666667,-1.123,8,9.090909091,80,0.497512438,6.933
492,DOTAP,0,0,0,0,1,0,128.5333333,0.182,-0.810666667,12,9.090909091,80,0.497512438,9.566
