,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_HEK293
813,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,80.0,100.0,166.5,-5.69,0.8881658454959562
814,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,80.0,100.0,146.4333333,-3.793333333,0.7068885376963838
815,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,80.0,100.0,172.0,-2.906666667,0.8295063679464536
816,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,20.0,100.0,142.4333333,-5.61,0.6533420098540486
817,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,20.0,100.0,124.6,-2.116666667,0.6662638282048898
818,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,20.0,100.0,134.9,-2.88,0.6022125127823743
819,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,40.0,100.0,170.8666667,-3.836666667,0.548108208608348
820,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,40.0,100.0,165.8,-2.166666667,0.8393604164729944
821,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,40.0,100.0,137.2,-2.34,0.7652691270800409
822,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,60.0,100.0,140.6333333,-3.42,0.799014595147346
823,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,60.0,100.0,123.8333333,-2.623333333,1.0
824,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,60.0,100.0,184.6,-1.114333333,0.8938365715348147
825,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,80.0,100.0,181.1666667,-5.173333333,0.935297945523845
826,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,80.0,100.0,163.4,-3.976666667,0.685321186204332
827,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,80.0,100.0,156.7666667,-1.926666667,0.7318025471785814
828,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,20.0,100.0,346.0333333,-12.6,0.7399832667100492
829,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,20.0,100.0,247.9666667,-5.433333333,0.7264107093055685
830,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,20.0,100.0,400.5333333,-2.986666667,0.6916426512968299
831,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,40.0,100.0,204.2333333,-17.43333333,0.63344798735707
832,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,40.0,100.0,159.2666667,-6.126666667,0.7587617365436459
833,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,40.0,100.0,176.7666667,-6.946666667,0.693873756623594
834,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,60.0,100.0,183.5666667,-13.76666667,0.7542065631681696
835,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,60.0,100.0,154.5,-5.553333333,0.7395184531003067
836,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,60.0,100.0,198.3333333,-5.703333333,0.6584549595612159
837,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,80.0,100.0,279.1333333,-24.16666667,0.6583619968392673
838,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,80.0,100.0,185.8,-5.65,0.615785070186855
839,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,80.0,100.0,161.5666667,-6.5,0.5846425583341079
840,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,20.0,10.0,136.6,-5.783333333,0.5960769731337734
842,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,20.0,10.0,132.0333333,-2.656666667,0.555359300920331
843,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,40.0,10.0,118.8333333,-2.87,0.6171795110160825
844,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,40.0,10.0,101.1166667,-1.001333333,0.4715998884447337
845,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,40.0,10.0,104.8433333,-1.304,0.5231941991261504
846,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,60.0,10.0,127.2666667,-2.766666667,0.48972761922469094
847,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,60.0,10.0,129.6333333,-2.24,0.5881751417681511
848,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,60.0,10.0,106.2,-0.799666667,0.4944687180440643
849,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,200.0,80.0,10.0,146.4,-4.306666667,0.3685971925257972
850,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,200.0,80.0,10.0,125.3333333,-1.380333333,0.27070744631402804
851,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,200.0,80.0,10.0,126.2666667,-2.326666667,0.42298038486566886
852,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,20.0,10.0,162.4,-4.35,0.4930742772148368
853,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,20.0,10.0,116.5333333,-1.746666667,0.4868457748442874
854,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,20.0,10.0,119.3,-3.026666667,0.24309751789532397
855,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,40.0,10.0,115.8333333,-10.29333333,0.6303802175327693
856,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,40.0,10.0,132.1666667,-2.353333333,0.6245235660500139
857,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,40.0,10.0,118.2666667,-1.74,0.6603142140001859
858,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,60.0,10.0,121.0,-2.136666667,0.54364599795482
859,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,60.0,10.0,111.5333333,-1.166666667,0.5942177186948034
860,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,60.0,10.0,126.0666667,-2.483333333,0.6349353909082458
861,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,100.0,80.0,10.0,144.3333333,-4.096666667,0.5238449381797898
862,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,100.0,80.0,10.0,116.6333333,-2.266666667,0.6715627033559544
863,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,100.0,80.0,10.0,127.7333333,-0.218,0.7316166217346844
864,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,20.0,10.0,159.3666667,-8.39,
865,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,20.0,10.0,116.4666667,-2.456666667,
867,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,40.0,10.0,108.6666667,-1.44,
868,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,40.0,10.0,118.8333333,-2.203333333,
869,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,40.0,10.0,113.7333333,-2.22,
870,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,60.0,10.0,132.3,-3.596666667,
871,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,60.0,10.0,117.4333333,-2.566666667,
872,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,60.0,10.0,120.5333333,-2.226666667,
873,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,50.0,80.0,10.0,131.1,-1.386666667,
874,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,50.0,80.0,10.0,119.6,-2.66,
875,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,50.0,80.0,10.0,121.0,-1.334666667,
879,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,40.0,10.0,97.60333333,-2.336666667,
880,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,40.0,10.0,119.1666667,-2.018333333,
881,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,40.0,10.0,103.9666667,-1.347333333,
882,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,60.0,10.0,143.1666667,-2.683333333,
883,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,60.0,10.0,124.6,-2.823333333,
884,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,60.0,10.0,118.8333333,-2.566666667,
885,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,10.0,80.0,10.0,128.4666667,-4.26,
886,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,10.0,80.0,10.0,122.4,-0.256,
887,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,10.0,80.0,10.0,134.6,-1.372,
890,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,20.0,10.0,874.3333333,-2.313333333,
891,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,40.0,10.0,139.2666667,-5.043333333,
892,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,40.0,10.0,163.2333333,-4.753333333,
893,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,40.0,10.0,190.5333333,-5.64,
894,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,60.0,10.0,149.8666667,-6.043333333,
895,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,60.0,10.0,152.6333333,-6.406666667,
896,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,60.0,10.0,183.5,-4.306666667,
897,0.0,1.0,11.8502,2.0,28.0,0.0,4.0,1.0,80.0,10.0,169.6,-8.64,
898,0.0,1.0,11.8502,2.0,28.0,0.0,8.0,1.0,80.0,10.0,157.9,-5.786666667,
899,0.0,1.0,11.8502,2.0,28.0,0.0,12.0,1.0,80.0,10.0,186.1,-3.573333333,
900,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,20.0,500.0,145.9333333,12.13333333,
902,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,20.0,500.0,473.7,12.93333333,
903,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,40.0,500.0,173.3333333,7.903333333,
904,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,40.0,500.0,143.8666667,6.54,
905,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,40.0,500.0,186.3333333,2.443333333,
906,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,60.0,500.0,185.8333333,-5.43,
907,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,60.0,500.0,160.5333333,5.633333333,
908,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,60.0,500.0,132.9666667,0.464333333,
909,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,80.0,500.0,242.4,-21.8,
910,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,80.0,500.0,106.8,2.466666667,
911,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,80.0,500.0,104.0333333,-11.91333333,
915,1.0,0.0,12.73,0.0,36.0,0.0,4.0,100.0,40.0,500.0,174.2,5.666666667,
916,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,40.0,500.0,177.8666667,8.876666667,
917,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,40.0,500.0,130.0333333,1.906666667,
918,1.0,0.0,12.73,0.0,36.0,0.0,4.0,100.0,60.0,500.0,159.0333333,-10.13333333,
919,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,60.0,500.0,130.7,0.829333333,
920,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,60.0,500.0,130.8333333,4.373333333,
921,1.0,0.0,12.73,0.0,36.0,0.0,4.0,100.0,80.0,500.0,212.2333333,-19.76666667,
922,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,80.0,500.0,121.7,6.47,
923,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,80.0,500.0,107.7,-3.599,
927,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,40.0,500.0,172.9,8.536666667,
928,1.0,0.0,12.73,0.0,36.0,0.0,8.0,50.0,40.0,500.0,177.5666667,9.536666667,
929,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,40.0,500.0,151.3333333,-2.658333333,
930,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,60.0,500.0,160.6,-5.226666667,
931,1.0,0.0,12.73,0.0,36.0,0.0,8.0,50.0,60.0,500.0,158.3,-1.371333333,
932,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,60.0,500.0,132.8,2.146666667,
933,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,80.0,500.0,230.8333333,-12.03,
934,1.0,0.0,12.73,0.0,36.0,0.0,8.0,50.0,80.0,500.0,122.1333333,6.88,
935,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,80.0,500.0,115.7666667,-5.71,
936,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,20.0,500.0,164.7,9.616666667,
937,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,20.0,500.0,498.1666667,10.49333333,
939,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,40.0,500.0,185.4666667,8.14,
940,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,40.0,500.0,163.3333333,13.96666667,
941,1.0,0.0,12.73,0.0,36.0,0.0,12.0,10.0,40.0,500.0,149.6666667,5.79,
942,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,60.0,500.0,154.3333333,-0.544333333,
943,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,60.0,500.0,137.2666667,2.826666667,
944,1.0,0.0,12.73,0.0,36.0,0.0,12.0,10.0,60.0,500.0,117.2333333,1.908666667,
945,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,80.0,500.0,255.5,-5.39,
946,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,80.0,500.0,110.3666667,10.8,
947,1.0,0.0,12.73,0.0,36.0,0.0,12.0,10.0,80.0,500.0,112.2666667,32.86666667,
948,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,20.0,500.0,194.9,14.7,
951,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,40.0,500.0,195.9,19.6,
952,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,40.0,500.0,140.6333333,21.26666667,
953,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,40.0,500.0,185.2,14.2,
954,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,60.0,500.0,213.6,14.26666667,
955,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,60.0,500.0,150.9333333,15.46666667,
956,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,60.0,500.0,150.2333333,15.53333333,
957,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,80.0,500.0,300.9666667,-0.805,
958,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,80.0,500.0,133.4,22.93333333,
959,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,80.0,500.0,153.8666667,38.2,
961,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,20.0,100.0,169.7666667,-1.823333333,
963,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,40.0,100.0,190.9666667,4.643333333,
965,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,40.0,100.0,170.2666667,2.91,
966,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,60.0,100.0,159.0666667,7.4,
967,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,60.0,100.0,140.5333333,6.18,
968,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,60.0,100.0,127.2666667,8.59,
969,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,80.0,100.0,131.1666667,8.573333333,
970,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,80.0,100.0,128.2,1.683333333,
971,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,80.0,100.0,125.3333333,2.076666667,
974,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,20.0,100.0,136.6666667,-0.237733333,
976,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,40.0,100.0,171.6333333,6.66,
978,1.0,0.0,12.73,0.0,36.0,0.0,4.0,100.0,60.0,100.0,153.2333333,7.173333333,
979,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,60.0,100.0,110.4333333,4.58,
980,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,60.0,100.0,143.0666667,6.5,
981,1.0,0.0,12.73,0.0,36.0,0.0,4.0,100.0,80.0,100.0,134.9333333,8.523333333,
982,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,80.0,100.0,120.1333333,4.36,
983,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,80.0,100.0,102.2966667,1.221,
984,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,20.0,100.0,122.2333333,-0.675,
986,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,20.0,100.0,126.4666667,3.94,
987,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,40.0,100.0,189.7333333,5.51,
988,1.0,0.0,12.73,0.0,36.0,0.0,8.0,50.0,40.0,100.0,174.6,2.436666667,
989,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,40.0,100.0,159.8666667,7.05,
990,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,60.0,100.0,140.7,7.98,
991,1.0,0.0,12.73,0.0,36.0,0.0,8.0,50.0,60.0,100.0,139.5333333,8.23,
992,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,60.0,100.0,151.2,7.35,
993,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,80.0,100.0,127.9666667,8.526666667,
994,1.0,0.0,12.73,0.0,36.0,0.0,8.0,50.0,80.0,100.0,114.8333333,4.426666667,
995,1.0,0.0,12.73,0.0,36.0,0.0,12.0,50.0,80.0,100.0,91.54,4.913333333,
996,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,20.0,100.0,113.9666667,4.576666667,
999,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,40.0,100.0,131.7,5.266666667,
1000,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,40.0,100.0,146.2666667,4.823333333,
1001,1.0,0.0,12.73,0.0,36.0,0.0,12.0,10.0,40.0,100.0,124.9666667,4.396666667,
1002,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,60.0,100.0,133.3,5.976666667,
1003,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,60.0,100.0,147.6666667,7.0,
1004,1.0,0.0,12.73,0.0,36.0,0.0,12.0,10.0,60.0,100.0,128.9333333,5.493333333,
1005,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,80.0,100.0,129.7,8.37,
1006,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,80.0,100.0,88.21333333,2.646666667,
1007,1.0,0.0,12.73,0.0,36.0,0.0,12.0,10.0,80.0,100.0,86.61,5.016666667,
1008,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,20.0,100.0,97.09666667,3.523333333,
1009,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,20.0,100.0,125.0333333,8.636666667,
1010,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,20.0,100.0,150.1,7.9,
1011,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,40.0,100.0,116.0,5.51,
1012,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,40.0,100.0,120.9333333,7.95,
1013,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,40.0,100.0,140.9333333,10.19,
1014,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,60.0,100.0,154.5,8.826666667,
1015,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,60.0,100.0,149.3333333,10.71,
1016,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,60.0,100.0,146.9666667,14.23333333,
1017,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,80.0,100.0,172.9666667,13.56666667,
1018,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,80.0,100.0,95.48333333,18.53333333,
1019,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,80.0,100.0,97.44333333,18.13333333,
1021,1.0,0.0,12.73,0.0,36.0,0.0,8.0,200.0,20.0,10.0,135.4333333,-1.52,
1026,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,60.0,10.0,277.0333333,-0.445353333,
1028,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,60.0,10.0,250.5333333,-1.150666667,
1029,1.0,0.0,12.73,0.0,36.0,0.0,4.0,200.0,80.0,10.0,203.0666667,-0.866333333,
1031,1.0,0.0,12.73,0.0,36.0,0.0,12.0,200.0,80.0,10.0,204.2666667,0.426333333,
1039,1.0,0.0,12.73,0.0,36.0,0.0,8.0,100.0,60.0,10.0,224.8,-0.698333333,
1040,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,60.0,10.0,252.4666667,-0.727,
1043,1.0,0.0,12.73,0.0,36.0,0.0,12.0,100.0,80.0,10.0,186.2666667,-0.533333333,
1047,1.0,0.0,12.73,0.0,36.0,0.0,4.0,50.0,40.0,10.0,93.57666667,-1.966666667,
1057,1.0,0.0,12.73,0.0,36.0,0.0,8.0,10.0,20.0,10.0,139.0333333,-1.626666667,
1059,1.0,0.0,12.73,0.0,36.0,0.0,4.0,10.0,40.0,10.0,86.48,-1.109,
1068,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,20.0,10.0,104.5,-1.523333333,
1069,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,20.0,10.0,108.7333333,-0.928,
1070,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,20.0,10.0,124.4333333,-1.003,
1071,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,40.0,10.0,122.0333333,-1.225,
1072,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,40.0,10.0,111.9333333,-1.238333333,
1073,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,40.0,10.0,131.9,-0.524533333,
1074,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,60.0,10.0,155.1,-0.473333333,
1075,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,60.0,10.0,158.4666667,-0.883,
1076,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,60.0,10.0,155.6666667,-0.294,
1077,1.0,0.0,12.73,0.0,36.0,0.0,4.0,1.0,80.0,10.0,265.4333333,1.176666667,
1078,1.0,0.0,12.73,0.0,36.0,0.0,8.0,1.0,80.0,10.0,174.9,1.081666667,
1079,1.0,0.0,12.73,0.0,36.0,0.0,12.0,1.0,80.0,10.0,134.8666667,2.193333333,
9,,,,,,,,,,,,,0.7410058566514828
11,,,,,,,,,,,,,0.512317560658176
14,,,,,,,,,,,,,0.6479501719810354
17,,,,,,,,,,,,,0.7382169749930279
21,,,,,,,,,,,,,0.6320535465278423
25,,,,,,,,,,,,,0.7833968578599981
26,,,,,,,,,,,,,0.10411824858231844
27,,,,,,,,,,,,,0.47643394998605554
33,,,,,,,,,,,,,0.8229060146881102
37,,,,,,,,,,,,,0.17635028353630194
48,,,,,,,,,,,,,0.6558520033466579
49,,,,,,,,,,,,,0.7547643394998607
51,,,,,,,,,,,,,0.3822627126522264
52,,,,,,,,,,,,,0.9827089337175794
53,,,,,,,,,,,,,0.7903690620061354
54,,,,,,,,,,,,,0.8421492981314493
55,,,,,,,,,,,,,0.8966254531932696
56,,,,,,,,,,,,,0.8943943478665055
60,,,,,,,,,,,,,0.5982151157385887
61,,,,,,,,,,,,,0.6710978897462119
63,,,,,,,,,,,,,0.6369805707911129
64,,,,,,,,,,,,,0.7458399181928046
65,,,,,,,,,,,,,0.32778655759040626
66,,,,,,,,,,,,,0.7793064980942641
67,,,,,,,,,,,,,0.802361253137492
72,,,,,,,,,,,,,0.051129497071674246
74,,,,,,,,,,,,,0.6436738867714047
76,,,,,,,,,,,,,0.06749093613461005
77,,,,,,,,,,,,,0.09156828111927118
78,,,,,,,,,,,,,0.0732546248954169
80,,,,,,,,,,,,,0.1817421214093149
84,,,,,,,,,,,,,0.5176164358092405
85,,,,,,,,,,,,,0.5255182671748628
86,,,,,,,,,,,,,0.4558891884354373
87,,,,,,,,,,,,,0.2549967463047318
88,,,,,,,,,,,,,0.4284651854606302
90,,,,,,,,,,,,,0.15329552849307426
93,,,,,,,,,,,,,0.34396207120944494
96,,,,,,,,,,,,,0.381054197266896
98,,,,,,,,,,,,,0.6341916891326578
122,,,,,,,,,,,,,0.25620526169006225
126,,,,,,,,,,,,,0.5009761085804592
133,,,,,,,,,,,,,0.3533513061262434
134,,,,,,,,,,,,,0.3686901552477457
138,,,,,,,,,,,,,0.016919215394626763
145,,,,,,,,,,,,,0.47318025471785813
156,,,,,,,,,,,,,0.6207120944501254
157,,,,,,,,,,,,,0.7052152087013108
158,,,,,,,,,,,,,0.21344240959375288
160,,,,,,,,,,,,,0.6589197731709584
168,,,,,,,,,,,,,0.7345914288370363
170,,,,,,,,,,,,,0.8497722413312263
173,,,,,,,,,,,,,0.8586966626382821
175,,,,,,,,,,,,,0.8689225620526169
180,,,,,,,,,,,,,0.051129497071674246
182,,,,,,,,,,,,,0.6508320163614392
185,,,,,,,,,,,,,0.7580180347680581
204,,,,,,,,,,,,,0.7595984010411825
205,,,,,,,,,,,,,0.7401691921539464
209,,,,,,,,,,,,,0.7584828483778006
218,,,,,,,,,,,,,0.8131449288835177
229,,,,,,,,,,,,,0.8101701217811659
241,,,,,,,,,,,,,0.6586408850051129
254,,,,,,,,,,,,,0.5192897648043135
265,,,,,,,,,,,,,0.6421864832202286
276,,,,,,,,,,,,,0.3822627126522264
277,,,,,,,,,,,,,0.5568467044715071
280,,,,,,,,,,,,,0.3533513061262434
293,,,,,,,,,,,,,0.2696848563725946
300,,,,,,,,,,,,,0.5571255926373524
301,,,,,,,,,,,,,0.18267174862879987
302,,,,,,,,,,,,,0.3438691084874966
305,,,,,,,,,,,,,0.5407641535744165
312,,,,,,,,,,,,,0.6662638282048898
313,,,,,,,,,,,,,0.6490657246444176
314,,,,,,,,,,,,,0.8069164265129682
316,,,,,,,,,,,,,0.8142604815468997
317,,,,,,,,,,,,,0.7968764525425305
324,,,,,,,,,,,,,0.49549130798549784
325,,,,,,,,,,,,,0.5246816026773264
328,,,,,,,,,,,,,0.7126522264571906
329,,,,,,,,,,,,,0.6804871246630102
332,,,,,,,,,,,,,0.32406804871246636
336,,,,,,,,,,,,,0.5680951938272751
337,,,,,,,,,,,,,0.5732081435344427
338,,,,,,,,,,,,,0.6439527749372502
340,,,,,,,,,,,,,0.6608719903318769
348,,,,,,,,,,,,,0.7267825601933624
349,,,,,,,,,,,,,0.7756809519382728
350,,,,,,,,,,,,,0.8900250999349262
353,,,,,,,,,,,,,0.6139258157478851
362,,,,,,,,,,,,,0.6917356140187785
371,,,,,,,,,,,,,0.29971181556195964
385,,,,,,,,,,,,,0.3316909919122432
395,,,,,,,,,,,,,0.6411638932787953
398,,,,,,,,,,,,,0.5824114530073441
407,,,,,,,,,,,,,0.6650553128195593
413,,,,,,,,,,,,,0.3561401877846983
419,,,,,,,,,,,,,0.34805243097517896
424,,,,,,,,,,,,,0.1835084131263363
432,,,,,,,,,,,,,0.3720368132378917
444,,,,,,,,,,,,,0.5069257227851631
