,RLU_HEK293
0,0.6921074649065726
1,0.614111741191782
2,0.6106721204796877
3,0.65882681044901
4,0.8443804034582134
5,0.6966626382820489
6,0.7298503300176629
7,0.7476062099098262
8,0.8154689969322304
9,0.7410058566514828
10,0.3038021753276936
11,0.512317560658176
12,0.7200892442130704
13,0.7114437110718601
14,0.6479501719810354
15,0.6943385702333364
16,0.7393325276564098
17,0.7382169749930279
18,0.07046574323696198
19,0.24309751789532397
20,0.7549502649437574
21,0.6320535465278423
22,0.6312168820303059
23,0.6803941619410616
24,0.690527098633448
25,0.7833968578599981
26,0.10411824858231844
27,0.47643394998605554
28,0.714976294505903
29,0.7284558891884356
30,0.6620805057172074
31,0.6161569210746491
32,0.6450683276006322
33,0.8229060146881102
34,0.834619317653621
35,0.9067583898856559
36,0.9241424188900251
37,0.17635028353630194
38,0.12568560007437019
39,0.1817421214093149
40,0.19010876638467972
41,0.2062842800037185
42,0.5723714790369063
43,0.8546063028725481
44,0.5950543831923398
45,0.7905549874500326
46,0.9578878869573302
47,0.47717765176164356
48,0.6558520033466579
49,0.7547643394998607
50,0.6102073068699452
51,0.3822627126522264
52,0.9827089337175794
53,0.7903690620061354
54,0.8421492981314493
55,0.8966254531932696
56,0.8943943478665055
57,0.9897741005856653
58,0.5872455145486661
59,0.6051873198847262
60,0.5982151157385887
61,0.6710978897462119
62,0.8375011620340242
63,0.6369805707911129
64,0.7458399181928046
65,0.32778655759040626
66,0.7793064980942641
67,0.802361253137492
68,0.16342846518546061
69,0.2615041368411267
70,0.011620340243562344
71,0.10811564562610393
72,0.051129497071674246
73,0.0612624337640606
74,0.6436738867714047
75,0.19178209537975272
76,0.06749093613461005
77,0.09156828111927118
78,0.0732546248954169
79,0.0612624337640606
80,0.1817421214093149
81,0.23500976108580462
82,0.23891419540764153
83,0.4887050292832575
84,0.5176164358092405
85,0.5255182671748628
86,0.4558891884354373
87,0.2549967463047318
88,0.4284651854606302
89,0.16017476991726315
90,0.15329552849307426
91,0.22236683090080878
92,0.4679743422887423
93,0.34396207120944494
94,0.6220135725574045
95,0.6495305382541601
96,0.381054197266896
97,0.5193827275262619
98,0.6341916891326578
99,0.20693501905735795
100,0.2509063865389979
101,0.43618109138235567
102,0.4015989588175141
103,0.4124755972854885
104,0.2806544575625174
105,0.6253602305475505
106,0.6014688110067863
107,0.40643302035883605
108,0.5298875151064424
109,0.5722785163149577
110,0.2529515664218648
111,0.38142604815469
112,0.35009761085804586
113,0.6316816956400484
114,0.541972668959747
115,0.5563818908617644
116,0.7066096495305383
117,0.722041461373989
118,0.2683833782653156
119,0.15441108115645624
120,0.3202565771125779
121,0.3987171144371107
122,0.25620526169006225
123,0.13042669889374364
124,0.40429487775402057
125,0.17997582969229337
126,0.5009761085804592
127,0.039695082272008936
128,0.4604443618109138
