,0,1,2,3,4,Train_size,Score_Type,Mean_MAE,sd,Percent_Error,Percent_SD
4,0.0799088544533744,0.05743977760651764,0.16391467576791804,0.0494960365518001,0.052495169547506416,4,Train,0.08065090278542333,0.04805084250894577,8.065090278542334,4.805084250894577
21,0.07475545105193895,0.06716130998254197,0.08989884294574382,0.06880223520653442,0.06447522320609407,21,Train,0.07301861247857064,0.010161620428676925,7.3018612478570635,1.0161620428676925
39,0.06984484892882446,0.0674513771853307,0.0785480292854784,0.06780434497243364,0.06516939647749949,39,Train,0.06976359936991333,0.005183255730568409,6.976359936991333,0.5183255730568409
56,0.07309004606328931,0.06591697057690188,0.07041629869772414,0.056601332847076934,0.06493114295151063,56,Train,0.06619115822730058,0.006306227746331421,6.619115822730058,0.6306227746331421
74,0.06430356754971414,0.06504115945737655,0.06167300176153251,0.055853251619449464,0.059799064037063566,74,Train,0.06133400888502725,0.0037104890543526075,6.133400888502725,0.37104890543526076
92,0.05991706466691236,0.05963799249912642,0.05715007371630707,0.0539773597595125,0.05549216345394401,92,Train,0.05723493081916048,0.0025799590811096855,5.723493081916048,0.25799590811096856
109,0.057790708673426575,0.05607417299380736,0.05258268824611356,0.04885913623292628,0.05422613951660878,109,Train,0.05390656913257651,0.0034320697538213667,5.390656913257651,0.3432069753821367
127,0.05547199384330507,0.05490766409689814,0.050253677805990424,0.04882886910825014,0.05184443335780868,127,Train,0.05226132764245049,0.0028852081546596625,5.226132764245049,0.28852081546596625
144,0.05226299761000401,0.05241738496519751,0.051329968148678254,0.04768375999272142,0.05092584724057151,144,Train,0.050923991591434535,0.001916186454153704,5.092399159143453,0.1916186454153704
162,0.05141601815493056,0.049806426807371795,0.05015811742326935,0.04855376123214848,0.05211818493509103,162,Train,0.05041050171056224,0.0013967224882335428,5.041050171056224,0.13967224882335427
179,0.050444844319026814,0.04833845965543095,0.04868406139039287,0.04803368192897653,0.05069032916178973,179,Train,0.04923827529112338,0.001238157467422935,4.923827529112338,0.1238157467422935
197,0.0487740096828403,0.048039361617703856,0.04718702269705609,0.046575018260810744,0.04962179639433513,197,Train,0.048039441730549214,0.0012159965740431219,4.803944173054921,0.12159965740431218
214,0.04869090711722934,0.047515802088938866,0.04654655714022602,0.045749940064678675,0.04857930330462267,214,Train,0.047416501943139115,0.001276744740328397,4.7416501943139115,0.12767447403283969
232,0.0479390428832567,0.047400763362401135,0.04587944393087504,0.04407285896919975,0.04754599405577679,232,Train,0.04656762064030188,0.0015991844236175569,4.656762064030188,0.15991844236175567
249,0.04665031346347626,0.04700810839968925,0.046032370592134046,0.0434459935967585,0.04707597228062308,249,Train,0.04604255166653622,0.0015092920390352216,4.604255166653623,0.15092920390352216
267,0.046257314772091405,0.04682636967195166,0.04532550632720881,0.04423342130687406,0.04669621583886593,267,Train,0.045867765583398376,0.0010865227229466675,4.586776558339838,0.10865227229466676
285,0.04554166343139583,0.046830731016686264,0.04438608862517409,0.043854043219355224,0.04577390720277517,285,Train,0.04527728669907732,0.001177876504423991,4.527728669907732,0.11778765044239911
302,0.04448631832044872,0.04613312156907634,0.04457041873946892,0.044352341230579205,0.04526099025688772,302,Train,0.04496063802329218,0.0007436740528212559,4.496063802329218,0.07436740528212558
320,0.04480870831842451,0.045163718880738724,0.04380292390317077,0.04347447996944841,0.0446380097950842,320,Train,0.04437756817337333,0.000710198729059379,4.437756817337333,0.0710198729059379
337,0.04452926563172274,0.04452363408539314,0.04358075435866594,0.04272853752943102,0.04428052577107065,337,Train,0.043928543475256696,0.000774574563832336,4.392854347525669,0.07745745638323359
355,0.0437541047894767,0.04478405937108945,0.04302200465813709,0.04260963058988079,0.04412045401330141,355,Train,0.043658050684377094,0.0008652569032226499,4.36580506843771,0.086525690322265
372,0.043480424037460975,0.043924080892580826,0.04229204948627888,0.04280795366565685,0.04361805271930664,372,Train,0.043224512160256835,0.0006619609296518737,4.322451216025684,0.06619609296518737
390,0.043574258617817996,0.043452777942450935,0.04226672178513256,0.042915474456366766,0.04409828165888937,390,Train,0.04326150289213153,0.000697123755606031,4.326150289213153,0.0697123755606031
407,0.042798681339251625,0.04357590515911003,0.04223311348440712,0.043059142670339404,0.04383878900318952,407,Train,0.04310112633125954,0.000635657741282549,4.310112633125954,0.0635657741282549
425,0.042605875164334145,0.04329108321298351,0.04154568301481113,0.04213178283930548,0.04437310625538335,425,Train,0.042789506097363525,0.0010923352424782355,4.278950609736352,0.10923352424782355
442,0.04209635604129438,0.04293700254515544,0.04117004885313572,0.04162462201278006,0.04414278158989271,442,Train,0.04239416220845166,0.0011759761376105792,4.239416220845166,0.11759761376105791
460,0.041990508546783524,0.04265866393980152,0.040876999016318125,0.0415210470228664,0.043908965027835076,460,Train,0.042191236710720934,0.0011603604522728258,4.219123671072094,0.11603604522728257
478,0.04211683281609811,0.04232915938644863,0.040990578576374,0.04091833403429183,0.043947931719424335,478,Train,0.04206056730652737,0.0012335948150517995,4.206056730652738,0.12335948150517995
495,0.04231959554812686,0.04266294993310845,0.04115415200112987,0.04130976466192253,0.043059865694265106,495,Train,0.042101265567710565,0.0008374916867014062,4.210126556771057,0.08374916867014062
513,0.04237522837363632,0.04270161612240073,0.0408350785017273,0.04172194344167144,0.04284044170084892,513,Train,0.04209486162805694,0.0008259491014129722,4.209486162805693,0.08259491014129722
530,0.04251949100434357,0.04262146306909651,0.04093272971069737,0.04183612263423894,0.043087152601064806,530,Train,0.042199391803888237,0.0008374252551712583,4.219939180388824,0.08374252551712583
548,0.04219033270624274,0.04213132990482741,0.04103273586615245,0.041863008198519555,0.04305886879797101,548,Train,0.04205525509474263,0.0007269419242810692,4.205525509474263,0.07269419242810692
565,0.041979813402261715,0.041821533322486115,0.041226314207519835,0.042239210564518556,0.04300806281110582,565,Train,0.0420549868615784,0.0006498350001687727,4.20549868615784,0.06498350001687728
583,0.04145044764416739,0.041707061417017695,0.04108480935017238,0.042105429459478795,0.04302698007644007,583,Train,0.041874945589455266,0.0007438086365255762,4.187494558945526,0.07438086365255761
600,0.041567595508092026,0.04153115297809092,0.041057529175382565,0.04204037749091708,0.042386450466072124,600,Train,0.04171662112371095,0.0005110036195312498,4.171662112371095,0.05110036195312498
618,0.0413750004899084,0.041475797677798444,0.04046875707026925,0.041721622811846305,0.042409128757553025,618,Train,0.04149006136147508,0.000699072688621268,4.149006136147508,0.0699072688621268
635,0.04135498439153873,0.041537308860283235,0.040322343679158344,0.042005296777487745,0.04259427827012649,635,Train,0.041562842395718905,0.0008429590470603235,4.156284239571891,0.08429590470603235
653,0.041846383926757456,0.04130776951675369,0.04033854267914463,0.042338572858540056,0.04218658858015047,653,Train,0.04160357151226927,0.0008103842481005447,4.160357151226926,0.08103842481005447
671,0.042025332038873806,0.041133139232771856,0.04047048645436283,0.04219868072107979,0.04228772376229613,671,Train,0.041623072441876886,0.0007911049330202335,4.162307244187689,0.07911049330202335
688,0.04177183365007205,0.04113672060026525,0.04060796607801694,0.04220679520616075,0.04231295366503741,688,Train,0.04160725383991048,0.0007253492551218798,4.160725383991048,0.07253492551218799
706,0.04162410788887748,0.04129332510785799,0.04033764271516786,0.04227223576154312,0.04201716359734384,706,Train,0.04150889501415806,0.000753757651398182,4.150889501415806,0.0753757651398182
723,0.04158249710789187,0.04158854087911253,0.040537575325387855,0.0425803398472577,0.0419086549142844,723,Train,0.041639521614786866,0.0007378529890778961,4.1639521614786865,0.0737852989077896
741,0.04148297367225005,0.04146570501491493,0.04000713691086683,0.04199526989290398,0.04164285343903716,741,Train,0.04131878778599459,0.0007634815459578923,4.131878778599459,0.07634815459578922
758,0.04116845217674468,0.04128262902049321,0.04012890378877644,0.04175736868318179,0.04124467545999848,758,Train,0.04111640582583892,0.0005984951398772585,4.111640582583892,0.05984951398772585
776,0.04075731533986114,0.04105812379901957,0.0400206677876763,0.041261262720602994,0.040936077373784255,776,Train,0.04080668940418884,0.0004761473462671245,4.080668940418884,0.04761473462671245
793,0.04057850422869157,0.04086580184785984,0.04004017020974704,0.041039088619330845,0.04079508359851884,793,Train,0.04066372970082962,0.000385704270381559,4.066372970082962,0.0385704270381559
811,0.040332171196092254,0.0407479882405214,0.04001370624625915,0.04099623872213955,0.04071919639445133,811,Train,0.040561860159892736,0.0003877218144387651,4.056186015989273,0.038772181443876515
828,0.04039435029792343,0.0409862970307114,0.04001828873124449,0.040636812459811045,0.04049552067726457,828,Train,0.04050625383939098,0.0003529286645448729,4.0506253839390975,0.035292866454487294
846,0.040415189580774516,0.040631179939194836,0.040007998016193695,0.040774920623022404,0.04041839159820816,846,Train,0.040449535951478724,0.00028981680203447413,4.044953595147873,0.028981680203447414
864,0.04029001051516671,0.04046899647311216,0.04003225742738774,0.04022031446872668,0.040379016393567946,864,Train,0.04027811905559225,0.00016624167545063403,4.027811905559225,0.016624167545063403
