,Model,Optimized_Cell_Type,Model Params,Cell_Type_Tested,MAE,Spearmans Rank,Pearsons Correlation
46,XGB,HepG2,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 4, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.001, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",B16,0.04907365958748744,0.9222210347214757,0.9351166836508034
47,XGB,HepG2,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 4, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.001, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",PC3,0.06024083922156386,0.7217801167298874,0.9082768578234056
48,XGB,N2a,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 1.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HEK293,0.07338889293599708,0.8504303813720867,0.8397506909724304
49,XGB,N2a,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 1.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HepG2,0.059430480782448926,0.7738883926825075,0.8932890152117452
50,XGB,N2a,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 1.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",N2a,0.0501087104626623,0.9035245024783064,0.9257685469759399
51,XGB,N2a,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 1.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",ARPE19,0.08061382442529715,0.8863117969225617,0.8895650236730044
52,XGB,N2a,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 1.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",B16,0.04319990932649983,0.929172697979637,0.9458342775986986
53,XGB,N2a,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 1.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",PC3,0.0598306795077225,0.7180802648527475,0.9118441575044833
54,XGB,ARPE19,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'gbtree', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.3, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 5, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 150, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HEK293,0.08003953728691995,0.8288773403155744,0.8168059120377159
55,XGB,ARPE19,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'gbtree', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.3, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 5, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 150, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HepG2,0.06451012288281963,0.7524930270429911,0.8838282479155626
56,XGB,ARPE19,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'gbtree', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.3, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 5, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 150, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",N2a,0.05520338978129771,0.9049505103851123,0.9185527401906521
57,XGB,ARPE19,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'gbtree', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.3, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 5, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 150, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",ARPE19,0.0865689062937143,0.8708785403745419,0.8790220351716896
58,XGB,ARPE19,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'gbtree', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.3, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 5, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 150, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",B16,0.04630279726363588,0.9240300352727746,0.940971027844159
59,XGB,ARPE19,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'gbtree', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.3, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 5, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 150, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",PC3,0.06473638829446829,0.6865665319590857,0.9000342565426421
60,XGB,B16,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 4, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 4.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.6, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HEK293,0.07525033682360009,0.8436121168553756,0.8338659116037193
61,XGB,B16,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 4, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 4.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.6, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HepG2,0.06080385718958713,0.769606229601658,0.8921423361042856
62,XGB,B16,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 4, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 4.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.6, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",N2a,0.05262252742027357,0.9053038327903973,0.9236196101964675
63,XGB,B16,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 4, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 4.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.6, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",ARPE19,0.08321273216752985,0.8798222761458843,0.8878741828145973
64,XGB,B16,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 4, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 4.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.6, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",B16,0.04334582274622116,0.9305646192352548,0.9468178672871244
65,XGB,B16,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 4, 'max_depth': 10, 'max_leaves': 0, 'min_child_weight': 4.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.6, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",PC3,0.06007261347691045,0.7032799904194147,0.9115705772621384
66,XGB,PC3,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.01, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.01, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.5, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HEK293,0.07394161400809647,0.849555755355338,0.8401739658083426
67,XGB,PC3,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.01, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.01, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.5, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HepG2,0.05940342799363468,0.7828200433628473,0.897710723261038
68,XGB,PC3,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.01, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.01, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.5, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",N2a,0.05069646853622929,0.9060818968804006,0.9270031340482316
69,XGB,PC3,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.01, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.01, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.5, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",ARPE19,0.08127272202987379,0.8857989852099336,0.8913832349310756
70,XGB,PC3,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.01, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.01, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.5, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",B16,0.044378120427120936,0.9303225117901898,0.9450582221996177
71,XGB,PC3,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.01, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 10, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.01, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.5, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",PC3,0.059402618246807766,0.7189088239515304,0.9167353499057562
72,LGBM,HEK293,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 10, 'min_child_weight': 1.0, 'min_split_gain': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'num_leaves': 256, 'objective': None, 'random_state': 4, 'reg_alpha': 0.015, 'reg_lambda': 0, 'silent': 'warn', 'subsample': 0.6, 'subsample_for_bin': 200000, 'subsample_freq': 0}",HEK293,0.07780100579731786,0.8336221107961013,0.8258424029583645
73,LGBM,HEK293,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': -1, 'min_child_samples': 10, 'min_child_weight': 1.0, 'min_split_gain': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'num_leaves': 256, 'objective': None, 'random_state': 4, 'reg_alpha': 0.015, 'reg_lambda': 0, 'silent': 'warn', 'subsample': 0.6, 'subsample_for_bin': 200000, 'subsample_freq': 0}",HepG2,0.06215345867564187,0.7701917991790808,0.889308194518458
