,HEK293,HepG2,N2a,ARPE19,B16,PC3
RF,0.8290777975658282,0.78877020343937,0.8871385237480346,0.8589807838013389,0.9375034363270104,0.781849388973267
MLR,0.4461579039499988,0.3331669447316194,0.47619822839299225,0.47688394327667827,0.66700901026446,0.6101897196127296
lasso,0.41865143508801556,0.3972130647394546,0.5474223847040791,0.4839927697000666,0.6581728483989836,0.5889231291453484
PLS,0.44592510737847896,0.15192287278511624,0.45690802116756557,0.4765180420120384,0.6664663918984708,0.6093972390218676
kNN,0.7413385981483936,0.732749441160686,0.8246636266687303,0.8416888806463646,0.8406787169709106,0.7024167223885307
LGBM,0.8576880621209739,0.7720199306783517,0.8792321985513946,0.8560722488945287,0.899979003323649,0.7894560064484238
XGB,0.8552761467469914,0.8255793454313227,0.8722127736073485,0.8286438679635493,0.9203717695118373,0.7718610113814608
DT,0.803968627740539,0.696820165022291,0.8009842010356805,0.7927411312557544,0.8669533601517542,0.7399639916090027
