,RLU_N2a
424,0.27036837859639684
425,0.23917719817155147
426,0.04463565474589942
427,0.26579725732723847
428,0.24146275880613066
429,0.0
430,0.11427803172895945
431,0.08214573810164022
432,0.0
433,0.03979564399031993
434,0.0
435,0.0
436,0.3082817961817693
437,0.27036837859639684
438,0.19239042753428337
439,0.0
440,0.16778703952675456
441,0.0
442,0.053912342027426674
443,0.0
444,0.3096262436138747
445,0.18741597203549343
446,0.0
447,0.322398494218876
448,0.35466523258940574
449,0.29846732992739977
450,0.2675450389889755
451,0.3006184458187684
452,0.22237160527023392
453,0.0
454,0.012234471632159183
455,0.03979564399031993
456,0.5291745092766872
457,0.42444205431567616
458,0.034686743748319426
459,0.4662543694541543
460,0.5384511965582145
461,0.35466523258940574
462,0.4420543156762571
463,0.516940037644528
464,0.2999462221027157
465,0.3666308147351438
466,0.4226942726539392
467,0.08577574616832478
468,0.723178273729497
469,0.21175047055660123
470,0.1253025006722237
471,0.9365420812046248
472,0.5305189567087926
473,0.4762032804517342
474,0.997311105135789
475,0.4698843775208389
476,0.49973111051357877
477,0.8634041408980908
478,0.2500672223716053
479,0.3967464372143048
480,0.0
481,0.0
482,0.0
483,0.06265125033611185
484,0.029443398763108364
485,0.053912342027426674
486,0.049341220758268356
487,0.16590481312180694
488,0.2855606345791879
489,0.0
490,0.02393116429147618
491,0.2894595321322936
492,0.0
493,0.0
494,0.0
495,0.04463565474589942
496,0.0
497,0.0060500134444743114
498,0.1253025006722237
499,0.13538585641301415
500,0.2198171551492336
501,0.07071793492874423
502,0.07851573003495566
503,0.292551761226136
504,0.0
505,0.0
506,0.0
507,0.06265125033611185
508,0.06265125033611185
509,0.0668190373756386
510,0.0892713094917989
511,0.22102715783812854
512,0.398494218876042
513,0.1734337187415972
514,0.06265125033611185
515,0.31997848884108626
516,0.0
517,0.0
518,0.0
519,0.18741597203549343
520,0.30142511427803165
521,0.26579725732723847
522,0.21578381285291748
523,0.30559290131755845
524,0.25719279376176396
525,0.127856950793224
526,0.214439365420812
527,0.3608496907770906
528,0.6558214573810164
529,0.4038720086044635
530,0.24025275611723573
531,0.8349018553374563
532,0.8522452272116159
533,0.6489647754772787
534,0.5239311642914761
535,0.629604732454961
536,0.545038988975531
537,0.4641032535627856
538,0.5903468674374831
539,0.4444743210540467
540,0.4296853993008872
541,0.37093304651788117
542,0.3205162678139285
543,0.30142511427803165
544,0.29631621403603114
545,0.31997848884108626
546,0.26391503092229096
547,0.19239042753428337
548,0.18244151653670337
549,0.25114278031728965
550,0.029443398763108364
551,0.03979564399031993
552,0.45307878461952134
553,0.3679752621672492
554,0.3448507663350363
555,0.24253831675181503
556,0.26109169131486953
557,0.2871739714977144
558,0.23581607959128792
559,0.18069373487496643
560,0.19077709061575687
561,0.19239042753428337
562,0.03979564399031993
563,0.012234471632159183
564,0.4583221296047324
565,0.3426996504436677
566,0.34727077171282605
567,0.29026620059155683
568,0.2346060769023931
569,0.27735950524334496
570,0.22237160527023392
571,0.1493681097069104
572,0.16402258671685932
573,0.0060500134444743114
574,0.0
575,0.0
576,0.49381554181231513
577,0.4856144124764721
578,0.3819575154611454
579,0.42323205162678135
580,0.29026620059155683
581,0.3082817961817693
582,0.23581607959128792
