,HepG2,HEK293,N2a,ARPE19,B16,PC3
LGBM,0.6509625596162514,0.7969334771227751,0.7706035083883008,0.8058892359813241,0.8055937530146677,0.5642597625044631
XGB,0.6513860941922,0.8280989131807891,0.7954701570583963,0.7598997683590288,0.835899580634211,0.5669000146318462
RF,0.6310620453578574,0.8176500467007942,0.9204479985979187,0.8106733274093728,0.8030338875076689,0.5858139019946252
MLR,0.48803939948582015,0.47377088919176347,0.5420653017095336,0.45193390508620135,0.5848292199849238,0.6793721896594991
lasso,0.4760906120189328,0.4190991551126803,0.45060350291076995,0.4011040095954826,0.5392084949505578,0.5198857144846396
PLS,0.47473668779507505,0.4550501108068579,0.5428679452302407,0.4530458155704149,0.6632378601655547,0.5490222969241626
kNN,0.5582656346782343,0.6113809602431384,0.7161009680289019,0.7248667417675663,0.7072125290086736,0.6154070830042231
DT,0.6668539956058114,0.6525995928853622,0.7279985488314206,0.7830940498423072,0.7315657925780608,0.7483001790279443
