,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,PDI,RLU_N2a
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,108.2666667,-1.0292,0.213333333,9.21
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,247.7,-6.423333333,0.358333333,9.339
533,534,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,772.0333333,-11.56666667,0.821333333,7.827
534,535,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,3091.0,-20.7,0.589666667,6.897
535,536,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,397.4666667,-4.423333333,0.533,7.683
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,117.0333333,-1.237,0.272333333,7.054
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,137.2333333,-0.065666667,0.148333333,6.452
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,104.4666667,2.526666667,0.211,7.391
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,99.66666667,1.341666667,0.235333333,6.306
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,445.6,-20.0,0.224,6.196
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,388.5666667,-2.833333333,0.160666667,5.759
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,168.4666667,-0.537666667,0.232333333,5.384
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,206.4666667,-0.144176667,0.204666667,5.242
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,266.9333333,-1.186333333,0.448,5.204
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,295.5333333,-1.356666667,0.357,5.38
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,213.1,-2.03,0.208333333,4.963
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,226.5333333,0.105433333,0.251333333,4.431
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,191.9333333,0.3688,0.201333333,4.357
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,204.2,-2.123333333,0.222333333,4.868
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,153.2,1.007666667,0.214666667,3.219
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,145.8666667,-0.358366667,0.251,3.296
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,380.3333333,-7.156666667,0.369666667,6.37
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,300.7,-7.346666667,0.191666667,5.737
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,323.3666667,-1.173666667,0.139333333,5.565
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,197.5333333,-0.223666667,0.27,4.804
556,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,266.7,-1.3988,0.469333333,4.942
557,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,260.9333333,-1.876666667,0.451,5.136
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,236.7333333,1.45,0.212,4.754
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,169.5666667,2.546666667,0.271,4.344
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,227.0666667,2.25,0.248666667,4.419
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,198.8,-5.656666667,0.230666667,4.431
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,148.5333333,-0.2858,0.221333333,3.296
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,134.8333333,3.186666667,0.301666667,3.091
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,160.3666667,3.713333333,0.219333333,6.409
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,394.7333333,-4.73,0.162333333,5.549
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,294.7666667,-2.64,0.212333333,5.583
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,174.7,1.836666667,0.195333333,5.159
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,308.0666667,5.443333333,0.109,4.745
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,458.9333333,-1.491333333,0.305333333,5.063
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,191.4333333,-1.055666667,0.245666667,4.654
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,201.9333333,4.203333333,0.207333333,4.111
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,211.8333333,0.894,0.225,4.22
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,190.4333333,-0.884,0.222666667,3.045
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,190.6333333,-0.851,0.218,3.0
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,128.8,2.053333333,0.305666667,3.0
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,595.8333333,-15.63333333,0.223,6.673
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,377.5666667,-3.236666667,0.193666667,6.612
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,288.2333333,-2.386666667,0.216666667,5.841
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,217.5333333,-1.123333333,0.217,6.148
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,218.9666667,0.326666667,0.235,5.159
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,316.5666667,6.206666667,0.160666667,5.293
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,273.8,-2.076666667,0.336,4.754
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,146.0,1.556666667,0.277666667,4.745
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,181.1666667,-0.4172,0.254,4.787
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,275.1,-2.526666667,0.284,4.7
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,160.8666667,-0.499666667,0.203666667,3.296
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,155.4,-0.839666667,0.298333333,3.989
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,720.4,-2.03,0.440666667,7.304
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,474.8333333,-1.383333333,0.644333333,7.217
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,343.4,0.513666667,0.394333333,6.513
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,221.6333333,0.588,0.178333333,6.244
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,288.5,1.082333333,0.270666667,6.79
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,253.8,1.406666667,0.277666667,6.915
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,289.6666667,0.446333333,0.285,4.836
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,132.6,5.146666667,0.250333333,5.553
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,241.5333333,2.226666667,0.276666667,5.714
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,269.8333333,-8.26,0.182,4.29
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,210.1666667,-1.306,0.217,4.431
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,200.7333333,1.663666667,0.231,4.852
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,665.4,-4.956666667,0.428666667,5.787
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,461.8666667,-3.503333333,0.204666667,4.913
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,426.1,-2.953333333,0.213666667,4.718
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,278.2,-3.166666667,0.298333333,4.745
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,185.7333333,2.283333333,0.289333333,5.088
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,244.9,2.306666667,0.259,4.875
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,217.0666667,-1.85,0.225333333,4.331
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,222.0666667,0.132760333,0.144666667,4.078
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,187.0666667,-0.077333333,0.212333333,3.466
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,186.3666667,-4.35,0.218,3.892
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,208.6666667,-1.425333333,0.198333333,3.0
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,200.6333333,-0.192333333,0.218,3.135
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,411.7333333,-4.316666667,0.436333333,5.733
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,570.8666667,-3.67,0.539333333,5.407
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,219.3333333,2.13,0.198666667,4.543
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,265.8666667,-2.493333333,0.319666667,4.779
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,174.9,-0.763333333,0.285,4.86
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,221.6,3.32,0.295666667,4.828
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,180.1666667,0.096,0.231666667,4.736
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,213.7666667,-1.543333333,0.231666667,4.19
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,176.4333333,-0.458,0.280666667,4.111
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,180.8666667,-3.533333333,0.208333333,4.585
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,171.9333333,-2.693333333,0.230666667,3.401
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,192.2,-1.073,0.185333333,3.332
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,391.5666667,-4.583333333,0.541,6.001
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,258.8333333,-2.473333333,0.707,5.088
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,237.1333333,-0.988333333,0.195333333,4.673
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,194.0333333,-0.591633333,0.253,5.561
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,170.3,-1.048,0.291333333,5.159
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,198.4,1.671666667,0.239666667,5.142
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,174.6333333,0.497666667,0.245333333,5.318
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,223.9666667,1.216666667,0.187,4.868
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,202.3,-0.367833333,0.240333333,4.543
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,233.2666667,-2.813333333,0.174,4.812
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,167.0333333,0.119166667,0.204,4.234
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,190.2333333,-1.521333333,0.240666667,3.526
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,264.9,-3.486666667,0.459,6.507
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,216.4,1.181,0.234333333,6.246
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,314.3333333,-1.583333333,0.333,5.704
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,207.4,-1.696666667,0.21,6.207
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,180.6333333,1.110333333,0.302666667,4.654
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,212.9666667,-0.2816,0.360333333,5.13
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,253.3,-0.997666667,0.169,3.664
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,170.7666667,1.956666667,0.234666667,4.654
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,158.8333333,0.975666667,0.296333333,4.304
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,188.7333333,-4.646666667,0.239666667,3.466
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,206.5333333,-1.383,0.225333333,3.0
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,182.9,0.969,0.292,3.0
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,394.3,-7.95,0.600333333,8.461
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,254.7,-4.996666667,0.583333333,7.442
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,308.6333333,1.496666667,0.453,7.786
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,431.1,-12.68333333,0.499333333,8.054
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,161.8333333,-0.225866667,0.314666667,7.532
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,234.1666667,1.199666667,0.19,6.976
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,227.1333333,1.106666667,0.237666667,7.727
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,191.0333333,1.159666667,0.258,6.852
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,173.0666667,0.740633333,0.277666667,6.902
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,385.4666667,-5.563333333,0.314,3.0
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,235.9666667,-1.49,0.202666667,4.454
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,221.4,-0.068,0.292,5.303
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,429.7333333,-4.106666667,0.863666667,3.0
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,164.9,-4.78,0.532666667,3.0
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,204.7333333,-3.8,0.528,3.0
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,151.1,-8.67,0.245666667,3.0
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,219.6333333,-3.373333333,0.576,3.0
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,145.9333333,-1.295666667,0.341666667,3.0
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,127.0666667,-0.760666667,0.191,3.871
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,127.8,0.013,0.215333333,3.714
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,82.80666667,-1.82,0.227333333,4.357
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,104.6,-4.656666667,0.148,3.0
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,101.8666667,-2.406666667,0.164,3.332
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,92.93333333,-2.843333333,0.211333333,3.807
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,100.2433333,-9.143333333,0.198,3.0
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,142.6,-2.086666667,0.251333333,3.0
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,656.7666667,-2.69,0.614,3.0
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,156.8,-9.543333333,0.255,3.332
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,122.3333333,-1.101,0.273,3.401
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,146.9333333,-0.806,0.334333333,4.234
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,119.6333333,-0.956333333,0.184,3.0
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,138.6333333,-1.070666667,0.232666667,4.71
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,92.68333333,-1.873333333,0.249333333,4.771
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,107.7666667,-7.5,0.171333333,3.0
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,96.23333333,-3.133333333,0.183,3.584
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,112.1666667,-1.543333333,0.211333333,4.369
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,131.9333333,-8.303333333,0.382,3.0
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,130.2,-1.67,0.408333333,3.0
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,611.0333333,-4.006666667,0.368666667,3.0
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,149.6666667,-5.433333333,0.191666667,3.0
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,133.9666667,-0.782666667,0.316333333,3.85
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,138.3,-0.808,0.326,4.025
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,134.9666667,-2.59,0.216333333,3.434
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,140.6333333,-0.939333333,0.252333333,3.932
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,97.09,-1.427333333,0.251,4.205
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,104.5666667,-4.286666667,0.164333333,3.135
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,110.4,-3.123333333,0.162333333,3.738
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,95.28,-2.5,0.202666667,4.248
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,115.9666667,-5.833333333,0.283666667,3.0
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,130.5666667,-1.171666667,0.339666667,3.0
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,320.0666667,-3.613333333,0.756333333,3.0
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,129.2333333,-8.426666667,0.187,3.526
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,121.4666667,-0.833,0.242333333,3.466
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,169.4666667,-0.889,0.346,3.85
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,134.3333333,-3.496666667,0.149666667,3.989
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,114.1666667,-1.372,0.231666667,4.143
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,92.96333333,-2.23,0.255666667,4.682
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,118.9,-7.86,0.206333333,3.584
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,94.82333333,-1.491,0.199666667,3.871
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,95.42666667,-2.646666667,0.200333333,4.663
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,395.1666667,-16.8,0.705333333,3.0
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,156.3,-9.796666667,0.287,3.0
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,139.8,-6.03,0.211666667,3.0
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,144.2333333,-7.93,0.199666667,3.664
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,131.1,-1.069666667,0.226666667,3.611
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,150.6666667,-1.002,0.35,3.0
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,151.8666667,-6.88,0.188666667,5.17
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,143.0666667,-0.741333333,0.263,5.951
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,122.1,-1.561,0.250333333,5.666
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,149.8,-13.63333333,0.23,5.455
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,152.3333333,-3.446666667,0.243666667,5.069
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,156.8,-1.356666667,0.304,5.394
