group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-2.1296,0.9299,-7.2016,2.9424,False
DT,MLP,6.3477,0.0034,1.2757,11.4197,True
DT,MLR,4.4268,0.1444,-0.6451,9.4988,False
DT,PLS,4.4309,0.1435,-0.6411,9.5029,False
DT,RF,-0.8254,0.9999,-5.8973,4.2466,False
DT,XGB,-1.2932,0.9971,-6.3652,3.7787,False
DT,kNN,3.4597,0.4597,-1.6123,8.5316,False
DT,lasso,4.4239,0.145,-0.6481,9.4958,False
LGBM,MLP,8.4773,0.0,3.4053,13.5493,True
LGBM,MLR,6.5564,0.0021,1.4845,11.6284,True
LGBM,PLS,6.5605,0.002,1.4885,11.6324,True
LGBM,RF,1.3042,0.9969,-3.7677,6.3762,False
LGBM,XGB,0.8363,0.9999,-4.2356,5.9083,False
LGBM,kNN,5.5892,0.0184,0.5173,10.6612,True
LGBM,lasso,6.5534,0.0021,1.4815,11.6254,True
MLP,MLR,-1.9209,0.9611,-6.9928,3.1511,False
MLP,PLS,-1.9168,0.9616,-6.9888,3.1552,False
MLP,RF,-7.1731,0.0004,-12.245,-2.1011,True
MLP,XGB,-7.6409,0.0001,-12.7129,-2.569,True
MLP,kNN,-2.8881,0.702,-7.96,2.1839,False
MLP,lasso,-1.9238,0.9608,-6.9958,3.1481,False
MLR,PLS,0.004,1.0,-5.0679,5.076,False
MLR,RF,-5.2522,0.0358,-10.3242,-0.1803,True
MLR,XGB,-5.7201,0.014,-10.7921,-0.6481,True
MLR,kNN,-0.9672,0.9996,-6.0392,4.1048,False
MLR,lasso,-0.003,1.0,-5.075,5.069,False
PLS,RF,-5.2563,0.0355,-10.3282,-0.1843,True
PLS,XGB,-5.7241,0.0139,-10.7961,-0.6522,True
PLS,kNN,-0.9712,0.9996,-6.0432,4.1007,False
PLS,lasso,-0.007,1.0,-5.079,5.0649,False
RF,XGB,-0.4679,1.0,-5.5398,4.6041,False
RF,kNN,4.285,0.1769,-0.7869,9.357,False
RF,lasso,5.2492,0.036,0.1773,10.3212,True
XGB,kNN,4.7529,0.0868,-0.3191,9.8249,False
XGB,lasso,5.7171,0.0141,0.6451,10.7891,True
kNN,lasso,0.9642,0.9997,-4.1078,6.0362,False
