LGBM,XGB,RF,DT,kNN,lasso,MLR,PLS,MLP
0.033427505023065573,0.07183825319463555,0.09694881132756117,0.15333333333333332,0.2599863206850347,0.4224757101710652,0.3848677302004003,0.3867925861465853,0.5298321614251587
0.17421573308699326,0.061454128473997116,0.09490948938792677,0.020252525252525255,0.23997706453961218,0.14671177685471382,0.18926318921382324,0.18835565827949635,0.09036674016262505
0.1275708186233892,0.15581516413977659,0.08488721771284258,0.1924242424242425,0.20732618646216813,0.11124410282786373,0.07957663230957857,0.08068469528553751,0.01027451700715043
0.05992801163309125,0.020461417472723786,0.00514074630230843,0.12474747474747472,0.4313180734808328,0.13676199730529748,0.09818262015768242,0.10061364060207512,0.26203773752917825
0.0960211714097931,0.04254545797001241,0.010292507665944806,0.009646464646464792,0.029573462537717865,0.14829444175460488,0.1519980076903144,0.15264565615968712,0.21120686376301023
0.01873004153687219,0.023087827872033367,0.03802862283549781,0.05000000000000002,0.21929443058452466,0.14491850373253354,0.13064675510111554,0.13210180126717203,0.11946382346951984
0.04146997433826142,0.005365171387340079,0.028563331679894173,0.05840909090909091,0.04875091629802279,0.039710290021710254,0.014895079399928877,0.016202877913285868,0.0842506196399736
0.048086005242521546,0.010200210231723184,0.04723775342712824,0.08414141414141418,0.01952574542925148,0.061375130723253235,0.05647061552179816,0.05769488889147878,0.014269264977452484
0.1756664885995452,0.21576688142211148,0.14965575261544006,0.20196969696969697,0.06961633087175323,0.020300858790773313,0.035922482984048654,0.032413723330282584,0.1030504180629905
0.030658317245094824,0.043713938611926406,0.0462382699013949,0.024696969696969773,0.2511395139517216,0.16690168365175473,0.118192477170604,0.11915588879144556,0.2948690829041022
0.1626429166624917,0.18372582301949014,0.27356841167355395,0.26924242424242434,0.14407507676505737,0.47260647685760954,0.4846406181656219,0.4856057673900591,0.4157397340447201
0.07997780300069601,0.030776434378190443,0.10566880787037036,0.14015151515151514,0.2918507659384165,0.1510624360176086,0.15163300725398532,0.15235441946163553,0.24872915403258444
0.07130861157755713,0.027044816450639164,0.005511470658970952,0.27151515151515154,0.03131106328675609,0.02197987381616634,0.024933529944245025,0.023067536359942076,0.03752905011976515
0.06983306980759851,0.17753737167878586,0.1262480636314443,0.1112121212121212,0.015223585579277443,0.1540006518581699,0.16109286190066668,0.1619354791547568,0.05121056942855745
0.32557609506411445,0.2906667520060684,0.3168432793710926,0.5188383838383839,0.27263118402578923,0.10340356135863882,0.10256215427702853,0.10309798143740989,0.00884989925846591
0.0628750527818188,0.01456156000494957,0.04263765467171715,0.0,0.021818376692127883,0.13371907374448655,0.17042631357560498,0.16884340416599367,0.07610725515058184
0.032378952096141056,0.013613612575061385,0.051479832715685014,0.08166666666666667,0.04696731438734128,0.09297721636128825,0.1311318752382628,0.1319571893443393,0.011970768694081563
0.059582361114888086,0.05194722776160096,0.06949180563754423,0.01651515151515151,0.054894973174171066,0.001568663721378677,0.01706366522352821,0.021099644105006837,0.23166843317699026
0.15852026728286744,0.0877062671112292,0.14113139880952363,0.04136363636363627,0.06737067654988671,0.2879804765981573,0.3341149688536331,0.33257179860973685,0.32059790643057984
0.11755916649862269,0.2380835619478514,0.06254965548340541,0.005959595959595998,0.07454100324031182,0.0001349706479809587,0.006100204052918057,0.005194672887252172,0.06457851613390053
0.1568934053675426,0.17520253997860535,0.05682520247113987,0.2731818181818183,0.02435334126519484,0.08370567912374505,0.04503231716243716,0.04742123041065549,0.1869416231475739
0.047892809218507915,0.09676338499242598,0.05825717006373288,0.01272727272727281,0.05892870871418987,0.26824676716245416,0.22908725779432193,0.23158953085609912,0.33527906722269984
0.08227455173459541,0.2479408679586469,0.1482630608574923,0.04686868686868684,0.03615907183055067,0.057688020574258814,0.11194293145844292,0.11000680041858735,0.045999500057431475
0.13222056496696577,0.17213702642556394,0.2057084236712362,0.08969696969696972,0.04884726101007708,0.030184247016111054,0.06505730206767601,0.0639491390686896,0.05462350189012999
0.051175081995258,0.0099201360977057,0.009656945947571327,0.18424242424242424,0.00912206678285693,0.03250102379724662,0.031068844609891955,0.03185091025634035,0.057006910407705474
0.11133144431452424,0.12917471481092058,0.13124924888768646,0.09176767676767683,0.07909986027857319,0.17297264123180667,0.12812467389897808,0.1297217415991675,0.2953942299836424
0.03260381882370198,0.026812532916665077,0.026454812409812397,0.0,0.1377237944153975,0.45402029086465456,0.4118525985827683,0.4110881379641054,0.4049047460920032
0.06415073953624062,0.29630076397549027,0.21904975645251223,0.012121212121212088,0.08949739966106685,0.25617110831049367,0.26306321142855266,0.2638104105517818,0.1419316468361646
