LGBM,XGB,RF,DT,kNN,lasso,MLR,PLS,MLP
0.04590509889347483,0.07748866471377291,0.127657884322118,0.08651515151515143,0.1934148090714658,0.0593010189265053,0.059861955043139625,0.05959266458232726,0.18939946045312417
0.003913852826963216,0.0283059758760712,0.018007524500962005,0.043484848484848515,0.04409802113646663,0.12799619393064043,0.10069819670950389,0.09888869844801598,0.14711170306449703
0.08727490979123832,0.09594149142503738,0.12036563056156799,0.03378787878787878,0.0998480536250337,0.0789370830824076,0.07990685134766679,0.08187033698110344,0.05798635169283353
0.2484208361836036,0.1730912201693564,0.1764214096320344,0.18833333333333338,0.16474573790733182,0.25156776933592295,0.2591521250396931,0.2577181754248743,0.19720895677442815
0.19112427787145592,0.10605367017514777,0.20740667869167895,0.15242424242424235,0.3894060865858813,0.4218761281224334,0.4205237280716292,0.42012582682600763,0.5147192071540052
0.14559256568330636,0.20461736996968594,0.23404523463804716,0.22883838383838384,0.24774276141025636,0.3366170289097592,0.3374691552211513,0.3363871856369658,0.39527259641107215
0.17389948752578965,0.1668914647535844,0.1520323871151995,0.07,0.11822053559991824,0.06984719424602404,0.1099835405421205,0.10775344821258726,0.013702175225267288
0.02816859014007783,0.009453287558122137,0.07159633041726776,0.2777272727272727,0.11095056705283746,0.020250584803038207,0.029271105259538688,0.029762746168784382,0.11242609268798298
0.0880840365583958,0.02686924797115897,0.024866799543049267,0.0373737373737375,0.17379242019044228,0.03442293700686294,0.03322381532687135,0.03575004539754212,0.06845764348263361
0.052101231442783516,0.052050694823265076,0.05559785052910047,0.06651515151515153,0.3936272346939095,0.16112393830578747,0.15236963402221793,0.15633474871675454,0.1564339522106938
0.050356126836306345,0.02624634904391837,0.030948987043049533,0.002196969696969711,0.06833635100567785,0.02252597419887009,0.027171600631687515,0.027850086114549866,0.05696681288863295
0.025997732063205214,0.0956395173072816,0.057212728475228736,0.12363636363636377,0.35384061424631663,0.22783628458434124,0.18807917885517644,0.18972026776271522,0.3304114201205074
0.33535001714033275,0.3873503416234796,0.34169668070040227,0.042373737373737286,0.3932121761141415,0.4128594776015232,0.4127494308181281,0.4109923608307229,0.5352391625440076
0.039260429660644025,0.07154212929985748,0.0031690016233766327,0.003737373737373706,0.15868701098047477,0.07746068724054689,0.08136508824971433,0.08090458533315659,0.148185481214818
0.18138809860809996,0.24046389045137345,0.31644163164381905,0.07318181818181813,0.3521890767369957,0.18062377120690115,0.18699260602015572,0.1896809090889931,0.07781116320850773
0.04427593474156155,0.003974282741546653,0.017529041305916426,0.033333333333333326,0.09138621080348186,0.06926810269317768,0.024587772908059802,0.02617405288822794,0.19995603816850838
0.04841136835662502,0.018170890988725596,0.047123647486772335,0.11643939393939395,0.08312938844985607,0.030929058981586544,0.035135120832181066,0.034921242199983715,0.07693122210507441
0.07639737141562464,0.06301272878141106,0.07924127344877327,0.11530303030303024,0.04229398976035437,0.06024826230825736,0.10061328193759067,0.09845205607278912,0.06895499498608373
0.0037798255890623134,0.07132054547468819,0.001183355716253498,0.04363636363636364,0.007486106807013601,0.049973504611771635,0.053391238550557524,0.05221112749893689,0.05948824636828831
0.01049599078255914,0.11213336055929002,0.1424847461219334,0.029696969696969555,0.4111444150337039,0.37832065144561045,0.339969675129556,0.3407574941032242,0.4712132753874013
0.3786530746965734,0.4627213763468193,0.3185063041125543,0.4283838383838383,0.22760691940277744,0.10297975343033972,0.1513912129820788,0.15052565966977982,0.004848422855174173
0.09222524981211411,0.02711694944988602,0.04074115770803291,0.1448484848484848,0.044088531618122775,0.12617360250129622,0.12694258904079297,0.1287384086722385,0.0049196968420751885
0.06358409930995652,0.05145866796374321,0.059904607082732035,0.022121212121212125,0.19458862195959095,0.019890696173996025,0.020186064128804634,0.015285293607535166,0.3357479513188889
0.03022490672212691,0.01822507536772522,0.003779972342471849,0.19515151515151508,0.004873360753822442,0.08988312104539342,0.08792014145972327,0.087048963998407,0.0038420291957274033
0.008613207498102682,0.04002867611971761,0.04120604422198182,0.10782828282828294,0.024337912783995996,0.061468283571254834,0.05287326437039003,0.051479155433990176,0.15126388596911866
0.09274184625159912,0.053984049079996155,0.08502183471620973,0.09401515151515151,0.010956783222716066,0.07795863639258499,0.13193131468526623,0.13339812264765388,0.039218694588873476
0.11905757230058778,0.1312548750819581,0.0905141514850889,0.1245454545454544,0.2154788512191172,0.09468191596084052,0.10485599532479883,0.10173017409063578,0.2077311588137959
0.005598526768726575,0.07893016024069355,0.1279597349987974,0.3654545454545455,0.2150696921049325,0.06882307511998276,0.06633801397411138,0.06327956186283101,0.21196749705875764
0.038176409480414675,0.02244569930163287,0.1591323538961037,0.07560606060606045,0.4660222626033512,0.4126339824846612,0.3686306003426526,0.36881158216329,0.5138795671508984
0.022983489811722754,0.03177535906434059,0.0722410270863396,0.022121212121212125,0.18446352752241604,0.19603951375269751,0.23848673964753114,0.23742726040262896,0.09489309135421156
0.035382625898098964,0.042320470408056726,0.05034993100649353,0.13272727272727272,0.25968060064315057,0.0020681979341695966,0.05260482885738754,0.051698193089837,0.052871175973201345
0.19641862269208932,0.14916899442672737,0.2582302779554204,0.12904040404040418,0.7614292093062195,0.3857530822965143,0.33790653912532087,0.33858229024273667,0.5446782391701546
0.010666156030485763,0.04394831880927086,0.0428611593614718,0.0,0.01540710122415706,0.2815848635808206,0.24850859167583048,0.24860749561620937,0.2563354038678527
0.07702705933110698,0.07479437672730649,0.004006626533189006,0.10515151515151511,0.06019856148596697,0.09327848936449734,0.10111527145438415,0.10360425393255762,0.03280689345638563
0.06158958887271138,0.0432923249900341,0.0664322307900432,0.022121212121212125,0.046606544286205843,0.17921267190589757,0.1705011954682059,0.1723307194792764,0.12736908622409768
0.0660033090352628,0.0553316854166262,0.03529661841630585,0.1271212121212121,0.0070182742357566275,0.0008212889884154917,0.005803491390330845,0.006983928289607699,0.040678895094301754
0.08550627514216452,0.1470371054790237,0.05708637536075042,0.06196969696969701,0.05244110658191714,0.3316533314207815,0.32618669841818126,0.3216782973208422,0.34812714369507003
0.15848876464456557,0.138850813887336,0.11299494829244819,0.04267676767676772,0.09616219228264533,0.11671257618832281,0.15405331813820713,0.1520573811136542,0.12721889799633204
0.16210245132365408,0.19674325784047442,0.180091119528619,0.3473484848484849,0.11763568202583585,0.011193582876960706,0.026831833397332305,0.026276366343858548,0.0689802387551186
0.08546612367687778,0.14272441184881968,0.11982279446248256,0.0613636363636364,0.10690231958781282,0.04122676488417565,0.027530299121125257,0.028192802308431797,0.1777674845369981
0.19926127499568858,0.2736634754412102,0.2755665655062533,0.3525000000000001,0.23727295783304636,0.2518594086198545,0.26093316700783176,0.2605375530316108,0.2148750902583278
0.05375997640431357,0.01627295017242425,0.032721341540404625,0.06398989898989893,0.11552542405504929,0.10174696248743553,0.12181927618728516,0.11949291460585976,0.04608327967293946
0.05384534683302633,0.0009933623039360961,0.002845087181337025,0.04777777777777781,0.0022118804792455315,0.08628485245653528,0.08630347696440455,0.08702575297283038,0.013440812679878955
0.21047123788500213,0.20782080635879985,0.3304129997895624,0.3115656565656566,0.2107158138065448,0.13515531277220294,0.17524431213743186,0.17703865203116004,0.12606210509204763
0.06891562950556757,0.0482040078621922,0.09065314859908613,0.09328282828282827,0.1665193081613362,0.045767251562015054,0.07519791215632776,0.07469709237220967,0.010076756279707472
0.00027543591414935786,0.025408497795914142,0.02302364402958168,0.20674242424242428,0.06495421590989187,0.1345755368803137,0.09460785601805888,0.09668919360568906,0.24290844800042555
0.06315729701040407,0.09110684719952672,0.13891367529461246,0.3104545454545455,0.08744365782692348,0.13524781953079396,0.12531990341702604,0.12133552872956566,0.19319304776686258
0.015884119606088133,0.05909852189548087,0.10186792568542566,0.01070707070707072,0.3799727123575148,0.2706922606778251,0.22379715984483228,0.22251923757208725,0.24927874835174973
0.14220973342915777,0.13727705045179883,0.060379375300625315,0.1427272727272727,0.009173033187492907,0.03809129630911556,0.03331023896385543,0.03092247828307193,0.13176438412319091
0.11974259105106433,0.03656098185163548,0.10950128815208315,0.43080808080808075,0.26966394048076703,0.3080689959677025,0.3070494081491122,0.3066148189593976,0.404233888182703
0.005107773777347946,0.009405313260627546,0.061612594997595416,0.016818181818181843,0.03951767752929902,0.23207229682170966,0.21748218172942452,0.21669598631660714,0.3027590570726917
0.01758274113057584,0.08373414339441243,0.0016056696428571327,0.011868686868686848,0.09499845892999154,0.09444126932524866,0.14314295459866788,0.14509163464050645,0.0066482564134886235
0.28723722810297636,0.33233705352653153,0.31609355068542555,0.053131313131313085,0.0308150607336537,0.40829681945959,0.42201256932879744,0.4210559899962707,0.30329003026310597
0.1845009634609488,0.21935930996230146,0.2812786211820586,0.13434343434343432,0.5091593878192927,0.35796158893704844,0.3075145454919833,0.3084954127841091,0.5276134810714168
0.04029894011416815,0.1119005281455589,0.029707571999759416,0.06757575757575757,0.4586120934343288,0.019347061395463383,0.01833933579374633,0.019339283648969252,0.11450275968072307
0.060323281518984945,0.029559585081808504,0.061642223274410796,0.08113636363636362,0.07090497388503825,0.24756199035053955,0.21174128155143362,0.21194418640066837,0.19547463230713674
0.10213334680048808,0.08067894054181646,0.03154124729437169,0.1401515151515152,0.12418042787929573,0.04318434871418886,0.04513597451100898,0.04425305878169683,0.12660181965570486
0.06805489350689148,0.14328228336392024,0.08354288527865211,0.13234848484848488,0.15821707106537203,0.08210578543202496,0.13097125659428632,0.1303649852130332,0.07882538327805402
0.016568125397554305,0.1017056331038475,0.1389264656986531,0.0,0.1402830719188383,0.30319252482818804,0.2784663978607768,0.2778424427944061,0.2939897301187222
0.0021968669780437766,0.03320819934209185,0.06212530107623848,0.00818181818181829,0.11794661313608834,0.04880063084118169,0.05098063046501344,0.05090204520852948,0.06490289312275821
0.23135175331939573,0.19524569070700448,0.3297443244949496,0.25000000000000006,0.2999670200918533,0.22453913776217993,0.2661156382762803,0.26641306045041735,0.23038313855361536
0.1054273457955367,0.057786165114605104,0.14567766639610447,0.12196969696969695,0.08390410544489862,0.16488452248731578,0.16262687073412951,0.1643153147022881,0.10227496453848162
0.21479734466988248,0.14721197923024498,0.19014682043650843,0.14287878787878783,0.06694584539556336,0.29384468954475185,0.3009042653685882,0.2998058605173012,0.34628252817130967
0.038509714828738606,0.06537299546328468,0.07887793740981197,0.11702020202020186,0.03133432127969027,0.038922849112536684,0.0822965625997979,0.08101443493593541,0.08367551216799496
0.004033151515812766,0.006382963620126247,0.025598159271284223,0.01651515151515151,0.08035344162254712,0.34484845869764646,0.3257566390339359,0.3249875148439484,0.41348159031940723
0.01932099944081493,0.017906537435271486,0.0069996380881325315,0.021212121212121238,0.029065438757676795,0.22536139147473927,0.22492084362201903,0.2269418691032366,0.08255614817122778
0.0042029150725446975,0.007172116078436375,0.08225210963804706,0.01651515151515151,0.48298521376162723,0.3500290062706567,0.306872987607537,0.3069053607861278,0.29125204968781604
0.04205875747716914,0.007123372681213158,0.00886671302077549,0.08106060606060608,0.07112494660186672,0.01505696770001863,0.01751387497079701,0.015966477127787843,0.09534505561356851
0.12043188084115153,0.20552106907873435,0.18558892676767663,0.1853535353535353,0.29053089095478113,0.4518118253139164,0.5007799502275327,0.5026552547882834,0.3339293138502558
0.11410916116178221,0.13525460369659192,0.12061845734126969,0.1248989898989899,0.17454866713762873,0.03276445725842819,0.006666985394619851,0.006377788580749333,0.01475225420812587
0.0019557278600158996,0.03982366621494293,0.02403789817821065,0.0,0.008394146235467491,0.3015330966093915,0.2699924165936116,0.26871497548858947,0.30336803851173777
0.1027966329397504,0.0441499043414087,0.047815764790764825,0.17159090909090907,0.06257049139977322,0.13907062571109424,0.17918768158803583,0.18054732058090478,0.08420859692075114
0.15482421230554716,0.17069916862429996,0.21106073337542097,0.024848484848484842,0.22459077213942175,0.23406244167988283,0.23473736297615072,0.23655273788398218,0.12301974097273621
0.07358050891472978,0.09910406885725082,0.04348837436868683,0.03757575757575751,0.07580513237079764,0.0741496257985062,0.0779102215831799,0.08085134409959971,0.07812549018871615
0.25466622913841686,0.19070207426042274,0.24058945253399744,0.3487373737373738,0.0647052490124882,0.04676637665718575,0.03683612616206611,0.037047870445181486,0.010352308548489564
0.39137026652058454,0.39003292379957266,0.35103855339105333,0.5128787878787879,0.4460743379152811,0.261439342507754,0.22335602809961264,0.22529195754947529,0.3982530368138334
0.01965738923596013,0.0011270211543887854,0.10547253817941307,0.01651515151515151,0.11609043845890296,0.30707650481208476,0.2805492842692267,0.2787905264823276,0.4102519779601339
0.2576566671999636,0.33188500021443224,0.2825449618205871,0.25949494949494956,0.23787490322705018,0.4064711687172437,0.40753682768857613,0.40702833430583196,0.5126300534098779
0.31637257357894777,0.2494232305252191,0.27123009289321803,0.27388888888888885,0.0542438234664758,0.1974097685059366,0.20357770436654693,0.2045159562894837,0.07793615769156681
0.11773251771373229,0.18848015367984772,0.21089569895382382,0.08772727272727276,0.14939962529765705,0.2752430848170896,0.27304893474836317,0.2739914879075671,0.1768278689407126
