,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HEK293
327,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,8.898
328,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,8.514
329,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,9.059
330,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,9.08
331,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,9.072
332,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,8.605
333,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,7.535
334,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,6.322
335,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,9.084
336,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,7.753
337,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,6.706
338,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,3.526
339,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,9.559
340,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,8.385
341,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,7.601
342,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,9.786
343,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,8.904
344,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,9.101
345,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,7.187
346,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,8.559
347,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,10.416
348,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,6.481
349,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,6.53
350,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,3.0
351,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,7.882
352,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,8.424
353,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,9.942
354,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,8.839
355,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,8.899
356,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,8.923
357,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,8.402
358,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,10.168
359,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,10.785
360,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,3.0
361,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.951
362,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,4.705
363,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,3.597
364,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.619
365,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,5.024
366,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,7.206
367,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,5.133
368,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,6.127
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,8.005
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,7.026
371,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.916
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,5.165
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,5.816
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,4.994
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,3.912
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.951
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,7.272
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,5.659
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,7.034
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.771
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,6.934
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,8.769
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,8.2
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,4.64
385,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,6.504
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,3.481
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,4.916
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.442
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,3.951
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,6.274
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,6.125
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,7.188
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,6.297
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,8.008
395,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,9.065
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,3.98
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,5.714
398,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,7.233
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,5.187
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,7.153
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,7.832
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,9.853
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,10.217
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,10.667
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,10.013
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,10.062
407,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,10.462
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,8.183
409,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,9.182
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,8.997
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,10.695
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,10.102
413,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,9.78
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,10.774
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,10.587
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,10.202
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,11.206
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,10.959
419,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,10.638
420,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.058
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,5.323
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,6.232
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,7.345
424,425,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,7.16
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,7.659
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,7.949
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,9.907
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,9.681
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,9.335
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,9.033
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,10.53
432,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,4.916
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,5.501
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,5.92
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,6.717
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,7.095
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,8.126
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,8.181
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,8.942
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,10.056
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,9.124
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,10.11
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,9.477
444,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.481
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,6.715
446,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,6.365
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,8.247
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,8.203
449,450,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,8.482
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,9.579
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,10.351
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,9.833
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,10.359
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,11.589
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,9.809
456,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.014
457,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.329
458,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,7.664
459,460,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,7.799
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,7.814
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,8.619
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,9.943
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,9.017
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,9.842
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,9.574
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,10.045
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,10.188
468,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,7.586
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,8.981
470,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,9.015
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,11.023
472,473,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,10.61
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,9.456
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,9.411
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,10.357
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,9.947
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,9.345
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,10.672
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,10.902
480,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,3.114
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,3.611
482,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,4.159
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,5.366
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,5.239
485,486,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,5.591
486,487,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,5.672
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,6.404
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,8.088
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,4.511
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,6.933
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,9.566
492,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,3.0
493,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,3.942
494,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,3.795
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,5.368
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,5.359
497,498,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,5.57
498,499,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,6.919
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,6.659
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,8.627
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,5.757
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,7.178
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,8.835
504,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,3.0
505,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,3.989
506,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,4.248
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,5.115
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,5.583
509,510,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,6.398
510,511,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,5.892
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,7.151
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,8.222
513,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,5.47
514,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,7.266
515,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,9.126
516,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,3.0
517,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,4.111
518,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,5.209
519,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,7.534
520,521,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,7.663
521,522,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,10,8.49
522,523,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,10,8.115
523,524,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,8.912
524,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,9.339
525,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,6.923
526,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,8.28
527,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,10.141
528,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,7.049
529,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,5.436
530,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,7.592
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,8.626
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,9.078
533,534,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,9.348
534,535,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,7.709
535,536,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,8.706
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,9.367
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,7.466
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,9.169
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,10.584
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,5.432
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,6.713
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.645
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,5.387
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.846
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,3.481
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,7.128
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,7.685
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,8.229
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,5.145
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,5.759
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,8.55
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,4.7
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,5.685
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,6.199
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,3.989
556,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,4.277
557,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,4.64
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,7.13
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,6.239
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,8.08
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,3.0
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,6.206
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,7.608
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,6.305
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,6.017
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,6.579
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,4.227
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,3.97
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,7.082
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,7.49
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,7.935
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,8.336
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,4.078
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,7.747
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,8.816
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,6.933
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,7.468
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,7.605
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,5.807
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,8.449
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,7.603
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,7.172
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,9.598
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,9.443
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,3.701
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,3.638
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,10.366
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,3.0
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,5.813
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,5.909
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,4.376
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,6.691
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,6.032
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,3.0
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,5.485
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,6.237
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,3.0
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,6.096
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,6.888
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,7.481
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,7.694
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,7.351
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,7.375
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,8.03
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,8.569
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,8.406
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,9.065
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,9.689
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,5.539
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,6.652
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,9.478
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,7.21
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,7.649
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,6.62
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,7.965
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,6.787
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,8.414
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,8.854
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,9.106
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,9.737
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,7.284
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,7.213
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,8.223
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,5.288
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,7.164
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,6.435
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,7.29
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,7.324
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,8.64
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,8.461
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,9.013
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,10.009
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,6.575
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,8.082
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,8.784
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,6.374
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,7.224
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,7.026
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,7.138
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,9.298
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,9.791
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,9.623
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,10.697
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,9.781
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,7.289
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,9.994
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,9.151
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,3.584
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,4.864
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,5.384
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,3.664
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,5.619
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,7.373
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,4.025
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,6.47
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,6.588
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,3.401
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,7.18
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,8.184
