3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,6.237283598233767101e-02,2.000000000000000000e+00
4.000000000000000000e+00,1.300000000000000000e+01,8.515626858573484281e-02,3.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,3.815863725520727279e-01,4.000000000000000000e+00
1.000000000000000000e+00,1.400000000000000000e+01,4.180613301516915570e-01,3.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,6.197496136488634955e-01,2.000000000000000000e+00
7.000000000000000000e+00,1.200000000000000000e+01,7.716279590765913188e-01,2.000000000000000000e+00
9.000000000000000000e+00,1.800000000000000000e+01,9.207442978541083844e-01,3.000000000000000000e+00
8.000000000000000000e+00,1.900000000000000000e+01,9.358533702806528520e-01,3.000000000000000000e+00
2.000000000000000000e+01,2.100000000000000000e+01,1.152459623825976331e+00,6.000000000000000000e+00
1.600000000000000000e+01,1.700000000000000000e+01,1.260543494605875114e+00,7.000000000000000000e+00
2.200000000000000000e+01,2.300000000000000000e+01,1.531802901793700489e+00,1.300000000000000000e+01
