,B16,HepG2,PC3,HEK293,N2a,ARPE19
kNN,0.6713678439560591,0.6041423531899527,0.744643466093829,0.5793803565108238,0.6355849378668249,0.6383514646047965
MLP,0.8581441110187056,0.8141382004649055,0.8444629207083836,0.7051285453191733,0.7007121925021258,0.7041687773505287
RF,0.9118274802629225,0.8691999404082099,0.8346345179147776,0.8102652944619473,0.8972929048606886,0.8461130558363474
DT,0.9023348978419591,0.7699031704705677,0.7813791031900472,0.605091652980259,0.882320902588247,0.7508898646750342
MLR,0.7063687084294075,0.5242264831663126,0.6737798529998369,0.5138960759892472,0.6075568861397969,0.6697260603412192
PLS,0.7062638414949827,0.5203851646655171,0.6724932747349008,0.511350314939933,0.5504655469530652,0.6716172060196963
LGBM,0.9380685376939057,0.8871733228304465,0.8818076522437963,0.8414963130845154,0.9112850869714346,0.8835151784105011
XGB,0.9192087426171671,0.8548246055798384,0.8609250484997264,0.813442462724338,0.9028926207965184,0.8603680829495504
lasso,0.7073021490958618,0.5204769226599149,0.6777099928089783,0.4534731511190059,0.5289095501399241,0.6556077969328488
