,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_B16,Exp_B16
256,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,3.860460563087754,47.487217192550425
257,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,4.060276659574407,57.9903524460855
258,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,3.157178698728366,23.504189896560142
259,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,2.995939748575446,20.004149930917713
260,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,4.448399235947967,85.48998511703219
261,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,2.7726789280592854,16.001443358210743
262,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,2.7726789280592854,16.001443358210743
263,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,5.084893864801648,161.56279082874022
264,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,3.611036958995064,37.004404977174104
265,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,3.218845704509294,24.999247002367667
266,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,3.33196553882205,27.993309601550315
267,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,3.511545143397378,33.49999010297442
268,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,4.3310331763890195,76.02279096040995
269,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,6.167194137008614,476.8462619797249
270,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,3.258349652044817,26.006581797544204
271,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,3.795520724613234,44.501403349253756
272,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,5.198814889678499,181.0575415172371
273,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,3.3140581760228174,27.496484936800705
274,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,3.067867326545081,21.49600978566695
275,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,5.977673926510964,394.5216137578392
276,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,3.860460563087754,47.487217192550425
277,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,3.676009223807629,39.48848947751326
278,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,3.9888295327515,53.991656898689
279,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,4.471392625069622,87.47846292526083
280,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,5.864786672168696,352.4069698737165
281,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,6.612525408738765,744.3604614778404
282,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,4.042929562737194,56.993063231579285
283,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,4.783385508463521,119.50826216809658
284,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,6.204411879748346,494.9277932709179
285,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,3.9701295586018484,52.991395886114645
286,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,4.290343171499893,72.99151280907057
287,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,5.569855503033103,262.39618104852616
288,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,4.709420542439488,110.98782853248096
289,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,2.944332606715115,18.997979030914447
290,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,3.258349652044817,26.006581797544204
291,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,4.9560111871853945,142.02614880825772
292,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,5.15635383134441,173.53057893903963
293,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,4.775141707556851,118.52710961783075
294,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,5.567931797015609,261.89189314243123
295,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,6.3260527927594925,558.9459582712859
296,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,5.872560541961564,355.15721193300135
297,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,6.774491288489664,875.2340081512889
298,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,6.828879666698909,924.1548708103041
299,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,6.04400622678908,421.5785957266655
300,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,2.602751143451792,13.500829708595866
301,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,2.6741246303783845,14.499651727984507
302,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,3.1136660714629696,22.50339240640038
303,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,3.044577296196901,21.00115205954286
304,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,2.970272317910508,19.497228317644485
305,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,3.5697636779217086,35.50820078821049
306,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,2.833250342481756,17.000628984869827
307,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,2.970272317910508,19.497228317644485
308,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,3.4815756695178,32.51090818610169
309,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,2.602751143451792,13.500829708595866
310,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,2.7726789280592854,16.001443358210743
311,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,4.262788248221214,71.00769477071093
312,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,2.6389732352794555,13.998822728800372
313,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,2.602751143451792,13.500829708595866
314,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,2.707904251597284,14.997810917177775
315,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,3.218845704509294,24.999247002367667
316,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,2.970272317910508,19.497228317644485
317,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,2.740929417814061,15.501385667211498
318,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,3.0202326988475767,20.496060538985198
319,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,3.0910933727360477,22.001120254831193
320,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,3.218845704509294,24.999247002367667
321,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,2.6741246303783845,14.499651727984507
322,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,2.890175541218196,17.99646844628277
323,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,3.597207182554248,36.49616485325015
324,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,2.6389732352794555,13.998822728800372
325,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,2.6389732352794555,13.998822728800372
326,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,2.6741246303783845,14.499651727984507
327,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,3.2957025435723697,26.99637353790015
328,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,3.2769203601385932,26.494054786377255
329,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,3.1985851440283946,24.49784474350812
330,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,2.6741246303783845,14.499651727984507
331,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,3.044577296196901,21.00115205954286
332,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,3.1355228402877575,23.00065836967064
333,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,2.740929417814061,15.501385667211498
334,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,3.044577296196901,21.00115205954286
335,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,3.9612146508991315,52.52108200006278
336,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,2.833250342481756,17.000628984869827
337,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,2.6389732352794555,13.998822728800372
338,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,2.5650388426503046,13.001163359504929
339,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,3.465706716309491,31.999066045941937
340,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,3.1136660714629696,22.50339240640038
341,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,3.1136660714629696,22.50339240640038
342,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,3.6633416783292767,38.99142219924015
343,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,3.5697636779217086,35.50820078821049
344,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,3.795520724613234,44.501403349253756
345,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,2.9177403331836493,18.499437628886124
346,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,3.6887314215198947,39.994079134489695
347,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,4.727634850102258,113.02791799522927
348,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,2.525670504695033,12.499273275960652
349,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,2.525670504695033,12.499273275960652
350,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,2.6741246303783845,14.499651727984507
351,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,2.6389732352794555,13.998822728800372
352,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,2.740929417814061,15.501385667211498
353,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,4.8901786353372305,132.97732637925878
354,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,3.1355228402877575,23.00065836967064
355,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,3.624204532932834,37.49488534719495
356,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,4.276550399640532,71.99166868701877
357,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,4.629674511539323,102.48070239528964
358,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,4.7449683304557455,115.0041633159969
359,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,6.177964692485829,482.0099189078375
360,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,7.454803361322364,1728.1441418755467
361,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,6.675692199095297,792.8961059325169
362,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,6.688529291030029,803.1401976351549
363,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,5.452788285970536,233.40806787139667
364,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,6.252445233974357,519.281037132571
365,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,6.545470274492234,696.083952516668
366,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,3.4815756695178,32.51090818610169
367,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,3.5554367595855143,35.00310457104625
368,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,4.290343171499893,72.99151280907057
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,3.1136660714629696,22.50339240640038
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,2.740929417814061,15.501385667211498
371,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.7185236306555405,112.00277308269969
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,6.535614645607074,689.2573031270994
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,6.400742616978767,602.2921442096239
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,5.9874216863073215,398.3861202235793
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,5.938707828817671,379.4443056243406
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.170495512842226,176.0020271451912
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,5.887141257732519,360.3735951795261
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,3.7493204833891625,42.492198033212
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,3.218845704509294,24.999247002367667
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.37547137591259,79.4772944060907
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,2.740929417814061,15.501385667211498
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,2.970272317910508,19.497228317644485
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,5.754207311605205,315.5153430194117
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,6.519848619169102,678.4756693544527
385,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,5.962082659237069,388.41822525083575
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,6.141746383673673,464.864694499525
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,5.96403121848088,389.1758190425979
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.88908581369476,361.0750435844739
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,6.266177473049287,526.4611149227375
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,4.181725607829505,65.47874641878359
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,3.9017327467543064,49.48812524496258
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,5.15635383134441,173.53057893903963
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,3.829017899120732,46.01732238181185
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,3.63743547207347,37.99427430059613
395,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,5.854100485117415,348.6611330779273
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,6.942703481204106,1035.5660673890873
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,6.262253601333109,524.399396648552
398,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,5.695198856655428,297.4359348208016
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,6.2465611189562935,516.2344996617951
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,6.00594915265607,405.8360063095865
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,5.9426026165215635,380.92504234596623
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,6.789321170250891,888.3103456241965
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,6.681616750854711,797.6076029246053
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,7.331566986698755,1527.7738986636516
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,6.636206771871364,762.1983105334407
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,6.7784456766685866,878.701875294359
407,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,7.470711508978901,1755.8555482221823
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,10.64823745471254,42118.29368869303
409,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,9.854525228300053,19044.340090515252
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,9.382841911301261,11882.736497530099
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,8.69367783008022,5965.080501488238
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,9.430802469934223,12466.526731608414
413,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,9.561703975562029,14210.039141085144
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,6.8951781876181455,987.5016697087442
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,8.864414297780538,7075.647924695366
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,9.074146561010764,8726.734824075576
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,8.117985738533847,3354.25758418003
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,9.558706089913226,14167.502859985741
419,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,10.03743741260974,22866.70982900134
420,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.081121372607087,437.5195421655602
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,4.625163510471169,102.01945296781778
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,4.0943253910687325,59.99884974182383
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,5.114942663491617,166.49123468357234
424,425,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,5.138458596572323,170.45282915060372
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,5.368721626029417,214.58836810097444
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,3.157178698728366,23.504189896560142
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,3.63743547207347,37.99427430059613
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,5.228127570490597,186.44337440549702
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,3.3841163138260857,29.49191959603112
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,3.258349652044817,26.006581797544204
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,4.882782472166594,131.99743256955827
432,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,5.501655781973094,245.09742436523857
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,4.111019648733195,61.008893506405094
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,3.9888295327515,53.991656898689
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,5.344900636815543,209.5370632945816
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,5.529488890244369,252.01507073933342
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,5.471939569346468,237.9212102151874
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,3.737870841523859,42.0084522264643
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,3.783911058128969,43.98774437241097
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,5.386844183503277,218.51271028909628
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,3.1985851440283946,24.49784474350812
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,2.740929417814061,15.501385667211498
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,5.751302532377395,314.60017043560845
444,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.734847371625364,309.46573390248545
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,4.016618867746381,55.51309105184846
446,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,4.381593311295266,79.96534163939202
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,5.573703354692504,263.4077876370891
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,5.14128284309528,170.9349103983663
449,450,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,5.498778358551529,244.39318897340704
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,4.7659892696587045,117.44724683441099
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,4.57479338793544,97.00799404429738
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,6.280894637992588,534.2664251240709
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,4.151308125475601,63.51703422749116
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,4.212310793408556,67.51236683101938
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,6.984306226109926,1079.557189274212
456,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,7.2670064775660554,1432.2565372011795
457,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.331945763520089,562.2495348398958
458,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,7.355411753447725,1564.6411091482796
459,460,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,7.77421324447526,2378.47128835535
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,7.947541566226808,2828.6124391930107
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,8.54494714975485,5140.713436819261
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,7.850901608614674,2568.048648151572
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,8.061160592971701,3168.965880450472
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,8.852431359378302,6991.366847433104
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,7.20743812650645,1349.430764394418
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,7.78317557410258,2399.883741455637
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,8.07212607095263,3203.906325266477
468,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,9.328888603666124,11258.61174979572
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,8.568901018342308,5265.340097205289
470,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,7.799109432544978,2438.429424478716
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,7.709495566758966,2229.4173822613598
472,473,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,9.515737102586366,13571.633244486915
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,9.481762585271795,13118.28825046574
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,6.967465031601159,1061.528395990807
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,8.984254469873099,7976.495789462382
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,9.459779541444325,12833.054979254615
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,7.113176379076187,1228.0420847343785
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,9.323893055822229,11202.509064640188
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,11.172140614955474,71121.19089784852
480,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,2.833250342481756,17.000628984869827
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,2.9177403331836493,18.499437628886124
482,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,2.6741246303783845,14.499651727984507
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,3.9701295586018484,52.991395886114645
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,3.795520724613234,44.501403349253756
485,486,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,3.9418288590937713,51.51272472010555
486,487,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,3.350052916293506,28.50424194269294
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,4.53809840255114,93.51280722204119
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,5.552547460249883,257.8936937419131
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,3.0202326988475767,20.496060538985198
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,3.1985851440283946,24.49784474350812
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,4.488238847770193,88.96462757651007
492,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,2.525670504695033,12.499273275960652
493,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,2.6741246303783845,14.499651727984507
494,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,2.6389732352794555,13.998822728800372
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,3.9612146508991315,52.52108200006278
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,3.350052916293506,28.50424194269294
497,498,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,3.8715286485800133,48.01572918485793
498,499,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,4.189356345717404,65.98030878164415
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,4.324089155167661,75.49671573934246
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,5.85507181789878,348.9999635980292
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,2.833250342481756,17.000628984869827
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,2.944332606715115,18.997979030914447
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,5.591025887593262,268.0104273009314
504,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.6389732352794555,13.998822728800372
505,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,2.7726789280592854,16.001443358210743
506,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,2.602751143451792,13.500829708595866
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,4.53809840255114,93.51280722204119
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,3.773111020731971,43.515231260668365
509,510,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,3.9418288590937713,51.51272472010555
510,511,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,4.119387380295129,61.52154140892301
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,4.820099122573316,123.97737912763962
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,5.734847371625364,309.46573390248545
