,HepG2,B16,PC3,HEK293,N2a,ARPE19
HepG2,1.0,0.6032456338564818,0.8339500849784481,0.6956290230712666,,
B16,0.6032456338564818,1.0,0.628720363363011,0.629737919950324,,
PC3,0.8339500849784481,0.628720363363011,1.0,0.781987208830122,,
HEK293,0.6956290230712666,0.629737919950324,0.781987208830122,1.0,,
N2a,,,,,1.0,
ARPE19,,,,,,1.0
