,B16,HepG2,PC3,HEK293,N2a,ARPE19
DT,0.8041523672567512,0.8340590405241604,0.8044743509836936,0.6808544319346875,0.8874510491387269,0.8489394206687676
PLS,0.7074339480427281,0.5178710289104261,0.6720447114757135,0.5076376619771711,0.566160599341014,0.6692360263635999
MLR,0.7063687084294075,0.5242264831663128,0.6737798529998367,0.5138960759892487,0.607556886139797,0.6697260603412187
kNN,0.6655683461633369,0.6139087234320131,0.7413546700910792,0.5840366758564787,0.6329145381140993,0.6470289895831707
lasso,0.7104182010069655,0.5188316726578535,0.6774144214252168,0.45022040369559235,0.5267306663820019,0.658309252371698
RF,0.9099807983884411,0.8419914967535127,0.8473505449752283,0.840942130414154,0.8943176266411705,0.8463137639075212
XGB,0.901691846280074,0.8555430337849884,0.8701138546129605,0.8238165916092756,0.8982142180964852,0.8469101337510765
MLP,0.8328920146260484,0.7843919370013201,0.8324951180412425,0.7615165370480588,0.7082161667588946,0.7174169281849154
LGBM,0.9225408804105066,0.8842431059966065,0.8778571093499525,0.8550347270205992,0.9182715081201209,0.8812064051612406
