,# of Features,Feature names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,linkage distance
0,11,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'cTPSA', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.09113999999999998,0.009854968290157,0.8235551734580647,0.0328600432098436,0.8539492368419331,0.0278095906093078,0.0
1,10,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'cTPSA', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.09113999999999998,0.009854968290157,0.8235551734580647,0.0328600432098436,0.8539492368419331,0.0278095906093078,0.02
2,8,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'cTPSA', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.09113999999999998,0.009854968290157,0.8235551734580647,0.0328600432098436,0.8539492368419331,0.0278095906093078,0.04
3,7,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.09206000000000002,0.009942655580879789,0.81957203305898,0.033868823678690735,0.8516907052223587,0.027962014618077877,0.06
4,6,"['P_charged_centers', 'N_charged_centers', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.14156000000000002,0.012273809514572074,0.7010202198384009,0.04393644858696624,0.6233205626055264,0.0522571022127228,0.08
5,3,"['P_charged_centers', 'N_charged_centers', 'NP_ratio']",0.21458,0.009204542356901838,0.2138351171462849,0.0553934009986726,0.24859762662413395,0.04742785529210572,0.1
6,2,"['P_charged_centers', 'NP_ratio']",0.21537999999999996,0.009156178242039634,0.18649348064087876,0.05940270463195429,0.25538231236212655,0.04275929945439302,0.12
7,1,['P_charged_centers'],0.215,0.009070832376358856,0.2645547492329751,0.048725572698600686,0.26696250997328935,0.04392919894374867,0.14
