,# of Features,Feature names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,linkage distance
0,11,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'cTPSA', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.08964,0.008992797117693694,0.8317141969564229,0.028408968977626917,0.8456218165523812,0.03202345025372065,0.0
1,10,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'cTPSA', 'Hbond_D', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.08982000000000001,0.008862708389651551,0.8314802281416215,0.028510500754655405,0.8454015091416204,0.031941717021658975,0.02
2,8,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'cTPSA', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.08990000000000001,0.008944830909525343,0.8313533827304265,0.028631543328322195,0.8450966242802955,0.03208877249427068,0.04
3,7,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.09032,0.009137702118147647,0.8304470993303285,0.028282329364614094,0.842704059738832,0.033404112817579525,0.06
4,6,"['P_charged_centers', 'N_charged_centers', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",0.12742,0.01091254324160963,0.7391370088314722,0.0335543144038548,0.6559710040532443,0.04648841863560501,0.08
5,3,"['P_charged_centers', 'N_charged_centers', 'NP_ratio']",0.21467999999999995,0.009270253502466911,0.21543345640391162,0.0552924156618148,0.24831161659970047,0.047284295281331976,0.1
6,2,"['P_charged_centers', 'NP_ratio']",0.21547999999999998,0.00919834767770821,0.1869037150198166,0.060037234917224305,0.2549854997080361,0.042161413150639364,0.12
7,1,['P_charged_centers'],0.21508,0.009110082326741072,0.2645547492329751,0.048725572698600686,0.2669625099732894,0.04392919894374884,0.14
