P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,18PG,DOPE,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
0,1,8.8188,3,10,2,1,0,410.2,0.146666667,0.9383,8,0.99009901,80,1.960784314
0,1,8.8188,3,10,2,1,0,363.8,0.148333333,0.4627,12,0.99009901,80,1.960784314
0,1,8.8188,3,10,2,1,0,457.7666667,0.88,-20.96666667,4,0.99009901,20,9.090909091
0,1,8.8188,3,10,2,1,0,170.4666667,0.436333333,-1.013333333,8,0.99009901,20,9.090909091
0,1,8.8188,3,10,2,1,0,205.1333333,0.81,-0.812553333,12,0.99009901,20,9.090909091
0,1,8.8188,3,10,2,1,0,153.8666667,0.343666667,-1.636666667,4,0.99009901,40,9.090909091
0,1,8.8188,3,10,2,1,0,202.0333333,0.364666667,-0.022666667,8,0.99009901,40,9.090909091
0,1,8.8188,3,10,2,1,0,192.2666667,0.267,-3.43,12,0.99009901,40,9.090909091
0,1,8.8188,3,10,2,1,0,176.8,0.353333333,-13.4,4,0.99009901,60,9.090909091
0,1,8.8188,3,10,2,1,0,293.4666667,0.390666667,-1.985333333,8,0.99009901,60,9.090909091
0,1,8.8188,3,10,2,1,0,281.8333333,0.217333333,-3.243333333,12,0.99009901,60,9.090909091
0,1,8.8188,3,10,2,1,0,496.8666667,0.153666667,-1.304,4,0.99009901,80,9.090909091
0,1,8.8188,3,10,2,1,0,526.7333333,0.369,-0.888,8,0.99009901,80,9.090909091
0,1,8.8188,3,10,2,1,0,501.1333333,0.277,-0.417666667,12,0.99009901,80,9.090909091
0,1,8.8188,3,10,2,1,0,237.7333333,0.221,-6.72,4,0.99009901,20,50.0
0,1,8.8188,3,10,2,1,0,154.0666667,0.200333333,-5.936666667,8,0.99009901,20,50.0
0,1,8.8188,3,10,2,1,0,185.1,0.109,-3.736666667,12,0.99009901,20,50.0
0,1,8.8188,3,10,2,1,0,196.1666667,0.203333333,-7.57,4,0.99009901,40,50.0
0,1,8.8188,3,10,2,1,0,298.0333333,0.1,-4.593333333,8,0.99009901,40,50.0
0,1,8.8188,3,10,2,1,0,189.2333333,0.111,-1.266666667,12,0.99009901,40,50.0
0,1,8.8188,3,10,2,1,0,241.5,0.106333333,-16.4,4,0.99009901,60,50.0
0,1,8.8188,3,10,2,1,0,249.8,0.209,-1.483333333,8,0.99009901,60,50.0
0,1,8.8188,3,10,2,1,0,346.5,0.061666667,-0.622,12,0.99009901,60,50.0
0,1,8.8188,3,10,2,1,0,364.1333333,0.201,-8.473333333,4,0.99009901,80,50.0
0,1,8.8188,3,10,2,1,0,812.3666667,0.132666667,-5.833333333,8,0.99009901,80,50.0
0,1,8.8188,3,10,2,1,0,409.6,0.290333333,-6.46,12,0.99009901,80,50.0
0,1,8.8188,3,10,2,1,0,113.3,0.238333333,-1.485333333,4,9.090909091,20,0.497512438
0,1,8.8188,3,10,2,1,0,179.0666667,0.428333333,-0.415666667,8,9.090909091,20,0.497512438
0,1,8.8188,3,10,2,1,0,1512.333333,0.599333333,-2.8,12,9.090909091,20,0.497512438
0,1,8.8188,3,10,2,1,0,108.3166667,0.307333333,-1.42,4,9.090909091,40,0.497512438
0,1,8.8188,3,10,2,1,0,153.9,0.435666667,-0.845333333,8,9.090909091,40,0.497512438
0,1,8.8188,3,10,2,1,0,120.1,0.400666667,-1.69,12,9.090909091,40,0.497512438
0,1,8.8188,3,10,2,1,0,166.4,0.504,-3.313333333,4,9.090909091,60,0.497512438
0,1,8.8188,3,10,2,1,0,192.9,0.356666667,-1.398,8,9.090909091,60,0.497512438
0,1,8.8188,3,10,2,1,0,260.3666667,0.331,-0.940666667,12,9.090909091,60,0.497512438
0,1,8.8188,3,10,2,1,0,230.6333333,0.313333333,8.696666667,4,9.090909091,80,0.497512438
0,1,8.8188,3,10,2,1,0,237.4,0.258666667,-0.939,8,9.090909091,80,0.497512438
0,1,8.8188,3,10,2,1,0,208.8333333,0.286,-0.976,12,9.090909091,80,0.497512438
0,1,8.8188,3,10,2,1,0,129.5333333,0.231666667,-1.733333333,4,9.090909091,20,0.99009901
0,1,8.8188,3,10,2,1,0,247.0333333,0.714,-1.54,8,9.090909091,20,0.99009901
0,1,8.8188,3,10,2,1,0,1955.333333,0.704333333,-1.195666667,12,9.090909091,20,0.99009901
0,1,8.8188,3,10,2,1,0,181.4666667,0.334,-1.7,4,9.090909091,40,0.99009901
0,1,8.8188,3,10,2,1,0,144.4,0.396,-0.988333333,8,9.090909091,40,0.99009901
0,1,8.8188,3,10,2,1,0,123.8,0.366333333,-2.643333333,12,9.090909091,40,0.99009901
0,1,8.8188,3,10,2,1,0,253.1333333,0.477333333,-0.603333333,4,9.090909091,60,0.99009901
0,1,8.8188,3,10,2,1,0,212.9666667,0.330666667,-0.511666667,8,9.090909091,60,0.99009901
0,1,8.8188,3,10,2,1,0,219.6333333,0.313,-1.116666667,12,9.090909091,60,0.99009901
0,1,8.8188,3,10,2,1,0,243.4333333,0.302666667,2.933333333,4,9.090909091,80,0.99009901
0,1,8.8188,3,10,2,1,0,226.2666667,0.251333333,0.520333333,8,9.090909091,80,0.99009901
0,1,8.8188,3,10,2,1,0,262.2333333,0.095333333,-2.67,12,9.090909091,80,0.99009901
0,1,8.8188,3,10,2,1,0,135.9333333,0.257333333,-1.596666667,4,9.090909091,20,1.960784314
0,1,8.8188,3,10,2,1,0,967.0333333,1.0,-1.566666667,8,9.090909091,20,1.960784314
0,1,8.8188,3,10,2,1,0,1599.666667,0.223666667,-2.373333333,12,9.090909091,20,1.960784314
0,1,8.8188,3,10,2,1,0,113.75,0.3625,-1.247666667,4,9.090909091,40,1.960784314
0,1,8.8188,3,10,2,1,0,142.2666667,0.315,-1.014,8,9.090909091,40,1.960784314
0,1,8.8188,3,10,2,1,0,142.3333333,0.393333333,-3.99,12,9.090909091,40,1.960784314
0,1,8.8188,3,10,2,1,0,256.9666667,0.289333333,-10.79333333,4,9.090909091,60,1.960784314
0,1,8.8188,3,10,2,1,0,205.9333333,0.315,-1.503333333,8,9.090909091,60,1.960784314
0,1,8.8188,3,10,2,1,0,184.7,0.339666667,-1.180333333,12,9.090909091,60,1.960784314
0,1,8.8188,3,10,2,1,0,244.4333333,0.245,1.269666667,4,9.090909091,80,1.960784314
0,1,8.8188,3,10,2,1,0,247.3666667,0.241333333,-1.149666667,8,9.090909091,80,1.960784314
0,1,8.8188,3,10,2,1,0,250.6333333,0.152666667,-1.219666667,12,9.090909091,80,1.960784314
0,1,8.8188,3,10,2,1,0,636.7,1.0,-2.273333333,4,9.090909091,20,9.090909091
0,1,8.8188,3,10,2,1,0,691.7,0.956666667,-1.220666667,8,9.090909091,20,9.090909091
0,1,8.8188,3,10,2,1,0,1708.333333,0.6,-1.876666667,12,9.090909091,20,9.090909091
0,1,8.8188,3,10,2,1,0,111.6666667,0.341,-1.019766667,4,9.090909091,40,9.090909091
0,1,8.8188,3,10,2,1,0,148.1333333,0.512,-1.61,8,9.090909091,40,9.090909091
0,1,8.8188,3,10,2,1,0,118.0,0.328666667,-1.693333333,12,9.090909091,40,9.090909091
0,1,8.8188,3,10,2,1,0,233.5,0.391333333,-0.879,4,9.090909091,60,9.090909091
0,1,8.8188,3,10,2,1,0,264.6666667,0.407666667,-0.790333333,8,9.090909091,60,9.090909091
0,1,8.8188,3,10,2,1,0,220.9,0.306,-1.506666667,12,9.090909091,60,9.090909091
0,1,8.8188,3,10,2,1,0,256.1,0.264333333,0.606333333,4,9.090909091,80,9.090909091
0,1,8.8188,3,10,2,1,0,278.3,0.217333333,-1.317,8,9.090909091,80,9.090909091
0,1,8.8188,3,10,2,1,0,265.9,0.18,-0.951333333,12,9.090909091,80,9.090909091
0,1,8.8188,3,10,2,1,0,675.8333333,0.61,-3.106666667,4,9.090909091,20,50.0
0,1,8.8188,3,10,2,1,0,682.8333333,0.205,-31.73333333,8,9.090909091,20,50.0
0,1,8.8188,3,10,2,1,0,464.0,0.574666667,-2.386666667,12,9.090909091,20,50.0
0,1,8.8188,3,10,2,1,0,163.5666667,0.133666667,-1.746666667,4,9.090909091,40,50.0
0,1,8.8188,3,10,2,1,0,459.9666667,0.154666667,-1.683333333,8,9.090909091,40,50.0
0,1,8.8188,3,10,2,1,0,753.9666667,0.546333333,-1.856666667,12,9.090909091,40,50.0
0,1,8.8188,3,10,2,1,0,194.8666667,0.121,-1.74,4,9.090909091,60,50.0
0,1,8.8188,3,10,2,1,0,934.6333333,0.794,-1.833333333,8,9.090909091,60,50.0
0,1,8.8188,3,10,2,1,0,1021.5,0.392,-1.422666667,12,9.090909091,60,50.0
0,1,8.8188,3,10,2,1,0,201.0,0.139666667,-1.713333333,4,9.090909091,80,50.0
0,1,8.8188,3,10,2,1,0,456.4,0.434666667,-2.203333333,8,9.090909091,80,50.0
0,1,8.8188,3,10,2,1,0,398.5,0.280666667,-1.184333333,12,9.090909091,80,50.0
1,1,9.784,2,9,2,0,1,288.9666667,0.464333333,-7.436666667,4,0.199600798,20,0.497512438
1,1,9.784,2,9,2,0,1,533.7,0.403333333,-3.523333333,8,0.199600798,20,0.497512438
1,1,9.784,2,9,2,0,1,342.3333333,0.496333333,-3.396666667,12,0.199600798,20,0.497512438
1,1,9.784,2,9,2,0,1,237.1333333,0.211,-4.23,4,0.199600798,40,0.497512438
1,1,9.784,2,9,2,0,1,185.1333333,0.237333333,-1.803333333,8,0.199600798,40,0.497512438
1,1,9.784,2,9,2,0,1,267.7333333,0.806666667,-2.356666667,12,0.199600798,40,0.497512438
1,1,9.784,2,9,2,0,1,206.6,0.246666667,-5.31,4,0.199600798,60,0.497512438
1,1,9.784,2,9,2,0,1,173.1333333,0.215,0.721666667,8,0.199600798,60,0.497512438
1,1,9.784,2,9,2,0,1,183.6666667,0.260333333,-0.501666667,12,0.199600798,60,0.497512438
1,1,9.784,2,9,2,0,1,166.6333333,0.219666667,-24.63333333,4,0.199600798,80,0.497512438
1,1,9.784,2,9,2,0,1,137.6333333,0.164666667,-6.11,8,0.199600798,80,0.497512438
1,1,9.784,2,9,2,0,1,158.8,0.225333333,-0.955,12,0.199600798,80,0.497512438
1,1,9.784,2,9,2,0,1,577.6666667,0.252,-11.77666667,4,0.199600798,20,0.99009901
1,1,9.784,2,9,2,0,1,562.7666667,0.344333333,-3.553333333,8,0.199600798,20,0.99009901
1,1,9.784,2,9,2,0,1,288.1666667,0.316,-1.593,12,0.199600798,20,0.99009901
1,1,9.784,2,9,2,0,1,240.3,0.260333333,-3.686666667,4,0.199600798,40,0.99009901
1,1,9.784,2,9,2,0,1,191.7333333,0.264,0.269333333,8,0.199600798,40,0.99009901
1,1,9.784,2,9,2,0,1,189.9666667,0.325666667,-2.24,12,0.199600798,40,0.99009901
1,1,9.784,2,9,2,0,1,192.8,0.182,-3.663333333,4,0.199600798,60,0.99009901
1,1,9.784,2,9,2,0,1,170.3,0.242,0.073,8,0.199600798,60,0.99009901
1,1,9.784,2,9,2,0,1,181.6333333,0.328333333,-1.161666667,12,0.199600798,60,0.99009901
1,1,9.784,2,9,2,0,1,172.9333333,0.206666667,-26.66666667,4,0.199600798,80,0.99009901
1,1,9.784,2,9,2,0,1,148.0,0.187666667,-6.033333333,8,0.199600798,80,0.99009901
1,1,9.784,2,9,2,0,1,162.5333333,0.193666667,-0.325333333,12,0.199600798,80,0.99009901
1,1,9.784,2,9,2,0,1,650.7333333,0.484666667,-11.36666667,4,0.199600798,20,1.960784314
1,1,9.784,2,9,2,0,1,403.2666667,0.629666667,-4.096666667,8,0.199600798,20,1.960784314
1,1,9.784,2,9,2,0,1,475.3333333,0.162,-3.116666667,12,0.199600798,20,1.960784314
1,1,9.784,2,9,2,0,1,191.8,0.206,-0.756333333,4,0.199600798,40,1.960784314
1,1,9.784,2,9,2,0,1,170.0,0.294,0.3774,8,0.199600798,40,1.960784314
1,1,9.784,2,9,2,0,1,307.4666667,0.557666667,-3.04,12,0.199600798,40,1.960784314
1,1,9.784,2,9,2,0,1,189.0333333,0.220333333,-2.12,4,0.199600798,60,1.960784314
1,1,9.784,2,9,2,0,1,155.4333333,0.233333333,1.195666667,8,0.199600798,60,1.960784314
1,1,9.784,2,9,2,0,1,256.8,0.427666667,0.16,12,0.199600798,60,1.960784314
1,1,9.784,2,9,2,0,1,202.3,0.256333333,-29.4,4,0.199600798,80,1.960784314
1,1,9.784,2,9,2,0,1,135.8666667,0.173666667,-10.41,8,0.199600798,80,1.960784314
1,1,9.784,2,9,2,0,1,163.5333333,0.229333333,-0.4925,12,0.199600798,80,1.960784314
1,1,9.784,2,9,2,0,1,431.8,0.420666667,-9.42,4,0.199600798,20,9.090909091
1,1,9.784,2,9,2,0,1,465.9333333,0.358,-1.686666667,8,0.199600798,20,9.090909091
1,1,9.784,2,9,2,0,1,599.5333333,0.522,-0.166206667,12,0.199600798,20,9.090909091
1,1,9.784,2,9,2,0,1,197.5666667,0.262666667,-2.53,4,0.199600798,40,9.090909091
1,1,9.784,2,9,2,0,1,199.4,0.327666667,2.476666667,8,0.199600798,40,9.090909091
1,1,9.784,2,9,2,0,1,208.5,0.330666667,1.541666667,12,0.199600798,40,9.090909091
1,1,9.784,2,9,2,0,1,193.9,0.197333333,-1.64,4,0.199600798,60,9.090909091
1,1,9.784,2,9,2,0,1,159.3,0.201,2.77,8,0.199600798,60,9.090909091
1,1,9.784,2,9,2,0,1,190.9666667,0.275,2.354,12,0.199600798,60,9.090909091
1,1,9.784,2,9,2,0,1,166.8666667,0.266,-26.83333333,4,0.199600798,80,9.090909091
1,1,9.784,2,9,2,0,1,146.8666667,0.208666667,5.42,8,0.199600798,80,9.090909091
1,1,9.784,2,9,2,0,1,167.8,0.237,7.203333333,12,0.199600798,80,9.090909091
1,1,9.784,2,9,2,0,1,287.7333333,0.327,2.916666667,4,0.199600798,20,50.0
1,1,9.784,2,9,2,0,1,306.5333333,0.569,3.96,8,0.199600798,20,50.0
1,1,9.784,2,9,2,0,1,473.2,0.17,5.006666667,12,0.199600798,20,50.0
1,1,9.784,2,9,2,0,1,261.7,0.330333333,4.206666667,4,0.199600798,40,50.0
1,1,9.784,2,9,2,0,1,205.1,0.196,4.25,8,0.199600798,40,50.0
1,1,9.784,2,9,2,0,1,177.9333333,0.268,2.72,12,0.199600798,40,50.0
1,1,9.784,2,9,2,0,1,224.5,0.256333333,4.343333333,4,0.199600798,60,50.0
1,1,9.784,2,9,2,0,1,195.0333333,0.254,5.876666667,8,0.199600798,60,50.0
1,1,9.784,2,9,2,0,1,179.0333333,0.261666667,6.29,12,0.199600798,60,50.0
1,1,9.784,2,9,2,0,1,237.6333333,0.301,6.303333333,4,0.199600798,80,50.0
1,1,9.784,2,9,2,0,1,164.9666667,0.183666667,11.93333333,8,0.199600798,80,50.0
1,1,9.784,2,9,2,0,1,171.5333333,0.187333333,8.72,12,0.199600798,80,50.0
1,1,9.784,2,9,2,0,1,177.0333333,0.31,-4.186666667,4,0.99009901,20,0.497512438
1,1,9.784,2,9,2,0,1,223.4,0.485666667,-2.646666667,8,0.99009901,20,0.497512438
1,1,9.784,2,9,2,0,1,169.1333333,0.368333333,-2.373333333,12,0.99009901,20,0.497512438
1,1,9.784,2,9,2,0,1,193.5,0.275333333,-1.616666667,4,0.99009901,40,0.497512438
1,1,9.784,2,9,2,0,1,139.0,0.236666667,-1.976666667,8,0.99009901,40,0.497512438
1,1,9.784,2,9,2,0,1,159.2333333,0.303666667,-2.136666667,12,0.99009901,40,0.497512438
1,1,9.784,2,9,2,0,1,171.7,0.236333333,-0.094333333,4,0.99009901,60,0.497512438
1,1,9.784,2,9,2,0,1,150.1333333,0.232,-1.95,8,0.99009901,60,0.497512438
1,1,9.784,2,9,2,0,1,177.5333333,0.260666667,-2.43,12,0.99009901,60,0.497512438
1,1,9.784,2,9,2,0,1,219.6333333,0.307666667,-15.26666667,4,0.99009901,80,0.497512438
1,1,9.784,2,9,2,0,1,141.4666667,0.245666667,-3.21,8,0.99009901,80,0.497512438
1,1,9.784,2,9,2,0,1,160.0333333,0.184333333,-4.51,12,0.99009901,80,0.497512438
1,1,9.784,2,9,2,0,1,176.9333333,0.24,-4.66,4,0.99009901,20,0.99009901
1,1,9.784,2,9,2,0,1,263.8333333,0.433333333,-6.34,8,0.99009901,20,0.99009901
1,1,9.784,2,9,2,0,1,303.3666667,0.674666667,-2.326666667,12,0.99009901,20,0.99009901
1,1,9.784,2,9,2,0,1,174.6666667,0.246333333,-3.043333333,4,0.99009901,40,0.99009901
1,1,9.784,2,9,2,0,1,148.9333333,0.217333333,-0.049066667,8,0.99009901,40,0.99009901
1,1,9.784,2,9,2,0,1,152.4666667,0.288333333,-1.993333333,12,0.99009901,40,0.99009901
1,1,9.784,2,9,2,0,1,164.2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901
1,1,9.784,2,9,2,0,1,150.2666667,0.204333333,1.32,8,0.99009901,60,0.99009901
1,1,9.784,2,9,2,0,1,191.8,0.244333333,-1.426666667,12,0.99009901,60,0.99009901
1,1,9.784,2,9,2,0,1,241.5333333,0.267,-15.93333333,4,0.99009901,80,0.99009901
1,1,9.784,2,9,2,0,1,148.0333333,0.21,-3.53,8,0.99009901,80,0.99009901
1,1,9.784,2,9,2,0,1,155.5666667,0.167333333,-3.316666667,12,0.99009901,80,0.99009901
1,1,9.784,2,9,2,0,1,153.8666667,0.203,-3.213333333,4,0.99009901,20,1.960784314
1,1,9.784,2,9,2,0,1,203.9333333,0.501,-2.766666667,8,0.99009901,20,1.960784314
1,1,9.784,2,9,2,0,1,263.9333333,0.412333333,-1.060666667,12,0.99009901,20,1.960784314
