,XGB,LGBM,RF,DT,kNN,PLS,MLR,lasso
0,0.02263890214979211,0.021874340518768243,0.0595876288659794,0.13155939444599235,0.019895778757043237,0.03778993945861803,0.038253746933415184,0.05108600398944316
1,0.07739101952747837,0.07742181355470515,0.10173926503823383,0.07170056654592735,0.10762196263737847,0.10109245294788946,0.10231757662069882,0.12261826960610905
2,0.015178493598360654,0.018839633219003588,0.18100012383517494,0.06580291631838026,0.027397056418903498,0.010159456851708243,0.012228972202777619,0.03278996034820783
3,0.02495614675146033,0.03235653109634542,0.010873037986439932,0.04529271539580818,0.021682968915741563,0.1163800915426749,0.1185180029756995,0.13187160217000898
4,0.01623804160061018,0.045695736875534354,0.0676462029039347,0.0,0.011464918842302982,0.06617830789037735,0.06658149440727024,0.08301879921169333
5,0.009201890966033494,0.0043938465135924115,0.015423206711866588,0.07235070121668055,0.023635811612904886,0.1130054323376378,0.11513160025202832,0.128485800900931
6,0.018356076899019497,0.027167723645870015,0.016052134608835797,0.014272003962725599,0.03736255048582848,0.08669693573553147,0.08794187163899167,0.10463960693071825
7,0.03962276951398894,0.06459875740650198,0.05193786570075229,0.02114485619640255,0.01473768755110337,0.09514166788305789,0.09723099546477812,0.11418902591652466
8,0.021906747940031307,0.019283556944622332,0.02657920807405348,0.057521438964737964,0.035802915393760765,0.10176735626968544,0.1038908818923833,0.11724521786856948
9,0.022776627361780016,0.03436865501347572,0.01303040153555593,0.008312436147487695,0.07106453480937897,0.13252070705352895,0.13252092318268194,0.11130851619536923
10,0.09813400853006266,0.07450799569313618,0.025504009163802882,0.01842048233800811,0.04724919924880877,0.13354936582269242,0.13270519027358538,0.11123248812625271
11,0.031347804245504124,0.020475028838266005,0.019959289186093285,0.0038698492306739746,0.035951241143845875,0.02578831651543545,0.024065551247090748,0.005936248415298481
12,0.0022600064735907865,0.01414790008139008,0.02893424352187232,0.045788056097334384,0.0013941607654637672,0.15697151230884646,0.15784547891284473,0.13689186344906895
13,0.030263424001331724,0.003867847255434473,0.03990371815114041,0.04913160583263675,0.008335762243311298,0.004789198540753048,0.003983628018710023,0.017729854531365052
14,0.05014669903337518,0.06243575644828889,0.045790378006873036,0.026841274263954648,0.017513514111234182,0.042926334354688706,0.042955909280426904,0.021741998656631165
15,0.01843641355136888,0.002521436650381653,0.057880870561282965,0.004117519581437107,0.04270023255627695,0.11199489692004402,0.11199027380480459,0.09438005765656923
16,0.017672756709815135,0.028704964832881152,0.10765394260239625,0.0066870994706046405,0.02621806238726082,0.04537176090962272,0.045381817192675866,0.02777084922619899
17,0.043692453938672215,0.03127929208029373,0.018115538218630906,0.09380514535153706,0.00153851856441925,0.06744487441767333,0.0674207326597489,0.05341345916883236
18,0.005804740270997449,0.007903371817284621,0.11458298504690226,0.027955790842388778,0.0391458382911217,0.028768038281538788,0.029636571717723242,0.04390414036865975
19,0.09140100848755589,0.1050350593583887,0.10817451472090617,0.015835423051917916,0.003506390935621065,0.1070343038495532,0.1078662972885229,0.09411871750303313
20,0.04619135745468275,0.026541439502687725,0.04440079254512225,0.035416860159128184,0.05717315435127168,0.0005324546112246142,0.0013208484468197612,0.022796407503470215
21,0.055971457242960126,0.06265850689477082,0.03910807714931391,0.11971765580012994,0.025231141675732704,0.03181847194978232,0.030961682032231957,0.016693511926702237
22,0.030622515330227584,0.054551249305372015,0.00016748707470368163,0.05454939475558035,0.01585197098929983,0.06813051782559831,0.06729588209493595,0.0810435972077092
23,0.04029417460211876,0.04286426383524253,0.00806306306306323,0.0547041887248073,0.07429202513577335,0.041343636073355144,0.041319193979975216,0.058930898728328795
24,0.009479648807901975,0.003815130545808329,0.028140460047676535,0.07170056654592738,0.035755736149041095,0.014773972381743439,0.015593921966623514,0.033465921874997084
25,0.05862121706256035,0.02713727429936731,0.05565926751493774,0.009349555741308316,0.021393945418834673,0.03516768263521225,0.03522932264506813,0.017356400594570234
26,0.04300049183231284,0.06263860577476005,0.05552738305315594,0.004427107519891012,0.013017276774765968,0.04839674383604218,0.04746135335134102,0.06507548387830198
27,0.0022204600366596827,0.007481457273110351,0.0049136249651709485,0.061391288195411904,0.02720292465676831,0.0012447463463656494,0.0005255515155243723,0.021212863807036922
28,0.028120138505363906,0.025528928127889927,0.0379325717470048,0.013327760750441162,0.027668698631399313,0.021640632532782617,0.021500756287071293,0.042979628267854134
29,0.06093674842442953,0.05854302159216089,0.019654499860685376,0.03851273954366739,0.005739720677965021,0.010272749626685729,0.011045661141189655,0.025577439330871754
30,0.004392743864918197,0.005179289850815165,0.008080709575554935,0.020479242128726663,0.004739528828289638,0.009924171314693447,0.011473078425502159,0.033472540726324954
31,0.04513567630376303,0.05198158701119903,0.006022723754682366,0.004504504504504514,0.011376810422859832,0.01651413212555744,0.014931026973771092,0.0034647408514913297
32,0.01407975566845824,0.013138262829546943,0.013356862016655938,0.007848054239806806,0.02616386856142046,0.07904561072222882,0.078083797320601,0.09569928112039669
33,0.05208972431120737,0.053677556341237984,0.030693167394198306,0.17367883347264784,0.0015788984861149769,0.03950471891311169,0.0394214952307215,0.05369357971497682
34,0.0074022044511163065,0.027320826231649123,0.015922262468654226,0.06501346707532274,0.016986841448847143,0.015101157783249997,0.015793929697164602,0.03753369829256065
35,0.012969052915391223,0.008211502510655444,0.043979288566917456,0.017275006965728618,0.01598120471132458,0.06732914950413962,0.06805611945903187,0.08619219357886754
36,0.06635099966253721,0.07042231519621449,0.011171790347048127,0.10174607597288013,0.02492514862919574,0.023894468242768696,0.024655636238638534,0.039188015882913846
