,RF,XGB,LGBM,DT,kNN,lasso,PLS,MLR
0,0.060745059371754236,0.014396967635358027,0.020417952721851748,0.06800943210846924,0.0004261704707217706,0.08336200090797169,0.10163885440299603,0.10189026087076025
1,0.015666816285202806,0.0033021325340296948,0.009258136649322263,0.03345450972686184,0.04926001437883484,0.03447774453142838,0.04368360279130526,0.04467584492787359
2,0.01635879509414953,0.006892418312075349,0.01365252991987441,0.03345450972686184,0.037162397118986834,0.009354268528768486,0.017739382501546164,0.01883927666849705
3,0.016792056747045384,0.025642549442293855,0.015097414547987242,0.03345450972686184,0.07991692446662646,0.004090143206875577,0.0039552801821461925,0.0022222023767737298
4,0.020542564377883238,0.02329805390285261,0.017359480807696337,0.03038767088678658,0.014937831507333812,0.04211650334288476,0.026301882709157995,0.025727520150246166
5,0.01217008976332394,0.0017143549479208542,0.0037308939539787422,0.008793476124975413,0.03917131116350017,0.019421250140592344,0.009867130784382283,0.009099265129849654
6,0.0038479447774065895,0.0035392522671340576,0.012541902443050298,0.0218707015130674,0.00604643228437908,0.018065154454580776,0.015661932882253274,0.014548036805310194
7,0.003969216400452946,0.003118622288954126,0.01047159470571099,0.0021895966089324065,0.03317519789757492,0.016299806985952514,0.0017831721953723567,0.0017383530258548163
8,0.06593768470822534,0.08450600127148755,0.05688245256045107,0.05617508351346039,0.044374126918843355,0.11127666346962026,0.10969418618439197,0.10847263807706636
9,0.025338599613389662,0.03155505554126509,0.017304933552008336,0.018667714678718778,0.051553105446400696,0.08306576900211063,0.07405378505593324,0.07335776855664669
10,0.027410998609668502,0.0205628861610771,0.01461713218166183,0.036195716250736865,0.024076272118819804,0.10818924500477053,0.09999800534569234,0.09919433681602324
11,9.613717105361186e-05,0.028268070059549733,0.014422252653215811,0.026609681011331633,0.03638368475157673,0.024637238253770982,0.005670827788006927,0.005863686754673442
12,0.03030694062356718,0.023175305193687247,0.03861036379567718,0.04765179799567692,0.013969470549777777,0.07622497338320433,0.09534215421431455,0.0951886105189462
13,0.034933112911602025,0.020286625689292716,0.03476812005007333,0.04765179799567692,0.011445536476378082,0.0008545453752246621,0.017509493345037284,0.01767890574081655
14,0.044545483157728945,0.033925777739311026,0.0435615814004767,0.04696404008646098,0.016380976778109152,0.04594231249802808,0.03602034899649816,0.035774157956751325
15,0.006788778980184457,0.009630502300989552,0.02115821998486095,0.014467478876007071,0.028653692107737536,0.05308583173118511,0.043984612516754396,0.04363076944662503
16,0.02005787030538944,0.004418409065123613,0.004048754071313082,0.032488373616296556,0.07511750840482627,0.021621720945055323,0.04178368506516511,0.04095701192368956
17,0.021757292124781988,0.02707133890603794,0.004347837049534425,0.03322853212811949,0.03781739495142548,0.021244709484514415,0.03315642265657592,0.03296293315352197
18,0.039002820918601286,0.03714093779107397,0.030152648340344257,0.06746577585642233,0.02766099409221471,0.0314756471825212,0.050816867015531786,0.050097845904438776
19,0.03394761460292508,0.034878557986045645,0.04336436464919317,0.04696404008646098,0.0010318611686352536,0.07518027356816237,0.06491004897029926,0.06488823441258815
20,0.019517346490407296,0.018406426972175406,0.03933639490202167,0.0035124778934957773,0.0010332835596783413,0.10030374957082225,0.09085426926005832,0.0907248026719647
21,0.03848173503697666,0.0301171742141024,0.04457713865678939,0.04242811292329861,0.015580276145423191,0.07938678537643072,0.09982735837360704,0.09882118404650292
22,0.04063697036012928,0.01948175173326752,0.019067419159211674,0.04847991466187575,0.03524792928506164,0.039757745670911004,0.0373964761466897,0.036961366902952014
23,0.0033606641074585414,0.0051728723489083694,0.0017811693543441226,0.014541167223423065,0.038713675805069334,0.034522069900630836,0.051522809014412724,0.05150013820657108
24,0.02247505727417054,0.03483528439903519,0.02126440729892802,0.015958790668949827,0.010708821732446278,0.045738691766873174,0.054489179932606796,0.05509969276318675
