,XGB,LGBM,RF,DT,kNN,MLR,PLS,lasso
0,0.23299879797869594,0.005511923867561608,0.031051740602483502,0.05196631652053141,0.002932450476540782,0.20828063009996234,0.0683383944671701,0.0974416606417679
1,0.01522210589381634,0.1276752138518965,0.08482789304627159,0.036689382758920086,0.06636916094981726,0.250841622744589,0.23497243344764251,0.21004303699341398
2,0.03518311507959149,0.14509364247497158,0.1428654831148538,0.11165403742884428,0.21139671267452675,0.38997652967974944,0.18111528815982614,0.1552980687692017
3,0.006296599342835663,0.20576389370805603,0.15756814827675747,0.10301458459935753,0.08298503928769252,0.28382669673187666,0.18365178293550866,0.16289625620164938
4,0.3475111250672885,0.13118739868538243,0.10666398992968285,0.12448997308794163,0.1674964119774317,0.2954935068692347,0.10978979637308739,0.07802306138930182
5,0.2792734316715051,0.015093277683705386,0.005510460977516507,0.02952885295102503,0.07184996603324201,0.11136792806286044,0.27111171826565095,0.24627626539691183
6,0.23097066441926806,0.013561215833837181,0.0012577046618617027,0.026532251063460355,0.0337786822263777,0.17878004270362002,0.22859319038531023,0.20978240797812375
7,0.10855152492815445,0.23628956307155602,0.21035332928205808,0.2801632086118587,0.29785853040771515,0.1468928749450369,0.2822596351103273,0.2524376444532144
8,0.04661061628916907,0.049375009405810855,0.030450125878982215,0.014949214341522854,0.02722715877622972,0.08417709579774563,0.09842733774442503,0.07872873240084255
9,0.1384056607657954,0.20298073332162825,0.14249283791995748,0.1423734699192637,0.31410759574564495,0.25910479476507375,0.29309715805075,0.26744903711400636
10,0.029560250145805878,0.24169580468192708,0.22862466359927291,0.2682198975605522,0.3098259301879289,0.36141967290443855,0.34975307813319123,0.3232171342600516
11,0.013817997714154484,0.11283216280385494,0.05617783661776282,0.1222545359840263,0.07544208501736377,0.3182064158791047,0.14146878120205114,0.17038603907738004
12,0.09875524080258113,0.13444366970167132,0.12812961194548467,0.08615331191943743,0.13700175738461284,0.058354022165124586,0.2763284935001903,0.2464155214293673
13,0.02395875316670454,0.003684762391595875,0.01872840524350816,0.011806580432329183,0.03808246181009434,0.2619268207812864,0.10173509392461333,0.06915865304460234
14,0.10157444873393456,0.008748095374182308,0.07254210434933428,0.11398558902682532,0.11595484671342204,0.3202348388597377,0.24030399604534614,0.21386495792947513
15,0.060146239882169994,0.26104001011975253,0.20660235263477744,0.21043493358798515,0.2370775582582194,0.38334405556774775,0.14543959771890053,0.17276645877116764
16,0.26312852388600194,0.11307499670755206,0.09468747287091162,0.07590936713256358,0.14798187781184047,0.04003364645963897,0.20521687490968066,0.17558573359532564
17,0.02877387525006836,0.023243532207580797,0.07030471395086169,0.13447347860057302,0.09600743094182684,0.3121584079411259,0.12206884845956217,0.09749939980197236
18,0.04720151443036025,0.009515107792246735,0.029672280579913446,0.04121885580345508,0.18872331054304237,0.11711245825091088,0.21594866963401788,0.18542970538326692
19,0.06625312754590229,0.0553006541204627,0.05742707700321292,0.16961107735046443,0.32736411118054376,0.13467128056825217,0.31741906001084996,0.29107396548046827
20,0.007649676166833874,0.10683337751597488,0.11249696154180011,0.17612205920652846,0.28693423741730684,0.09401627518463473,0.3283244809180157,0.301091563451238
21,0.22996169218473506,0.00968676202074914,0.06252170327285422,0.10806059553780711,0.3531457799275175,0.12793371532580267,0.033551183302411414,0.06310716974837499
22,0.0786399422384032,0.1990813072551173,0.1518408716034384,0.13992100008681296,0.009507695113333492,0.09687720645120046,0.4498749293368926,0.4710662664967295
23,0.106517648754336,0.41030547693587294,0.4077406892959444,0.49434846774893637,0.2620230862271017,0.19105923991797613,0.215206149813559,0.24792249990675042
24,0.1540032134297014,0.06831230840574207,0.062132563590588386,0.0018578001562635504,0.06806123866152608,0.2470951908231187,0.09269396270347258,0.12034862013989872
25,0.09798988230589184,0.4678508425512173,0.4233355760048614,0.29796423300633734,0.2746213251642375,0.5057230923962847,0.2055075463455191,0.2353725404585439
26,0.05500589892215142,0.09948116258801132,0.05593128743814424,0.031534855456202826,0.125688528574657,0.26961768035195166,0.1442995152601979,0.1649289469960883
27,0.04339776843028187,0.1534974614730431,0.13307860925427545,0.08475128049309838,0.19794176454049417,0.1557566610545003,0.10317157975062274,0.08165432507833648
28,0.1855456217035505,0.15038805538519262,0.09810378505078493,0.11713256359058949,0.26373327445045464,0.2214780720051412,0.10646608178358435,0.13899454470579703
29,0.3839134731343641,0.06842359971443807,0.07543211216251539,0.044289145469803504,0.025027599781735133,0.05476308060204843,0.055483599078450185,0.0810807798856164
30,0.021829820634466257,0.03428749255333241,0.02580150186648017,0.011915096796596969,0.06352884457296404,0.27856224218470527,0.16682992600712826,0.19837662240745568
31,0.017811109906052613,0.13786937210585648,0.13854783401336884,0.10020401076482333,0.14988604162104657,0.19977371181858472,0.13584451119041585,0.16134962728380264
32,0.012017914850230127,0.009571395920871417,0.009637121277891514,0.015004195966085043,0.015147089837154959,0.023230163984115815,0.10083992022582816,0.12128334366244958
33,0.04091850491031224,0.018040440306609146,0.03446392916051677,0.04142720722284915,0.07415708575708474,0.19512671738636944,0.11937301173782122,0.1979556709528889
34,0.04778514220846214,0.1097937639578499,0.14376964146193383,0.16088202100876808,0.1416572721969636,0.1553856788525011,0.06010267682632131,0.017592159452350375
35,0.2417518473538749,0.08716885714165812,0.140984894522093,0.07164250368955644,0.03757331923573154,0.19692009318644133,0.38285779647321155,0.3161741684444663
36,0.11252809448450818,0.020598188881685187,0.03345863356193968,0.03344784393486533,0.04394057592613254,0.09867415230736215,0.4956317091212161,0.4278723709850961
37,0.025613576931841353,0.04018342660386953,0.10685345950169256,0.09626331650812947,0.1427818714000726,0.12590351368092978,0.12746367820773363,0.20534640165738405
38,0.016591283280186678,0.05643482913909086,0.012977906068234887,0.11474954423127011,0.06812393935884449,0.36529998588174484,0.21367690169429282,0.14174369383780366
39,0.04930799282852466,0.2013330500929652,0.18674884972653863,0.09881066064762567,0.16115505730756227,0.18588380453040237,0.3811912987679489,0.3152076065046209
40,0.04427968283961742,0.0948607411805002,0.1214845038631841,0.0795455954757977,0.20726293852428535,0.29808059873951376,0.06584662045504897,0.13458772511305417
41,0.26368277260377315,0.24014743302812352,0.22057839222154813,0.19700370815919033,0.253123096874696,0.38059079222094944,0.03131392519687426,0.10511672251164483
42,0.07658957694204784,0.1307253484938637,0.06841479295077602,0.010429972839904322,0.04294266237728517,0.07778656382871185,0.09835254689329642,0.17721703686483203
43,0.05230574798165888,0.07620624124009368,0.0476647278409581,0.10021703272853533,0.11572185085510889,0.021557992100997403,0.19416398373617438,0.26626629004654445
44,0.0028246270719216593,0.08074350337880254,0.10919828110078722,0.11693723413490764,0.34995605567408067,0.15542352194064513,0.12459811103795015,0.2035546657232653
45,0.005153188612097015,0.05756212014137718,0.03849097143849389,0.10955812136470178,0.15892907822946478,0.10441196141211406,0.23375703630130262,0.3067640753934566
46,0.14419577237435632,0.022719838063432307,0.016264649709175738,0.15152356975431897,0.018803407127398808,0.1705514923703168,0.3224280719909073,0.38948559548990014
47,0.038033432840048786,0.0817771942157991,0.0839792950776953,0.1333449084121886,0.3231352922538485,0.1575490359717464,0.2042075566094581,0.2763267727652161
48,0.0301673071998535,0.14144604403027095,0.016988236826113945,0.09662297074398818,0.052149332599848774,0.0808138086436836,0.04797591501173559,0.12087506284479144
49,0.48370871746516264,0.13304504696059138,0.14326373817171723,0.2225515607753651,0.11226658056070526,0.08547144226656789,0.04348054938286894,0.12144138987269004
50,0.13103699888534381,0.002510412815673102,0.04110165813004607,0.03359666637728964,0.04100059308401083,0.20583178557644488,0.02912336068850685,0.10619637824193195
51,0.10524354285069537,0.5805488302143598,0.5239795121104212,0.6195676708047573,0.47972508127721997,0.35070436562822077,0.004615769416867477,0.0675834426507711
52,0.02195212512765965,0.04682405093192432,0.003974954423128341,0.021876899036374686,0.11311650829767883,0.11653367134164294,0.1172269517516129,0.19458180006150605
53,0.06902261122469999,0.003322111961463925,0.05272202448129071,0.16995109529183672,0.06429062272250463,0.07718409224136413,0.15504443099717602,0.23151145637067327
54,0.12220248114018506,0.2100156495822172,0.2427304887577072,0.18742946436322594,0.16256916970061341,0.10645945198749462,0.27975015429186645,0.35213537465877387
55,0.005184921614773352,0.06604619098771203,0.07125162774546479,0.037720288219463494,0.021131861311551425,0.022018935222386626,0.24845852402801788,0.1706375927513773
56,0.03267686471455589,0.08599153959243555,0.11702665161906378,0.19443238707063693,0.20073868595560784,0.1302297045125238,0.002765227995801034,0.06512020513828787
57,0.020892718008216793,0.18198185584243687,0.24781252712909363,0.1915964927511068,0.06907785195243599,0.08206215988301613,0.1362648474661468,0.06331772167529276
58,0.040987919913531234,0.012901058981931723,0.004438102265820976,0.01104262522788424,0.020818541547457547,0.04035876500026181,0.34980613722037146,0.27179731877275215
59,0.17099150821498021,0.0030165129624474263,0.005966446740169884,0.1685476169806407,0.09642692526758156,0.031032007580984344,0.07696486364723787,0.0016195140088064441
60,0.02965229878006259,0.042392413975334775,0.066063026304367,0.03242468964319822,0.1431863372130946,0.02967682191930976,0.08499481760262606,0.15208637138580838
61,0.1041976399839376,0.03283541014673563,0.002816216685475492,0.01284833752929937,0.0173500921740527,0.09932353117206683,0.020009642382743498,0.09722458147945612
62,0.015619293777610843,0.1733863812320161,0.15635081170240728,0.05365049049396642,0.3116014935381405,0.07492515173457814,0.0572870375869029,0.019040078573413832
63,0.06576690129785029,0.003043430332985375,0.012481118152613102,0.04913620974042876,0.07133931441259211,0.11649359015237415,0.13878687745633822,0.20595358610791192
64,0.013197558897321326,0.01148466040606222,0.021032424689644946,0.005677576178487631,0.030133762273235054,0.24786759985994433,0.017819137816531216,0.05858313321217701
65,0.03829144829728448,0.021795192429091337,0.02913100095494603,0.030888097925167002,0.002070448983014339,0.10919671351960913,0.06327432836184288,0.007178427073704086
66,0.1906802317253551,0.011754406912131865,0.0014788610122412615,0.014367566629047646,0.03529394235056965,0.1302938450908218,0.126575544991895,0.0534424109017721
67,0.029702563461345477,0.23853695794166996,0.17970309922736116,0.10940185780015632,0.21842816275682742,0.0949479462769024,0.007606740398739764,0.059576878098221986
68,0.2217676774532764,0.049497324645902174,0.008134820730966053,0.01944613247677751,0.00872243113208837,0.009283109826642821,0.0033175956330970813,0.07467508385042809
69,0.14796303298150681,0.007944153327789527,0.015422996787914922,0.0991116126978614,0.012584764208435573,0.08561829578149027,0.06677502924257411,0.09291684504510483
70,0.007072559090132158,0.02540521487032288,0.021527042277972086,0.0436886882541887,0.003131801479202889,0.016518975765901334,0.22461534291991347,0.24658328900207493
71,0.22952130886558153,0.1892300840289604,0.17336769684868253,0.11957635211389867,0.18131814002293173,0.2621354467792088,0.21355521095459035,0.24147267262991307
72,0.044452396598952115,0.15811010767679806,0.09129633648754065,0.16588534884393907,0.33777765565617923,0.45041421853831876,0.16674403955767353,0.18959980857623088
73,0.09562008159319363,0.09582117230143405,0.1268382672106959,0.14219984373643546,0.11056776672905744,0.1299909988786636,0.03736949258812661,0.0035025153196427405
74,0.12356989748393693,0.06854839139305013,0.08356563069711076,0.12697034712834687,0.08129345183371606,0.0946435250632881,0.30975822972785816,0.3335018216828116
75,0.12056769029228365,0.010646222217213397,0.03133648754232271,0.08648754232138195,0.06840247793986459,0.1281642751986068,0.08747328051114966,0.11342720914270182
76,0.16159868975906422,0.34993711430494684,0.23485849466099434,0.2862082935439998,0.44595474493338677,0.5733079520826918,0.33415213239588576,0.3549504247851832
77,0.049651080571235906,0.09588329830517872,0.04547465057730593,0.033878808924385884,0.0042398165183780145,0.05113500872657284,0.08810307545871365,0.11067701372080307
78,0.019927263772159587,0.06383433155749318,0.04977602222414901,0.06915530862053998,0.12489454445911552,0.07717083963349036,0.017368349292884888,0.04404100240695208
79,0.019467225142243083,0.020993137391646988,0.011427641288305534,0.027606563069710932,0.10801242485903456,0.10588515243446445,0.21074342633257248,0.1831829502821094
80,0.074688215006949,0.06325083924719466,0.10065826026564823,0.1114853719940968,0.043836120831849124,0.1301730535958529,0.15464805579265828,0.13126144946256435
81,0.007312167269331538,0.11224520058683851,0.13579911450646853,0.1437624793818908,0.19525987754247448,0.07233150932156007,0.24205620660233162,0.21451264039725648
82,0.06955520032915308,0.08100500137762678,0.12513021963712107,0.16168318182381897,0.16494441252843173,0.011209163220664786,0.08431384768326844,0.05090076179691272
83,0.026939179119275958,0.005548980708688034,0.002149492143415699,0.030362878722111297,0.07319808409151446,0.1662374982867878,0.16812631114729948,0.14483661057447406
84,0.061495185343380276,0.07529307244522793,0.023650273461237437,0.17421651184998704,0.06601908342647173,0.17561721290962246,0.17441172308484232,0.14517250691885575
