,XGB,LGBM,RF,DT,kNN,lasso,PLS,MLR
0,0.01257298659241246,0.006688880583390622,0.06876076121431807,0.09333937471681011,0.07644074080978905,0.15524187594748645,0.14957228249282875,0.15063002227205607
1,0.07626907678011263,0.09631993489836001,0.05825328500226534,0.03270842772995017,0.08125784988790008,0.1163991097219213,0.09746378480852999,0.09677847847468268
2,0.006007625147072426,0.014497391917373564,0.025464431354780548,0.02358405074762121,0.020334585906967434,0.08194119111119491,0.06142088103994413,0.06101111414685245
3,0.034360779806343666,0.01680667005637973,0.0016691209787041694,0.025033982782057096,0.04883683495099328,0.18210628678678986,0.16663385728704644,0.1673711528912476
4,0.05790422195134032,0.06971488772181927,0.051703103760761315,0.18105271107083523,0.07271890281981794,0.01847623874287116,0.028900787671107264,0.02701642956961328
5,0.17734362412536098,0.19387524783760118,0.17371884911644758,0.11999697930826159,0.1472340850265237,0.03946984529432357,0.02241243063672066,0.023425265681677354
6,0.10531372481414406,0.12312579108628349,0.16508439057544208,0.15262045008306901,0.10934079470141059,0.06212505111900102,0.07944009322649842,0.07848794033051987
7,0.019896549157929933,0.0007766882818304871,0.034092659719075644,0.06397825101948346,0.0262497268419839,0.11111145462145283,0.13505936245831707,0.13497873261887583
8,0.020414604379626305,0.020257289790406113,0.012609877661984625,0.10735727231536021,0.06665685208966923,0.08759081584955564,0.06826904976132253,0.06749272020400815
9,0.040621887499193876,0.053431284500318865,0.037620072496601514,0.10568645219755327,0.03788984001169485,0.12278671919615708,0.11514569940879812,0.11638795540531399
10,0.008101974656585187,0.017380345043621515,0.017992750339827945,0.06651563207974626,0.030068112191868668,0.021415633985544247,0.0005088827394516826,8.09262289291901e-06
11,0.01461393528250371,0.024808791192896862,0.0395378341640234,0.21751246035342092,0.0328052419143785,0.15415300309570595,0.1316612666917539,0.13143601601595067
12,0.05297341155530533,0.039167082942375475,0.031735387403715176,0.0952197553239692,0.02167753154537122,0.08112276780978589,0.06833081647096187,0.06840173711059355
13,0.1091442220098679,0.08525214611272933,0.12477571363842316,0.013434526506569996,0.1212947230484577,0.12150514078766705,0.1343202785969816,0.134254819350758
14,0.13401315656651397,0.12918936665060662,0.14136780697779808,0.17550974173085634,0.1495444542196621,0.06305053032970409,0.055283273091896845,0.05649579483541339
15,0.16571112675233612,0.17088773382630235,0.128668441323063,0.034164023561395536,0.1710060238815245,0.16049409700600556,0.17489421997317958,0.17455322128620035
16,0.09401576438396292,0.08402394150841844,0.07612256456728592,0.04492523787947438,0.14087856566081008,0.1756439084441396,0.18499615083980633,0.18350808965553425
17,0.08873377627628556,0.06502433561720145,0.03634458541005897,0.0040099682827367394,0.09530556800185364,0.14368921205076504,0.16630718590516544,0.166562170833968
