,XGB,RF,LGBM,DT,kNN,lasso,PLS,MLR
0,0.033424878802404745,0.1049779374037963,0.06254580896327,0.07183170856849663,0.11993912020204422,0.1362367117953902,0.20883486939101437,0.21335182953322995
1,0.024543074735193238,0.013610569522832294,0.036111029641881565,0.05377116469984611,0.016163031087473245,0.0641809399303569,0.006461816422494326,0.018015852168207835
2,0.023576648040206816,0.0861262185736274,0.03680599889392561,0.046485377116469884,0.06371205362944216,0.008984786082983254,0.06445426754635858,0.05142182333471579
3,0.011747613116494748,0.006925089789635797,0.14342753380412993,0.1573627501282709,0.1354476700065932,0.05583873666403766,0.06451295354374187,0.07874420457326159
4,0.006094576913066363,0.019274499743457962,0.02831024794376763,0.08219599794766552,0.19772979317602613,0.01222662789030754,0.044680161021213194,0.05929800898547116
5,0.02406543620798507,0.14965418163160615,0.028497785395658448,0.025243714725500188,0.31959684655223786,0.011375219210769949,0.18933006869580143,0.2017642935976771
6,0.06729310265010663,0.16369728065674688,0.03306892732158695,0.11605951770138528,0.016122596654300575,0.02413770010476618,0.18304735534708683,0.1710296084703492
7,0.013198251471022826,0.0716849666495637,0.012389437322464225,0.005130836326321164,0.11505176329027028,0.011413226015489608,0.1435239097516497,0.14212628268909763
8,0.1156893959346339,0.08592560287326795,0.03516152317614907,0.09358645459209847,0.13440250423703165,0.06113679963869206,0.26954916235083864,0.2707217552854071
9,0.043821789464197014,0.0070066700872244425,0.09768171193216346,0.02031811185223198,0.03897097665904725,0.03815065289677305,0.17961723318602218,0.17860620305820832
10,0.0013855383327645576,0.07130836326321188,0.09907127137907253,0.04258594150846584,0.07358324749229733,0.36591979499591315,0.26582719589295867,0.26738638576226526
11,0.08812928027896283,0.00114109799897405,0.013588367393110562,0.0832221652129297,0.02917533112925641,0.3817227708809824,0.19243639806273105,0.19290377640084655
12,0.016519257742787327,0.1028583889173933,0.06811058276391692,0.034581836839404814,0.12604585137153035,0.2019444394039117,0.07973546803378892,0.08058944330664264
13,0.16337620493324678,0.027210364289378952,0.024313561073460763,0.18506926629040532,0.07882787686506171,0.14991775905501492,0.2710943731368326,0.2758438785182006
14,0.08136605569617805,0.027986659825551152,0.10281091695303014,0.07326834273986649,0.06553064407544335,0.06585583018639007,0.1297514639822776,0.1323173463012633
15,0.018758640092357393,0.010898409440739165,0.15133392762857636,0.010672139558748073,0.0388819263410054,0.011366348400859094,0.13969736051624665,0.14374165130116173
16,0.01908255506320261,0.004606464853770975,0.1046255579839556,0.02801436634171367,0.06892225351237535,0.17723687190908127,0.19113559026281912,0.19486126338601945
17,0.0771906488855536,0.020824525397640237,0.039285893258200755,0.048691636736788,0.031185554213078726,0.09350162306351945,0.14305297192036825,0.14798720586486103
18,0.009595728455720098,0.030569009748588838,0.043379900137663574,0.007798871216008252,0.04103871711314766,0.14645185395115407,0.1253121906560376,0.13281664459765086
19,0.025377954560221627,0.23896100564392025,0.013161571644464465,0.009235505387378051,0.09136110794952962,0.13229074569050753,0.07077520219364436,0.06386896756179822
20,0.016793248618548196,0.06550641354540765,0.01944187726130675,0.05920985120574651,0.09141917786230436,0.07132887819641837,0.09832923718280806,0.10671388028058354
21,0.0059736643466293815,0.06560184710107737,0.004641176937106972,0.015084658799384365,0.1423333923591243,0.07212930548752211,0.2860067411969084,0.277333361527818
22,0.13930563912017324,0.04276757311441774,0.010387355074448781,0.09225243714725495,0.20250689092276652,0.04083120389696282,0.2857464936840925,0.27777832861145507
23,0.07576248049736023,0.009859415084658929,0.03852280842366862,0.07111339148281169,0.19418202632094722,0.14151871914049224,0.2518001955676809,0.24492384202623463
24,0.013675990176237551,0.01249358645459181,0.029312963027937566,0.0163673678809646,0.04483418069872655,0.17117495310662872,0.08743089440376337,0.08635486230670011
25,0.021424051087106877,0.0302914315033352,0.03950736836708006,0.00800410466906104,0.03657451396076379,0.317041210537725,0.13780686043363938,0.13530598008390304
26,0.01879565123107385,0.02708825038481283,0.09869948015330696,0.025756798358132438,0.09278711783165725,0.13123437986262126,0.09600113071422292,0.09927520493343564
27,0.014779480767286746,0.02005079527963062,0.03939011110340218,0.053104155977424294,0.050540331682296644,0.05450189515020576,0.1654415004404977,0.16205067693118363
28,0.0006973980878670627,0.028840430990250965,0.0809428233835327,0.012878399179066191,0.045541017825178054,0.03056737114019953,0.023740127093110852,0.030474364469021797
29,0.003034299709908206,0.03408465879938449,0.016313600621614494,0.013648024628014399,0.08894874983206874,0.23109928461631535,0.07738883670259578,0.08303126254731563
30,0.07722012993309546,0.08850230887634664,0.05300896120230482,0.11831708568496663,0.13424704396128317,0.11165341493955805,0.12293082491649332,0.12748143923002203
31,0.020099064391230617,0.015877886095433502,0.04401126270590883,0.022883530015392506,0.02123240925453529,0.057984866966238446,0.1353021129344375,0.12923407414131716
32,0.055987702047843216,0.022223704463827765,0.005195652300441778,0.0,0.01733120287389056,0.020414312099949317,0.10626950526655371,0.09872305800750403
33,0.08238110349323886,0.03662339661364805,0.016034403289451687,0.029451000513083636,0.12978235508253758,0.1451671910721774,0.045658264052316544,0.05249949671491333
34,0.0835157060941224,0.06063365828630085,0.10661009761199497,0.021908671113391454,0.13484544012884941,0.13141654971763655,0.13069976603979316,0.13792759563712814
35,0.1206480663393999,0.2593432529502308,0.09405399955946477,0.0416110826064649,0.21719379791525245,0.11931530792491207,0.1405974126107623,0.14702216724822104
36,0.02000770261191054,0.14380348896870188,0.08606225885131764,0.0023601847101077933,0.0906387719115766,0.016903814851541077,0.016528634065027248,0.011195690958759663
