,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_B16
331,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,3.882
332,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,5.231
333,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,1.946
334,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,2.526
335,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,2.639
336,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,2.565
337,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,1.253
338,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,2.526
339,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,4.483
340,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,3.892
341,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,3.961
342,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,2.398
343,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,4.297
344,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,5.354
345,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,2.398
346,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,1.946
347,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,3.597
348,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,2.015
349,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,1.609
350,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,2.97
351,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,5.472
352,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,4.431
353,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,4.654
354,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,3.512
355,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,4.771
356,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,4.856
357,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,3.942
358,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,3.714
359,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,4.127
360,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,4.927
361,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,4.483
362,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,4.297
363,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,1.609
364,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,2.89
365,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,2.97
366,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,0.916
367,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,3.871
368,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,4.151
369,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,0.405
370,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,2.197
371,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,2.015
372,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,0.405
373,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,3.045
374,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,3.418
375,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,3.882
376,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,3.85
377,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,3.114
378,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,4.564
379,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,4.549
380,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,4.864
381,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,2.674
382,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,2.89
383,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,4.052
384,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,3.481
385,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,2.741
386,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,4.973
387,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,5.204
388,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,5.527
389,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,3.219
390,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,3.466
391,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,4.35
392,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,3.512
393,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,2.833
394,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,5.501
395,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,4.494
396,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,5.296
397,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,4.625
398,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,3.97
399,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,5.066
400,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,4.06
401,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,4.205
402,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,6.481
403,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,6.147
404,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,5.975
405,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,7.315
406,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,6.53
407,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,3.114
408,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,2.862
409,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,2.14
410,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,2.862
411,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,4.741
412,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,6.017
413,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,1.609
414,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,2.708
415,901,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,500,3.497
416,902,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,500,4.64
417,903,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,500,4.6
418,904,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,500,3.795
419,905,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,500,3.861
420,906,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,500,4.663
421,907,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,500,4.718
422,908,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,500,3.998
423,909,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,500,5.507
424,911,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,500,4.086
425,912,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,500,5.549
426,913,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,500,3.818
427,914,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,500,4.663
428,915,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,500,4.151
429,916,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,500,4.718
430,917,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,500,4.256
431,918,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,500,4.317
432,919,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,500,3.045
433,920,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,500,4.787
434,921,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,500,5.244
435,923,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,500,4.58
436,924,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,500,4.62
437,925,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,500,4.388
438,926,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,500,3.418
439,927,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,500,3.97
440,928,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,500,3.555
441,929,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,500,4.29
442,930,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,500,3.401
443,931,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,500,3.296
444,932,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,500,3.714
445,933,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,500,3.135
446,935,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,500,4.483
447,936,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,500,5.043
448,937,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,500,4.779
449,938,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,500,3.701
450,939,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,500,3.942
451,940,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,500,3.882
452,941,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,500,3.296
453,942,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,500,2.918
454,943,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,500,4.111
455,944,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,500,3.664
456,945,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,500,4.718
457,947,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,500,3.922
458,948,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,500,5.091
459,949,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,500,7.45
460,950,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,500,5.956
461,951,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,500,4.973
462,952,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,500,6.488
463,953,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,500,5.903
464,954,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,500,5.768
465,955,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,500,6.125
466,956,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,500,6.158
467,957,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,500,5.833
468,959,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,500,4.8
469,960,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,500,6.642
470,966,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,100,5.675
471,967,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,100,4.174
472,968,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,100,4.234
473,969,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,100,4.29
474,970,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,100,4.585
475,971,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,100,5.085
476,972,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,100,4.959
477,978,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,100,5.659
478,979,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,100,1.792
479,980,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,100,5.316
480,981,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,100,4.554
481,982,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,100,4.62
482,983,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,100,3.135
483,984,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,100,5.124
484,990,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,100,6.373
485,991,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,100,6.084
486,992,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,100,4.736
487,993,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,100,5.316
488,994,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,100,5.438
489,995,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,100,5.375
490,996,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,100,3.597
491,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,6.327
492,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,6.848
493,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,5.849
494,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,5.316
495,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,5.57
496,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,4.792
497,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,4.419
498,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,4.741
499,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,4.182
500,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,5.447
501,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,4.527
502,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,3.98
503,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,4.382
504,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,6.143
