,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,PDI
762,0,1,11.8502,2,8,28,0,4,10,60,500,209.3333333,0.170666667
763,0,1,11.8502,2,8,28,0,8,10,60,500,223.4666667,0.241666667
764,0,1,11.8502,2,8,28,0,12,10,60,500,185.9666667,0.238
765,0,1,11.8502,2,8,28,0,4,10,80,500,230.6,0.265666667
766,0,1,11.8502,2,8,28,0,8,10,80,500,208.0666667,0.248333333
767,0,1,11.8502,2,8,28,0,12,10,80,500,188.6333333,0.284666667
768,0,1,11.8502,2,8,28,0,4,1,20,500,337.1666667,0.21
769,0,1,11.8502,2,8,28,0,8,1,20,500,247.8666667,0.220833333
771,0,1,11.8502,2,8,28,0,4,1,40,500,239.25,0.211166667
772,0,1,11.8502,2,8,28,0,8,1,40,500,323.1666667,0.111333333
773,0,1,11.8502,2,8,28,0,12,1,40,500,255.3,0.203333333
774,0,1,11.8502,2,8,28,0,4,1,60,500,501.3333333,0.13
775,0,1,11.8502,2,8,28,0,8,1,60,500,231.3666667,0.207666667
776,0,1,11.8502,2,8,28,0,12,1,60,500,229.3333333,0.148666667
777,0,1,11.8502,2,8,28,0,4,1,80,500,232.4333333,0.112333333
778,0,1,11.8502,2,8,28,0,8,1,80,500,341.5666667,0.096333333
779,0,1,11.8502,2,8,28,0,12,1,80,500,278.9666667,0.099666667
780,0,1,11.8502,2,8,28,0,4,200,20,100,198.6,0.339666667
781,0,1,11.8502,2,8,28,0,8,200,20,100,144.3666667,0.263666667
782,0,1,11.8502,2,8,28,0,12,200,20,100,164.5666667,0.468666667
783,0,1,11.8502,2,8,28,0,4,200,40,100,162.7333333,0.169666667
784,0,1,11.8502,2,8,28,0,8,200,40,100,145.8,0.22
785,0,1,11.8502,2,8,28,0,12,200,40,100,139.0666667,0.236333333
786,0,1,11.8502,2,8,28,0,4,200,60,100,151.2,0.2
787,0,1,11.8502,2,8,28,0,8,200,60,100,123.4666667,0.224
788,0,1,11.8502,2,8,28,0,12,200,60,100,114.8,0.250333333
789,0,1,11.8502,2,8,28,0,4,200,80,100,168.1,0.237
790,0,1,11.8502,2,8,28,0,8,200,80,100,147.2333333,0.233666667
791,0,1,11.8502,2,8,28,0,12,200,80,100,150.2,0.243666667
792,0,1,11.8502,2,8,28,0,4,100,20,100,139.3666667,0.235
793,0,1,11.8502,2,8,28,0,8,100,20,100,176.9,0.498333333
794,0,1,11.8502,2,8,28,0,12,100,20,100,120.0666667,0.183333333
795,0,1,11.8502,2,8,28,0,4,100,40,100,167.7333333,0.218
796,0,1,11.8502,2,8,28,0,8,100,40,100,130.9,0.225
797,0,1,11.8502,2,8,28,0,12,100,40,100,141.1666667,0.267666667
798,0,1,11.8502,2,8,28,0,4,100,60,100,129.2666667,0.165666667
799,0,1,11.8502,2,8,28,0,8,100,60,100,116.2666667,0.202
800,0,1,11.8502,2,8,28,0,12,100,60,100,167.0666667,0.242333333
801,0,1,11.8502,2,8,28,0,4,100,80,100,181.1666667,0.229
802,0,1,11.8502,2,8,28,0,8,100,80,100,146.6,0.229333333
803,0,1,11.8502,2,8,28,0,12,100,80,100,153.0,0.251333333
804,0,1,11.8502,2,8,28,0,4,50,20,100,150.3,0.243666667
805,0,1,11.8502,2,8,28,0,8,50,20,100,136.1333333,0.233666667
806,0,1,11.8502,2,8,28,0,12,50,20,100,139.5,0.318333333
807,0,1,11.8502,2,8,28,0,4,50,40,100,179.5333333,0.216666667
808,0,1,11.8502,2,8,28,0,8,50,40,100,136.8333333,0.254666667
809,0,1,11.8502,2,8,28,0,12,50,40,100,124.5333333,0.238333333
810,0,1,11.8502,2,8,28,0,4,50,60,100,147.5,0.220333333
811,0,1,11.8502,2,8,28,0,8,50,60,100,117.8333333,0.217
812,0,1,11.8502,2,8,28,0,12,50,60,100,174.4333333,0.279
813,0,1,11.8502,2,8,28,0,4,50,80,100,166.5,0.239333333
814,0,1,11.8502,2,8,28,0,8,50,80,100,146.4333333,0.211666667
815,0,1,11.8502,2,8,28,0,12,50,80,100,172.0,0.255
816,0,1,11.8502,2,8,28,0,4,10,20,100,142.4333333,0.208333333
817,0,1,11.8502,2,8,28,0,8,10,20,100,124.6,0.187666667
818,0,1,11.8502,2,8,28,0,12,10,20,100,134.9,0.226333333
819,0,1,11.8502,2,8,28,0,4,10,40,100,170.8666667,0.251666667
820,0,1,11.8502,2,8,28,0,8,10,40,100,165.8,0.278666667
821,0,1,11.8502,2,8,28,0,12,10,40,100,137.2,0.217666667
822,0,1,11.8502,2,8,28,0,4,10,60,100,140.6333333,0.203333333
823,0,1,11.8502,2,8,28,0,8,10,60,100,123.8333333,0.230333333
824,0,1,11.8502,2,8,28,0,12,10,60,100,184.6,0.286333333
825,0,1,11.8502,2,8,28,0,4,10,80,100,181.1666667,0.243
826,0,1,11.8502,2,8,28,0,8,10,80,100,163.4,0.253333333
827,0,1,11.8502,2,8,28,0,12,10,80,100,156.7666667,0.272333333
828,0,1,11.8502,2,8,28,0,4,1,20,100,346.0333333,0.224666667
829,0,1,11.8502,2,8,28,0,8,1,20,100,247.9666667,0.196666667
831,0,1,11.8502,2,8,28,0,4,1,40,100,204.2333333,0.204666667
832,0,1,11.8502,2,8,28,0,8,1,40,100,159.2666667,0.215333333
833,0,1,11.8502,2,8,28,0,12,1,40,100,176.7666667,0.192666667
834,0,1,11.8502,2,8,28,0,4,1,60,100,183.5666667,0.132666667
835,0,1,11.8502,2,8,28,0,8,1,60,100,154.5,0.166666667
836,0,1,11.8502,2,8,28,0,12,1,60,100,198.3333333,0.194333333
837,0,1,11.8502,2,8,28,0,4,1,80,100,279.1333333,0.122666667
838,0,1,11.8502,2,8,28,0,8,1,80,100,185.8,0.107333333
839,0,1,11.8502,2,8,28,0,12,1,80,100,161.5666667,0.190333333
840,0,1,11.8502,2,8,28,0,4,200,20,10,136.6,0.355
841,0,1,11.8502,2,8,28,0,8,200,20,10,171.6333333,0.635
842,0,1,11.8502,2,8,28,0,12,200,20,10,132.0333333,0.295333333
843,0,1,11.8502,2,8,28,0,4,200,40,10,118.8333333,0.163666667
844,0,1,11.8502,2,8,28,0,8,200,40,10,101.1166667,0.191666667
845,0,1,11.8502,2,8,28,0,12,200,40,10,104.8433333,0.204
846,0,1,11.8502,2,8,28,0,4,200,60,10,127.2666667,0.196666667
847,0,1,11.8502,2,8,28,0,8,200,60,10,129.6333333,0.221
848,0,1,11.8502,2,8,28,0,12,200,60,10,106.2,0.176
849,0,1,11.8502,2,8,28,0,4,200,80,10,146.4,0.159333333
850,0,1,11.8502,2,8,28,0,8,200,80,10,125.3333333,0.210666667
851,0,1,11.8502,2,8,28,0,12,200,80,10,126.2666667,0.168666667
852,0,1,11.8502,2,8,28,0,4,100,20,10,162.4,0.433333333
853,0,1,11.8502,2,8,28,0,8,100,20,10,116.5333333,0.39
854,0,1,11.8502,2,8,28,0,12,100,20,10,119.3,0.326333333
855,0,1,11.8502,2,8,28,0,4,100,40,10,115.8333333,0.177666667
856,0,1,11.8502,2,8,28,0,8,100,40,10,132.1666667,0.207666667
857,0,1,11.8502,2,8,28,0,12,100,40,10,118.2666667,0.222
858,0,1,11.8502,2,8,28,0,4,100,60,10,121.0,0.170333333
859,0,1,11.8502,2,8,28,0,8,100,60,10,111.5333333,0.215666667
860,0,1,11.8502,2,8,28,0,12,100,60,10,126.0666667,0.171333333
861,0,1,11.8502,2,8,28,0,4,100,80,10,144.3333333,0.148
862,0,1,11.8502,2,8,28,0,8,100,80,10,116.6333333,0.159
863,0,1,11.8502,2,8,28,0,12,100,80,10,127.7333333,0.197333333
864,0,1,11.8502,2,8,28,0,4,50,20,10,159.3666667,0.433
865,0,1,11.8502,2,8,28,0,8,50,20,10,116.4666667,0.282333333
866,0,1,11.8502,2,8,28,0,12,50,20,10,153.8,0.473666667
867,0,1,11.8502,2,8,28,0,4,50,40,10,108.6666667,0.173666667
868,0,1,11.8502,2,8,28,0,8,50,40,10,118.8333333,0.208333333
869,0,1,11.8502,2,8,28,0,12,50,40,10,113.7333333,0.229
870,0,1,11.8502,2,8,28,0,4,50,60,10,132.3,0.207333333
871,0,1,11.8502,2,8,28,0,8,50,60,10,117.4333333,0.154666667
872,0,1,11.8502,2,8,28,0,12,50,60,10,120.5333333,0.225333333
873,0,1,11.8502,2,8,28,0,4,50,80,10,131.1,0.132333333
874,0,1,11.8502,2,8,28,0,8,50,80,10,119.6,0.184
875,0,1,11.8502,2,8,28,0,12,50,80,10,121.0,0.19
876,0,1,11.8502,2,8,28,0,4,10,20,10,191.2666667,0.513
877,0,1,11.8502,2,8,28,0,8,10,20,10,385.8666667,0.701
878,0,1,11.8502,2,8,28,0,12,10,20,10,183.3333333,0.539333333
879,0,1,11.8502,2,8,28,0,4,10,40,10,97.60333333,0.188333333
880,0,1,11.8502,2,8,28,0,8,10,40,10,119.1666667,0.197333333
881,0,1,11.8502,2,8,28,0,12,10,40,10,103.9666667,0.224666667
882,0,1,11.8502,2,8,28,0,4,10,60,10,143.1666667,0.189666667
883,0,1,11.8502,2,8,28,0,8,10,60,10,124.6,0.196333333
884,0,1,11.8502,2,8,28,0,12,10,60,10,118.8333333,0.200333333
885,0,1,11.8502,2,8,28,0,4,10,80,10,128.4666667,0.170666667
886,0,1,11.8502,2,8,28,0,8,10,80,10,122.4,0.174
887,0,1,11.8502,2,8,28,0,12,10,80,10,134.6,0.224
888,0,1,11.8502,2,8,28,0,4,1,20,10,216.2666667,0.555666667
889,0,1,11.8502,2,8,28,0,8,1,20,10,193.8333333,0.536666667
891,0,1,11.8502,2,8,28,0,4,1,40,10,139.2666667,0.179
892,0,1,11.8502,2,8,28,0,8,1,40,10,163.2333333,0.229
893,0,1,11.8502,2,8,28,0,12,1,40,10,190.5333333,0.275333333
894,0,1,11.8502,2,8,28,0,4,1,60,10,149.8666667,0.227333333
895,0,1,11.8502,2,8,28,0,8,1,60,10,152.6333333,0.220666667
896,0,1,11.8502,2,8,28,0,12,1,60,10,183.5,0.219
897,0,1,11.8502,2,8,28,0,4,1,80,10,169.6,0.205
898,0,1,11.8502,2,8,28,0,8,1,80,10,157.9,0.182
899,0,1,11.8502,2,8,28,0,12,1,80,10,186.1,0.175666667
900,1,0,12.73,0,0,36,0,4,200,20,500,145.9333333,0.338333333
901,1,0,12.73,0,0,36,0,8,200,20,500,232.5,0.528666667
902,1,0,12.73,0,0,36,0,12,200,20,500,473.7,0.365666667
903,1,0,12.73,0,0,36,0,4,200,40,500,173.3333333,0.338666667
904,1,0,12.73,0,0,36,0,8,200,40,500,143.8666667,0.368
905,1,0,12.73,0,0,36,0,12,200,40,500,186.3333333,0.315333333
906,1,0,12.73,0,0,36,0,4,200,60,500,185.8333333,0.162333333
907,1,0,12.73,0,0,36,0,8,200,60,500,160.5333333,0.243333333
908,1,0,12.73,0,0,36,0,12,200,60,500,132.9666667,0.204333333
909,1,0,12.73,0,0,36,0,4,200,80,500,242.4,0.187
910,1,0,12.73,0,0,36,0,8,200,80,500,106.8,0.147333333
911,1,0,12.73,0,0,36,0,12,200,80,500,104.0333333,0.246333333
912,1,0,12.73,0,0,36,0,4,100,20,500,251.5666667,0.556333333
913,1,0,12.73,0,0,36,0,8,100,20,500,253.2333333,0.742333333
914,1,0,12.73,0,0,36,0,12,100,20,500,403.8666667,0.668
915,1,0,12.73,0,0,36,0,4,100,40,500,174.2,0.307333333
916,1,0,12.73,0,0,36,0,8,100,40,500,177.8666667,0.396666667
917,1,0,12.73,0,0,36,0,12,100,40,500,130.0333333,0.248
918,1,0,12.73,0,0,36,0,4,100,60,500,159.0333333,0.152333333
919,1,0,12.73,0,0,36,0,8,100,60,500,130.7,0.201
920,1,0,12.73,0,0,36,0,12,100,60,500,130.8333333,0.252666667
921,1,0,12.73,0,0,36,0,4,100,80,500,212.2333333,0.199
922,1,0,12.73,0,0,36,0,8,100,80,500,121.7,0.187
923,1,0,12.73,0,0,36,0,12,100,80,500,107.7,0.204333333
924,1,0,12.73,0,0,36,0,4,50,20,500,180.5666667,0.500666667
925,1,0,12.73,0,0,36,0,8,50,20,500,365.4333333,0.661333333
926,1,0,12.73,0,0,36,0,12,50,20,500,248.0,0.695666667
927,1,0,12.73,0,0,36,0,4,50,40,500,172.9,0.316333333
928,1,0,12.73,0,0,36,0,8,50,40,500,177.5666667,0.327
929,1,0,12.73,0,0,36,0,12,50,40,500,151.3333333,0.329666667
930,1,0,12.73,0,0,36,0,4,50,60,500,160.6,0.190333333
931,1,0,12.73,0,0,36,0,8,50,60,500,158.3,0.218666667
932,1,0,12.73,0,0,36,0,12,50,60,500,132.8,0.234333333
933,1,0,12.73,0,0,36,0,4,50,80,500,230.8333333,0.238333333
934,1,0,12.73,0,0,36,0,8,50,80,500,122.1333333,0.205666667
935,1,0,12.73,0,0,36,0,12,50,80,500,115.7666667,0.249666667
936,1,0,12.73,0,0,36,0,4,10,20,500,164.7,0.432333333
937,1,0,12.73,0,0,36,0,8,10,20,500,498.1666667,0.394666667
938,1,0,12.73,0,0,36,0,12,10,20,500,212.7666667,0.700666667
939,1,0,12.73,0,0,36,0,4,10,40,500,185.4666667,0.308
940,1,0,12.73,0,0,36,0,8,10,40,500,163.3333333,0.316333333
941,1,0,12.73,0,0,36,0,12,10,40,500,149.6666667,0.19
942,1,0,12.73,0,0,36,0,4,10,60,500,154.3333333,0.224666667
943,1,0,12.73,0,0,36,0,8,10,60,500,137.2666667,0.244333333
944,1,0,12.73,0,0,36,0,12,10,60,500,117.2333333,0.258666667
945,1,0,12.73,0,0,36,0,4,10,80,500,255.5,0.361
946,1,0,12.73,0,0,36,0,8,10,80,500,110.3666667,0.194333333
947,1,0,12.73,0,0,36,0,12,10,80,500,112.2666667,0.185333333
948,1,0,12.73,0,0,36,0,4,1,20,500,194.9,0.444
949,1,0,12.73,0,0,36,0,8,1,20,500,197.3,0.518
950,1,0,12.73,0,0,36,0,12,1,20,500,175.9,0.469
951,1,0,12.73,0,0,36,0,4,1,40,500,195.9,0.281333333
952,1,0,12.73,0,0,36,0,8,1,40,500,140.6333333,0.247666667
953,1,0,12.73,0,0,36,0,12,1,40,500,185.2,0.268333333
954,1,0,12.73,0,0,36,0,4,1,60,500,213.6,0.21
955,1,0,12.73,0,0,36,0,8,1,60,500,150.9333333,0.205
956,1,0,12.73,0,0,36,0,12,1,60,500,150.2333333,0.234666667
957,1,0,12.73,0,0,36,0,4,1,80,500,300.9666667,0.388666667
958,1,0,12.73,0,0,36,0,8,1,80,500,133.4,0.216666667
959,1,0,12.73,0,0,36,0,12,1,80,500,153.8666667,0.301
960,1,0,12.73,0,0,36,0,4,200,20,100,163.7333333,0.523666667
961,1,0,12.73,0,0,36,0,8,200,20,100,169.7666667,0.279
962,1,0,12.73,0,0,36,0,12,200,20,100,196.0333333,0.504333333
963,1,0,12.73,0,0,36,0,4,200,40,100,190.9666667,0.371666667
964,1,0,12.73,0,0,36,0,8,200,40,100,181.9,0.496666667
965,1,0,12.73,0,0,36,0,12,200,40,100,170.2666667,0.446
966,1,0,12.73,0,0,36,0,4,200,60,100,159.0666667,0.272333333
967,1,0,12.73,0,0,36,0,8,200,60,100,140.5333333,0.257666667
968,1,0,12.73,0,0,36,0,12,200,60,100,127.2666667,0.248666667
969,1,0,12.73,0,0,36,0,4,200,80,100,131.1666667,0.235333333
970,1,0,12.73,0,0,36,0,8,200,80,100,128.2,0.279
971,1,0,12.73,0,0,36,0,12,200,80,100,125.3333333,0.289666667
972,1,0,12.73,0,0,36,0,4,100,20,100,171.9333333,0.524333333
973,1,0,12.73,0,0,36,0,8,100,20,100,150.5666667,0.471333333
974,1,0,12.73,0,0,36,0,12,100,20,100,136.6666667,0.332
975,1,0,12.73,0,0,36,0,4,100,40,100,204.2333333,0.537
976,1,0,12.73,0,0,36,0,8,100,40,100,171.6333333,0.404
977,1,0,12.73,0,0,36,0,12,100,40,100,196.8,0.642333333
978,1,0,12.73,0,0,36,0,4,100,60,100,153.2333333,0.228
979,1,0,12.73,0,0,36,0,8,100,60,100,110.4333333,0.225
980,1,0,12.73,0,0,36,0,12,100,60,100,143.0666667,0.188333333
981,1,0,12.73,0,0,36,0,4,100,80,100,134.9333333,0.235
982,1,0,12.73,0,0,36,0,8,100,80,100,120.1333333,0.319
983,1,0,12.73,0,0,36,0,12,100,80,100,102.2966667,0.366333333
984,1,0,12.73,0,0,36,0,4,50,20,100,122.2333333,0.363
985,1,0,12.73,0,0,36,0,8,50,20,100,216.0,0.552
986,1,0,12.73,0,0,36,0,12,50,20,100,126.4666667,0.392333333
987,1,0,12.73,0,0,36,0,4,50,40,100,189.7333333,0.336333333
988,1,0,12.73,0,0,36,0,8,50,40,100,174.6,0.402
989,1,0,12.73,0,0,36,0,12,50,40,100,159.8666667,0.449
990,1,0,12.73,0,0,36,0,4,50,60,100,140.7,0.195
991,1,0,12.73,0,0,36,0,8,50,60,100,139.5333333,0.184333333
992,1,0,12.73,0,0,36,0,12,50,60,100,151.2,0.308
993,1,0,12.73,0,0,36,0,4,50,80,100,127.9666667,0.211
994,1,0,12.73,0,0,36,0,8,50,80,100,114.8333333,0.408
995,1,0,12.73,0,0,36,0,12,50,80,100,91.54,0.411333333
996,1,0,12.73,0,0,36,0,4,10,20,100,113.9666667,0.287
997,1,0,12.73,0,0,36,0,8,10,20,100,283.5666667,0.667
998,1,0,12.73,0,0,36,0,12,10,20,100,143.6333333,0.598333333
999,1,0,12.73,0,0,36,0,4,10,40,100,131.7,0.376333333
1000,1,0,12.73,0,0,36,0,8,10,40,100,146.2666667,0.390333333
1001,1,0,12.73,0,0,36,0,12,10,40,100,124.9666667,0.358333333
1002,1,0,12.73,0,0,36,0,4,10,60,100,133.3,0.207666667
1003,1,0,12.73,0,0,36,0,8,10,60,100,147.6666667,0.244
1004,1,0,12.73,0,0,36,0,12,10,60,100,128.9333333,0.282666667
1005,1,0,12.73,0,0,36,0,4,10,80,100,129.7,0.235666667
1006,1,0,12.73,0,0,36,0,8,10,80,100,88.21333333,0.315333333
1007,1,0,12.73,0,0,36,0,12,10,80,100,86.61,0.321666667
1008,1,0,12.73,0,0,36,0,4,1,20,100,97.09666667,0.323333333
1009,1,0,12.73,0,0,36,0,8,1,20,100,125.0333333,0.341666667
1010,1,0,12.73,0,0,36,0,12,1,20,100,150.1,0.389666667
1011,1,0,12.73,0,0,36,0,4,1,40,100,116.0,0.189
1012,1,0,12.73,0,0,36,0,8,1,40,100,120.9333333,0.245666667
1013,1,0,12.73,0,0,36,0,12,1,40,100,140.9333333,0.236
1014,1,0,12.73,0,0,36,0,4,1,60,100,154.5,0.208
1015,1,0,12.73,0,0,36,0,8,1,60,100,149.3333333,0.211
1016,1,0,12.73,0,0,36,0,12,1,60,100,146.9666667,0.253666667
1017,1,0,12.73,0,0,36,0,4,1,80,100,172.9666667,0.199666667
1018,1,0,12.73,0,0,36,0,8,1,80,100,95.48333333,0.285666667
1019,1,0,12.73,0,0,36,0,12,1,80,100,97.44333333,0.335
1020,1,0,12.73,0,0,36,0,4,200,20,10,280.2666667,0.666
1021,1,0,12.73,0,0,36,0,8,200,20,10,135.4333333,0.426333333
1022,1,0,12.73,0,0,36,0,12,200,20,10,172.7666667,0.708333333
1023,1,0,12.73,0,0,36,0,4,200,40,10,161.0333333,0.731
1024,1,0,12.73,0,0,36,0,8,200,40,10,103.78,0.529666667
1025,1,0,12.73,0,0,36,0,12,200,40,10,194.2,0.767666667
1026,1,0,12.73,0,0,36,0,4,200,60,10,277.0333333,0.281333333
1027,1,0,12.73,0,0,36,0,8,200,60,10,197.9,0.621666667
1028,1,0,12.73,0,0,36,0,12,200,60,10,250.5333333,0.345333333
1029,1,0,12.73,0,0,36,0,4,200,80,10,203.0666667,0.320666667
1030,1,0,12.73,0,0,36,0,8,200,80,10,183.1333333,0.504333333
1031,1,0,12.73,0,0,36,0,12,200,80,10,204.2666667,0.304
1032,1,0,12.73,0,0,36,0,4,100,20,10,172.2333333,0.682333333
1033,1,0,12.73,0,0,36,0,8,100,20,10,135.7,0.478333333
1034,1,0,12.73,0,0,36,0,12,100,20,10,198.1333333,0.776
1035,1,0,12.73,0,0,36,0,4,100,40,10,108.2,0.709666667
1036,1,0,12.73,0,0,36,0,8,100,40,10,119.6333333,0.53
1037,1,0,12.73,0,0,36,0,12,100,40,10,203.1333333,0.677
1038,1,0,12.73,0,0,36,0,4,100,60,10,159.9,0.686666667
1039,1,0,12.73,0,0,36,0,8,100,60,10,224.8,0.432666667
1040,1,0,12.73,0,0,36,0,12,100,60,10,252.4666667,0.39
1041,1,0,12.73,0,0,36,0,4,100,80,10,554.6666667,0.804333333
1042,1,0,12.73,0,0,36,0,8,100,80,10,153.5666667,0.714666667
1043,1,0,12.73,0,0,36,0,12,100,80,10,186.2666667,0.42
1044,1,0,12.73,0,0,36,0,4,50,20,10,240.3333333,0.832333333
1045,1,0,12.73,0,0,36,0,8,50,20,10,153.9333333,0.520333333
1046,1,0,12.73,0,0,36,0,12,50,20,10,262.8333333,0.865666667
1047,1,0,12.73,0,0,36,0,4,50,40,10,93.57666667,0.435
1048,1,0,12.73,0,0,36,0,8,50,40,10,145.4,0.66
1049,1,0,12.73,0,0,36,0,12,50,40,10,272.0,0.758
1050,1,0,12.73,0,0,36,0,4,50,60,10,144.8666667,0.739
1051,1,0,12.73,0,0,36,0,8,50,60,10,225.2666667,0.471
1052,1,0,12.73,0,0,36,0,12,50,60,10,831.5,1.0
1053,1,0,12.73,0,0,36,0,4,50,80,10,178.0666667,0.533333333
1054,1,0,12.73,0,0,36,0,8,50,80,10,134.8666667,0.524333333
1055,1,0,12.73,0,0,36,0,12,50,80,10,113.5333333,0.564
1056,1,0,12.73,0,0,36,0,4,10,20,10,132.8333333,0.450333333
1057,1,0,12.73,0,0,36,0,8,10,20,10,139.0333333,0.419
1058,1,0,12.73,0,0,36,0,12,10,20,10,173.7,0.643333333
1059,1,0,12.73,0,0,36,0,4,10,40,10,86.48,0.334333333
1060,1,0,12.73,0,0,36,0,8,10,40,10,131.3,0.559333333
1061,1,0,12.73,0,0,36,0,12,10,40,10,145.3333333,0.607333333
1062,1,0,12.73,0,0,36,0,4,10,60,10,161.5666667,0.621333333
1063,1,0,12.73,0,0,36,0,8,10,60,10,126.6,0.550333333
1064,1,0,12.73,0,0,36,0,12,10,60,10,100.7066667,0.510333333
1065,1,0,12.73,0,0,36,0,4,10,80,10,133.4333333,0.651666667
1066,1,0,12.73,0,0,36,0,8,10,80,10,94.06666667,0.78
1067,1,0,12.73,0,0,36,0,12,10,80,10,479.6333333,0.925666667
1068,1,0,12.73,0,0,36,0,4,1,20,10,104.5,0.214
1069,1,0,12.73,0,0,36,0,8,1,20,10,108.7333333,0.193333333
1070,1,0,12.73,0,0,36,0,12,1,20,10,124.4333333,0.305333333
1071,1,0,12.73,0,0,36,0,4,1,40,10,122.0333333,0.308666667
1072,1,0,12.73,0,0,36,0,8,1,40,10,111.9333333,0.335666667
1073,1,0,12.73,0,0,36,0,12,1,40,10,131.9,0.285666667
1074,1,0,12.73,0,0,36,0,4,1,60,10,155.1,0.134
1075,1,0,12.73,0,0,36,0,8,1,60,10,158.4666667,0.067666667
1076,1,0,12.73,0,0,36,0,12,1,60,10,155.6666667,0.124333333
1077,1,0,12.73,0,0,36,0,4,1,80,10,265.4333333,0.373666667
1078,1,0,12.73,0,0,36,0,8,1,80,10,174.9,0.237333333
1079,1,0,12.73,0,0,36,0,12,1,80,10,134.8666667,0.351333333
