,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_N2a
323,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,3.761
324,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,1.792
325,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,1.792
326,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,1.609
327,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,1.946
328,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,2.708
329,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,2.639
330,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,2.079
331,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,3.401
332,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,3.584
333,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,3.135
334,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,2.89
335,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,3.045
336,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,2.708
337,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,1.946
338,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,2.485
339,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,2.773
340,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,3.871
341,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,3.332
342,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,3.091
343,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,4.127
344,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,4.875
345,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,6.562
346,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,4.828
347,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,4.511
348,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,3.584
349,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,2.398
350,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,1.792
351,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,5.278
352,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,4.466
353,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,3.912
354,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,4.511
355,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,6.548
356,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,6.623
357,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,6.771
358,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,8.226
359,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,7.324
360,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,5.442
361,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,5.283
362,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,5.704
363,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,6.038
364,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,5.617
365,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,5.58
366,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,4.663
367,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,4.407
368,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,5.17
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,3.401
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,3.584
371,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.736
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,5.583
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,5.288
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,5.442
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,5.557
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.464
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,6.014
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,4.5
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,5.273
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,5.67
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,3.892
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,3.555
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,4.984
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,5.521
385,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,5.537
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,5.886
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,5.328
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.714
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,5.513
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,4.419
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,5.242
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,5.1
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,3.871
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,3.135
395,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,7.315
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,5.598
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,5.591
398,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,5.268
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,5.561
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,5.553
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,5.852
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,6.014
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,5.986
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,7.55
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,6.726
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,6.632
407,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,7.511
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,8.143
409,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,7.81
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,7.274
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,10.391
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,8.141
413,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,4.796
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,10.373
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,9.74
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,7.168
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,8.678
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,9.084
419,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,8.605
420,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,4.19
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,4.331
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,2.639
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,2.89
424,425,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,100,5.011
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,4.779
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,3.332
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,4.977
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,4.796
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,2.398
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,3.85
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,3.611
432,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,2.89
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,3.296
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,1.946
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,1.946
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,5.293
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,5.011
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,4.431
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,1.386
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,4.248
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,1.609
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,3.401
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,2.303
444,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.303
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,4.394
446,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,1.946
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,5.398
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,5.638
449,450,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,100,5.22
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,4.99
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,5.236
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,4.654
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,2.996
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,3.091
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,3.296
456,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,6.936
457,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.157
458,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,3.258
459,460,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,100,6.468
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,7.005
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,5.638
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,6.288
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,6.845
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,5.231
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,5.727
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,6.144
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,3.638
468,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,8.379
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,4.575
470,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,3.932
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,9.966
472,473,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,100,6.946
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,6.542
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,10.418
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,6.495
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,6.717
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,9.422
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,4.86
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,5.951
480,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,2.833
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,2.197
482,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,2.303
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,3.466
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,3.219
485,486,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,10,3.401
486,487,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,10,3.367
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,4.234
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,5.124
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,2.944
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,3.178
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,5.153
492,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,2.996
493,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,1.946
494,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,2.079
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,3.332
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,2.639
497,498,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,10,3.045
498,499,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,10,3.932
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,4.007
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,4.635
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,3.526
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,3.584
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,5.176
504,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,2.89
505,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,2.079
506,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,2.565
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,3.466
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,3.466
509,510,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,10,3.497
510,511,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,10,3.664
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,4.644
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,5.964
513,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,4.29
514,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,3.466
515,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,5.38
516,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,2.639
517,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,2.303
518,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,1.946
519,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,4.394
520,521,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,5.242
521,522,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,10,4.977
522,523,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,10,4.605
523,524,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,5.273
524,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,4.913
525,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,3.951
526,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,4.595
527,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,5.684
528,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,7.878
529,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,6.004
530,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,4.787
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,9.21
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,9.339
533,534,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,10,7.827
534,535,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,10,6.897
535,536,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,10,7.683
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,7.054
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,6.452
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,7.391
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,6.306
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,6.196
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,5.759
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,5.384
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,5.242
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,5.204
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,5.38
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,4.963
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,4.431
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,4.357
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,4.868
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,3.219
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,3.296
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,6.37
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,5.737
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,5.565
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,4.804
556,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,4.942
557,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,5.136
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,4.754
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,4.344
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,4.419
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,4.431
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,3.296
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,3.091
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,6.409
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,5.549
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,5.583
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,5.159
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,4.745
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,5.063
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,4.654
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,4.111
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,4.22
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,3.045
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,2.944
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,2.079
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,6.673
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,6.612
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,5.841
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,6.148
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,5.159
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,5.293
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,4.754
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,4.745
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,4.787
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,4.7
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,3.296
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,3.989
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,7.304
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,7.217
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,6.513
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,6.244
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,6.79
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,6.915
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,4.836
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,5.553
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,5.714
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,4.29
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,4.431
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,4.852
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,5.787
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,4.913
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,4.718
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,4.745
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,5.088
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,4.875
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,4.331
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,4.078
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,3.466
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,3.892
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,2.773
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,3.135
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,5.733
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,5.407
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,4.543
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,4.779
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,4.86
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,4.828
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,4.736
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,4.19
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,4.111
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,4.585
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,3.401
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,3.332
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,6.001
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,5.088
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,4.673
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,5.561
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,5.159
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,5.142
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,5.318
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,4.868
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,4.543
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,4.812
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,4.234
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,3.526
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,6.507
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,6.246
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,5.704
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,6.207
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,4.654
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,5.13
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,3.664
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,4.654
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,4.304
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,3.466
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,2.996
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,2.996
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,8.461
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,7.442
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,7.786
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,8.054
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,7.532
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,6.976
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,7.727
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,6.852
