group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-2.8814,0.2891,-6.6236,0.8609,False
DT,MLP,-0.9484,0.9972,-4.6906,2.7939,False
DT,MLR,3.0033,0.2361,-0.739,6.7455,False
DT,PLS,3.0246,0.2275,-0.7177,6.7668,False
DT,RF,-1.7665,0.871,-5.5088,1.9758,False
DT,XGB,-1.1638,0.9888,-4.906,2.5785,False
DT,kNN,1.2288,0.984,-2.5135,4.971,False
DT,lasso,3.7614,0.0477,0.0191,7.5036,True
LGBM,MLP,1.933,0.8025,-1.8092,5.6753,False
LGBM,MLR,5.8847,0.0,2.1424,9.6269,True
LGBM,PLS,5.9059,0.0,2.1637,9.6482,True
LGBM,RF,1.1149,0.9916,-2.6274,4.8571,False
LGBM,XGB,1.7176,0.888,-2.0246,5.4599,False
LGBM,kNN,4.1101,0.0191,0.3679,7.8524,True
LGBM,lasso,6.6427,0.0,2.9005,10.385,True
MLP,MLR,3.9516,0.0293,0.2094,7.6939,True
MLP,PLS,3.9729,0.0277,0.2307,7.7152,True
MLP,RF,-0.8182,0.999,-4.5604,2.9241,False
MLP,XGB,-0.2154,1.0,-3.9577,3.5269,False
MLP,kNN,2.1771,0.6775,-1.5651,5.9194,False
MLP,lasso,4.7097,0.0031,0.9675,8.452,True
MLR,PLS,0.0213,1.0,-3.721,3.7635,False
MLR,RF,-4.7698,0.0025,-8.512,-1.0275,True
MLR,XGB,-4.167,0.0163,-7.9093,-0.4248,True
MLR,kNN,-1.7745,0.8681,-5.5168,1.9677,False
MLR,lasso,0.7581,0.9994,-2.9842,4.5003,False
PLS,RF,-4.7911,0.0024,-8.5333,-1.0488,True
PLS,XGB,-4.1883,0.0153,-7.9306,-0.4461,True
PLS,kNN,-1.7958,0.8601,-5.5381,1.9465,False
PLS,lasso,0.7368,0.9996,-3.0055,4.479,False
RF,XGB,0.6027,0.9999,-3.1395,4.345,False
RF,kNN,2.9953,0.2393,-0.747,6.7375,False
RF,lasso,5.5279,0.0002,1.7856,9.2701,True
XGB,kNN,2.3925,0.5534,-1.3497,6.1348,False
XGB,lasso,4.9251,0.0015,1.1829,8.6674,True
kNN,lasso,2.5326,0.4721,-1.2097,6.2748,False
