,18PG,DOPE,DOTAP,DSPC,aggregate
0,0.008209505562324804,0.08161671123899633,0.03226276864382277,0.011876277023985304,0.008209505562324804
1,0.04478556024809627,0.06782771201203819,0.05457359062429834,0.04868358569840209,0.04478556024809627
2,0.08130378192029414,0.06824395920474075,0.10443544850278436,0.009110023846454818,0.08130378192029414
3,0.047909987616649996,0.01627608129226843,0.09040535027417784,0.008022712189168446,0.047909987616649996
4,0.013720713212616031,0.0018323702475755987,0.06379899323186022,0.009529486385415176,0.013720713212616031
5,0.06551128840114684,0.044169240427898715,0.0822846698743459,0.0009786320829520134,0.06551128840114684
6,0.03608803435206909,0.09113931218073407,0.033816398789941415,0.009152952381863921,0.03608803435206909
7,0.019691514897016316,0.0059293968753505455,0.0622115328713122,0.03904633451038558,0.019691514897016316
8,0.1394685764009887,0.048160834306165246,0.06847600640221801,0.044721015862921265,0.1394685764009887
9,0.06439994693784934,0.07154437798948332,0.029144040058548204,0.13315198997466152,0.06439994693784934
10,0.04091187800280838,0.22589828645250276,0.009793583477366863,0.005531344770248636,0.04091187800280838
11,0.077327005789942,0.1239077122382456,0.06850202856541893,0.02113578418808537,0.077327005789942
12,0.03413089097409666,0.060020887413486435,0.06584450878570586,0.07701798075708272,0.03413089097409666
13,0.01873467886718505,0.07819470620118474,0.011853072343922633,0.040631671165293926,0.01873467886718505
14,0.04951372933830167,0.07101208084718147,0.0715838754836764,0.03607117444720409,0.04951372933830167
15,0.08165044538668659,0.10815871874328625,0.027845266806584668,0.0597304768494093,0.08165044538668659
16,0.06957925993884428,0.022678042109811947,0.026744811346590514,0.004326462732815728,0.06957925993884428
17,0.08850551223158465,0.03808071682542469,0.12223481640092443,0.00648758580172587,0.08850551223158465
18,0.016117900693852383,0.09089503714773273,0.04476134039554891,0.009432851480180027,0.016117900693852383
19,0.028760102143195132,0.060224262483314916,0.0427341207099583,0.07597348182989411,0.028760102143195132
20,0.054709198951052196,0.02344843877739916,0.10393285639813588,0.05483650972156262,0.054709198951052196
21,0.10706196228356135,0.07830204607154878,0.02862076747419451,0.03579071313838439,0.10706196228356135
22,0.1172867720233548,0.03768187343876278,0.05303027514328529,0.02543580058856071,0.1172867720233548
23,0.0914209329225743,0.12754252760294732,0.08586225202226494,0.08048247510517631,0.0914209329225743
24,0.16524852799064554,0.0721820899840816,0.02982690450646097,0.09669699550216226,0.16524852799064554
25,0.11195580516879605,0.10979781682530043,0.024003549516301015,0.009532216442061814,0.11195580516879605
26,0.13194125628525372,0.008504057399055298,0.08065862635935617,0.027992151873528548,0.13194125628525372
27,0.026686477755471227,0.04487432116813517,0.012338926835677444,0.027652136653507686,0.026686477755471227
28,0.06676139303837658,0.008998772615953221,0.07083797449806062,0.07440817502094416,0.06676139303837658
29,0.10281314965461646,0.013493512325259527,0.05523046581228602,0.05862634493645574,0.10281314965461646
30,0.021461502604098237,0.08302797249914978,0.09035580692350892,0.015373355695349644,0.021461502604098237
31,0.0059900176524773086,0.05105838603678525,0.018865047519878442,0.09107509653274021,0.0059900176524773086
32,0.04198553469012267,0.013918971257571355,0.04166482493303242,0.07223144999675829,0.04198553469012267
33,0.07145613291138458,0.110829209482879,0.13697178577111307,0.1375055809297815,0.07145613291138458
34,0.10231874489763154,0.08087959315954024,0.16273118736879028,0.1539246201586041,0.10231874489763154
35,0.1513205377714278,0.049876444641037965,0.27146974656187844,0.20816210022071754,0.1513205377714278
36,0.0950996048388229,0.13574024290104425,0.10738945259820082,0.045451741353986,0.0950996048388229
37,0.12452590631450422,0.0886102209088826,0.05213011509890625,0.07331209741098199,0.12452590631450422
38,0.21367075569530158,0.09446620705696906,0.048068061380508564,0.014937150031806734,0.21367075569530158
