group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.7127,0.6858,-4.6773,1.2518,False
DT,MLP,-0.0213,1.0,-2.9858,2.9433,False
DT,MLR,4.4627,0.0001,1.4982,7.4273,True
DT,PLS,4.5142,0.0001,1.5496,7.4787,True
DT,RF,-1.4132,0.8645,-4.3778,1.5513,False
DT,XGB,-0.8941,0.9908,-3.8586,2.0705,False
DT,kNN,2.3649,0.2434,-0.5996,5.3295,False
DT,lasso,4.1522,0.0005,1.1877,7.1167,True
LGBM,MLP,1.6914,0.7006,-1.2731,4.656,False
LGBM,MLR,6.1755,0.0,3.2109,9.14,True
LGBM,PLS,6.2269,0.0,3.2623,9.1914,True
LGBM,RF,0.2995,1.0,-2.6651,3.264,False
LGBM,XGB,0.8187,0.9949,-2.1459,3.7832,False
LGBM,kNN,4.0777,0.0007,1.1131,7.0422,True
LGBM,lasso,5.8649,0.0,2.9004,8.8295,True
MLP,MLR,4.484,0.0001,1.5195,7.4485,True
MLP,PLS,4.5354,0.0001,1.5709,7.5,True
MLP,RF,-1.392,0.8743,-4.3565,1.5726,False
MLP,XGB,-0.8728,0.9922,-3.8373,2.0917,False
MLP,kNN,2.3862,0.2324,-0.5783,5.3507,False
MLP,lasso,4.1735,0.0004,1.2089,7.138,True
MLR,PLS,0.0514,1.0,-2.9131,3.0159,False
MLR,RF,-5.876,0.0,-8.8405,-2.9115,True
MLR,XGB,-5.3568,0.0,-8.3213,-2.3923,True
MLR,kNN,-2.0978,0.4073,-5.0623,0.8667,False
MLR,lasso,-0.3105,1.0,-3.2751,2.654,False
PLS,RF,-5.9274,0.0,-8.8919,-2.9629,True
PLS,XGB,-5.4082,0.0,-8.3727,-2.4437,True
PLS,kNN,-2.1492,0.3724,-5.1137,0.8153,False
PLS,lasso,-0.3619,1.0,-3.3265,2.6026,False
RF,XGB,0.5192,0.9998,-2.4453,3.4837,False
RF,kNN,3.7782,0.0026,0.8137,6.7427,True
RF,lasso,5.5655,0.0,2.6009,8.53,True
XGB,kNN,3.259,0.0189,0.2945,6.2235,True
XGB,lasso,5.0463,0.0,2.0817,8.0108,True
kNN,lasso,1.7873,0.6327,-1.1773,4.7518,False
