LGBM,XGB,DT,RF,kNN,MLP,MLR,lasso,PLS
0.028403419680034403,0.04343255570095422,0.03383626890004143,0.03427842198638226,0.015667088092252923,0.09997595586314462,0.06401672542339515,0.007793745295084753,0.04865528847348516
0.07905710261311351,0.05863945513236815,0.04266427985380772,0.09779201163571259,0.21893127825783265,0.4249687920999228,0.376161578475681,0.39535303900390906,0.3485341087115178
0.019927896594624878,0.013668659596828281,0.023690982322667226,0.00953904676661435,0.026199788694043824,0.13339956102746853,0.18247525897741879,0.18760443050148368,0.1939510386746598
0.023874538347777384,0.02663278634395072,0.023122249571119552,0.013795032445737335,0.4519017968040824,0.37297107766274556,0.37954321453224504,0.4351322112096767,0.38133122585528345
0.0035282735885910355,0.028050610645155072,0.005840232714253796,0.003354217945849003,0.008063340921862228,0.055432092217979345,0.013955503147594944,0.0144990886529206,0.01762910873240886
0.14278624059657977,0.13230138673001307,0.07171626762139177,0.11159935108525404,0.033766551611012774,0.03683455772621885,0.22768983329438697,0.16162057800766305,0.19406526965297557
0.08114603788532404,0.04495439970351933,0.10376242687721765,0.06599574848959439,0.11096792528213922,0.061620036510917464,0.21183677642140608,0.1775513008967553,0.1941828382150788
0.041491372593416835,0.025778651237487793,0.054859401805027214,0.07424479749384644,0.16525619603110117,0.46431458224589656,0.4768078692107661,0.5144683964430821,0.4946862706556603
0.15022442568970906,0.17396525356774356,0.06648579100469904,0.13701345379279434,0.05389685043205367,0.04768406508603823,0.007345477668801281,0.04988057921892791,0.03536204976748181
0.026495606386341075,0.027140067024608694,0.049787424479749376,0.05745337723364086,0.05384603387972264,0.08849924346820387,0.06450249699615118,0.0697960795008889,0.07623137304347527
0.031739471143566955,0.055625444852044126,0.0194674423808458,0.04488755873797212,0.004044421851048141,0.08359340893589184,0.10244612170041711,0.09974062659076222,0.10928365581162802
0.0533654988125587,0.020014684774860347,0.2018572387558739,0.06698478406802422,0.09204999234606426,0.06086463281556442,0.10811123579454213,0.09915930249743693,0.12110989161172447
0.3038917302281089,0.31317618550617277,0.3119266055045871,0.3508497426717384,0.3614314254793846,0.25068570118712863,0.18981097945078124,0.23900311555215803,0.20103343244767952
0.07727746876442362,0.07841286063194275,0.054859401805027214,0.12645278585813355,0.23270041488502644,0.45442689372436906,0.4055417423697337,0.4340562690382439,0.3894470591514575
0.06625642928993919,0.05869660463661758,0.01762139181024841,0.060684716938912475,0.008007545729814824,0.0038261620843466626,0.00968678487920116,0.001620252789270804,0.009658865116459359
0.06171983373300777,0.08016729202812539,0.16258031518716248,0.03853043186395205,0.2257841883438188,0.01038324810153074,0.0015963407563603371,0.019747709522364598,0.0071626612096392095
0.02061051381143572,0.036267135928316874,0.015327813828596965,0.046142686656224285,0.08757426402330637,0.16911680253111339,0.16254100075119138,0.17392681833042717,0.17790289356738892
