LGBM,RF,XGB,DT,MLP,kNN,MLR,PLS,lasso
0.07997527346853564,0.060906697618391015,0.048284283741334866,0.05779569892473124,0.02023924502952662,0.06583432292751559,0.06755814685959538,0.06988852953957045,0.0734933971244951
0.0010500850233980195,0.004753287595021463,0.007432401180267334,0.0,0.02028752934833522,0.00022824718643869507,0.06459024638046205,0.06385988271011248,0.0762444249733874
0.012454270354975261,0.004277185124463304,0.031080373907207554,0.08819272125723737,0.06446607266091339,0.03019946381591078,0.248223619391817,0.248545904788275,0.20377590061775272
0.049077098995831625,0.028369620578793962,0.03322826418332367,0.03866832092638545,0.06455291403366545,0.014714395389056528,0.029562763754174617,0.03180986201325968,0.0358777761247788
0.06262325869804244,0.12920990040798516,0.11574829982961873,0.05469396195202647,0.29250447876774055,0.2887214215133228,0.10292298066612762,0.10130695016715915,0.12053535324709566
0.02257813988096119,0.027244414616893975,0.01045291260119019,0.016335814722911568,0.022809675138811214,0.18415078089954268,0.0034368772324637753,0.002389240244798474,0.04659151719444793
0.00958962043536131,0.03141233900508091,0.018637627363204956,0.0,0.08701438990146404,0.05275600579643523,0.041103118602482364,0.04129319348997601,0.05621903613760146
0.015751307140754706,0.008118302340580558,0.02274250932426078,0.1244830438378825,0.0765689071357363,0.10307276173345117,0.009095361604092883,0.00019499771181163972,0.01923883621651515
0.02425004333355657,0.026522758174471972,0.03764902828053274,0.092741935483871,0.14132977739167119,0.05128009712416087,0.05019024625772306,0.05022990373939701,0.035177816457999944
0.06661924014599482,0.052449781401394314,0.023359179496765137,0.0,0.11784271991470863,0.11187219826491822,0.16943826271398277,0.16081542225171286,0.17412404710400042
0.035323221963206974,0.05518086606493866,0.05825051105742221,0.09842845326716293,0.039730970010005945,0.06276454175952584,0.04429739229686147,0.051080638246030124,0.04041440524505388
0.019471918139781556,0.02973209977746267,0.0034887492656707764,0.0,0.0032418147676334663,0.008142882022586952,0.020516111230929415,0.02473076407956018,0.029397815986738518
0.008638584383976071,0.03526501203769348,0.04826772212982178,0.011269644334160445,0.0013652864552269883,0.505121493667973,0.15001670144315207,0.1437684010296409,0.15660129902913117
0.024049543454239125,0.029191335937807622,0.05029174515390519,0.009098428453267138,0.0583578269023097,0.05464180365862717,0.09156241994101186,0.09352167768050676,0.04785859606574347
0.0033348062370935254,0.03335517103863879,0.013718487730294437,0.04569892473118278,0.12765616789535794,0.12681267607339958,0.3101274974064747,0.31756543735315157,0.2710348457303338
0.0031861531686391276,0.0506131850899994,0.045940419629746154,0.02791563275434239,0.0031240573945289785,0.14552739144722573,0.06792949217228578,0.0701554323349744,0.10553003222088075
0.0012358028567989662,0.001691151926030962,0.018537980278628824,0.15384615384615385,0.09534728883137125,0.1409007826145525,0.005232708683998312,0.0013521796810918307,0.0009831646976218578
0.037323268951391736,0.030520946571349877,0.057908868227643934,0.09822167080231597,0.00819551944034938,0.01187441418402152,0.06990727339585176,0.06782128344285634,0.08627747496747659
0.06329808597021194,0.03332689907538694,0.07866934188345029,0.038151364764268,0.04166953275095467,0.0018549158068057459,0.04758428492151695,0.05008006978389365,0.05514139910266061
0.0029261699806306185,0.020151469386348403,0.0109833795931637,0.00041356492969396585,0.03212238102769882,0.008822686914112903,0.010602232508333535,0.009447792887820716,0.00621755243912292
0.02339938864766644,0.01284532651115311,0.014437777331488683,0.09243176178660048,0.05245550089970549,0.009886651154523862,0.04134284813979949,0.050029359567949766,0.03297912912658893
0.0008799054426399666,0.02851353502008741,0.035810852415607025,0.08250620347394538,0.11841033499263345,0.07651499768378786,0.08258516923212156,0.09321568930405172,0.083494864521621
0.030998871051461027,0.010249231745703552,0.016624468604427817,0.04611248966087675,0.028899789955944527,0.02490127300867262,0.14795247910142004,0.14757955611076998,0.14847732537125416
0.03548456819038065,0.0651998981268137,0.11471571172437367,0.11435070306038053,0.020573300418969376,0.05945651481901487,0.009989209721837311,0.009335750196113879,0.009870520634943425
0.04048232794172346,0.029967807580710826,0.07072404076285943,0.08612489660876751,0.058984445017090326,0.13448733452345257,0.0192234290719272,0.020352023816472276,0.04380781692348934
0.013109554745267621,0.0006643631346252565,0.0180175431608858,0.03566997518610418,0.11586905255826527,0.02422155896262254,0.04488137702868811,0.04826150713412117,0.04200575522397329
0.005375892029260336,0.0034903489207924647,0.0002836287021636963,0.0,0.033076168207513856,0.0749407210452316,0.036866888473737175,0.040506654621096705,0.016362262197859606
0.09620952719580886,0.07255349203887507,0.0712592961671828,0.15250206782464845,0.16008422550644608,0.004171990767737846,0.18633224987432512,0.19566187464157975,0.18477007172648557
0.03744144987156925,0.015619501466275665,0.033242113413743696,0.0650330851943755,0.006420834898734601,0.0024787646589589374,0.015312793444490644,0.020383293922825937,0.004204442733884373
0.04474136286106743,0.0783196448675279,0.052394296163562115,0.06265508684863522,0.005979362820275891,0.21271910612730988,0.10182766292448275,0.10113285805120534,0.10256442091073398
0.10795563994153351,0.13573701332269875,0.09906330746594691,0.13078990901571547,0.11377056901514607,0.20986078209082704,0.3818397312897851,0.38007956584932723,0.3432753911085896
0.09428546724432135,0.07445198954271554,0.09310604295422953,0.21805210918114146,0.04823998109914368,0.09398400104659171,0.04527663872082516,0.04558428961523858,0.03165364282804828
0.06664566757671625,0.08172739609181151,0.009582623506598109,0.08374689826302728,0.10576888128976158,0.22925654379246896,0.1767415919591639,0.1685844469113242,0.1867136535274232
0.07727701357356054,0.12140762485722162,0.11377871532002393,0.14774607113316784,0.08567158207630138,0.10204325214304011,0.3289596833284817,0.3283308883800056,0.32042709351671245
0.019277132668364755,0.03198018888593484,0.00445595383644104,0.011269644334160445,0.11521472874626354,0.10008937041213731,0.16993911178702323,0.17604392114030265,0.16406892221847502
0.07182883792394971,0.06352752730020866,0.10028135547271141,0.09625723738626962,0.1583875832970876,0.20919889714111312,0.0513149355009269,0.04985508633433598,0.060564331462257065
0.024590436712935503,0.012004307968017644,0.008932979812890263,0.00041356492969396585,0.00747232629944089,0.00036845499159369224,0.03015065655681877,0.027822406867299476,0.015574793397494291
0.017141905900502574,0.012242270274528455,0.0727115864345513,0.00837468982630274,0.10468730617600983,0.04741150239999967,0.022727733483629192,0.030577000834572904,0.018425777390943338
0.017820635583864507,0.017330645161290324,0.010442912578582764,0.021195202646815542,0.22144155621315814,0.26045319195930167,0.10913418525065083,0.10285720138796178,0.12157706354591102
0.12381286894719787,0.14930046292193463,0.14762744137430314,0.046319272125723815,0.06976562835533448,0.23920511148172427,0.05448450920224426,0.05469623655254072,0.07698986066613459
0.007862142631070627,0.00494493924534247,0.0025677084922790527,0.0,0.03299235572561676,0.0,0.09251851143091598,0.0933882576550719,0.10111627708224072
0.1549957036603753,0.16141254537726313,0.1755200786419009,0.016335814722911457,0.042779558483519387,0.25117524376421524,0.08596963160282006,0.0877741797713959,0.13170821492144208
0.1016904966346511,0.0642112147485131,0.06996882324183251,0.030810587262200206,2.2078359077637444e-05,0.012902237228669844,0.12800203109254746,0.13120977705213416,0.12220421016534805
0.07780846055661039,0.07805926533144283,0.06795630090684315,0.06141439205955335,0.14012636494580397,0.07438525333317939,0.15991467886050023,0.159267994490446,0.11704978646826111
0.01773275421184022,0.030429623803615736,0.03793597221374512,0.0,0.06743895007319894,0.1732867465567958,0.3340502949112265,0.33693112918120977,0.29503949205547736
0.009768033141333364,0.0006273927685217819,0.0020132218144766068,0.0,0.027377214360489788,0.008204017146584237,0.02114248363902515,0.033357129357725696,0.00620378527541926
0.08257567215337185,0.06690470241377502,0.04815909456279871,0.00041356492969396585,0.15792788280273473,0.23775049992408956,0.1036003146481757,0.09314450509388876,0.12075691046666259
0.012527246252131682,0.02413834916203858,0.013072452163577969,0.004032258064516181,0.029097641610699415,0.029479245702362294,0.020534307433417442,0.01959458869180647,0.011806667137131188
0.01430487354335844,0.01788993018630115,0.00011622905731201172,0.0,0.026256300083514816,0.0,0.11649655527643389,0.11827272300554591,0.12356227690597854
0.03544422418388246,0.02357638232436632,0.001660113693565446,0.11166253101736975,0.022556043418044402,0.12770804235687375,0.05813960696664375,0.06188490415438455,0.05942874352940103
0.004678267578213213,0.016275019447398176,0.02838121986862452,0.09780810587262201,0.3632593595373047,0.5872265619244573,0.3040909457237534,0.2987144697012864,0.358648891418103
0.007893808745268016,0.04489811594095863,0.038210963665502334,0.04466501240694784,0.06277889871738493,0.04659412365846147,0.18436340600443626,0.18258609955572672,0.14590546750502761
0.014228056013738888,0.007904728056441934,0.08072696698905035,0.13937138130686522,0.006781290965026832,0.03475821703803017,0.016425626349201028,0.016336893078353287,0.0003603589212511915
0.061538892220702246,0.0015330919640397789,0.06387810531088489,0.11145574855252269,0.04086291248408397,0.11866116168291485,0.011388634936325026,0.011215118877791475,0.011605846694497934
0.13169982542938316,0.1656037379212784,0.19253537901873627,0.20161290322580647,0.22462121430964335,0.1750471945282376,0.12926206897542,0.12865732815635436,0.15129832144095792
0.02479930396855462,0.03210734184423675,0.007265180226098122,0.002377998345740373,0.0346747700486007,0.034893414077049045,0.012683566991317896,0.015296633031123663,0.033335983453108675
0.01621880530683334,0.011722326023737295,0.04112071353507693,0.06875516956162117,0.07018076056962644,0.13031252826305947,0.02110509393660022,0.01748844162581356,0.023513766222415994
0.042250004351873885,0.05545932355055337,0.051321017781597617,0.02005789909015715,0.1491700246014445,0.002099212690322108,0.13520941693740723,0.13088267713276366,0.13838823836117306
0.0530042539584798,0.06834294502540472,0.06914618756773061,0.02750206782464848,0.06660693342379076,0.16658767589511722,0.08793405146013433,0.09488964261182092,0.06838531010889709
0.07969902255969291,0.042184645048052194,0.0690802903437634,0.1307899090157154,0.021208118055802583,0.01724882628331309,0.022599649776311403,0.023545584762487748,0.0038900936688175958
0.08468990209245536,0.09701674937965271,0.11941652888596996,0.01519851116625312,0.10928190191862716,0.022509175254827887,0.11321054320914609,0.11221837840938872,0.11266375345089749
0.11110086525361085,0.15587769908183202,0.08502482731939831,0.23345740281224148,0.24970750749412268,0.3747359378155657,0.3053907642560848,0.3100810591518209,0.30359381703619953
0.08050165282236846,0.1262845634428295,0.1750802454423865,0.07754342431761785,0.08183065626372446,0.12793641872813938,0.012161948923197136,0.005517061360862746,0.026395756605920112
0.032710247151015726,0.05646264971214569,0.07258113989463219,0.008271298593879234,0.09276383318239742,0.026382421584518423,0.04973855835624638,0.046213182975374634,0.053721720620206914
0.07668766003356609,0.02569991187128301,0.026891271396547012,0.043734491315136514,0.08151977636290703,0.011680417027566115,0.04887443700901578,0.05186714072587889,0.034174975786409045
0.027465290401872594,0.029474413747095224,0.023378288972663752,0.02419354838709678,0.036972311846430905,0.009676489299113508,0.0031142556982971803,0.007255537551793395,0.002494965097383811
0.02013085415675353,0.06664277734287814,0.0823903531205861,0.09739454094292802,0.020865200527873468,0.028513450147626587,0.07476476630184789,0.07438222682755016,0.08121354593311422
0.05921581282892763,0.03309635591036808,0.05122634026509254,0.05200578990901572,0.06032297195441666,0.10745822627122559,0.028636183841756646,0.029073164013278197,0.06976154122119071
0.04332540668573173,0.08866982194552778,0.055003171252060584,0.03556658395368073,0.19261013223932663,0.11229261200177557,0.24327868522432497,0.2420365675104024,0.20124313980107036
0.08511847522907134,0.08833022339070695,0.10394345185695553,0.18682795698924737,0.0076669485702964835,0.2759870347296309,0.2626661097590925,0.26640397787663567,0.3039952167083249
0.007347091017188582,0.011193709628185437,0.012293606996536255,0.0,0.02848024776783825,0.03145528635568658,0.07638964446889494,0.0674976845367699,0.09611100470408854
0.04037926337994174,0.07325779926838391,0.06349369893397447,0.06854838709677419,0.03577696853713444,0.025734679989432935,0.039067229385199756,0.04470971849518672,0.030741621700084515
0.1023248156285787,0.05478717407144812,0.022064513022294285,0.0065136476426798096,0.049371284476010524,0.08076540190951209,0.12143699126170654,0.12192003704794507,0.09751926971006625
0.0051576259606481295,0.009115174755799774,0.007850727653385098,0.012717121588089353,0.07679347426668034,0.001760893956516671,0.041157323116948266,0.04625883772059075,0.036085631998178186
0.02633156163643281,0.021013172535349966,0.030285298824310303,0.0,0.05646235337512345,0.09805940554344612,0.04512345067103133,0.049284460018782394,0.04875602722346978
0.035801303945129766,0.0399764908031037,0.039454531630176065,0.007650951199338285,0.008024792856254376,0.001852018508318641,0.003839626212098199,0.002805475800934404,0.02320769299419398
0.036974065742299625,0.026533699387530023,0.011019154951728227,0.09057071960297766,0.05734124600022389,0.012092458017808023,0.029106915875329282,0.02652284087922005,0.01532675871559143
0.011114512913102143,0.03039963049942887,0.0021656694197279835,0.030603804797353196,0.03584989134970748,0.12646996165924815,0.2596615965138741,0.25565857943170334,0.21779871034285278
0.07071776511421271,0.026543193533616755,0.045775382009984295,0.14877998345740281,0.09088190638337426,0.08205740271653525,0.09089661786055611,0.0948171507932242,0.05225186498718434
0.006262781559541358,0.003850470430107525,0.00019699335098266602,0.0,0.03926802080447428,0.0053437946314424944,0.05275055767390851,0.056654840137597084,0.026063549834259
0.024348555441886632,0.04413768163213738,0.01517213445936394,0.005169561621174434,0.07227085010548107,0.02599352909450614,0.08199741744826133,0.08151502513810105,0.09504215137146249
0.04721375394021443,0.045752629091338676,0.020165141428473338,0.0648263027295285,0.05360893866233521,0.011938874912326813,0.07413634630688974,0.07681644668877863,0.07063610069205925
0.005557040873876993,0.007636235796014023,0.007530391216278076,0.0,0.07362108827064984,0.03574331214961218,0.04249302059155952,0.05251872398311963,0.05078940836811169
0.03332424327994127,0.11317271259206763,0.02818884950121936,0.018196856906534276,0.06120509826661852,0.23180848417916058,0.1787501293974803,0.1714811640319327,0.18865110181990563
0.04035288081100319,0.028773456885856252,0.010375836425028706,0.0662737799834574,0.0006500185648229406,0.0713048953997909,0.05877920239217144,0.05956336325773576,0.03995842973828834
0.03266951525503646,0.04787009260900385,0.06131082773208618,0.038461538461538464,0.12372813609749383,0.03469054060358032,0.04091762359506492,0.044452281495170026,0.04658877553318885
0.005228679089456369,0.00990338458584426,0.019068243017464848,0.00041356492969396585,0.020588143385295743,0.034999173101723166,0.12327116995603575,0.12201926765536057,0.12505570198405502
0.09735899479882065,0.0945325848546614,0.11382437240397067,0.09480976013234074,0.08910422192121029,0.04807179877580989,0.016398305076717107,0.0030264926786040536,0.01817957764722486
0.0011070963579893221,0.0025561635944700415,0.003898920526772709,0.00041356492969396585,0.04934581421406764,0.12573498935188737,0.068032279815262,0.06146180681582855,0.08031802483713157
0.031953638873612106,0.0595293354159282,0.036521691591706124,0.1663564929693962,0.05282117932667488,0.09847027220044463,0.04058323822433571,0.032747224823237026,0.04311560002388412
0.17473707907266106,0.09154326164053972,0.10234666587992869,0.10607940446650121,0.021021703581944773,0.05457100071191889,0.08361176540443171,0.0845793572460703,0.06594843084357266
0.016850716993482062,0.07233875932162209,0.032952017952727286,0.0816790736145575,0.07773996205485606,0.014469866816175014,0.01762272676708826,0.017062940786050307,0.021218786653226407
0.04462399810093568,0.04573939993698053,0.060738180988183926,0.008684863523573172,0.03269292570791152,0.03984643257669995,0.003808552806994117,0.009507772049577631,0.0050192220386016395
0.0009584586184134599,0.005658992739637885,0.00718681557401335,0.0,0.024328804153740724,0.011375068722917749,0.018810831398364338,0.012053649695453084,0.044615186045665334
0.000538678279322552,0.025747524149237894,0.020512317531457852,0.0528329197684036,0.13129428912903027,0.08379335169449967,0.07430429501175365,0.08460597716340262,0.07154713782302471
0.12799886003585986,0.15521478543857567,0.11929467941632041,0.009718775847808059,0.0925031201821889,0.07418523922713974,0.22150719302305788,0.21814976512756648,0.21375283033942483
0.05945877756608692,0.06720777699003516,0.030689027927649604,0.1735938792390405,0.13005512423401205,0.1625590317445052,0.19535837291372662,0.18946145167672224,0.19759126212747247
0.057666540920757695,0.08366045642305724,0.06518114485752494,0.11011166253101737,0.06308694008112095,0.10196513381433589,0.017331602882325534,0.022169491788260137,0.005059439172071217
0.017516263127275777,0.009284211010017918,0.01151577952087568,0.024710504549214196,0.003723301693129233,0.05864771949622599,0.0011863060025816274,0.005422409850363075,0.043196963885478556
0.018408530107084944,0.07694864430297896,0.06687939763562159,0.0,0.00960230678369109,0.01435769369375943,0.04776712726942406,0.05024932613307251,0.052070133873281466
0.019702079774738035,0.0060942646996074365,0.0009518995868755542,0.05324648469809759,0.05056421473143849,0.017596353037246784,0.010294751665938046,0.005618152574590196,0.01833843542020308
0.04336671086968562,0.06130776246602858,0.04652014416638636,0.07619933829611247,0.08788505254559845,0.13951801100096325,0.05157257836930057,0.04586494031086949,0.06932524373967491
0.028257129248809278,0.021793569333891916,0.05165699124336243,0.011269644334160445,0.06104102648375359,0.010437867892661476,0.02088335075069966,0.024834870123525532,0.027594542830005148
0.017573605856728416,0.021022335173040807,0.03835564284801876,0.0,0.08319786891089156,0.23676056903144063,0.07048981973641144,0.06846778470149975,0.08048846551995778
0.0666922368454343,0.06909778595060853,0.07680208050484891,0.02067824648469807,0.024742689164350268,0.05309886070231873,0.07366927065957746,0.06960552179305651,0.06960762264741921
0.033473737037041665,0.01614031359545473,0.052024638657731576,0.04187344913151364,0.0031876834444367896,0.05850810872061219,0.033588742555282394,0.024973961982693443,0.033329656931940316
0.04160676187496146,0.07191049663075874,0.020856857299804688,0.00041356492969396585,0.16491805505805113,0.03765127482885601,0.18729268978531546,0.19527033516008224,0.18119395780735092
0.00568490643652336,0.011024135698530859,0.020552515983581543,0.00041356492969396585,0.049651914912736184,0.1045930605120916,0.0628138165071772,0.07583340980794669,0.06894817945385662
0.030816573630359445,0.010754736918547503,0.025858273848311963,0.13740694789081886,0.07308736732677812,0.10444389164852363,0.025791882285969514,0.03053851039573585,0.004551287049901209
0.12406972518080484,0.0057499089172478035,0.007087246705127059,0.01602564102564097,0.10734605421564059,0.1349741691667779,0.08251434437694138,0.0790253324088312,0.12086697934334883
0.04190648556821302,0.0660450441135925,0.04301530122756958,0.011269644334160445,0.10870409122446617,0.09171520791993339,0.19589312935034414,0.19095860480107316,0.1977124025053713
0.08167315411384457,0.09091625946111792,0.05799547392440485,0.08116211745243995,0.12807855097740362,0.11171291478264439,0.19057807740073945,0.1909156543934778,0.1684600735510412
0.004950601299918345,0.0008937630469888504,0.0006573777291477012,0.00041356492969396585,0.04802461164771815,0.00041356492969396585,0.02425888289613243,0.02846806107294067,0.005235828535946591
0.09887933582832686,0.03939627621482411,0.07336199988601022,0.043837882547559825,0.030130111935324555,0.4533524688571916,0.284855772943164,0.28425364269150366,0.32916107094941177
0.025273441249061196,0.016826201184568207,0.038331183374569006,0.055727874276261385,0.07865720890185787,0.032851149855152834,0.03852365178430994,0.04241697409222589,0.04699622076111534
0.00880643713034912,0.01837002245066749,0.00673921725491633,0.05345326716294452,0.08903024729258052,0.04651603067960758,0.09328961479919079,0.09148092946458752,0.04628534933522144
0.05019208895278647,0.04776927692603098,0.038161083624518755,0.054900744416873454,0.011805817963521537,0.10992944115554183,0.13330547396948048,0.13134735307751572,0.1370208294727293
0.034445045649914185,0.02227273109581579,0.046500137342314174,0.028846153846153855,0.06286365655692022,0.031589905238874894,0.12651536350366172,0.12722046664526476,0.10184121480379354
0.18405415235701483,0.1927344408503684,0.12919615550510544,0.4047766749379653,0.2797790576253852,0.4609392251162965,0.3284272273848994,0.33472770708724364,0.32221675444104564
0.05914196176578615,0.08916345292252545,0.11781698236098656,0.038461538461538464,0.2095144887320705,0.0903812112338867,0.16269966068375347,0.15871706517898065,0.16257362932335837
0.005325409188178129,0.01926507911890979,0.004727368467203091,0.09480976013234074,0.1505027055066108,0.10645634606917781,0.10182784138932763,0.0979177720507391,0.10296143967080609
0.08989201130226121,0.11858228177885433,0.17088893812682826,0.04590570719602971,0.030415190036936435,0.11111855639949783,0.10213069269151434,0.10735449212967227,0.10071189042120171
0.014509120527229413,0.05250131967420271,0.060502310840426815,0.11858974358974356,0.022860650787005193,0.0295535649661072,0.06798504374272926,0.06585276125485864,0.028941422469989958
0.06379714907958833,0.007606576051636393,0.008983319361807407,0.07371794871794868,0.025425865782612578,0.1175277968532496,0.035805614495296456,0.03769197598953039,0.022115685280376107
0.0648882682230405,0.040516739532868565,0.04346081040140218,0.09119106699751858,0.020615933888454424,0.02399985576131622,0.05948741966389104,0.06487247421245057,0.03559374667114354
0.056072745282649245,0.06367801262357714,0.013015115625903656,0.03639371381306869,0.06883418035383979,0.005303502849101416,0.0642341149219782,0.0637097161816953,0.06623788955114127
0.010966893873273938,0.013106289879475366,0.004214107990264893,0.011269644334160445,0.03254562294437868,0.0139144405356301,0.1780698350695126,0.18010084444335828,0.21271389868431972
0.0072513790771360585,0.003850954153373507,0.00585705041885376,0.0,0.0487619229593772,0.005450991293505431,0.07518030429708723,0.07151288504867617,0.08496289692025827
