group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.2166,0.9819,-4.8488,2.4156,False
DT,MLP,0.3772,1.0,-3.255,4.0094,False
DT,MLR,4.4691,0.0044,0.8369,8.1013,True
DT,PLS,4.4762,0.0043,0.844,8.1084,True
DT,RF,-0.8569,0.9983,-4.4891,2.7753,False
DT,XGB,-0.7522,0.9993,-4.3844,2.88,False
DT,kNN,1.7009,0.876,-1.9313,5.3331,False
DT,lasso,4.2657,0.0083,0.6335,7.8979,True
LGBM,MLP,1.5938,0.9114,-2.0384,5.226,False
LGBM,MLR,5.6858,0.0,2.0536,9.318,True
LGBM,PLS,5.6928,0.0,2.0606,9.325,True
LGBM,RF,0.3597,1.0,-3.2725,3.9919,False
LGBM,XGB,0.4644,1.0,-3.1678,4.0966,False
LGBM,kNN,2.9175,0.235,-0.7147,6.5497,False
LGBM,lasso,5.4824,0.0001,1.8502,9.1146,True
MLP,MLR,4.092,0.0141,0.4598,7.7242,True
MLP,PLS,4.099,0.0139,0.4668,7.7312,True
MLP,RF,-1.2341,0.9802,-4.8663,2.3981,False
MLP,XGB,-1.1294,0.9888,-4.7616,2.5028,False
MLP,kNN,1.3237,0.9693,-2.3085,4.9559,False
MLP,lasso,3.8886,0.0253,0.2564,7.5208,True
MLR,PLS,0.007,1.0,-3.6252,3.6392,False
MLR,RF,-5.3261,0.0002,-8.9583,-1.6939,True
MLR,XGB,-5.2214,0.0003,-8.8536,-1.5892,True
MLR,kNN,-2.7683,0.3028,-6.4005,0.8639,False
MLR,lasso,-0.2034,1.0,-3.8356,3.4288,False
PLS,RF,-5.3331,0.0002,-8.9653,-1.7009,True
PLS,XGB,-5.2284,0.0003,-8.8606,-1.5962,True
PLS,kNN,-2.7753,0.2993,-6.4075,0.8569,False
PLS,lasso,-0.2104,1.0,-3.8426,3.4218,False
RF,XGB,0.1047,1.0,-3.5275,3.7369,False
RF,kNN,2.5578,0.4143,-1.0744,6.19,False
RF,lasso,5.1226,0.0004,1.4904,8.7548,True
XGB,kNN,2.4531,0.475,-1.1791,6.0853,False
XGB,lasso,5.0179,0.0006,1.3857,8.6501,True
kNN,lasso,2.5648,0.4103,-1.0674,6.197,False
