LGBM,RF,XGB,DT,MLP,kNN,lasso,MLR,PLS
0.03201094188207333,0.01961594920914528,0.048767220228910446,0.049102719365848285,0.001326967398108475,0.061033230497999275,0.030057322394656055,0.014584770094451681,0.016530264433247316
0.00389775838452836,0.007237513303240467,0.01838953257146181,0.012000440383133304,0.0440873066314271,0.016325684011897178,0.028210769919279108,0.008987565584851007,0.007445396053698261
0.1031077671168936,0.2173222870564058,0.20293563604354858,0.40096884289331725,0.18296067787905299,0.0,0.17297724392893896,0.20397294017660136,0.20542263698999047
0.023565199149724568,0.0261976586296745,0.03136411068490799,0.01695475063305074,0.007224335619946204,0.008100066800206116,0.16223976204740337,0.15139192323227077,0.15062930093163535
0.10019006589760843,0.1946557671841168,0.2014122797465595,0.3639766596939338,0.2790314187941113,0.42886332013307416,0.025832040794497968,0.0180422858727754,0.01993158916082083
0.08592149538456662,0.05402051451429403,0.09066811949014664,0.0767367609820544,0.02700340523530456,0.11708035640533851,0.1876680974698007,0.2291672754598477,0.2312281336997099
0.015757644449322313,0.007359719622738439,0.05806291848421097,0.0,0.05773068354426701,0.02889152798300331,0.17521968751424202,0.14792066199850445,0.1472033702124153
0.011411733595286102,0.007479540533597541,0.03399597970229684,0.012000440383133304,0.027916064864083656,0.002624064561092914,0.05233689088439211,0.06428061440171433,0.06230765666942613
0.21419511797644675,0.21770009908620436,0.07551192149288599,0.1346471430144225,0.10795043514728053,0.07392314850336035,0.4677117922259222,0.45398848343090037,0.45551623146905235
0.013942113566606313,0.004450255055231356,0.02226001513582765,0.012000440383133304,0.06669968009697141,0.12314720644736982,0.1261416113189049,0.15112881979313558,0.1536007092772519
0.016654032901075342,0.0029335021468677724,0.011538204737007618,0.012000440383133304,0.020863737742430277,0.012000440383133304,0.005460213232723679,0.002515441521486697,5.502438539584098e-05
0.014700301322651434,0.013356086461888508,0.011100966483354568,0.0637454585489376,0.07264942028987528,0.06287452106067476,0.039653553437358977,0.030434743823551512,0.02016933863193507
0.005054397266364807,0.016637858270028262,0.008460040835533034,0.02212925244963118,0.08583329842176757,0.6697502084369824,0.1636545858185424,0.18461472612525925,0.18628175809097322
0.023213373369296946,0.01877922125582588,0.022585028782486916,0.0,0.009666729487789155,0.09073791384629312,0.14948425549867989,0.17775159857424164,0.17748948042453558
4.255546922204981e-05,0.018564717971301672,0.04073422774672508,0.0,0.0363509204970861,0.30030044175819715,0.12419688694583594,0.1418690775316464,0.13986603604397252
0.035144699015262126,0.1472343939227131,0.12346745756613997,0.09259055378179015,0.1965115810490151,0.32335131564461084,0.15019502403551008,0.13317968266190588,0.13210301947764697
0.05693856217222013,0.03761697676978966,0.10440060496330261,0.10844434658152588,0.0070367671687374955,0.04241888155663668,0.0028626289255246073,0.009762345215415205,0.010743721869040684
0.13660696442399797,0.3602684502183564,0.08033733421139524,0.49168776835847183,0.0790679387783362,0.026218159815145775,0.30477672991400917,0.3088702523066651,0.30657323433669703
0.0126545144358103,0.003675547726522066,0.04413019610029756,0.006000220191566652,0.048741251899703214,0.022721769768865696,0.039058442890197616,0.05415790863587171,0.054064874065860025
0.00637459943569992,0.010019633748027444,0.038359884172677994,0.0637454585489376,0.08104566923210202,0.0,0.06701278926213627,0.0573978884444721,0.04810044737968042
0.0006839148720244881,0.02498091673088922,0.023515538698947985,0.026147748541230892,0.021274052536398413,0.032147968732797544,0.01887102579520357,0.03059649113649865,0.028604954958647316
0.029775050265710704,0.01530423134793936,0.04451075941324234,0.0,0.04065072806350965,0.025643735209787567,0.02150033418259771,0.024606516512990454,0.022903206906829357
0.026164086470249075,0.005548093508018639,0.0304536335170269,0.012000440383133304,0.022356077068959895,0.04122627347605352,0.22281208909032732,0.2243223730050911,0.22354262962306087
0.38943966748363235,0.18759477412015135,0.3753434419631958,0.3010018716283166,0.11001938329449752,0.0059445107912347046,0.3273810428672038,0.3299513693060319,0.3281792006879114
0.06048436216302831,0.08928566185915066,0.04282806185466348,0.012000440383133304,0.005652574557923867,0.18757307122416172,0.30188114516899855,0.294317311363941,0.29294441974712215
0.022124323008606152,0.0005879114829902009,0.03280133008956909,0.032147968732797544,0.006089081281850539,0.0467083670381791,0.010626822067905453,0.008939431840801619,0.006362694911138639
0.0011735884740868355,0.012000440383133304,0.0013618941845268129,0.012000440383133304,0.04631745294208839,0.029253561517693427,0.038135606336226195,0.04164838189823981,0.03976339572312862
0.03546526134003705,0.006369224558699399,0.015747761353850365,0.13514257403941426,0.026143059615199887,0.0,0.18747288520605807,0.18754113004711265,0.1861102352144737
0.0003982188448736889,0.0008888399574296553,0.0012651353569597124,0.012000440383133304,0.016406314870421046,0.012000440383133304,0.04512513385956938,0.029139452337349794,0.026596003877603608
0.39038445549230893,0.4277294579617601,0.4032247799559304,0.4234283826929429,0.4212448800631047,0.3827813190474843,0.2501045874874376,0.2554466752341887,0.2573540179358092
0.01144285705055001,0.03156464457411255,0.02136213654209493,0.054552460640757444,0.02326526544708729,0.06052255691641366,0.20250090949743485,0.22474783028964015,0.22733554105265488
0.32073068156047596,0.28395207163565617,0.3066617183967215,0.19497963228008364,0.3404505139737676,0.30407731786363335,0.448246389731223,0.43296382101292696,0.43475056306881676
0.03323265404821041,0.019884949906418592,0.05043956396631058,0.026147748541230892,0.008400585764426705,0.011083601959555045,0.01853554958862111,0.031522482433953974,0.02945358260818111
0.0009096840130994321,0.04591379500165149,0.05522937880275086,0.05774523835737094,0.06395699428064872,0.06116621424643299,0.08145255557514022,0.10114419275218078,0.10251942783616591
0.017324402643685274,0.007404308414987695,0.029769694432616234,0.012000440383133304,0.009079903711006726,0.0,0.05432986007679899,0.06127381573078522,0.058890835201279676
0.015675560163714037,0.00419997064112444,0.004502677824348211,0.0,0.03436337677291737,0.11714283097344963,0.027608811566937314,0.05898820856991407,0.05656351497971998
0.0075848345141672525,0.006283166354728606,0.013122860342264175,0.0,0.021559459253113533,0.0,0.020404714587178727,0.009953479235609871,0.011357863378751748
