# of Features,Feature names,Removed Feature Names,p_value,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,Predictions,Hold_out_set,linkage distance
14,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Total_Carbon_Tails', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",None,,0.06254547476195135,0.0004768400262489265,0.7066646131627715,0.0037628677487208163,0.8961024657521112,0.002220687478472884,"[array([0.01, 0.01, 0.01, ..., 0.44, 0.61, 0.49]), array([0.01, 0.01, 0.01, ..., 0.13, 0.06, 0.66]), array([0.01, 0.01, 0.01, ..., 0.26, 0.47, 0.57]), array([0.03, 0.01, 0.01, ..., 0.39, 0.52, 0.53]), array([0.02, 0.01, 0.01, ..., 0.47, 0.59, 0.54])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.0
13,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_D', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Total_Carbon_Tails,,0.06254547476195135,0.0004768400262489265,0.7066646131627715,0.0037628677487208163,0.8961024657521112,0.002220687478472884,"[array([0.01, 0.01, 0.01, ..., 0.44, 0.61, 0.49]), array([0.01, 0.01, 0.01, ..., 0.13, 0.06, 0.66]), array([0.01, 0.01, 0.01, ..., 0.26, 0.47, 0.57]), array([0.03, 0.01, 0.01, ..., 0.39, 0.52, 0.53]), array([0.02, 0.01, 0.01, ..., 0.47, 0.59, 0.54])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.002
12,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'Zeta', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Hbond_D,,0.06254547476195135,0.0004768400262489265,0.7066646131627715,0.0037628677487208163,0.8961024657521112,0.002220687478472884,"[array([0.01, 0.01, 0.01, ..., 0.44, 0.61, 0.49]), array([0.01, 0.01, 0.01, ..., 0.13, 0.06, 0.66]), array([0.01, 0.01, 0.01, ..., 0.26, 0.47, 0.57]), array([0.03, 0.01, 0.01, ..., 0.39, 0.52, 0.53]), array([0.02, 0.01, 0.01, ..., 0.47, 0.59, 0.54])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.004
11,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_A', 'Double_bonds', 'Size', 'PDI', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Zeta,,0.061928704445547475,0.0005513815288040291,0.7133798704299766,0.007442309012462775,0.8977219065459637,0.003002996524483102,"[array([0.02, 0.01, 0.02, ..., 0.37, 0.59, 0.49]), array([0.01, 0.02, 0.01, ..., 0.16, 0.08, 0.66]), array([0.01, 0.01, 0.01, ..., 0.33, 0.45, 0.6 ]), array([0.02, 0.01, 0.01, ..., 0.42, 0.56, 0.5 ]), array([0.01, 0.01, 0.01, ..., 0.46, 0.6 , 0.56])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.006
10,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_A', 'Size', 'PDI', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Double_bonds,,0.061928704445547475,0.0005513815288040291,0.7133798704299766,0.007442309012462775,0.8977219065459637,0.003002996524483102,"[array([0.02, 0.01, 0.02, ..., 0.37, 0.59, 0.49]), array([0.01, 0.02, 0.01, ..., 0.16, 0.08, 0.66]), array([0.01, 0.01, 0.01, ..., 0.33, 0.45, 0.6 ]), array([0.02, 0.01, 0.01, ..., 0.42, 0.56, 0.5 ]), array([0.01, 0.01, 0.01, ..., 0.46, 0.6 , 0.56])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.008
9,"['P_charged_centers', 'N_charged_centers', 'cLogP', 'Hbond_A', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",PDI,,0.06077006741158917,0.000609269384214352,0.712411085328799,0.0039283266819633705,0.9040001472781996,0.003156814694175353,"[array([0.01, 0.01, 0.01, ..., 0.4 , 0.61, 0.53]), array([0.01, 0.02, 0.02, ..., 0.12, 0.03, 0.66]), array([0.01, 0.02, 0.01, ..., 0.31, 0.39, 0.62]), array([0.01, 0.01, 0.01, ..., 0.42, 0.52, 0.51]), array([0.01, 0.01, 0.02, ..., 0.44, 0.58, 0.54])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.01
8,"['P_charged_centers', 'cLogP', 'Hbond_A', 'Size', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",N_charged_centers,,0.06077006741158917,0.000609269384214352,0.712411085328799,0.0039283266819633705,0.9040001472781996,0.003156814694175353,"[array([0.01, 0.01, 0.01, ..., 0.4 , 0.61, 0.53]), array([0.01, 0.02, 0.02, ..., 0.12, 0.03, 0.66]), array([0.01, 0.02, 0.01, ..., 0.31, 0.39, 0.62]), array([0.01, 0.01, 0.01, ..., 0.42, 0.52, 0.51]), array([0.01, 0.01, 0.02, ..., 0.44, 0.58, 0.54])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.012
7,"['P_charged_centers', 'cLogP', 'Hbond_A', 'NP_ratio', 'PEG_(Chol+PEG)', '(IL+HL)', 'HL_(IL+HL)']",Size,,0.06001076339667979,0.0003482551828695271,0.720296919728094,0.005321186805980852,0.9052664713069667,0.0026256423493313877,"[array([0.01, 0.01, 0.01, ..., 0.46, 0.61, 0.53]), array([0.01, 0.01, 0.01, ..., 0.22, 0.04, 0.61]), array([0.01, 0.01, 0.01, ..., 0.3 , 0.39, 0.62]), array([0.02, 0.01, 0.01, ..., 0.35, 0.53, 0.53]), array([0.01, 0.01, 0.01, ..., 0.43, 0.62, 0.55])]","[array([0.06, 0.01, 0.07, ..., 0.55, 0.72, 0.64]), array([0.06, 0.01, 0.  , ..., 0.05, 0.01, 0.72]), array([0.01, 0.07, 0.03, ..., 0.06, 0.37, 0.78]), array([0.08, 0.  , 0.  , ..., 0.6 , 0.63, 0.64]), array([0.06, 0.08, 0.07, ..., 0.34, 0.36, 0.4 ])]",0.014
