Feature,Feature_Value_bin,Feature_Value,Avg_SHAP
P_charged_centers,0.0,0.0,-0.09396787576060511
P_charged_centers,1.0,1.0,0.027798813511269237
N_charged_centers,1.0,1.0,-0.0012764510621286554
N_charged_centers,0.0,0.0,0.0021757898941453264
cLogP,9.3028,9.3028,0.0018393938104786615
cLogP,9.784,9.784,0.02051231825132362
cLogP,12.515,12.515,0.02054070057233502
cLogP,6.12,6.12,-0.03888494969028377
Hbond_A,10.0,10.0,0.002396496231134246
Hbond_A,9.0,9.0,0.006560919861820628
Hbond_A,4.0,4.0,-0.006353134537332923
Hbond_A,8.0,8.0,0.0037095921258801555
Size,"(284.0, 493.0)",388.5,0.005012688170863545
Size,"(75.0, 284.0)",179.5,-0.0014672535678609251
Size,"(1120.0, 1329.0)",1224.5,-0.0017868954715929114
Size,"(911.0, 1120.0)",1015.5,0.002532233238684514
Size,"(1747.0, 1956.0)",1851.5,0.005258011400361229
Size,"(1538.0, 1747.0)",1642.5,0.002817708205947079
Size,"(493.0, 702.0)",597.5,0.008508199545856562
Size,"(702.0, 911.0)",806.5,0.007173612716584191
Size,"(1329.0, 1538.0)",1433.5,0.020460319535797224
NP_ratio,4.0,4.0,0.009914568915985899
NP_ratio,8.0,8.0,-0.0037046531321528603
NP_ratio,12.0,12.0,-0.005678415926304759
PEG_(Chol+PEG),0.199600798,0.199600798,0.0766843424521943
PEG_(Chol+PEG),0.99009901,0.99009901,0.04426823179527168
PEG_(Chol+PEG),9.090909091,9.090909091,-0.11936122097427813
(IL+HL),20.0,20.0,-0.023408820033212187
(IL+HL),40.0,40.0,0.009529352915993704
(IL+HL),60.0,60.0,0.02123765253017991
(IL+HL),80.0,80.0,-0.008102479029949873
HL_(IL+HL),0.497512438,0.497512438,-0.04904743050539978
HL_(IL+HL),0.99009901,0.99009901,-0.053113306364015456
HL_(IL+HL),1.960784314,1.960784314,-0.039246889148835416
HL_(IL+HL),9.090909091,9.090909091,0.03400206973516549
HL_(IL+HL),50.0,50.0,0.1069591817258905
