,RF,XGB,LGBM,DT,kNN,PLS,MLR,lasso
0,0.13223860509630347,0.14030799239727698,0.13000405904841883,0.10772819715276938,0.0803620522768752,0.24862931435177316,0.22404871412464666,0.2217123161160245
1,0.011187043904773153,0.00298280601995482,0.008892284136534645,0.026438569206842844,0.005099238406610307,0.13782887227206242,0.01675470022296177,0.10510784963494585
2,0.09001076683813897,0.08687932169855261,0.1285749543195715,0.04426366790285918,0.0356865539166169,0.09281627367336759,0.007967206848539743,0.052135996520244865
3,0.02339663835387018,0.06970755135717821,0.0022869678400261884,0.14284005263787533,0.032136509046425454,0.03523878967546251,0.05360730446215367,0.06009287142473363
4,0.0005272759899503376,0.04282798544187438,0.04429044106014579,0.09391075487498501,0.08290989774030205,0.019124384251515025,0.10903559231887289,0.0061346519088090745
5,0.16508434023208501,0.19298023248220808,0.13692623138501864,0.03816245962435705,0.09928136267959131,0.08468041234239371,0.20749259095630324,0.05417361567550372
6,0.03086493599712832,0.02201730937018806,0.02808189504544943,0.05072377078597923,0.09909946558270438,0.01180375183321336,0.2412252003098436,0.04064566280188969
7,0.0676510348127771,0.06795639175093196,0.10294153361435407,0.021533676277066705,0.1647465597232335,0.02707716581823555,0.11479129838361901,0.048943724568801694
8,0.06089903098456806,0.04075199735337198,0.040347692096411314,0.00454599832515834,0.00319055174690136,0.08158626449230139,0.27027761573044784,0.05818168516163186
9,0.10036756789089513,0.10052844949395534,0.13211029383957673,0.17633688240220124,0.0759727539140409,0.04251178134771866,0.18521019406917155,0.021965132460167347
10,0.03269111137695885,0.09528741136394703,0.04955810079146683,0.0,0.086949461943096,0.21086312969080231,0.27833763046526566,0.2647554449634151
11,0.042968656537863026,0.022400102025371016,0.06958142071191487,0.0,0.11597559237531266,0.2529234952284207,0.18948835278351134,0.28600808473400097
12,0.14049138652948898,0.1567564156547747,0.12228231845931106,0.04803206125134585,0.17513241372326965,0.28875788270527847,0.053224743502351776,0.26198200994325527
13,0.037322048091877225,0.06412047282519107,0.022288814481134123,0.0,0.10262578087397006,0.24020640343705443,0.2571736191741507,0.2159612766469229
14,0.01750119631534841,0.03028176339323818,0.0323343042221686,0.01543246799856443,0.0479495953707994,0.11719866995371614,0.10218692695228121,0.0907217210778758
15,0.05241296805838036,0.024573914941125374,0.025504333031645343,0.0,0.012578923545736753,0.03468271399995304,0.11372250604030176,0.011238160806230718
16,0.020536846512740736,0.0410865566486347,0.009755004764185227,0.01543246799856443,0.19356500731792498,0.21924960935039495,0.17146559048301052,0.18874892631130064
17,0.01652500299078785,0.005072863075718526,0.03749315111488938,0.00011963153487254408,0.007881136670350397,0.12788722495514743,0.11875021606716368,0.1024740674729705
18,0.0195361287235315,0.026999543957882066,0.012068055547362622,0.05048450771623392,0.06485963786677074,0.17288206304376486,0.10462426515055537,0.14714468198010666
19,0.2600266180165086,0.22828249271969323,0.2812155521974623,0.05939705706424203,0.16769704578837102,0.18439619937311558,0.1261092929116617,0.14255894446758693
20,0.036976911113770106,0.022017952346647718,0.04482041950832061,0.001734657255652583,0.10967097938609965,0.15396644918853836,0.06120861783910714,0.10890407990406914
21,0.006061430793157671,0.04526946204945667,0.00356523948669929,0.015791362603182257,0.2064415331683698,0.07631204790340793,0.14522323811032825,0.10225074428931838
22,0.002331020456993016,0.02998262900158985,0.01324112428880303,0.0,0.14375045542432183,0.04891498875474712,0.14926361066603064,0.07302674348021523
23,0.024235255413327772,0.024172100007983283,0.011093207891019363,0.0,0.16076338756826414,0.1920431251113346,0.15301230299650656,0.15809981401971945
24,0.053702296925469434,0.04559067636104361,0.01829720540946457,0.0,0.1903586796479983,0.1783091117758826,0.04742769352872794,0.15340552847109734
25,0.059612991984687023,0.05261191469385998,0.09781023683858965,0.0960641225026917,0.38778806520271814,0.17993832398267198,0.05435986947528351,0.20455599436609892
26,0.028145412130637315,0.060140909846568585,0.0332034170640606,0.05945687283167844,0.13594682102588176,0.11390599095399365,0.055522101042140226,0.13618617285005755
27,0.019039059696135785,0.022808459817913934,0.02259407987355405,0.030027515253020776,0.07599883089921919,0.131055154830416,0.10767470629307094,0.10890876757655532
28,0.020419906687402622,0.039848226310961826,0.016210663025022998,0.22275391793276697,0.023644724567525616,0.045275837375781475,0.034415882806829834,0.05742469314937851
29,0.08676097619332404,0.10287878420353216,0.1250094005419475,0.06214858236631174,0.1084503087395931,0.03205742216157717,0.03728144104185349,0.07144403875116245
30,0.12801262112692854,0.12484405784533348,0.10676234590644915,0.0,0.11073842037209225,0.09158402796432885,0.09131990183447194,0.11482886388356961
31,0.06500777604976667,0.09129012084517815,0.06046469531572056,0.08517765282928577,0.06202985945719125,0.08406784088980299,0.22936700615309197,0.10250264891038777
32,0.07293904773298271,0.05527640145594234,0.062454748495748016,0.01357817920803922,0.03457345619021884,0.03345297501554895,0.18365959178969035,0.012938022493442697
33,0.004611197511663223,0.02472551618199667,0.00193101135275342,0.06699365952865172,0.14039398797004987,0.14170830750838667,0.005852460505770957,0.17382511846087081
34,0.11165659767914851,0.13133143437780082,0.10199502392715346,0.11735853571001312,0.09502137276166725,0.12935853072691286,0.09825396540750991,0.15301755824567662
35,0.24473770785979154,0.25136800295557327,0.2780815976717467,0.17597798779758342,0.06802395039571996,0.1370816548019895,0.19868366268323417,0.16240098754719115
36,0.02646518722335131,0.04775979054260801,0.042152123823956916,0.0,0.006238646810630855,0.0421965394761962,0.08243919354188481,0.06617669105177701
37,0.06900646010288344,0.039710554063769415,0.006042254758142407,0.0014953941859073838,0.006008686694145754,0.08217678031665418,0.13415000805142668,0.11410029041669875
38,0.04820582605574952,0.04268155363647397,0.014915913435041228,0.07297523627228142,0.057648571255199205,0.14522496078757366,0.14064231695832885,0.17316717630962378
39,0.0063874267256851525,0.005200414551917332,0.01572460714179824,0.04785261394903689,0.028890462493336266,0.04248744852218184,0.008843668121525927,0.018124209068269725
40,0.051045579614786674,0.03886001291051411,0.04123279923588036,0.16245962435698053,0.11273098414722282,0.1570953227841771,0.03367212680562892,0.165332444855546
41,0.02224249312118698,0.055336738309444966,0.06526638723436307,0.1597679148223472,0.07955194705487811,0.0762255283458364,0.13316927112878385,0.09144048862384663
42,0.026348247398014002,0.029527474931444697,0.03861639104357917,0.009331259720062213,0.11471058432502967,0.02073568411444493,0.17053065994935585,0.03975159512612658
43,0.015218028472305356,0.016632034010915175,0.093987439573117,0.11149659050125627,0.013473224234269887,0.002272425585809812,0.025771440948383684,0.018061046995670127
44,0.04594508912549411,0.034040709972410155,0.06785249212983341,0.33353271922478755,0.011129355023889176,0.033590668084429176,0.06505805404164389,0.011042450340138399
45,0.31644006460102914,0.30969834591529777,0.2678164479904084,0.032180882880727346,0.08603832032931014,0.017097907189270567,0.08011672724390939,0.01949243044272947
46,0.03048032061251349,0.07097470771754422,0.06263868170908338,0.02129441320732145,0.08143358460468136,0.03198614893882984,0.2278132441780948,0.04735480300801442
47,0.05123908362244345,0.04979897814656098,0.07516669175339863,0.3218088288072736,0.040465372499397245,0.028031989977490734,0.01726818667148189,0.012548302881087436
48,0.031191829166167417,0.0020707735734087906,0.027719170170302287,0.0015552099533436836,0.012803745469214811,0.021874124415286134,0.05115233739195396,0.0026770551075555593
49,0.03896907524823545,0.036898292077901185,0.030427879145212167,0.036487618136140654,0.12067779317842886,0.10376230103092277,0.03781348067444318,0.08148842400391071
50,0.21579405431271656,0.18971738963695303,0.20371124729619947,0.10372054073453763,0.37705421527725475,0.20116884216007758,0.19939114832132257,0.22297951120552545
51,0.15609403038640976,0.16426468152922294,0.19654023914448812,0.10515611915300882,0.30201752187699715,0.35329338954531575,0.13744983880045827,0.3779466473651514
52,0.06945089125493478,0.09162063344213175,0.09227223735221698,0.014714678789328861,0.20841652549774803,0.2747467410373099,0.15197590898269872,0.302096222838656
53,0.028896399090800218,0.051994750771115816,0.032300442798607665,0.021055150137576195,0.09255073662429225,0.14358348576573593,0.011168512807397835,0.16227558626573527
54,0.00937522430912724,0.0068709527544890125,0.014647229271710416,0.02255054432348358,0.07560998099761956,0.061322668748596265,0.04150030892997836,0.08051785203577314
55,0.03054970690273967,0.046226376476206754,0.032970470543174535,0.4660844598636201,0.037525516739200016,0.10670408955973798,0.049725609663453685,0.12785922501356004
56,0.10485345136978055,0.10095601235013327,0.1798146827312271,0.029907883718148037,0.051555451733566515,0.025171112033602616,0.1323174597596449,0.04662529781612612
57,0.016018662519441174,0.021823894622465922,0.007078148824579689,0.0,0.08647714630423026,0.07043628016299974,0.12335579841475974,0.09004789880870812
58,0.02335985165689619,0.049706957973152055,0.039551938000355,0.01997846632372291,0.02333869261531757,0.06938340951175737,0.027990483160395818,0.08705328456200467
59,0.23067651632970465,0.21953860721757557,0.2493161391314188,0.08661323124775688,0.0190272030544808,0.018944036495988137,0.24102021891339065,0.040613818513068
60,0.23067352554133314,0.22380917321011284,0.18948875484738514,0.02667783227658807,0.16769465149570772,0.10237176624024119,0.4108312561848455,0.11696266559227081
61,0.11096871635363126,0.08421217976667217,0.052242761108065916,0.08667304701519321,0.12865594812246522,0.23153156594369972,0.25447108948772645,0.25301768195722624
62,0.09289089604019696,0.0023136261205722874,0.044412232398021056,0.1208278502213184,0.465777233170015,0.43587805694868287,0.278374788833743,0.45603541433258993
63,0.03833084100969,0.012888397393521517,0.04170515068659847,0.04390477329824144,0.34330537123894483,0.41318734264922097,0.1054726534683594,0.43551207853718027
