,RF,XGB,LGBM,DT,kNN,PLS,MLR,lasso
64,0.09229572915420528,0.11604321745968216,0.12484761426696081,0.03433425050843403,0.2817305125005304,0.4428694698755336,0.03841247327816871,0.4601396257906466
65,0.06637935159708061,0.03915347174774422,0.010834251388063529,0.18542887905251826,0.3784651997517502,0.6014404942954354,0.20772860777363664,0.6190658199347558
66,0.03208936475654989,0.03599301778838057,0.06604709402942904,0.026917095346333242,0.08955578799785806,0.16048712632671217,0.22178976460737607,0.14335775145022606
67,0.07774105754276825,0.07591307521907453,0.045836936566367864,0.04701519320492886,0.012676232232357976,0.033732769842005184,0.05448090762818519,0.013935427324569288
68,0.03238006938628994,0.05361411574426231,0.05790287268430891,0.02213183395142959,0.07614994962909526,0.23083569210448815,0.275599546273006,0.21695262182083805
69,0.026044981457112107,0.06964649522984792,0.05108595630244733,0.10001196315348726,0.0074469862020838246,0.14406258299264926,0.1354086294662088,0.12628192777052652
70,0.02112304103361662,0.06102041009011802,0.06195121817145682,0.09462854408422056,0.008907856272558135,0.10732397924690187,0.28599927456326735,0.08690588706962984
71,0.052907644455078645,0.09012349575797199,0.17726266137972285,0.0,0.011376656583719197,0.12206872588773501,0.31210308247466867,0.1026382934985258
72,0.35896518722335224,0.2715700283434448,0.34541410449017285,0.05359492762292148,0.031065767116117915,0.2131282304035282,0.155679453446171,0.20067047672052982
73,0.06594508912549318,0.07416035926417586,0.00812331092759,0.11281253738485453,0.11352660703282008,0.2655356752143667,0.08473054273209613,0.24985275928631476
74,0.054070762052876364,0.07069552238156651,0.04781785645392417,0.23477688718746237,0.03299694972200681,0.15664129710658461,0.09313636176613238,0.14606638075568765
75,0.008243809068070429,0.008264233562874646,0.04624291853433815,0.18207919607608564,0.007440175015368422,0.11465784527961112,0.0022119280718758128,0.09706902327976549
76,0.010544622562507433,0.014733742581612863,0.0005866028888487085,0.08804880966622808,0.21960972027735065,0.2017096424365944,0.010449084782527374,0.22146475098183926
77,0.026826773537504067,0.04103245684826462,0.022901546066999068,0.1143677473381984,0.1784247116091789,0.27784617397799033,0.1999114074542871,0.2993156254329478
78,0.06561999042947825,0.06798651853679016,0.054331640342047016,0.19918650556286635,0.0747639705794017,0.011020147362715504,0.035326972577405524,0.021348138139750894
79,0.0028487259241535834,0.001252125900090384,0.000987047339423286,0.23890417514056703,0.131776441502777,0.04917572907509704,0.03450294752933364,0.0672370842044237
80,0.00011484627347813081,0.00021835095589484155,0.01672373404920041,0.15312836463691834,0.06222629384985412,0.05239029028929121,0.09928749648949486,0.06484673832377202
81,0.013838676875224054,0.018426644964671057,0.03385945819679659,0.051621007297523724,0.04838846103723765,0.03283205643576981,0.03633371455638423,0.02633227731284693
82,0.004595944490967008,0.021384273113453034,0.020077737011302776,0.03804282808948445,0.01414520477746578,0.1435087219533736,0.13915444265643528,0.12303792478881614
83,0.21805329584878647,0.17748454906949296,0.1645710878349088,0.048809666228017745,0.046530753599286045,0.3055416113655778,0.1148537295997335,0.2787875362099953
84,0.05232115085536432,0.03273075292777572,0.014535846876742142,0.06490010766838139,0.17425087349740842,0.17481544228119617,0.0059919627299415135,0.14913396516010902
85,0.0031349443713353242,0.009733021958106214,0.026882607366245592,0.1593492044502931,0.129294642463178,0.10104353051275977,0.17334661112541117,0.09726740110462118
86,0.006612932168919783,0.04823904660546985,0.08514967882735203,0.4677593013518363,0.1467746127273245,0.20140111863956023,0.10778915942210276,0.17465278118267913
87,0.4778212106711305,0.4951003490488044,0.5363009357855675,0.5053236033018302,0.12496789676694753,0.17084545714978794,0.23500569584936892,0.1386325388915126
88,0.08196016269888728,0.006772934335144365,0.10301107200888171,0.029548989113530322,0.3611991482135741,0.12981237052566796,0.2558523452089949,0.14119074917157726
89,0.07879680583801857,0.07162184024102403,0.1353819331200178,0.08709175738724734,0.4475578200028311,0.38756959538269786,0.15413848103579272,0.35065670163622353
90,0.2536586314152415,0.23378514016354848,0.18325674640002773,0.10372054073453754,0.07433259575535611,0.10232852198599324,0.12166672250514704,0.10833924484706184
91,0.12928280894843813,0.13267570990368946,0.0708971431082043,0.0062208398133748455,0.04026049899301798,0.0754991670085568,0.16975641902745417,0.08621890614028394
92,0.024298061969134754,0.06272462511307908,0.026640441412233262,0.0027515253020696795,0.09305352568458247,0.078280255743444,0.07985152638669557,0.07975923053274186
93,0.013087689915061096,0.0028448650241967854,0.026183555433796468,0.00023926306974517142,0.11618950804630143,0.23204007881096292,0.030335625795682775,0.2260543892572647
94,0.018060174662041906,0.02994251961427974,0.0014970878232161144,0.15468357459026205,0.03829966968541437,0.18308595804574426,0.1703275501223634,0.17361966902852624
95,0.006437073812657568,0.021667866765176402,0.010990806670585607,0.07620528771384141,0.022846043838363195,0.03775359170246023,0.1442902979311837,0.03867449021027375
96,0.02093013518363418,0.0437598645487447,0.07520728299460028,0.025361885392989586,0.006198175536653472,0.046425087351551264,0.07302770797285962,0.04753818661757003
97,0.22889191290824282,0.2184688083284679,0.2755922239499907,0.010407943533915553,0.13213490635880068,0.21614654790317891,0.18386610231339176,0.20748298788615535
98,0.12282300514415767,0.08755277610449763,0.049576323423710766,0.10994138054791242,0.08590664429335704,0.1798484695216076,0.442805892869919,0.1841995768261283
99,0.2666096423017108,0.23970313694135092,0.07409960404387694,0.054073453762411794,0.14843474730446649,0.007127714405418373,0.5850249582756262,0.0005636716738898762
100,0.36040106472065936,0.304087717412747,0.19719118560550575,0.1226223232444073,0.15642657659468628,0.16609348209935343,0.6347240529963998,0.16636819909096062
101,0.2798298241416439,0.1964752407917667,0.1950267461914441,0.02440483311400876,0.11478622419691442,0.0499353049507919,0.4838027307569522,0.06107983469397993
102,0.03781702356741248,0.04606101799273635,0.04835257206811529,0.11101806436176573,0.11484765779467263,0.18663194222891014,0.01727586727080299,0.1848062283751566
103,0.07525930135183645,0.07701326922546639,0.09157189997515902,0.14032779040555088,0.2294093497611955,0.15147740805062174,0.08294078625258636,0.15420274465031097
104,0.022326235195597455,0.03460780504873914,0.01036273115965504,0.16545041272879546,0.11336017148647484,0.1997689325953039,0.14880047317936593,0.20197362451843368
105,0.049181122143797135,0.033790639159439556,0.007501238220750217,0.056406268692427264,0.024334799121545347,0.14082746886314582,0.13597011920014038,0.14246996277902943
106,0.18111825577222135,0.18746025754598528,0.23940815741320967,0.035889460461777656,0.048989309314038,0.2387525520298487,0.17439091133746232,0.23749651767297356
107,0.0736978107429121,0.14338422783511526,0.1339854981612077,0.06998444790046657,0.07334995403860489,0.13581587872673515,0.2935050663684011,0.13922257998235607
108,0.0011143677473378633,0.04271807682287443,0.030870364392297178,0.04414403636798647,0.16998436114182497,0.07117685559692982,0.03209829801856029,0.06122114662452083
109,0.18188090680703484,0.13492406931971945,0.11994331130696012,0.11508553654743386,0.11285249575272366,0.02719302743772639,0.002344411549794534,0.006762271215423166
110,0.26494825936116717,0.2854186638018519,0.34102605131158725,0.10479722454839094,0.12612249134113454,0.15387499364022908,0.5518552190546475,0.15072316437529024
111,0.07294024404833077,0.0570895806826649,0.004756530724650876,0.01256131116162218,0.2059217118797092,0.11136433952941305,0.17702631290790227,0.11237835829899745
112,0.057104916856086096,0.05609731342479041,0.12284168467376166,0.19410216533078123,0.041625313876007375,0.056717860817731724,0.2868698639056428,0.050623730166138414
113,0.06109373130757262,0.04428583333289482,0.027455051812196873,0.016987677951908142,0.060835107148995926,0.11133042567353935,0.16451019408138667,0.10157963255260705
114,0.04455616700562276,0.03514047357607908,0.05716998823693914,0.0843402320851776,0.04798046918257731,0.0834739974829824,0.09287537663692758,0.07458325506055641
115,0.06170355305658587,0.05881906254879943,0.0832474564699417,0.10228496231606643,0.11005595443926358,0.30877301019050096,0.12003167493811268,0.3014912854564441
116,0.016419727240100157,0.004030980163533843,0.02011086141992971,0.1783706184950353,0.2338658087309663,0.4070940509471746,0.1534556011557405,0.397004907973371
117,0.060692367508074885,0.07125763153898645,0.06736574069755485,0.09546596482832878,0.13034810174543998,0.12833900605731607,0.06463229919212371,0.127923789279624
118,0.009153905969612963,0.009875686759226676,0.001150231526476031,0.0681301591099413,0.013664658456245149,0.04882707764514549,0.055211777020867325,0.04968208522452089
119,0.004901303983729677,0.005847516221312188,0.017457370607953937,0.12872353152290938,0.29299165530658405,0.18799002332100084,0.03721514097831863,0.18827909730393494
120,0.015344239741595045,0.025157266141467294,0.01518503982194147,0.01961957171910511,0.07033923570841527,0.11196788308801431,0.1593024950680819,0.11475082237908374
121,0.04705556884794759,0.03881105559196518,0.036560285446860075,0.0027515253020695685,0.09829464807221339,0.11954601422618172,0.009262415317657674,0.12462995420724776
122,0.027162639071659445,0.0127374602249756,0.03014737699746936,0.04761335087929186,0.08681046416879803,0.04393239396315346,0.0902333276697295,0.035647725260856356
123,0.009203553056586045,0.01270705104972325,0.014356104863924357,0.03971766957770062,0.12870083120705128,0.19290611625672943,0.08332393613092154,0.1913717064048226
124,0.053300334968296614,0.03678203232694233,0.08989797189847998,0.06310563464529234,0.037147062990989355,0.08338144394560906,0.08077012812594281,0.08781028873665314
125,0.09487528412489576,0.09151791924779407,0.07281181047857843,0.07847828687642058,0.013845315333158387,0.004018022271726651,0.21932040772723205,0.009768780334218102
126,0.0656962555329581,0.08799283953570969,0.07745256116083205,0.04001674841488212,0.0755352970987217,0.03281512417910548,0.04914624663744843,0.037447933873341166
127,0.0862779638712774,0.11160218915324382,0.018030617475739974,0.3000358894604618,0.12019922591434162,0.18814923006214834,0.3356011731681352,0.18591157437786443
128,0.16736750807512646,0.18698474778372043,0.24839344764819915,0.03768393348486654,0.058261546013581245,0.0730043546793036,0.33970799339645597,0.07926247353004329
129,0.00018692427323774297,0.06296680928460296,0.028164491307239636,0.13572197631295602,0.04031541809014466,0.0340546114976224,0.038512054137247176,0.04038339125450535
130,0.03520636439765579,0.030630298943764234,0.047059867704375036,0.2862782629501136,0.03221311998859805,0.04391761185364834,0.06433814545485989,0.03684943330423185
131,0.018132551740638644,0.024806842366564413,0.0004551008560110259,0.11113769589663847,0.29828319347152155,0.14826255047776762,0.028042036230114253,0.1444046000584829
132,0.02970839813374826,0.0660049246856079,0.028727647603292522,0.0528771384136858,0.19047470000282812,0.02510656783787374,0.04299432395484348,0.018236152091191227
133,0.03642002631893752,0.039293146162658305,0.049626735607644884,0.11735853571001315,0.2798934801916887,0.16436422420006427,0.12709170900078037,0.1618841368872945
134,0.07070702237109702,0.05485274523535846,0.06408930890154974,0.03792319655461182,0.2957280911104781,0.37460679083243387,0.197545053400694,0.3772747323359168
135,0.005889161382940433,0.020101812053687967,0.002665091324603519,0.026677832276588098,0.4123714879806178,0.4228326176848755,0.04421779401777545,0.41398130415788265
136,0.01838437612154603,0.010766198581194014,0.033831569314671156,0.08242612752721618,0.017137933255678695,0.23437939574287875,0.03555317868635713,0.24029666131943145
137,0.015864038760617843,0.01286893576394288,0.013062160523409916,0.010647206603660725,0.18945008478366368,0.22100800599198814,0.012897784339240631,0.22096748749464365
138,0.019050723770785746,0.0016009483928956236,0.02434579181807392,0.03343701399688956,0.09366257406449727,0.12736545629401722,0.16283895435518345,0.1265229132072275
139,0.05435458786936187,0.03178223085141038,0.021395425983618044,0.04402440483311407,0.12755188927830052,0.09560891268571362,0.12096275940538168,0.09034449393760308
140,0.04226163416676518,0.05259065574786212,0.03989671012410431,0.0,0.040912216605655055,0.11057186114837209,0.07291256013207045,0.11462674298049677
141,0.02931959564541184,0.05428428649688424,0.054449765031916564,0.06663476492403386,0.0008830358467442623,0.11522172777672021,0.08590564938062392,0.11156304516237184
142,0.06486720899629111,0.05825231416913676,0.021388408226055672,0.007297523627228131,0.06211908740924643,0.17434386508454539,0.10997460688018104,0.17256190972046367
143,0.039530147146787376,0.05896484590144313,0.027851407658772864,0.038880248833592645,0.006996510699543157,0.03622639603097577,0.08888482719480545,0.03970294128996643
144,0.09418365102152071,0.07405924196661995,0.06410106996784087,0.13877258045220714,0.1396171327339658,0.2478397317041417,0.24957133922112618,0.1337218670879643
145,0.007453460959293057,0.02352674369436092,0.019537390991076764,0.029608804880966733,0.0019906958258313345,0.056016813262730114,0.05661430373558393,0.07989628400540999
146,0.06602747284395805,0.04882322402430539,0.051176607693878884,0.10292299716872022,0.08517090786999948,0.03220649830845568,0.03253477309699904,0.15260026697107942
147,0.012213886755488623,0.01089998646877166,0.028447949191133137,0.05251824380906811,0.07185586742198191,0.062302557000487424,0.05652624721689806,0.0023208049334654812
148,0.08931440449130962,0.08521356079150266,0.06925157399878867,0.03433425050843408,0.033119724442665976,0.04024654634085029,0.04379960597410315,0.020875535226648978
149,0.018393004466876972,0.00391449578100167,0.015532049699489792,0.14254097380069386,0.08441810391659238,0.001707005514045623,0.0013294852095820375,0.1373686625724666
150,0.04569846966581026,0.0235575444319841,0.007619872414541928,0.030864935997128848,0.018749797885239325,0.08182909232423868,0.07993791580089038,0.3015139602348331
151,0.018781878480945313,0.008733901984384507,0.04728561667888781,0.11376958966383541,0.11925648429361693,0.04366192149587128,0.04147627366470846,0.01835587382549439
152,0.08015100996866142,0.07819920177878426,0.0577057113431349,0.0795250628065558,0.11351154973484995,0.008418550391662283,0.00696530722276123,0.1797709673495384
153,0.07059745222808989,0.04811314109880849,0.06129084993789191,0.1207680344538819,0.08129600792461733,0.08743960651005556,0.08953424486155748,0.06490149934277606
154,0.01577100783554894,0.03133179503724201,0.011217379713572312,0.08012322048091869,0.06758360609664066,0.2990267095466327,0.2966762115759879,0.18061342280245568
155,0.04270199056746529,0.07022202271267994,0.03955668397834616,0.06846911512541373,0.02874918968039969,0.26738299400994125,0.2599929586855637,0.08986323448727393
156,0.06520541383332967,0.02022472591915825,0.002829783451834711,0.057981417234916455,0.14018239645812267,0.2918051136932781,0.2881257036541537,0.03543838233180954
157,0.08493296060831046,0.09796043968768275,0.12403997011612017,0.1071101008892611,0.22732302436787608,0.2921163820626821,0.28651750430755774,0.1903110707358498
158,0.021270462214474595,0.009245904906113545,0.04924719233909447,0.08377198229453292,0.009475478227517375,0.3116349620146287,0.3099313819348022,0.012903021346576726
159,0.046371120901447904,0.02835152753233161,0.004372441657823273,0.06199904294772102,0.0002296068949225738,0.3226928554197609,0.319560508511458,0.03497604662353432
160,0.0824213971760625,0.04650553687292791,0.0315456068982618,0.056785101886190514,0.04967368204968947,0.31247280304717395,0.3095825878703611,0.09992831097093269
161,0.06656174300614415,0.05395789807572127,0.0377342103959476,0.025870319416198162,0.003899740149809261,0.17400934830256434,0.17471540420259393,0.03949665047192619
162,0.07388013843768088,0.05643029254808252,0.09035088579072609,0.10587390836224436,0.018106034857562958,0.08242522185367324,0.0840108351883444,0.03419385998524804
163,0.09743900848877507,0.06402233845523864,0.04385473196286871,0.24530446225625077,0.15995707104009224,0.07003442250227854,0.07109476726536185,0.19994971841063205
164,0.042208936475654935,0.034701621333496524,0.0520209951119322,0.03798301232204804,0.04360743430983527,0.10913534056737961,0.10950851905967668,0.008395141135908613
165,0.1344985810370725,0.14378279307439348,0.18463558334132238,1.3877787807814457e-17,0.6177126088736972,0.023565626746618384,0.024226178944037224,0.22199807231163363
166,0.09960595882718773,0.0757217601357015,0.15870789979705455,1.3877787807814457e-17,0.4116388956663861,0.1547926245269959,0.15226452937442211,0.22174608537972681
167,0.07844571529213856,0.04695177803785122,0.03159394398852716,1.3877787807814457e-17,0.383918166333139,0.16228220058335138,0.15733258007719195,0.22220074836797657
168,0.1466734192021905,0.12528776686818188,0.1382361303532083,0.019420185827650843,0.023406212705386023,0.17682206366303413,0.174709748813855,0.044113880342731476
169,0.04124556081554592,0.03277281183049305,0.038882926636349596,0.05509032180882879,0.017841675189433553,0.026657477660934015,0.023827835468715808,0.1334107454332993
170,0.10481426302227236,0.11713420308146813,0.10375255613236631,0.09698129760338156,0.10987926952614048,0.09554354391814104,0.09506692462660338,0.017510517382951424
171,0.03242915534439664,0.02805592735598919,0.019820324773108217,0.0,0.0845213810924863,0.034046203775394385,0.03356198878088523,0.15950161890181433
172,0.061696404122920434,0.060469825448694975,0.06342820057707577,0.0016748414882162277,0.0006197550300850452,0.2091864447512409,0.20857770203458964,0.08572964773607936
173,0.039278375935451984,0.02637584996178524,0.045619223837511935,0.05562866371575548,0.05865865158082084,0.21565597268107156,0.2161005469405198,0.028413884461067435
174,0.18051296262921465,0.19880560838744063,0.18343021239093424,0.0049048929297764166,0.07446849544544618,0.0869144332708019,0.08563215746343389,0.019452380521039203
175,0.03880481830248539,0.039179035968822745,0.017452513564451766,0.0960641225026917,0.11301056638592435,0.001788700409441818,0.0007152837451306904,0.2847547332754061
176,0.027679970452909902,0.009630447865701802,0.0021654610313891487,0.023926306974518502,0.21428208591683254,0.20449348633493805,0.20353163932942428,0.24315422263900763
177,0.09039078495377101,0.09095350822552159,0.05695791384206335,0.06896757985404953,0.026279329956766156,0.18737286570261982,0.18614905477116353,0.06569944427008975
178,0.18347993829797885,0.19366065465971846,0.18448300062324183,0.042947721019260754,0.07264466125846009,0.06621972591139075,0.067540717752609,0.038436963238716204
179,0.004530629312511261,0.011961102990146383,0.050141730838476326,0.2323244407225745,0.13737044727640815,0.154124244174806,0.15225640182765973,0.03788296940191738
180,0.01852371837597344,0.02954566027540842,0.0063755484131868545,0.04390477329824144,0.017097891684743488,0.16438489421507455,0.1624897193393959,0.1514511779603461
181,0.02306888450239908,0.023836932597740473,0.016557638925915497,0.0,0.24452980533146715,0.1195793645211004,0.11736589332759884,0.19562966840684456
182,0.017477792209518644,0.0030100543494500365,0.03493419634267829,0.09195677313873274,0.10683182928075552,0.03323334903003222,0.03209349782095999,0.18321761088100758
183,0.04776629425812934,0.07081235147845966,0.10008170165447544,0.00131594688359854,0.0049788888452614866,0.06748985701837917,0.06973756049198399,0.046762647884881325
184,0.0575508320088412,0.04849084129329495,0.06009637124840017,0.008414084619372264,0.07346881120051979,0.3586756078995611,0.3594096934883544,0.03179833693943179
185,0.05527949059753118,0.03455235425016068,0.007559757380491028,0.03164254097380076,0.011735940726697758,0.07367433452454653,0.07387086443986873,0.0635083634290326
186,0.06802110167351239,0.0635764075353793,0.0880301970146169,0.039059696135901434,0.02475535170282339,0.15193983444582404,0.1528588201755134,0.08920161067018956
187,0.033330890381434886,0.026195841712491896,0.019119779285963312,0.05562866371575542,0.18045271942011906,0.05752856655911398,0.05732810296704505,0.035236274755806096
