,XGB,LGBM,RF,DT,kNN,PLS,lasso,MLR
0,0.08524038375083354,0.40833569952592563,0.44015362089801957,0.1066096495305382,0.13660887541295785,0.29137663648733625,0.15140558604516446,0.07553926651812348
1,0.16116232904756655,0.004630522428988759,0.04783791949428273,0.0026560777699572435,0.3776450485926662,0.11455782865104414,0.21660655367287673,0.2454888637263326
2,0.18267961829814872,0.13524167374562168,0.13945314678813947,0.2984258312416722,0.30444185222541487,0.17062060326296702,0.16740699880797671,0.18856922751298644
3,0.19859448876247487,0.01956710595555955,0.014114065259830832,0.07367959733861007,0.3250073664900111,0.22495280631931147,0.21349888725489408,0.19393225160452165
4,0.15568158047410052,0.17016744905864067,0.19260830157106967,0.1304150785535001,0.3496876904537558,0.3034790770590324,0.05633494010488205,0.11035598481021969
5,0.0024923084781129923,0.037448229188459636,0.0416840197080966,0.018239286046295544,0.1267900907165958,0.18443442333988835,0.2570834684823913,0.2843300956013253
6,0.05988305762785551,0.004183882004860751,0.04932067490936176,0.008220560698017354,0.07559951290776878,0.15611414013719593,0.2766824740457733,0.26486655135334525
7,0.30306198794879224,0.12143136066243704,0.163319466393976,0.4130732147837288,0.2779561609152893,0.5436437412635053,0.22702097338548133,0.2937042639551152
8,0.02851238091816266,0.23423706126083577,0.18455308171423299,0.019596541786743416,0.08245740026539272,0.07901176769576035,0.1151800949491043,0.10069647193022546
9,0.1055521112708695,0.02187250227967441,0.003124477084687105,0.1490192432834434,0.1468416589487046,0.21770607316758384,0.28784672588152616,0.3065056858872176
10,0.3186488966300407,0.13865103937258227,0.09615622385423317,0.5397150028552837,0.3137900650019321,0.06764544538424888,0.3558328150165163,0.3669638693002786
11,0.026388878990274645,0.019842625396498392,0.025262619689504162,0.4744286112697379,0.30527271374490317,0.09349942165917735,0.16351362304994244,0.10129974693712845
12,0.1031145354878496,0.1121520244058305,0.0884561215952393,0.12479315794366458,0.054923790142688944,0.25656755557925953,0.21868087190422436,0.2983376633233983
13,0.13622858989878184,0.21145708807324315,0.19451101608255006,0.013200706516687033,0.17946094972043047,0.2925418367064506,0.053397929435468394,0.11049577462663829
14,0.10144844879234793,0.07155783857067577,0.08966091847169178,0.16955238449381782,0.15564406481245774,0.1149385649443212,0.22744792559833504,0.2503898560958323
15,0.16132545371453233,0.47866956020239965,0.46058031979176456,0.263097783503101,0.4954154944956654,0.23000058841070714,0.1670722998081257,0.15350784411576673
16,0.0901618877662495,0.2860308383312803,0.302302686622666,0.11382355675374173,0.13280148382290852,0.29852846171858666,0.15435198067381378,0.22803514880736586
17,0.18640162202409183,0.301157986074666,0.3940011155526635,0.19149158687366352,0.23515302427227125,0.38025289595184,0.08329031840712547,0.12046381406434492
18,0.01731110557233606,0.49937459876956325,0.41225295156642167,0.0037556939667191536,0.008905884451786639,0.273917520112805,0.15348636442475944,0.22289193079933217
19,0.025467372765115126,0.0009702939890532114,0.06052570419261874,0.15118394666595847,0.0723493678880266,0.08980935106004506,0.3118804262357042,0.3331906511732703
20,0.1477009528153359,0.041300579382994806,0.008049642093520326,0.060439049655374055,0.019272986173659024,0.10525574312619412,0.33996269045039007,0.35224560427670426
21,0.01795126518108736,0.05306073945885287,0.04622617830250064,0.2873291809984197,0.1929511051413178,0.3773068440959453,0.1131429729338696,0.03865138436927901
22,0.08210965252126501,0.10105181356539006,0.09421981035604754,0.04861950357906464,0.16965827753058932,0.1898475688275919,0.46196545029746067,0.4834141857815834
23,0.35901124008949487,0.013887622620391504,0.026244770846890586,0.4146369805707912,0.35274525430630205,0.2399645472439479,0.2949226043886315,0.2360227944659471
24,0.05510044628590627,0.08005741353818074,0.05651436274053967,0.4396764897276193,0.41889174041856525,0.3840063181674167,0.12109687386337648,0.10283303277549277
25,0.10489704721649085,0.28702766931457974,0.18451915032071997,0.6508552570419263,0.367484723417666,0.4798982249656474,0.3137518424703658,0.23376518227058396
26,0.12789833179978155,0.15045084064241404,0.19912010783675746,0.024557652381395095,0.22228550128081215,0.5600996471213476,0.1552130552298045,0.16402643475014927
27,0.1695107482778901,0.2212010874869012,0.1908615320256587,0.021809054569117803,0.19409142699390836,0.2135488170718146,0.12271542839212157,0.10544476690729643
28,0.2731436790005474,0.06211752204613752,0.09458213256484177,0.05648414985590783,0.33931724870029795,0.007464607085123198,0.17660902186827382,0.12071954949551916
29,0.04648450693809786,0.17923412467232736,0.14520916612438495,0.229164729943293,0.015293906459336759,0.42447263555263,0.1009400504315337,0.07078654244254862
30,0.03281301308339818,0.04884821132065381,0.14734684391559144,0.003548077221034368,0.20311549253892852,0.028635022365673835,0.24862093274990915,0.18658180967968513
31,0.1646775094712768,0.23465473474024062,0.3228423352235763,0.038356419075950554,0.2444092927619254,0.20239532546485794,0.17228469454691253,0.14588133759691707
32,0.002266300104692087,0.0436482089770549,0.007541136004462268,0.11476248024542157,0.012652264421062043,0.14811804549386837,0.07948914558616194,0.09578264115300067
33,0.005661339324081582,0.014987826356093414,0.05838314585851023,0.05378823091940138,0.19981309474433323,0.07569460504116787,0.2606044851942232,0.13621005077938442
34,0.11885511632040774,0.18097233864327733,0.1778288556288916,0.1558829909206408,0.010717034470463627,0.2666771523988779,0.0737901887374997,0.0578129854531203
35,0.21152978733790084,0.10977493478944184,0.23113042669889422,0.012038672492330593,0.26882173847444646,0.006787570419961808,0.35038795999776784,0.40824267824446203
36,0.06590745102365164,0.016992329680855733,0.004590266803013221,0.010951008645533111,0.05164785146985568,0.33813013016525906,0.4770854629164769,0.5303054012144977
37,0.1234780381833398,0.18252408250878993,0.22553035232871688,0.0724644417588548,0.11126649641627706,0.12454791677349758,0.27246427310153554,0.13854498092764322
38,0.06921386901049228,0.010156187111617365,0.06787998512596649,0.22529515664218644,0.23103917862908654,0.4719897024005717,0.12731712718724247,0.2283039673612987
39,0.09902044582169683,0.23689678825981408,0.2820326299154035,0.08941464472746427,0.025894693610389374,0.18635260483415667,0.34001168621014466,0.40837531770880875
40,0.10425585414703492,0.21458383468695474,0.1782529980477855,0.02950636794645342,0.10919445093832209,0.2707384341720241,0.13435250072397664,0.08439926283662735
41,0.2386750936801852,0.06294458800431535,0.06355861299619137,0.2692897648043134,0.3375578768292971,0.002598108412556255,0.12863835439000126,0.03999992185215451
42,0.11506082754912206,0.02454759347476354,0.02851863902575058,0.43582252088341145,0.01437151518912927,0.5163847847162724,0.245892371121805,0.11619185503300655
43,0.06265796586750638,0.08309855932686816,0.13055382541600935,0.10283005086388919,0.01735330339942376,0.012580602850997935,0.310052606463707,0.2065612601456115
44,0.16324517626495094,0.011415816641774157,0.005069954448266856,0.19768522822348233,0.2874333589314997,0.15664977042013029,0.27447598060003847,0.14341694337787803
45,0.04159933624518475,0.08598725676057362,0.0767081900158042,0.1524030863623687,0.12785941219295527,0.11289907439807267,0.34589787304146447,0.24957940844269244
46,0.1538995067636863,0.1343897043388913,0.13667193455424398,0.05526633819838245,0.01798638752053633,0.14679895082261674,0.4081198737454452,0.34443599074603604
47,0.16637948179506545,0.12926848822452985,0.10741935483871023,0.2152551826717487,0.2336917828443782,0.18023995689239947,0.3224873554225137,0.21848941579036119
48,0.11123871102345917,0.2524664813410093,0.20877312447708418,0.26526912708004086,0.08754074828096103,0.11203923931404292,0.13363971413425202,0.0523965501196042
49,0.21968267643729855,0.05315574743500284,0.04413893278795189,0.2757539940769467,0.1501423040274722,0.4553755560200107,0.1686965188692836,0.04731501727513021
50,0.01465084483058976,0.15274211327505094,0.2236787673143068,0.1870177558798921,0.28721084177795275,0.2265696177927975,0.161570136815969,0.0325009725969182
51,0.5723916284987238,0.028402093043291665,0.175590545691178,0.460041523349137,0.37534441369956945,0.05595971017499879,0.08396315491020268,0.007369433345925769
52,0.035454410386039026,0.1716310608419045,0.13374663010133014,0.12698707818164912,0.11305671092043268,0.11370519914181898,0.25654523699748566,0.12336806355684493
53,0.012239949509502912,0.2483323171302253,0.18403249047132186,0.15285727566103136,0.025656235513710768,0.09193021887406594,0.3066908213733395,0.16558154407215753
54,0.29662647960830313,0.14804321040692692,0.17397926931300578,0.1519010876638467,0.26931173574087464,0.20444598674841785,0.3918069592579845,0.2972834577093537
55,0.04216022512289275,0.13629599082146138,0.08614855442967295,0.10523380124570048,0.027258654302546925,0.09435610347400403,0.13409362322233243,0.2568362415379854
56,0.06281081563734686,0.0175493011522303,0.018056846704470497,0.17907276325050808,0.17935577866716496,0.04950247541719621,0.03646320242026929,0.006562611548987185
57,0.28677281687735534,0.001850034793684674,0.06030770660964996,0.1563632983173746,0.22453627238557772,0.14295255012992625,0.06420628386732546,0.1477538321313488
58,0.040134130351392905,0.10083673793798476,0.03279864274425881,0.1005298875151065,0.13054550471174398,0.11350354121748774,0.24986320183839883,0.37406750621636536
59,0.04292067383660414,0.0868131936051777,0.05568095193827172,0.12356605001394433,0.023398008116995883,0.3247943524341338,0.06424635195237216,0.08255912410112543
60,0.06061721143973431,0.11911929062573412,0.10091405596355918,0.06721204796876445,0.09563398828179714,0.21235875858892517,0.13515262796213878,0.0837016881785474
