group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.004,1.0,-0.0892,0.0812,False
DT,MLR,0.0625,0.3381,-0.0227,0.1477,False
DT,PLS,0.0644,0.2981,-0.0208,0.1496,False
DT,RF,-0.0041,1.0,-0.0893,0.0812,False
DT,XGB,-0.002,1.0,-0.0873,0.0832,False
DT,kNN,0.0286,0.9721,-0.0566,0.1138,False
DT,lasso,0.091,0.0265,0.0058,0.1762,True
LGBM,MLR,0.0665,0.2591,-0.0187,0.1517,False
LGBM,PLS,0.0684,0.2251,-0.0168,0.1536,False
LGBM,RF,-0.0001,1.0,-0.0853,0.0851,False
LGBM,XGB,0.0019,1.0,-0.0833,0.0872,False
LGBM,kNN,0.0326,0.9434,-0.0526,0.1178,False
LGBM,lasso,0.095,0.0166,0.0098,0.1802,True
MLR,PLS,0.0019,1.0,-0.0833,0.0872,False
MLR,RF,-0.0665,0.258,-0.1517,0.0187,False
MLR,XGB,-0.0645,0.2962,-0.1497,0.0207,False
MLR,kNN,-0.0339,0.9304,-0.1191,0.0513,False
MLR,lasso,0.0286,0.9722,-0.0566,0.1138,False
PLS,RF,-0.0685,0.224,-0.1537,0.0167,False
PLS,XGB,-0.0665,0.2592,-0.1517,0.0188,False
PLS,kNN,-0.0358,0.9082,-0.121,0.0494,False
PLS,lasso,0.0266,0.9814,-0.0586,0.1118,False
RF,XGB,0.002,1.0,-0.0832,0.0872,False
RF,kNN,0.0326,0.9429,-0.0526,0.1178,False
RF,lasso,0.0951,0.0165,0.0099,0.1803,True
XGB,kNN,0.0306,0.9592,-0.0546,0.1158,False
XGB,lasso,0.0931,0.021,0.0079,0.1783,True
kNN,lasso,0.0625,0.3384,-0.0228,0.1477,False
