,14PA,18PG,DDAB,DOPE,DOTAP,DSPC,aggregate
0,0.06083217165242158,0.06066311994280777,0.05256185003263261,0.09937938079382565,0.1639841064546072,0.00923726767491722,0.06083217165242158
1,0.06467240634067373,0.03689569385105974,0.017135749325968203,0.026726170807011784,0.052571014281667106,0.0012445984230303256,0.06467240634067373
2,0.05281845059019753,0.04562917166291454,0.13771502344890424,0.007110124414317635,0.08696017091054983,0.08519924568421419,0.05281845059019753
3,0.04398137616951422,0.08953283920871322,0.083564759452502,0.0975831072677393,0.2290585612001984,0.10153820085212945,0.04398137616951422
4,0.037762544844941265,0.15444361515611982,0.07689254854827503,0.06809368831578967,0.00027728429985002245,0.08853498289229153,0.037762544844941265
5,0.015192472145889951,0.03881237453388784,0.4023996117196458,0.06837978365675978,0.09841218331107945,0.09274263165738458,0.015192472145889951
6,0.04164988395022602,0.14778616099031217,0.0672108532679981,0.09206698950223156,0.09654220066344592,0.08169092711697015,0.04164988395022602
7,0.03479230816802762,0.16648368051836235,0.0038843189827945067,0.07036897983415724,0.04009038019840713,0.10372210653949342,0.03479230816802762
8,0.07787718760757464,0.08709025820822228,0.4400509996136134,0.08184784228941135,0.3434639546261795,0.097799948883495,0.07787718760757464
9,0.027559518124289344,0.03172004194509073,0.36157332298338063,0.04294305680901799,0.14085213393886753,0.04668257383747101,0.027559518124289344
10,0.056835679029851205,0.01392104815499592,0.2947419881181063,0.03285919374051905,0.10780733875686375,0.09553193449669899,0.056835679029851205
11,0.040119475002788375,0.049274797036572233,0.5018623838384502,0.036413983249531795,0.20349832999089854,0.07707873682247714,0.040119475002788375
12,0.03078379949366401,0.0006749740491985672,0.057119438727250046,0.05969417353207747,0.20644779785871037,0.045480810683976435,0.03078379949366401
13,0.024356637080990843,0.0633286786620432,0.06545478710573524,0.05601271196012403,0.2341825397508877,0.01884004583828197,0.024356637080990843
14,0.07684213970588595,0.01496733993009685,0.23688387220141074,0.006702702731732548,0.06866104928557942,0.02536956868083959,0.07684213970588595
15,0.021148024877250014,0.0842950567975887,0.04465416483676156,0.09774480616361009,0.08986695184649528,0.07476204943955955,0.021148024877250014
16,0.03812751511429509,0.07926863859632718,0.03928742478555729,0.08806041387780414,0.020589381320229187,0.0969862595079823,0.03812751511429509
17,0.02681787012284021,0.06521149590339542,0.17444644009604682,0.07518478639140887,0.1203218759211106,0.07683495467544135,0.02681787012284021
18,0.03656729232740231,0.0524515262508894,0.002163517645889129,0.07770964728222404,0.0722883696105848,0.08378992956445643,0.03656729232740231
19,0.02712343982800483,0.04894847666411255,0.3910866200908878,0.06058386876903382,0.05784600207683719,0.07631042112770273,0.02712343982800483
20,0.050959256048919044,0.08887726066848309,0.5149494444434685,0.07106651806140839,0.25024251202844733,0.08614438186880853,0.050959256048919044
