3.000000000000000000e+00,5.000000000000000000e+00,2.220446049250313081e-16,2.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,5.696791024041392149e-02,2.000000000000000000e+00
4.000000000000000000e+00,1.300000000000000000e+01,8.003254282904252725e-02,3.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,3.444862644552242892e-01,4.000000000000000000e+00
1.000000000000000000e+00,1.400000000000000000e+01,4.153530397539244023e-01,3.000000000000000000e+00
1.000000000000000000e+01,1.100000000000000000e+01,6.931649012252476538e-01,2.000000000000000000e+00
7.000000000000000000e+00,1.200000000000000000e+01,7.682887722978044565e-01,2.000000000000000000e+00
9.000000000000000000e+00,1.800000000000000000e+01,9.017340564198157438e-01,3.000000000000000000e+00
8.000000000000000000e+00,1.900000000000000000e+01,9.304392912514891645e-01,3.000000000000000000e+00
2.000000000000000000e+01,2.100000000000000000e+01,1.158415630637617877e+00,6.000000000000000000e+00
1.600000000000000000e+01,1.700000000000000000e+01,1.259271304239590217e+00,7.000000000000000000e+00
2.200000000000000000e+01,2.300000000000000000e+01,1.528823886895072315e+00,1.300000000000000000e+01
