LGBM,XGB,RF,MLP,DT,kNN,MLR,PLS,lasso
0.2226053099656416,0.15188880627505574,0.26851933995741645,0.3101084734104371,0.2886799148332151,0.2945920834066015,0.280300230564502,0.27338483624708304,0.29001543939855023
0.10066735556156833,0.1676142636430103,0.19985805535841022,0.16348246373136438,0.14176721078779275,0.2102422948114399,0.40840761494955796,0.4062071460831422,0.42006498953682486
0.09691600958758625,0.0965793355400465,0.008822746628814548,0.019931796043168193,0.03885734563520221,0.03440669265356017,0.12710543232986932,0.1281588331983829,0.1579921001937511
0.021057611104987994,0.04218788746403335,0.016548527324343643,0.07251650199224996,0.03344570617459186,0.06781550051376128,0.03187259815467591,0.03417584434459775,0.0376815914539137
0.17750054396325066,0.1872866963815656,0.10940338892831769,0.25877451288425823,0.2696948190205821,0.1656823014075668,0.03411532921994609,0.03385464880321143,0.012093363013874647
0.03722900558178843,0.044284095000171664,0.06639416252661456,0.08706921327947709,0.0556689141234919,0.1250813673534122,0.26345318647899135,0.2646354792268277,0.2867930432885955
0.0015079753818565411,0.042660407388861676,0.05604240596167498,0.07531420058164978,0.20573101490418733,0.006651835290885866,0.0819345438614229,0.07530854206638526,0.06534684897084941
0.05709993731002405,0.020688997167826795,0.05123713626685589,0.008802404179678591,0.05584634492547913,0.08362548465112374,0.0178089863968125,0.012709182138278319,0.05023810922453231
0.11366676773426398,0.09905197490945272,0.18367148687012036,0.06399577338246076,0.04497870830376138,0.14026680417355808,0.2457989894317445,0.2478722904418189,0.27007839479612683
0.2779338602602438,0.23912531943334764,0.2828446593328602,0.38851945196909266,0.10885379701916248,0.4812189097512532,0.5274433451062843,0.5417156191157113,0.5297194840886967
0.0575262783397722,0.0713793468272288,0.0836643896380419,0.1103443209751791,0.39229950319375445,0.15530317214654954,0.03618010210802669,0.03886666029416719,0.09919718446259107
0.05456684403377754,0.02456053645159012,0.07970147267565647,0.037024998900289735,0.10663591199432226,0.06092319955840614,0.059747887760362856,0.05968206749444971,0.07770503626216163
0.207756501179901,0.39504628007169984,0.3437287083037619,0.27417372407516605,0.11701561391057483,0.38041783411459473,0.51600310694119,0.5265190579111481,0.5131267476947601
0.017944280388709266,0.05333048418280589,0.07960166784953926,0.11787940353935067,0.0007097232079488758,0.0743064611276622,0.08833091473565441,0.08455504208021031,0.11599910305602246
0.0689815356315942,0.052837315574023935,0.07839247693399559,0.07836571339682341,0.03757097232079487,0.2130461669348208,0.11115961519963025,0.10538269026667207,0.14537430104859644
0.027512196379707587,0.002208968652233745,0.02597542583392487,0.07719308640460842,0.17743080198722505,0.04079675039498354,0.0011697121771669372,0.0026346570042744544,0.029274269849745793
0.09457785002743191,0.08888408945671122,0.06941802696948174,0.11690105290459851,0.009137686302342019,0.050272691099813915,0.0044197437557816355,0.00036454582749345654,0.006301623090497976
0.112663644415953,0.033448970533584754,0.051280606813342844,0.04321286772996885,0.07567423704755138,0.04478366217780516,0.022581268688317446,0.015295463480399396,0.04556730772861739
0.054414105873453966,0.028579877275706433,0.06212295954577701,0.057931783964617956,0.028300212916962386,0.03228575259523481,0.12804500540819302,0.1363022210992489,0.11867743920095869
0.13448428685035596,0.1763057094926611,0.15934483676366196,0.19448084562162382,0.5286550745209367,0.1815391796100167,0.10789920254581553,0.1073796717805025,0.10839849763558196
0.059131455559730095,0.14014948683482176,0.10516589779985785,0.11125278152048657,0.03530872959545783,0.08746933546306068,0.10076574266975591,0.10811817025089376,0.1663563682966227
0.0015409824067197375,0.008356491245218423,0.05447702271114241,0.056505155853526,0.16057487579843865,0.017913390156486297,0.07415629362933762,0.06787994145310072,0.032013968771396395
0.11634579188354932,0.1536894751365004,0.1953845812633075,0.14487608776888738,0.16208303761533,0.2647449392923232,0.28437985953710126,0.28743184635262137,0.2842736240416696
0.15900461181333858,0.15918790329594068,0.0665551809794176,0.07762849939074878,0.03415542938254079,0.0854076526577825,0.03198639772841194,0.03141883938341683,0.014813126643732022
0.026469817660282946,0.05146759448108984,0.0466128459900641,0.055552179496794196,0.026259758694109347,0.005622828881542807,0.16069032719418475,0.16380638783538148,0.15069000932125476
0.18917079950529675,0.18070604176788657,0.14964646912704055,0.3085343815465889,0.13573456352022711,0.19166750418079737,0.23053224160164576,0.22443052846963307,0.2641319514649462
0.07752503695867519,0.08242376426841624,0.11408046486870138,0.05166159273103221,0.0017743080198724392,0.0005167882127756762,0.13855564229516348,0.13353039166573866,0.12125890832206487
0.03567928492965944,0.09815501358764567,0.18543914123491823,0.1764955337882117,0.1531227821149751,0.3469413225357291,0.21780629207131008,0.2132157161810978,0.2692304572086318
0.01637222964112406,0.024569243213824032,0.03912704045422277,0.08484179736258468,0.020448899929027764,0.07410897145037887,0.04193647952466273,0.03537642856073142,0.028054287151346946
0.08844219410209331,0.2205108487073033,0.0026712207239174557,0.06857125449879115,0.0719925479063166,0.013479931794122268,0.009326820414114645,0.014155127458776506,0.006424963126774985
0.013316181172820851,0.06519610977832768,0.07494233498935443,0.08110371679100026,0.17676543647977294,0.13122132180717205,0.11596464877393253,0.11833345248868332,0.14489876154007097
