group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-3.4582,0.0404,-6.8391,-0.0773,True
DT,MLP,-1.2736,0.9626,-4.6545,2.1073,False
DT,MLR,2.308,0.4594,-1.0729,5.6889,False
DT,PLS,2.329,0.4463,-1.0519,5.7099,False
DT,RF,-2.1788,0.5422,-5.5597,1.2021,False
DT,XGB,-2.7001,0.2421,-6.081,0.6808,False
DT,kNN,1.2463,0.9672,-2.1346,4.6272,False
DT,lasso,3.0421,0.1176,-0.3388,6.423,False
LGBM,MLP,2.1846,0.5385,-1.1963,5.5655,False
LGBM,MLR,5.7662,0.0,2.3853,9.1471,True
LGBM,PLS,5.7872,0.0,2.4063,9.1681,True
LGBM,RF,1.2794,0.9616,-2.1015,4.6603,False
LGBM,XGB,0.7581,0.9988,-2.6228,4.139,False
LGBM,kNN,4.7045,0.0006,1.3236,8.0854,True
LGBM,lasso,6.5003,0.0,3.1194,9.8812,True
MLP,MLR,3.5816,0.0283,0.2007,6.9625,True
MLP,PLS,3.6026,0.0266,0.2217,6.9835,True
MLP,RF,-0.9051,0.9959,-4.286,2.4758,False
MLP,XGB,-1.4265,0.9283,-4.8074,1.9544,False
MLP,kNN,2.5199,0.3333,-0.861,5.9008,False
MLP,lasso,4.3157,0.0025,0.9348,7.6966,True
MLR,PLS,0.021,1.0,-3.3599,3.4019,False
MLR,RF,-4.4868,0.0013,-7.8677,-1.1059,True
MLR,XGB,-5.0081,0.0002,-8.389,-1.6272,True
MLR,kNN,-1.0617,0.988,-4.4426,2.3192,False
MLR,lasso,0.7341,0.9991,-2.6468,4.115,False
PLS,RF,-4.5078,0.0012,-7.8887,-1.1269,True
PLS,XGB,-5.0291,0.0001,-8.41,-1.6482,True
PLS,kNN,-1.0827,0.9864,-4.4636,2.2982,False
PLS,lasso,0.7131,0.9993,-2.6678,4.094,False
RF,XGB,-0.5213,0.9999,-3.9022,2.8596,False
RF,kNN,3.4251,0.0443,0.0442,6.806,True
RF,lasso,5.2208,0.0001,1.8399,8.6017,True
XGB,kNN,3.9464,0.009,0.5655,7.3273,True
XGB,lasso,5.7422,0.0,2.3613,9.1231,True
kNN,lasso,1.7958,0.7767,-1.5851,5.1767,False
